Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;DANIJEL MARUŠIÆ;ROBERT MATIÆ;TEA TOMAS;MARIO VUÈINIÆ;RUŽICA VUKOVAC
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;002;PODVRŠKO;DRUŠTVENI DOM PODVRŠKO;PODVRŠKO;237;122;122;117;5;102;4;3;1;7
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;003;BANIÆEVAC;DRUŠTVENI DOM BANIÆEVAC;BANIÆEVAC;161;63;63;62;1;47;0;2;5;8
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;004;BAÆIN DOL;DRUŠTVENI DOM BAÆIN DOL;BAÆIN DOL;297;103;103;92;11;73;2;1;5;11
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;005;ŠUMETLICA;DRUŠTVENI DOM ŠUMETLICA;ŠUMETLICA;233;49;49;47;2;30;3;1;10;3
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;006;CERNIÈKA ŠAGOVINA;DRUŠTVENI DOM CERNIÈKA ŠAGOVINA;CERNIÈKA ŠAGOVINA;249;71;71;65;6;44;4;2;9;6
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;007;GILETINCI;DRUŠTVENI DOM GILETINCI;GILETINCI;214;62;62;61;1;49;0;5;3;4
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;008;CERNIK;ZGRADA OPÆINE CERNIK;CERNIK;456;140;140;134;6;102;3;6;8;15
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;009;CERNIK;"OŠ ""MATIJA GUBEC""";CERNIK;522;171;170;164;6;103;9;10;12;30
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;CERNIK;010;CERNIK;ZGRADA OPÆINE CERNIK;CERNIK;405;103;103;102;1;78;1;1;13;9
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DAVOR;001;DAVOR;SALA OPÆINE DAVOR;DAVOR;975;525;525;510;15;367;33;39;24;47
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DAVOR;002;DAVOR;DRUŠTVENI DOM U DAVORU;DAVOR;872;471;471;450;21;342;22;30;25;31
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DAVOR;003;ORUBICA;OSNOVNA ŠKOLA U ORUBICI;ORUBICA;490;269;269;262;7;208;7;18;14;15
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DONJI ANDRIJEVCI;001;STARO TOPOLJE;"OŠ ""V.C.EMIN"", PODRUÈNA ŠKOLA STARO TOPOLJE";STARO TOPOLJE, IVE LOLE RIBARA 71;591;145;145;135;10;89;3;17;5;21
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DONJI ANDRIJEVCI;002;NOVO TOPOLJE;DRUŠTVENI DOM  NOVO TOPOLJE;NOVO TOPOLJE 21;137;34;34;32;2;22;2;3;4;1
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DONJI ANDRIJEVCI;003;DONJI ANDRIJEVCI;"OSNOVNA ŠKOLA ""V.C. EMIN"" DONJI ANDRIJEVCI";DONJI ANDRIJEVCI, TRG KRALJA TOMISLAVA 8;572;151;151;148;3;97;10;9;6;26
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DONJI ANDRIJEVCI;004;DONJI ANDRIJEVCI;"OSNOVNA ŠKOLA ""V.C. EMIN"" DONJI ANDRIJEVCI";DONJI ANDRIJEVCI, TRG KRALJA TOMISLAVA 8;737;216;216;202;14;121;6;15;15;45
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DONJI ANDRIJEVCI;005;SREDANCI;DRUŠTVENI DOM U SREDANCIMA;SREDANCI 24;254;111;111;109;2;67;0;5;1;36
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DONJI ANDRIJEVCI;006;DONJI ANDRIJEVCI;"OSNOVAN ŠKOLA ""V.C. EMIN"" DONJI ANDRIJEVCI";DONJI ANDRIJEVCI, TRG KRALJA TOMISLAVA 8;752;227;227;220;7;141;8;25;9;37
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DRAGALIÆ;001;GORICE;DRUŠTVENI DOM GORICE;GORICE 58;139;59;59;57;2;36;2;6;5;8
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DRAGALIÆ;002;DRAGALIÆ;DRUŠTVENI DOM DRAGALIÆ;TRG.SV. IVANA KRSTITELJA 2;458;271;271;263;8;180;4;32;32;15
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DRAGALIÆ;003;POLJANE;KUÆA NIKOLE BANJEGLAV;POLJANE 76 A;95;24;24;23;1;5;1;3;12;2
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DRAGALIÆ;004;MEDARI;DRUŠTVENI DOM MEDARI;MEDARI 158 B;153;56;56;54;2;31;3;4;14;2
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DRAGALIÆ;005;MAŠIÆ;DRUŠTVENI DOM MAŠIÆ;MAŠIÆ 78;257;86;86;85;1;42;5;5;20;13
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;DRAGALIÆ;006;DONJI BOGIÆEVCI;"LOVAÈKA KUÆA LOVAÈKE UDRUGE ""PODLOŽJE KLJUÈEVI""";DONJI BOGIÆEVCI 44;64;25;25;23;2;11;0;0;4;8
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GARÈIN;001;GARÈIN;OSNOVNA ŠKOLA U GARÈINU;GARÈIN;246;124;124;119;5;63;11;11;5;29
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GARÈIN;002;GARÈIN;OSNOVNA ŠKOLA U GARÈINU;GARÈIN;480;203;203;195;8;123;9;10;11;42
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GARÈIN;003;SELNA;DRUŠTVENI DOM U SELNI;SELNA;249;124;124;117;7;59;8;13;13;24
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GARÈIN;004;BICKO SELO;OSNOVNA ŠKOLA U BICKOM SELU;BICKO SELO;411;259;259;248;11;137;11;24;13;63
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GARÈIN;005;SAPCI;OSNOVNA ŠKOLA U SAPCIMA;SAPCI;397;218;218;211;7;120;5;14;12;60
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GARÈIN;006;VRHOVINA;DRUŠTVENI DOM U VRHOVINI;VRHOVINA;192;125;125;121;4;78;4;3;2;34
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GARÈIN;007;KLOKOÈEVIK;DRUŠTVENI DOM U KLOKOÈEVIKU;KLOKOÈEVIK;433;207;207;192;15;119;5;9;10;49
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GARÈIN;008;TRNJANI;OSNOVNA ŠKOLA U TRNJANIMA;TRNJANI;732;222;222;213;9;139;7;20;21;26
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GARÈIN;009;ZADUBRAVLJE;OSNOVNA ŠKOLA U ZADUBRAVLJU;ZADUBRAVLJE;715;387;386;376;10;149;18;43;19;147
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GORNJA VRBA;001;GORNJA VRBA;MJESNI DOM GORNJA VRBA;GORNJA VRBA, BRAÆE RADIÆ 1;858;447;447;428;19;193;13;174;15;33
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GORNJA VRBA;002;GORNJA VRBA;"PODRUÈNA ŠKOLA ""VLADIMIR NAZOR"" U GORNJOJ VRBI";GORNJA VRBA, ULICA VRBSKIH ŽRTAVA 102;392;215;215;201;14;92;5;86;5;13
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GORNJA VRBA;003;GORNJA VRBA;"PODRUÈNA ŠKOLA ""VLADIMIR NAZOR"" U GORNJOJ VRBI";GORNJA VRBA, ULICA VRBSKIH ŽRTAVA 102;434;236;236;225;11;102;14;78;16;15
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GORNJA VRBA;004;DONJA VRBA;"PODRUÈNA ŠKOLA ""IVAN GORAN KOVAÈIÆ"" U DONJOJ VRBI";DONJA VRBA, ULICA SV. FILIPA I JAKOVA 21;235;155;155;148;7;82;1;55;3;7
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GORNJA VRBA;005;DONJA VRBA;NOVI MJESNI DOM U DONJOJ VRBI;DONJA VRBA, ULICA SV. FILIPA I JAKOVA 139;283;172;172;168;4;92;7;59;1;9
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GORNJI BOGIÆEVCI;001;GORNJI BOGIÆEVCI;HRVATSKI SELJAÈKI DOM GORNJI BOGIÆEVCI;TRG HRVATSKIH BRANITELJA 1;591;229;229;216;13;135;6;29;23;23
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GORNJI BOGIÆEVCI;002;DUBOVAC;DRUŠTVENI DOM DUBOVAC;DUBOVAC 66;320;84;84;78;6;53;2;7;9;7
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GORNJI BOGIÆEVCI;003;KOSOVAC;DRUŠTVENI DOM U KOSOVCU;KOSOVAC;165;56;56;54;2;42;1;5;2;4
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GORNJI BOGIÆEVCI;004;SMRTIÆ;DRUŠTVENI DOM SMRTIÆ;SMRTIÆ  BB;396;140;140;131;9;76;3;28;10;14
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GORNJI BOGIÆEVCI;005;TRNAVA;DRUŠTVENI DOM TRNAVA;TRNAVA BB;195;47;47;46;1;28;2;7;9;0
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GUNDINCI;001;GUNDINCI;OSNOVNA ŠKOLA AUGUSTA ŠENOE GUNDINCI - U DONJEM HOLU;GUNDINCI, STJEPANA RADIÆA 3;394;258;258;241;17;81;7;19;50;84
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GUNDINCI;002;GUNDINCI;OSNOVNA ŠKOLA AUGUSTA ŠENOE GUNDINCI-UÈIONICA BROJ 2;GUNDINCI, STJEPANA RADIÆA 3;379;196;196;175;21;79;4;8;21;63
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GUNDINCI;003;GUNDINCI;OSNOVNA ŠKOLA AUGUSTA ŠENOE GUNDINCI-UÈIONICA BROJ 3;GUNDINCI, STJEPANA RADIÆA 3;427;239;239;210;29;108;3;7;30;62
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;GUNDINCI;004;GUNDINCI;OSNOVNA ŠKOLA AUGUSTA ŠENOE GUNDINCI - U DONJEM HOLU;GUNDINCI, STJEPANA RADIÆA 3;329;206;206;190;16;75;4;19;43;49
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;KLAKAR;001;RUŠÈICA;MJESNI DOM U RUŠÈICI;RUŠÈICA, IVANE BRLIÆ MAŽURANIÆ 3;416;268;267;258;9;148;7;78;10;15
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;KLAKAR;002;RUŠÈICA;MJESNI DOM U RUŠÈICI;RUŠÈICA, IVANE BRLIÆ MAŽURANIÆ 3;547;372;372;360;12;202;18;102;8;30
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;KLAKAR;003;GORNJA BEBRINA;MJESNI DOM U GORNJOJ BEBRINI;GORNJA BEBRINA 67/A;363;267;267;259;8;137;7;79;8;28
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;KLAKAR;004;DONJA BEBRINA;MJESNI DOM U DONJOJ BEBRINI;DONJA BEBRINA 63;321;261;261;256;5;157;14;61;0;24
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;KLAKAR;005;KLAKAR;MJESNI DOM U KLAKARU;KLAKAR 26/A;227;170;170;163;7;98;6;39;2;18
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;NOVA KAPELA;001;MAGIÆ MALA;DRUŠTVENI DOM;MAGIÆ MALA, BRANKA BERTOVIÆA 60;303;170;170;163;7;103;0;17;12;31
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;NOVA KAPELA;002;SEOCE;DRUŠTVENI DOM;SEOCE 66;217;123;123;114;9;72;3;11;9;19
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;NOVA KAPELA;003;SIÈE;DRUŠTVENI DOM;SIÈE, RADINJSKA 1;231;135;135;119;16;56;3;13;4;43
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;NOVA KAPELA;004;DONJI LIPOVAC;DRUŠTVENI DOM;DONJI LIPOVAC 46;190;118;118;114;4;76;6;14;5;13
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;NOVA KAPELA;005;SREDNJI LIPOVAC;DRUŠTVENI DOM;SREDNJI LIPOVAC 55;207;125;125;109;16;80;3;9;6;11
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;NOVA KAPELA;006;GORNJI LIPOVAC;DRUŠTVENI DOM;GORNJI LIPOVAC BB;59;35;35;32;3;24;3;2;0;3
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;NOVA KAPELA;007;STARA KAPELA;DRUŠTVENI DOM;STARA KAPELA 13;12;8;8;8;0;6;0;0;0;2
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;NOVA KAPELA;008;PAVLOVCI;OSNOVNA ŠKOLA PAVLOVCI;PAVLOVCI 33;23;9;9;8;1;7;0;0;0;1
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;NOVA KAPELA;009;BILI BRIG;DRUŠTVENI DOM;BILI BRIG 54;221;136;136;132;4;104;2;7;3;16
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;NOVA KAPELA;010;NOVA KAPELA;VATROGASNI DOM;NOVA KAPELA, VLADIMIRA NAZORA BB;326;215;215;206;9;132;7;10;24;33
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;NOVA KAPELA;011;NOVA KAPELA;HRVATSKI DOM;NOVA KAPELA, TRG KRALJA TOMISLAVA 9;390;224;224;208;16;127;12;24;11;34
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;NOVA KAPELA;012;DRAGOVCI;DRUŠTVENI DOM;DRAGOVCI 144;305;149;149;143;6;90;3;17;7;26
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;NOVA KAPELA;013;BATRINA;DRUŠTVENI DOM;BATRINA, A. STARÈEVIÆA 2;431;228;228;204;24;121;10;12;16;45
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;NOVA KAPELA;014;BATRINA;"OŠ ""ANTUN MIHANOVIÆ"" BATRINA";BATRINA, STJEPANA RADIÆA 156;353;205;205;192;13;127;13;15;20;17
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;OKUÈANI;001;OKUÈANI;DRUŠTVENI DOM OKUÈANI;TRG DR.FRANJE TUÐMANA 1;912;369;369;346;23;256;8;26;39;17
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;OKUÈANI;002;OKUÈANI;DJEÈJI VRTIÆ U OKUÈANIMA;GRIGORA VITEZA BB;391;184;184;171;13;130;5;13;18;5
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;OKUÈANI;003;ÈOVAC;DRUŠTVENI DOM U ÈOVCU;ÈOVAC;256;147;147;126;21;100;0;12;11;3
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;OKUÈANI;004;LAÐEVAC;PODRUÈNA ŠKOLA U LAÐEVCU;LAÐEVAC;528;234;234;221;13;161;8;16;24;12
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;OKUÈANI;005;CAGE;DRUŠTVENI DOM U CAGAMA;CAGE;445;202;202;192;10;143;7;8;16;18
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;OKUÈANI;006;TRNAKOVAC;DRUŠTVENI DOM U TRNAKOVCU;TRNAKOVAC;185;61;61;59;2;40;0;2;13;4
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;OPRISAVCI;001;OPRISAVCI;DRUŠTVENI DOM U OPRISAVCIMA;OPRISAVCI, TRG SVETOG KRIŽA 1;388;225;225;217;8;141;4;14;7;51
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;OPRISAVCI;002;OPRISAVCI;POSLOVNI PROSTOR MATE AKŠAMOVIÆ-OPRISAVCI , SAVSKA ULICA 97;OPRISAVCI, SAVSKA ULICA 97;319;193;193;187;6;92;11;24;10;50
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;OPRISAVCI;003;TRNJANSKI KUTI;DRUŠTVENI DOM U TRNJANSKIM KUTIMA;TRNJANSKI KUTI 72;263;161;161;157;4;110;2;20;8;17
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;OPRISAVCI;004;POLJANCI;DRUŠTVENI DOM U POLJANCIMA;POLJANCI 37;215;105;105;102;3;60;5;9;13;15
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;OPRISAVCI;005;SVILAJ;DRUŠTVENA ZGRADA U SVILAJU;SVILAJ 36;243;115;115;108;7;79;5;3;10;11
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;OPRISAVCI;006;STRUŽANI;"PROSTORIJE NK ""SLOGA"" STRUŽANI";STRUŽANI 47;120;61;61;59;2;52;0;2;0;5
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;OPRISAVCI;007;ZOLJANI;DRUŠTVENI DOM U ZOLJANIMA;ZOLJANI 10;20;16;16;15;1;7;0;2;0;6
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;OPRISAVCI;008;PRNJAVOR;DRUŠTVENI DOM U PRNJAVORU;TRG IVANA OSTOJÈIÆA 1;181;116;116;115;1;63;4;9;6;33
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;OPRISAVCI;009;NOVI GRAD;"OŠ ""STJEPAN RADIÆ"" PODRUÈNA ŠKOLA U NOVOM GRADU";NOVI GRAD 71;232;149;149;141;8;106;4;11;2;18
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;ORIOVAC;001;RADOVANJE;DRUŠTVENI DOM RADOVANJE;RADOVANJE  BB;237;127;127;125;2;73;15;14;12;11
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;ORIOVAC;002;ORIOVAC;PROSTORIJE KUD-A L. I. ORIOVÈANIN ORIOVAC;ORIOVAC, FRANKOPANSKA 20;976;516;516;489;27;257;80;71;29;52
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;ORIOVAC;003;SLAVONSKI KOBAŠ;PODRUÈNA ŠKOLA DR. STJEPAN ILIJAŠEVIÆ SLAVONSKI KOBAŠ;SLAVONSKI KOBAŠ, ULICA ZNG BB;935;457;457;432;25;278;34;32;33;55
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;ORIOVAC;004;LUŽANI;DRUŠTVENI DOM LUŽANI;LUŽANI, VLADIMIRA NAZORA BB;826;316;316;308;8;165;38;28;46;31
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;ORIOVAC;005;CIGLENIK;DRUŠTVENI DOM;CIGLENIK B.B.;128;74;74;69;5;30;6;12;10;11
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;ORIOVAC;006;BEÈIC;PRIVATNA KUÆA;BEÈIC 49;85;46;46;43;3;32;3;5;3;0
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;ORIOVAC;007;ŽIVIKE;DRUŠTVENI DOM;ŽIVIKE B.B.;179;83;83;81;2;59;6;7;2;7
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;ORIOVAC;008;PRIÈAC;DRUŠTVENI DOM PRIÈAC;PRIÈAC BB;82;23;23;22;1;15;1;3;3;0
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;ORIOVAC;009;ORIOVAC;DRUŠTVENI DOM ORIOVAC;ORIOVAC, TRG HRVATSKOG PREPORODA 1;557;260;260;247;13;144;25;28;21;29
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;ORIOVAC;010;KUJNIK;DRUŠTVENI DOM KUJNIK;KUJNIK BB;259;132;132;129;3;73;10;11;17;18
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;ORIOVAC;011;MALINO;DRUŠTVENI DOM MALINO;MALINO, MATIJE GUPCA BB;419;192;192;185;7;117;15;16;21;16
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;PODCRKAVLJE;001;TOMICA;DRUŠTVENI DOM U TOMICI;TOMICA;405;177;177;170;7;94;10;30;11;25
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;PODCRKAVLJE;002;RASTUŠJE;DRUŠTVENI DOM U RASTUŠJU;RASTUŠJE;217;112;112;110;2;60;2;29;15;4
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;PODCRKAVLJE;003;GRABARJE;DRUŠTVENI DOM U GRABARJU;GRABARJE;268;126;126;121;5;83;2;15;15;6
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;PODCRKAVLJE;004;KINDROVO;DRUŠTVENI DOM U KINDROVU;KINDROVO;68;39;39;36;3;30;0;3;1;2
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;PODCRKAVLJE;005;ORIOVÈIÆ;DRUŠTVENI DOM U ORIOVÈIÆU;ORIOVÈIÆ;74;38;38;35;3;17;0;9;6;3
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;PODCRKAVLJE;006;PODCRKAVLJE;ZGRADA STARE PODRUÈNE ŠKOLE U  PODCRKAVLJU;PODCRKAVLJE, TRG 108. BRIGADE ZNG BR. 7;336;171;171;165;6;113;2;19;17;14
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;PODCRKAVLJE;007;DUBOVIK;DRUŠTVENI DOM U DUBOVIKU;DUBOVIK;84;45;45;43;2;31;3;7;0;2
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;PODCRKAVLJE;008;DONJI SLATINIK;DRUŠTVENI DOM U DONJEM SLATINIKU;DONJI SLATINIK;137;70;70;68;2;55;2;1;5;5
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;PODCRKAVLJE;009;GLOGOVICA;DRUŠTVENI DOM U GLOGOVICI;GLOGOVICA;165;89;89;83;6;39;5;24;11;4
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;PODCRKAVLJE;010;BRODSKI ZDENCI;DRUŠTVENI DOM U BRODSKIM ZDENCIMA;BRODSKI ZDENCI;224;96;96;92;4;68;1;11;7;5
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;PODCRKAVLJE;011;GORNJI SLATINIK;DRUŠTVENI DOM U GORNJEM SLATINIKU;GORNJI SLATINIK;74;48;48;47;1;29;2;10;3;3
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;REŠETARI;001;REŠETARI;OSNOVNA ŠKOLA U REŠETARIMA;VLADIMIRA NAZORA 23;988;400;400;382;18;268;12;20;51;31
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;REŠETARI;002;REŠETARI;OSNOVNA ŠKOLA U REŠETARIMA;VLADIMIRA NAZORA 23;989;427;427;404;23;250;14;39;48;53
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;REŠETARI;003;BUKOVICA;DOM U BUKOVICI;BUKOVICA;130;71;71;66;5;42;4;7;7;6
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;REŠETARI;004;ADŽAMOVCI;DJEÈJI VRTIÆ ÈAROBNI SVIJET U REŠETARIMA;ADŽAMOVCI, S. RADIÆA 1;489;215;215;201;14;132;9;20;24;16
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;REŠETARI;005;ZAPOLJE;DOM U ZAPOLJU;IVANA ZAPOLJSKOG 88;345;150;150;133;17;96;3;14;7;13
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;REŠETARI;006;BRÐANI;DOM U BRÐANIMA;BRÐANI;205;82;82;80;2;53;2;5;5;15
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;REŠETARI;007;DREŽNIK;DOM U DREŽNIKU;DREŽNIK;330;142;142;140;2;101;8;13;2;16
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;REŠETARI;008;GUNJAVCI;OSNOVNA ŠKOLA U GUNJAVCIMA;HRVATSKIH BRANITELJA;335;164;164;158;6;121;10;6;13;8
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIBINJ;001;SIBINJ;"OSNOVNA ŠKOLA ""SIBINJSKIH ŽRTAVA"" SIBINJ";SIBINJ, 108. BRIGADE ZNG 4;805;347;347;318;29;178;23;65;14;38
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIBINJ;002;SIBINJ;"OSNOVNA ŠKOLA ""SIBINJSKIH ŽRTAVA"" SIBINJ";SIBINJ, 108. BRIGADE ZNG 4;829;404;404;387;17;258;21;27;25;56
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIBINJ;003;SIBINJ;"OSNOVNA ŠKOLA ""SIBINJSKIH ŽRTAVA"" SIBINJ";SIBINJ, 108. BRIGADE ZNG 4;759;343;343;322;21;192;24;46;20;40
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIBINJ;004;GROMAÈNIK;DRUŠTVENI DOM GROMAÈNIK;GROMAÈNIK, DR. FRANJE TUÐMANA 98;456;179;179;170;9;84;6;51;14;15
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIBINJ;005;BARTOLOVCI;DRUŠTVENI DOM BARTOLOVCI;BARTOLOVCI, HRVATSKIH BRANITELJA 86/C;613;252;252;235;17;128;9;51;11;36
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIBINJ;006;SLOBODNICA;"OSNOVNA ŠKOLA ""SIBINJSKIH ŽRTAVA"" SIBINJ";SLOBODNICA, TRG SVETOG MARKA 4;608;231;231;219;12;120;17;47;17;18
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIBINJ;007;SLOBODNICA;VATROGASNI DOM U SLOBODNICI;SLOBODNICA, TRG SVETOG MARKA 11;750;303;303;286;17;173;9;41;17;46
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIBINJ;008;JAKAÈINA;DRUŠTVENI DOM JAKAÈINA;JAKAÈINA MALA 37;105;55;55;49;6;31;3;9;2;4
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIBINJ;009;GRGUREVIÆI;OSNOVNA ŠKOLA GRGUREVIÆI;GRGUREVIÆI 29;146;61;61;61;0;38;3;8;2;10
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIBINJ;010;RAVAN;OSNOVNA ŠKOLA RAVAN;RAVAN BR. 30;226;95;95;88;7;65;2;7;9;5
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIBINJ;011;GORNJI ANDRIJEVCI;DRUŠTVENI DOM GORNJI ANDRIJEVCI;GORNJI ANDRIJEVCI 81;392;189;189;179;10;114;8;24;10;23
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIBINJ;012;GRIŽIÆI;OSNOVNA ŠKOLA GRIŽIÆI;GRIŽIÆI BR. 9;94;38;38;37;1;16;0;5;0;16
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIKIREVCI;001;SIKIREVCI;ZGRADA OPÆINE SIKIREVCI, DVORANA ZA OKUPLJANJE GRAÐANA;SIKIREVCI, LJUDEVITA GAJA 4/A;360;258;258;245;13;134;8;43;10;50
