Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DOMOVINSKI POKRET - DP;DUSPARA MIRKO - NEZAVISNA LISTA - DUSPARA MIRKO - NL;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA KONZERVATIVNA STRANKA - HKS, HRVATSKA STRANKA PRAVA - HSP;HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS;HRVATSKA SELJAČKA STRANKA - HSS, STRANKA UMIROVLJENIKA - SU;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS;MOST;SNAGA SLAVONIJE I BARANJE - Snaga SiB;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;BRODSKI STUPNIK;002;BRODSKI STUPNIK;ŠPORTSKI DOM BRODSKI  STUPNIK;BRODSKI STUPNIK, OMLADINSKA ULICA 2;680;432;432;398;34;43;80;176;6;17;4;34;5;33
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;BRODSKI STUPNIK;003;STARI SLATINIK;DRUŠTVENI DOM STARI SLATINIK;STARI SLATINIK, ULICA HRVATSKIH BRANITELJA 183;986;534;534;507;27;84;99;191;4;38;5;41;6;39
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;BRODSKI STUPNIK;004;LOVČIĆ;DRUŠTVENI DOM LOVČIĆ;LOVČIĆ;36;28;28;25;3;3;7;12;0;1;0;2;0;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;BRODSKI STUPNIK;005;KRAJAČIĆI;DRUŠTVENI DOM KRAJAČIĆI;KRAJAČIĆI;86;49;49;44;5;5;11;27;0;0;0;0;0;1
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;BUKOVLJE;001;BUKOVLJE;DRUŠTVENI DOM BUKOVLJE;BUKOVLJE, JOSIPA KOZARCA 20;950;543;542;512;30;39;126;218;1;9;1;19;5;94
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;BUKOVLJE;002;BUKOVLJE;DRUŠTVENI DOM BUKOVLJE;BUKOVLJE, JOSIPA KOZARCA 20;926;576;576;553;23;41;179;243;0;11;4;11;6;58
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;BUKOVLJE;003;VRANOVCI;DRUŠTVENI DOM VRANOVCI;VRANOVCI, SLAVONSKA 14;548;364;364;334;30;45;92;144;2;5;1;6;5;34
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;BUKOVLJE;004;KORDUŠEVCI;DRUŠTVENI DOM KORDUŠEVCI;KORDUŠEVCI 34;136;99;99;94;5;3;13;53;0;10;1;1;1;12
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;BUKOVLJE;005;JEŽEVIK;DRUŠTVENI DOM JEŽEVIK;JEŽEVIK 24;56;14;14;14;0;2;3;6;0;1;0;1;1;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;BUKOVLJE;006;ŠUŠNJEVCI;DRUŠTVENI DOM ŠUŠNJEVCI;ŠUŠNJEVCI, TRG SVETOG MIHOVILA 1;205;144;144;143;1;15;30;59;2;6;1;2;1;27
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;CERNIK;001;OPATOVAC;DRUŠTVENI DOM OPATOVAC;OPATOVAC;262;110;110;98;12;5;0;74;0;10;3;0;1;5
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;CERNIK;002;PODVRŠKO;DRUŠTVENI DOM PODVRŠKO;PODVRŠKO;237;122;122;120;2;10;0;93;1;3;10;3;0;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;CERNIK;003;BANIĆEVAC;DRUŠTVENI DOM BANIĆEVAC;BANIĆEVAC;161;63;63;62;1;8;4;32;0;1;13;0;0;4
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;CERNIK;004;BAĆIN DOL;DRUŠTVENI DOM BAĆIN DOL;BAĆIN DOL;297;103;103;96;7;11;1;57;0;12;8;2;0;5
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;CERNIK;005;ŠUMETLICA;DRUŠTVENI DOM ŠUMETLICA;ŠUMETLICA;233;48;48;46;2;5;0;21;1;5;1;1;1;11
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;CERNIK;006;CERNIČKA ŠAGOVINA;DRUŠTVENI DOM CERNIČKA ŠAGOVINA;CERNIČKA ŠAGOVINA;249;71;71;66;5;10;1;37;0;2;4;2;0;10
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;CERNIK;007;GILETINCI;DRUŠTVENI DOM GILETINCI;GILETINCI;214;62;62;62;0;5;3;34;0;7;8;1;0;4
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;CERNIK;008;CERNIK;ZGRADA OPĆINE CERNIK;CERNIK;456;140;140;137;3;21;5;73;3;11;12;2;1;9
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;CERNIK;009;CERNIK;"OŠ ""MATIJA GUBEC""";CERNIK;522;171;171;166;5;30;3;89;4;15;14;1;1;9
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;CERNIK;010;CERNIK;ZGRADA OPĆINE CERNIK;CERNIK;405;103;103;102;1;7;2;59;1;7;11;2;0;13
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;DAVOR;001;DAVOR;SALA OPĆINE DAVOR;DAVOR;975;525;525;504;21;57;33;305;6;18;11;32;15;27
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;DAVOR;002;DAVOR;DRUŠTVENI DOM U DAVORU;DAVOR;872;471;471;447;24;32;24;291;7;30;25;19;5;14
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;DAVOR;003;ORUBICA;OSNOVNA ŠKOLA U ORUBICI;ORUBICA;490;269;269;264;5;15;12;155;2;25;38;7;1;9
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;DONJI ANDRIJEVCI;001;STARO TOPOLJE;"OŠ ""V.C.EMIN"", PODRUČNA ŠKOLA STARO TOPOLJE";STARO TOPOLJE, IVE LOLE RIBARA 71;591;145;145;133;12;30;16;70;1;4;0;4;1;7
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;DONJI ANDRIJEVCI;002;NOVO TOPOLJE;DRUŠTVENI DOM  NOVO TOPOLJE;NOVO TOPOLJE 21;137;34;34;32;2;1;4;19;0;1;0;1;2;4
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;DONJI ANDRIJEVCI;003;DONJI ANDRIJEVCI;"OSNOVNA ŠKOLA ""V.C. EMIN"" DONJI ANDRIJEVCI";DONJI ANDRIJEVCI, TRG KRALJA TOMISLAVA 8;572;151;151;146;5;25;14;83;0;3;0;8;4;9
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;DONJI ANDRIJEVCI;004;DONJI ANDRIJEVCI;"OSNOVNA ŠKOLA ""V.C. EMIN"" DONJI ANDRIJEVCI";DONJI ANDRIJEVCI, TRG KRALJA TOMISLAVA 8;737;216;216;204;12;55;27;99;0;4;1;4;3;11
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;DONJI ANDRIJEVCI;005;SREDANCI;DRUŠTVENI DOM U SREDANCIMA;SREDANCI 24;254;111;111;107;4;28;7;60;0;9;0;1;0;2
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;DONJI ANDRIJEVCI;006;DONJI ANDRIJEVCI;"OSNOVAN ŠKOLA ""V.C. EMIN"" DONJI ANDRIJEVCI";DONJI ANDRIJEVCI, TRG KRALJA TOMISLAVA 8;752;227;227;215;12;44;35;115;1;4;3;3;2;8
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;DRAGALIĆ;001;GORICE;DRUŠTVENI DOM GORICE;GORICE 58;139;58;58;57;1;10;9;29;0;2;0;1;0;6
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;DRAGALIĆ;002;DRAGALIĆ;DRUŠTVENI DOM DRAGALIĆ;TRG.SV. IVANA KRSTITELJA 2;458;270;270;258;12;25;24;144;2;22;12;4;3;22
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;DRAGALIĆ;003;POLJANE;KUĆA NIKOLE BANJEGLAV;POLJANE 76 A;95;24;24;23;1;2;3;2;0;2;0;1;0;13
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;DRAGALIĆ;004;MEDARI;DRUŠTVENI DOM MEDARI;MEDARI 158 B;153;51;51;49;2;5;3;23;0;2;0;5;0;11
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;DRAGALIĆ;005;MAŠIĆ;DRUŠTVENI DOM MAŠIĆ;MAŠIĆ 78;257;81;81;80;1;13;4;23;1;7;12;2;0;18
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;DRAGALIĆ;006;DONJI BOGIĆEVCI;"LOVAČKA KUĆA LOVAČKE UDRUGE ""PODLOŽJE KLJUČEVI""";DONJI BOGIĆEVCI 44;64;24;24;20;4;5;0;9;0;0;0;0;0;6
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GARČIN;001;GARČIN;OSNOVNA ŠKOLA U GARČINU;GARČIN;246;123;123;117;6;28;12;50;1;10;0;8;1;7
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GARČIN;002;GARČIN;OSNOVNA ŠKOLA U GARČINU;GARČIN;480;198;198;190;8;44;24;99;0;4;0;9;2;8
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GARČIN;003;SELNA;DRUŠTVENI DOM U SELNI;SELNA;249;124;124;120;4;29;14;52;0;7;0;5;1;12
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GARČIN;004;BICKO SELO;OSNOVNA ŠKOLA U BICKOM SELU;BICKO SELO;411;259;259;251;8;69;26;124;1;6;1;4;7;13
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GARČIN;005;SAPCI;OSNOVNA ŠKOLA U SAPCIMA;SAPCI;397;219;219;209;10;52;20;111;2;5;1;5;1;12
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GARČIN;006;VRHOVINA;DRUŠTVENI DOM U VRHOVINI;VRHOVINA;192;125;125;119;6;36;7;70;2;1;0;2;0;1
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GARČIN;007;KLOKOČEVIK;DRUŠTVENI DOM U KLOKOČEVIKU;KLOKOČEVIK;433;206;206;192;14;74;18;86;1;2;1;2;3;5
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GARČIN;008;TRNJANI;OSNOVNA ŠKOLA U TRNJANIMA;TRNJANI;732;222;222;213;9;32;29;111;2;9;1;2;5;22
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GARČIN;009;ZADUBRAVLJE;OSNOVNA ŠKOLA U ZADUBRAVLJU;ZADUBRAVLJE;715;387;386;377;9;157;41;133;1;10;1;11;9;14
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GORNJA VRBA;001;GORNJA VRBA;MJESNI DOM GORNJA VRBA;GORNJA VRBA, BRAĆE RADIĆ 1;858;447;447;426;21;32;219;137;1;7;0;11;5;14
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GORNJA VRBA;002;GORNJA VRBA;"PODRUČNA ŠKOLA ""VLADIMIR NAZOR"" U GORNJOJ VRBI";GORNJA VRBA, ULICA VRBSKIH ŽRTAVA 102;392;215;215;204;11;12;108;51;0;19;0;3;3;8
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GORNJA VRBA;003;GORNJA VRBA;"PODRUČNA ŠKOLA ""VLADIMIR NAZOR"" U GORNJOJ VRBI";GORNJA VRBA, ULICA VRBSKIH ŽRTAVA 102;434;236;236;226;10;11;103;65;2;19;1;6;2;17
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GORNJA VRBA;004;DONJA VRBA;"PODRUČNA ŠKOLA ""IVAN GORAN KOVAČIĆ"" U DONJOJ VRBI";DONJA VRBA, ULICA SV. FILIPA I JAKOVA 21;235;155;155;149;6;10;54;72;1;3;0;4;1;4
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GORNJA VRBA;005;DONJA VRBA;NOVI MJESNI DOM U DONJOJ VRBI;DONJA VRBA, ULICA SV. FILIPA I JAKOVA 139;283;172;172;169;3;13;54;93;1;2;0;2;0;4
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GORNJI BOGIĆEVCI;001;GORNJI BOGIĆEVCI;HRVATSKI SELJAČKI DOM GORNJI BOGIĆEVCI;TRG HRVATSKIH BRANITELJA 1;591;213;213;205;8;32;42;73;1;31;4;5;3;14
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GORNJI BOGIĆEVCI;002;DUBOVAC;DRUŠTVENI DOM DUBOVAC;DUBOVAC 66;320;84;84;77;7;6;12;44;0;7;0;2;0;6
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GORNJI BOGIĆEVCI;003;KOSOVAC;DRUŠTVENI DOM U KOSOVCU;KOSOVAC;165;56;56;52;4;7;10;29;0;3;1;0;0;2
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GORNJI BOGIĆEVCI;004;SMRTIĆ;DRUŠTVENI DOM SMRTIĆ;SMRTIĆ  BB;396;138;138;127;11;13;16;65;2;15;2;7;1;6
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GORNJI BOGIĆEVCI;005;TRNAVA;DRUŠTVENI DOM TRNAVA;TRNAVA BB;195;47;47;46;1;0;13;17;0;2;0;1;2;11
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GUNDINCI;001;GUNDINCI;OSNOVNA ŠKOLA AUGUSTA ŠENOE GUNDINCI - U DONJEM HOLU;GUNDINCI, STJEPANA RADIĆA 3;394;258;258;244;14;78;24;66;4;12;0;3;1;56
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GUNDINCI;002;GUNDINCI;OSNOVNA ŠKOLA AUGUSTA ŠENOE GUNDINCI-UČIONICA BROJ 2;GUNDINCI, STJEPANA RADIĆA 3;379;196;195;177;18;55;16;65;0;13;1;4;0;23
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GUNDINCI;003;GUNDINCI;OSNOVNA ŠKOLA AUGUSTA ŠENOE GUNDINCI-UČIONICA BROJ 3;GUNDINCI, STJEPANA RADIĆA 3;427;239;239;208;31;48;20;83;1;21;1;3;3;28
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;GUNDINCI;004;GUNDINCI;OSNOVNA ŠKOLA AUGUSTA ŠENOE GUNDINCI - U DONJEM HOLU;GUNDINCI, STJEPANA RADIĆA 3;329;206;206;188;18;49;22;55;1;5;0;2;4;50
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;KLAKAR;001;RUŠČICA;MJESNI DOM U RUŠČICI;RUŠČICA, IVANE BRLIĆ MAŽURANIĆ 3;416;268;267;256;11;20;93;114;0;6;3;5;7;8
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;KLAKAR;002;RUŠČICA;MJESNI DOM U RUŠČICI;RUŠČICA, IVANE BRLIĆ MAŽURANIĆ 3;547;372;372;359;13;31;122;168;1;5;4;15;3;10
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;KLAKAR;003;GORNJA BEBRINA;MJESNI DOM U GORNJOJ BEBRINI;GORNJA BEBRINA 67/A;363;267;267;259;8;27;95;114;3;6;2;6;3;3
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;KLAKAR;004;DONJA BEBRINA;MJESNI DOM U DONJOJ BEBRINI;DONJA BEBRINA 63;321;261;261;254;7;24;97;124;0;2;0;2;3;2
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;KLAKAR;005;KLAKAR;MJESNI DOM U KLAKARU;KLAKAR 26/A;227;170;170;165;5;24;50;75;0;1;2;7;2;4
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;NOVA KAPELA;001;MAGIĆ MALA;DRUŠTVENI DOM;MAGIĆ MALA, BRANKA BERTOVIĆA 60;303;170;170;163;7;28;21;67;1;33;4;0;2;7
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;NOVA KAPELA;002;SEOCE;DRUŠTVENI DOM;SEOCE 66;217;123;123;113;10;17;16;52;2;13;1;2;2;8
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;NOVA KAPELA;003;SIČE;DRUŠTVENI DOM;SIČE, RADINJSKA 1;231;135;135;124;11;39;6;38;3;20;17;0;0;1
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;NOVA KAPELA;004;DONJI LIPOVAC;DRUŠTVENI DOM;DONJI LIPOVAC 46;190;118;118;116;2;15;7;57;0;22;3;6;1;5
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;NOVA KAPELA;005;SREDNJI LIPOVAC;DRUŠTVENI DOM;SREDNJI LIPOVAC 55;207;125;125;107;18;12;7;68;0;9;3;2;0;6
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;NOVA KAPELA;006;GORNJI LIPOVAC;DRUŠTVENI DOM;GORNJI LIPOVAC BB;59;35;35;34;1;5;5;15;0;9;0;0;0;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;NOVA KAPELA;007;STARA KAPELA;DRUŠTVENI DOM;STARA KAPELA 13;12;8;8;8;0;2;0;6;0;0;0;0;0;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;NOVA KAPELA;008;PAVLOVCI;OSNOVNA ŠKOLA PAVLOVCI;PAVLOVCI 33;23;9;9;8;1;0;0;6;1;0;1;0;0;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;NOVA KAPELA;009;BILI BRIG;DRUŠTVENI DOM;BILI BRIG 54;221;136;136;131;5;14;8;86;1;15;2;5;0;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;NOVA KAPELA;010;NOVA KAPELA;VATROGASNI DOM;NOVA KAPELA, VLADIMIRA NAZORA BB;326;215;215;209;6;28;20;90;2;26;12;9;3;19
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;NOVA KAPELA;011;NOVA KAPELA;HRVATSKI DOM;NOVA KAPELA, TRG KRALJA TOMISLAVA 9;390;224;224;209;15;37;17;105;4;16;11;5;1;13
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;NOVA KAPELA;012;DRAGOVCI;DRUŠTVENI DOM;DRAGOVCI 144;305;149;149;144;5;30;16;77;0;6;0;7;0;8
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;NOVA KAPELA;013;BATRINA;DRUŠTVENI DOM;BATRINA, A. STARČEVIĆA 2;431;228;228;202;26;53;16;83;2;18;9;7;2;12
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;NOVA KAPELA;014;BATRINA;"OŠ ""ANTUN MIHANOVIĆ"" BATRINA";BATRINA, STJEPANA RADIĆA 156;353;205;205;198;7;22;18;108;3;15;7;3;1;21
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;OKUČANI;001;OKUČANI;DRUŠTVENI DOM OKUČANI;TRG DR.FRANJE TUĐMANA 1;912;369;369;338;31;33;26;208;6;8;8;9;3;37
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;OKUČANI;002;OKUČANI;DJEČJI VRTIĆ U OKUČANIMA;GRIGORA VITEZA BB;391;184;184;167;17;9;12;105;3;3;5;5;2;23
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;OKUČANI;003;ČOVAC;DRUŠTVENI DOM U ČOVCU;ČOVAC;256;147;147;124;23;4;5;92;1;1;3;2;0;16
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;OKUČANI;004;LAĐEVAC;PODRUČNA ŠKOLA U LAĐEVCU;LAĐEVAC;528;234;234;218;16;17;12;144;1;9;0;5;1;29
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;OKUČANI;005;CAGE;DRUŠTVENI DOM U CAGAMA;CAGE;445;202;202;185;17;17;11;126;4;2;1;5;1;18
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;OKUČANI;006;TRNAKOVAC;DRUŠTVENI DOM U TRNAKOVCU;TRNAKOVAC;185;61;61;58;3;5;2;34;2;3;0;2;0;10
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;OPRISAVCI;001;OPRISAVCI;DRUŠTVENI DOM U OPRISAVCIMA;OPRISAVCI, TRG SVETOG KRIŽA 1;388;225;225;211;14;49;27;101;3;10;5;3;2;11
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;OPRISAVCI;002;OPRISAVCI;POSLOVNI PROSTOR MATE AKŠAMOVIĆ-OPRISAVCI , SAVSKA ULICA 97;OPRISAVCI, SAVSKA ULICA 97;319;193;193;186;7;39;35;68;3;14;4;7;1;15
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;OPRISAVCI;003;TRNJANSKI KUTI;DRUŠTVENI DOM U TRNJANSKIM KUTIMA;TRNJANSKI KUTI 72;263;161;161;157;4;10;31;87;2;5;4;5;3;10
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;OPRISAVCI;004;POLJANCI;DRUŠTVENI DOM U POLJANCIMA;POLJANCI 37;215;106;106;102;4;19;17;46;0;5;0;2;1;12
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;OPRISAVCI;005;SVILAJ;DRUŠTVENA ZGRADA U SVILAJU;SVILAJ 36;243;115;115;109;6;12;10;63;0;9;0;6;2;7
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;OPRISAVCI;006;STRUŽANI;"PROSTORIJE NK ""SLOGA"" STRUŽANI";STRUŽANI 47;120;61;61;57;4;8;2;41;0;4;0;1;0;1
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;OPRISAVCI;007;ZOLJANI;DRUŠTVENI DOM U ZOLJANIMA;ZOLJANI 10;20;16;16;16;0;6;2;7;0;0;0;0;1;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;OPRISAVCI;008;PRNJAVOR;DRUŠTVENI DOM U PRNJAVORU;TRG IVANA OSTOJČIĆA 1;181;116;116;114;2;33;5;42;0;24;1;3;0;6
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;OPRISAVCI;009;NOVI GRAD;"OŠ ""STJEPAN RADIĆ"" PODRUČNA ŠKOLA U NOVOM GRADU";NOVI GRAD 71;232;149;149;140;9;18;24;85;0;4;0;2;2;5
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;ORIOVAC;001;RADOVANJE;DRUŠTVENI DOM RADOVANJE;RADOVANJE  BB;237;126;126;125;1;16;17;44;1;8;0;29;1;9
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;ORIOVAC;002;ORIOVAC;PROSTORIJE KUD-A L. I. ORIOVČANIN ORIOVAC;ORIOVAC, FRANKOPANSKA 20;976;506;506;484;22;28;64;168;6;17;3;176;2;20
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;ORIOVAC;003;SLAVONSKI KOBAŠ;PODRUČNA ŠKOLA DR. STJEPAN ILIJAŠEVIĆ SLAVONSKI KOBAŠ;SLAVONSKI KOBAŠ, ULICA ZNG BB;935;457;457;435;22;38;38;199;4;49;2;78;11;16
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;ORIOVAC;004;LUŽANI;DRUŠTVENI DOM LUŽANI;LUŽANI, VLADIMIRA NAZORA BB;826;316;316;309;7;30;32;127;3;17;9;53;6;32
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;ORIOVAC;005;CIGLENIK;DRUŠTVENI DOM;CIGLENIK B.B.;128;74;74;69;5;7;14;15;4;14;1;11;1;2
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;ORIOVAC;006;BEČIC;PRIVATNA KUĆA;BEČIC 49;85;46;46;43;3;0;5;24;0;7;0;5;0;2
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;ORIOVAC;007;ŽIVIKE;DRUŠTVENI DOM;ŽIVIKE B.B.;179;83;83;80;3;7;11;48;0;7;0;5;1;1
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;ORIOVAC;008;PRIČAC;DRUŠTVENI DOM PRIČAC;PRIČAC BB;82;23;23;21;2;2;3;11;1;3;0;1;0;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;ORIOVAC;009;ORIOVAC;DRUŠTVENI DOM ORIOVAC;ORIOVAC, TRG HRVATSKOG PREPORODA 1;557;260;260;248;12;17;28;97;1;10;4;75;1;15
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;ORIOVAC;010;KUJNIK;DRUŠTVENI DOM KUJNIK;KUJNIK BB;259;130;130;123;7;14;14;46;2;8;0;28;1;10
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;ORIOVAC;011;MALINO;DRUŠTVENI DOM MALINO;MALINO, MATIJE GUPCA BB;419;192;192;184;8;15;23;87;6;3;4;30;1;15
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;PODCRKAVLJE;001;TOMICA;DRUŠTVENI DOM U TOMICI;TOMICA;405;177;177;171;6;17;34;82;2;7;9;7;3;10
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;PODCRKAVLJE;002;RASTUŠJE;DRUŠTVENI DOM U RASTUŠJU;RASTUŠJE;217;108;108;106;2;6;33;48;0;1;0;2;2;14
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;PODCRKAVLJE;003;GRABARJE;DRUŠTVENI DOM U GRABARJU;GRABARJE;268;126;126;120;6;10;16;73;1;4;0;2;2;12
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;PODCRKAVLJE;004;KINDROVO;DRUŠTVENI DOM U KINDROVU;KINDROVO;68;39;39;35;4;2;8;21;0;4;0;0;0;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;PODCRKAVLJE;005;ORIOVČIĆ;DRUŠTVENI DOM U ORIOVČIĆU;ORIOVČIĆ;74;38;38;37;1;4;14;12;0;4;0;0;0;3
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;PODCRKAVLJE;006;PODCRKAVLJE;ZGRADA STARE PODRUČNE ŠKOLE U  PODCRKAVLJU;PODCRKAVLJE, TRG 108. BRIGADE ZNG BR. 7;336;171;171;162;9;16;28;97;2;4;0;4;1;10
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;PODCRKAVLJE;007;DUBOVIK;DRUŠTVENI DOM U DUBOVIKU;DUBOVIK;84;45;45;43;2;3;8;27;0;2;0;3;0;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;PODCRKAVLJE;008;DONJI SLATINIK;DRUŠTVENI DOM U DONJEM SLATINIKU;DONJI SLATINIK;137;68;68;67;1;6;7;50;0;0;0;0;0;4
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;PODCRKAVLJE;009;GLOGOVICA;DRUŠTVENI DOM U GLOGOVICI;GLOGOVICA;165;89;89;84;5;4;24;35;2;11;0;2;0;6
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;PODCRKAVLJE;010;BRODSKI ZDENCI;DRUŠTVENI DOM U BRODSKIM ZDENCIMA;BRODSKI ZDENCI;224;96;96;90;6;6;13;58;0;5;1;1;1;5
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;PODCRKAVLJE;011;GORNJI SLATINIK;DRUŠTVENI DOM U GORNJEM SLATINIKU;GORNJI SLATINIK;74;48;48;47;1;5;14;24;0;1;0;0;2;1
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;REŠETARI;001;REŠETARI;OSNOVNA ŠKOLA U REŠETARIMA;VLADIMIRA NAZORA 23;988;400;400;385;15;15;11;120;2;31;182;3;0;21
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;REŠETARI;002;REŠETARI;OSNOVNA ŠKOLA U REŠETARIMA;VLADIMIRA NAZORA 23;989;427;427;419;8;24;5;98;4;31;226;5;3;23
