Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DRAGAN CRNOGORAC;SRĐAN JEREMIĆ;RADO LAZIĆ;TATJANA MIRIĆ
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;DRENOVCI;004;POSAVSKI PODGAJCI;O.Š. DAVORIN TRSTENJAK;M.GUPCA 160;6;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;DRENOVCI;005;RAČINOVCI;"OSNOVNA ŠKOLA ""IVAN FILIPOVIĆ"" RAČINOVCI";A.STARČEVIĆA 1;48;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;DRENOVCI;006;RAJEVO SELO;DOM KULTURE U RAJEVOM SELU;RAJEVO SELO, ZRINSKIH I FRANKOPANA 60;28;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;GRADIŠTE;001;GRADIŠTE;"OSNOVNA ŠKOLA ""GRADIŠTE""";KOLODVORSKA UL.27;4;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;GRADIŠTE;002;GRADIŠTE;"OSNOVNA ŠKOLA ""GRADIŠTE""";KOLODVORSKA UL.27;8;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;GRADIŠTE;003;GRADIŠTE;"OSNOVNA ŠKOLA ""GRADIŠTE""";KOLODVORSKA UL.27;4;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;GUNJA;001;GUNJA;DRUŠTVENI DOM I KNJIŽNICA;VLADIMIRA NAZORA 113;5;3;3;3;0;1;1;0;1
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;GUNJA;002;GUNJA;"OŠ""ANTUN I STJEPAN RADIĆ"",PODRUČNA ŠKOLA";VLADIMIRA NAZORA 112;44;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;GUNJA;003;GUNJA;CENTAR ZA JAVNE INICIJATIVE GUNJA;VLADIMIRA NAZORA 317 B;33;1;1;1;0;0;1;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;GUNJA;004;GUNJA;"OŠ ""ANTUN I STJEPAN RADIĆ""";MIROSLAVA KRLEŽE 55;23;2;2;2;0;1;1;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;IVANKOVO;001;IVANKOVO;SPORTSKA DVORANA;BOŠNJACI 10;4;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;IVANKOVO;002;IVANKOVO;SPORTSKA DVORANA;BOŠNJACI 10;3;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;IVANKOVO;003;IVANKOVO;PRIVATNA KUĆA ANĐELKE PEJIĆ;BOŠNJACI 158;1;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;IVANKOVO;004;IVANKOVO;PRIVATNA KUĆA VLADE SALOPEKA;GORJANI 272;2;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;IVANKOVO;005;RETKOVCI;DOM KULTURE RETKOVCI;M. GUPCA 7;1;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;IVANKOVO;006;PRKOVCI;DRUŠTVENI DOM PRKOVCI;GLAVNA 21;0;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;JARMINA;001;JARMINA;DOM TALIJANSKOG PRIJATELJSTVA;V.NAZORA 2;7;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;JARMINA;002;JARMINA;OSNOVNA ŠKOLA JARMINA;J.J.STROSSMAYERA 3;4;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;LOVAS;001;LOVAS;ZGRADA OPĆINE LOVAS-VIJEĆNICA;A.STARČEVIĆA BR. 5;26;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;LOVAS;002;OPATOVAC;PROSTORIJE MJESNOG ODBORA U OPATOVCU;TRG HRVATSKIH BRANITELJA BR. 1;35;8;8;8;0;0;8;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;MARKUŠICA;001;MARKUŠICA;DOM KULTURE MARKUŠICA;S.POPOVIĆA 2;364;112;112;103;9;11;56;21;15
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;MARKUŠICA;002;MARKUŠICA;NOVA ZGRADA OPĆINE MARKUŠICA;PERE CARA 2;302;98;98;89;9;6;55;9;19
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;MARKUŠICA;003;GABOŠ;DOM KULTURE;J.J.ZMAJA 1;322;104;104;99;5;16;68;7;8
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;MARKUŠICA;004;KARADŽIĆEVO;OSNOVNA ŠKOLA KARADŽIĆEVO;V.S.KARADŽIĆA BB;121;36;36;33;3;5;23;1;4
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;MARKUŠICA;005;OSTROVO;DOM KULTURE;MATIJE I LJUBINKA 3;394;126;126;120;6;28;67;19;6
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;MARKUŠICA;006;PODRINJE;PROSTORIJE MJESNOG ODBORA;GLAVNA BB;132;21;21;20;1;7;10;2;1
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NEGOSLAVCI;001;NEGOSLAVCI;ZGRADA OPĆINE NEGOSLAVCI ( VELIKA SALA );VUKOVARSKA 7;890;416;416;394;22;45;331;12;6
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;001;NIJEMCI;"OSNOVNA ŠKOLA ""I. KOZARAC"" NIJEMCI";ZRINSKA 8;5;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;002;ĐELETOVCI;"OSNOVNA ŠKOLA ""I.KOZARAC"" NIJEMCI-PODRUČNA ŠKOLA ĐELETOVCI";BANA JELAČIĆA 6;1;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;003;DONJE NOVO SELO;"OSNOVNA ŠKOLA ""I. KOZARAC"" NIJEMCI- PODRUČNA ŠKOLA DONJE NOVO SELO";M.A.RELJKOVIĆA 83;0;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;004;PODGRAĐE;"OSNOVNA ŠKOLA "" I. KOZARAC""  NIJEMCI-PODRUČNA ŠKOLA PODGRAĐE";ŠKOLSKA 2;0;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;005;APŠEVCI;OSNOVNA ŠKOLA LIPOVAC-PODRUČNA ŠKOLA APŠEVCI;KRALJA TOMISLAVA 58;0;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;006;LIPOVAC;DRUŠTVENI DOM LIPOVAC;CVJETNO NASELJE 1 B;5;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;007;VINKOVAČKI BANOVCI;OSNOVNA ŠKOLA ILAČA- BANOVCI, PODRUČNA ŠKOLA VINKOVAČKI BANOVCI;M.TITA BB;59;32;32;30;2;3;16;3;8
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;008;BANOVCI;OSNOVNA ŠKOLA ILAČA- BANOVCI, PODRUČNA ŠKOLA BANOVCI;M.TITA BB;175;103;103;94;9;17;70;5;2
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NUŠTAR;001;NUŠTAR;DOM KULTURE;KRIŽNOG PUTA 18;3;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NUŠTAR;002;NUŠTAR;"OŠ ""ZRINSKIH"" NUŠTAR";ZRINSKOG 13;8;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NUŠTAR;003;NUŠTAR;ZGRADA OPĆINE NUŠTAR;TRG DR. FRANJE TUĐMANA 1;1;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NUŠTAR;004;MARINCI;ZGRADA VIJEĆA MJESNOG ODBORA MARINCI;VLADIMIRA NAZORA 14;51;7;7;6;1;1;4;0;1
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NUŠTAR;005;CERIĆ;ZGRADA MJESNOG ODBORA, CERIĆ;TRG DR. FRANJE TUĐMANA 1;2;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;PRIVLAKA;001;PRIVLAKA;DOM UMIROVLJENIKA;B.J.ŠOKČEVIĆA 1;8;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;PRIVLAKA;002;PRIVLAKA;"KUD ""IVAN DOMAC""";B.J.ŠOKČEVIĆA 3;1;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;PRIVLAKA;003;PRIVLAKA;OPĆINA PRIVLAKA;FALIČEVCI 7;1;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI JANKOVCI;001;STARI JANKOVCI;ZGRADA OPĆINE;DR.FRANJE TUĐMANA 1;66;7;7;7;0;4;0;0;3
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI JANKOVCI;002;NOVI JANKOVCI;ZGRADA MJESNOG ODBORA;ŠKOLSKA 1;61;9;9;9;0;6;0;0;3
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI JANKOVCI;003;SLAKOVCI;"ZGRADA POSLOVNOG CENTRA ""SLAK""";PETRA PRERADOVIĆA 52;3;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI JANKOVCI;004;OROLIK;ZGRADA MJESNOG ODBORA;I.G.KOVAČIĆA 1;209;66;66;65;1;13;40;8;4
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI JANKOVCI;005;SRIJEMSKE LAZE;ZGRADA MJESNOG ODBORA;ULICA DANILA KOVAČEVIĆA 1;361;128;128;120;8;54;42;13;11
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI MIKANOVCI;001;STARI MIKANOVCI;"""CENTAR I"" U STARIM MIKANOVCIMA";VLADIMIRA NAZORA 2;0;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI MIKANOVCI;002;STARI MIKANOVCI;"""CENTAR II"" U STARIM MIKANOVCIMA";MATIJE GUPCA 2;1;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI MIKANOVCI;003;STARI MIKANOVCI;"""ŠUMARIJA STARI MIKANOVCI""";VLADIMIRA NAZORA 54;2;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI MIKANOVCI;004;NOVI MIKANOVCI;NOVI MIKANOVCI;BRAĆE RADIĆA 146;2;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;ŠTITAR;001;ŠTITAR;OSNOVNA  ŠKOLA IVANA MARTINOVIĆA;ŠKOLSKA 23;4;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;ŠTITAR;002;ŠTITAR;OSNOVNA  ŠKOLA IVANA MARTINOVIĆA;ŠKOLSKA 23;3;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOMPOJEVCI;001;BERAK;DOM KULTURE BERAK;OROLIČKA 9;18;1;1;1;0;0;1;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOMPOJEVCI;002;BOKŠIĆ;DOM KULTURE BOKŠIĆ;RADIĆEVA 21;0;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOMPOJEVCI;003;ČAKOVCI;DOM KULTURE ČAKOVCI;ŠANDORA PETEFIJA 15;64;29;29;29;0;1;27;0;1
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOMPOJEVCI;004;MIKLUŠEVCI;DRUŠTVENI DOM MIKLUŠEVCI;TRG ŽRTAVA DOMOVINSKOG RATA 2;23;7;7;7;0;2;3;0;2
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOMPOJEVCI;005;TOMPOJEVCI;HRVATSKI DOM;RADIĆEVA 23;7;2;2;2;0;1;1;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TORDINCI;001;ZGRADA OPĆINE TORDINCI;TORDINCI;TRG HRVATSKIH ŽRTAVA 9;11;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TORDINCI;002;ZGRADA DOMA KULTURE U KOROGU;KOROG;PETEFI ŠANDORA 1;4;1;1;1;0;1;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TORDINCI;003;ZGRADA MJESNOG ODBORA MLAKA ANTINSKA;MLAKA ANTINSKA;GLAVNA 17;43;19;19;19;0;9;10;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TORDINCI;004;ZGRADA MJESNOG ODBORA ANTIN;ANTIN;I.GUNDULIĆA 85;3;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOVARNIK;001;TOVARNIK;DOM UMIROVLJENIKA;A.G.MATOŠA 12;87;6;6;6;0;3;3;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOVARNIK;002;TOVARNIK;VATROGASNI DOM TOVARNIK;A.G.MATOŠA 3;14;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOVARNIK;003;TOVARNIK;"ZGRADA ""AGRO-TOVARNIK"" TOVARNIK";VLČ.IVE BURIKA 43;25;1;1;1;0;0;1;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOVARNIK;004;ILAČA;HRVATSKI DOM ILAČA;V.NAZORA 29;7;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TRPINJA;001;TRPINJA;LOVAČKI DOM  TRPINJA;GAJČANSKA 3;1026;46;46;46;0;1;14;30;1
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TRPINJA;002;BRŠADIN;DOM KULTURE BRŠADIN;V.ĐURĐEVIĆA 42;802;123;123;116;7;31;69;9;7
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TRPINJA;003;BOBOTA;DOM KULTURE BOBOTA;MITROVIĆEVA 29;983;371;371;340;31;70;218;22;30
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TRPINJA;004;VERA;O.Š. BOBOTA, PODRUČNA ŠKOLA VERA;M. OBILIĆA 2;301;138;138;123;15;30;74;17;2
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TRPINJA;005;PAČETIN;DOM KULTURE PAČETIN;PANDUREVIĆEVA 2;355;232;232;196;36;44;136;10;6
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TRPINJA;006;LUDVINCI;O.Š. BOBOTA, PODRUČNA ŠKOLA LUDVINCI;VLADIMIRA BAKARIĆA 12;70;41;41;31;10;10;8;1;12
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TRPINJA;007;ĆELIJE;MJESNI ODBOR ĆELIJE;IVANOVA 37;3;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VOĐINCI;001;VOĐINCI;OPĆINSKA VIJEĆNICA;J.J.STROSSMAYERA 198;1;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VOĐINCI;002;VOĐINCI;SALA ZA VJENČANJE;J.J.STROSSMAYERA 198;1;1;1;0;1;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VRBANJA;001;VRBANJA;DOM KULTURE VRBANJA - MALA SALA;TRG DR.FRANJE TUĐMANA 1;7;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VRBANJA;002;VRBANJA;ŠUMARIJA VRBANJA;K.LJ.POSAVSKOG 14;2;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VRBANJA;003;VRBANJA;JAVNA GRAĐEVINA-POLUDNEVNI BORAVAK ZA STARIJE OSOBE;KOLODVORSKA 155;3;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VRBANJA;004;SOLJANI;"OŠ ""JOSIP KOZARAC"" SOLJANI";TOMISLAVOVA 5A;0;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VRBANJA;005;SOLJANI;DOM KULTURE SOLJANI;M.GUPCA 2;5;0;0;0;0;0;0;0;0
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VRBANJA;006;STROŠINCI;"O.Š. ""JOSIP KOZARAC"", PODRUČNA ŠKOLA STROŠINCI";V.NAZORA 44;8;0;0;0;0;0;0;0;0
