Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;MARKO JELIĆ;GORAN PAUK
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;059;BIRAČKO MJESTO 59;PROSTORIJE PODRUČNE ŠKOLE JURJA DALMATINCA U TROMILJI;TROMILJA BB;250;98;98;96;2;64;32
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;060;BIRAČKO MJESTO 60;OSNOVNA ŠKOLA VRPOLJE, PODRUČNA ŠKOLA PERKOVIĆ;SITNO DONJE  BB;522;267;267;254;13;98;156
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;061;BIRAČKO MJESTO 61;MJESNA PROSTORIJA U MRAVNICI;MRAVNICA BB;57;49;49;49;0;6;43
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;062;BIRAČKO MJESTO 62;MJESNA PROSTORIJA U SLIVNU  (ERCEZI);SLIVNO - ERCEZI BB;99;52;52;51;1;26;25
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;063;BIRAČKO MJESTO 63;PROSTORIJE MJESNOG ODBORA PODINE;PODINE BB;27;11;11;11;0;3;8
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;064;BIRAČKO MJESTO 64;PROSTORIJE ŠKOLSKE ZGRADE U RASLINI;RASLINA BB;540;255;255;250;5;133;117
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;065;BIRAČKO MJESTO 65;PROSTORIJE OSNOVNE ŠKOLE U VRPOLJU;VRPOLJE BB;680;324;324;320;4;150;170
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;066;BIRAČKO MJESTO 66;PROSTORIJE MJESNOG ODBORA VRSNO U VRSNOM;VRSNO BB;77;44;44;41;3;13;28
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;067;BIRAČKO MJESTO 67;U PROSTORIJAMA VATROGASNOG DOMA U ZATONU;ZATONSKI ŽRTAVA 74 A;927;345;345;339;6;203;136
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;068;BIRAČKO MJESTO 68;U PROSTORIJAMA DOMA KULTURE U ZLARINU;ISPOD LEROJA BB;332;141;141;139;2;89;50
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;069;BIRAČKO MJESTO 69;PROSTORIJE MJESNOG ODBORA ŽABORIĆ U ŽABORIĆU;TUTIKOVA 1;612;278;278;272;6;159;113
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;070;BIRAČKO MJESTO 70;PROSTORIJE MJESNOG ODBORA ŽIRJE U ŽIRJU;TRG BB;228;102;102;100;2;68;32
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;001;BIRAČKO MJESTO 1;ZGRADA KULTURNOG CENTRA U VODICAMA;IVE ČAĆE 8;1119;688;688;675;13;424;251
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;002;BIRAČKO MJESTO 2;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UČIONICA BR. I. - PRIZEMLJE)";MIĆIN STANKA BB;1236;630;629;615;14;403;212
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;003;BIRAČKO MJESTO 3;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UČIONICA BR. II. - PRIZEMLJE)";MIĆIN STANKA BB;1142;630;630;616;14;376;240
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;004;BIRAČKO MJESTO 4;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UČIONICA BR. III. - PRIZEMLJE)";MIĆIN STANKA BB;1228;536;536;525;11;341;184
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;005;BIRAČKO MJESTO 5;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UČIONICA BR. IV. - PRIZEMLJE)";MIĆIN STANKA BB;1256;490;490;482;8;270;212
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;006;BIRAČKO MJESTO 6;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UČIONICA BR. V. - PRIZEMLJE)";MIĆIN STANKA BB;1327;535;535;526;9;339;187
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;007;BIRAČKO MJESTO 7;PROSTORIJE MJESNOG ODBORA SRIMA;SRIMA;992;417;417;406;11;265;141
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;008;BIRAČKO MJESTO 8;PROSTOR MJESNOG ODBORA PRVIĆ LUKA (EX DVA BUNARA);PRVIĆ LUKA;202;111;111;109;2;86;23
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;009;BIRAČKO MJESTO 9;PROSTOR MJESNOG ODBORA PRVIĆ ŠEPURINE;PRVIĆ ŠEPURINE;289;154;154;152;2;103;49
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;010;BIRAČKO MJESTO 10;OSNOVNA ŠKOLA ČISTA VELIKA;ČISTA VELIKA;427;240;240;235;5;107;128
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;011;BIRAČKO MJESTO 11;EX AMBULANTA U ČISTOJ MALOJ;ČISTA MALA;178;65;65;63;2;46;17
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;012;BIRAČKO MJESTO 12;OSNOVNA ŠKOLA GAĆELEZI;GAĆELEZI;219;101;101;100;1;29;71
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;013;BIRAČKO MJESTO 13;KUĆA VLASNIKA STIPANA BRUSANA;GRABOVCI 18;80;59;59;58;1;17;41
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BILICE;001;BIRAČKO MJESTO 1;U ŠKOLSKOJ ZGRADI U BILICAMA;BILICE;1250;462;462;458;4;261;197
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BILICE;002;BIRAČKO MJESTO 2;U ŠKOLSKOJ ZGRADI U BILICAMA;BILICE;1021;285;285;285;0;140;145
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;001;BIRAČKO MJESTO 1;ZGRADA OPĆINE BISKUPIJA;TRG IVANA MEŠTROVIĆA 2, ORLIĆ;190;80;80;79;1;67;12
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;002;BIRAČKO MJESTO 2;PROSTORIJE MJESNOG ODBORA BISKUPIJA;PUT SVETE TROJICE 6, BISKUPIJA;285;97;97;97;0;80;17
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;003;BIRAČKO MJESTO 3;PROSTORIJE MJESNOG ODBORA MARKOVAC;CENTAR 84, RIĐANE;81;36;36;36;0;23;13
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;004;BIRAČKO MJESTO 4;ZGRADA DOMA KULTURE U VRBNIKU;VUKADINI 2, VRBNIK;304;104;104;104;0;96;8
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;005;BIRAČKO MJESTO 5;PROSTORIJE MJESNOG ODBORA ZVJERINAC;KOD ŽELJEZNIČKE POSTAJE 16, ZVJERINAC;245;64;64;64;0;58;6
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;006;BIRAČKO MJESTO 6;PROSTORIJE NOVE O.Š. U RAMLJANIMA;BAČCI 9, RAMLJANE;114;52;52;50;2;50;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;CIVLJANE;001;BIRAČKO MJESTO 1;OPĆINA CIVLJANE;KOD DOMA 3, CIVLJANE;62;12;12;12;0;8;4
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;CIVLJANE;002;BIRAČKO MJESTO 2;ZGRADA BIVŠE OSNOVNE ŠKOLE;MILAŠI 47, CETINA;113;32;32;32;0;27;5
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;CIVLJANE;003;BIRAČKO MJESTO 3;OBITELJSKA KUĆA VELJKA KNEŽEVIĆA;KNEŽEVIĆI 34, CETINA;49;10;10;10;0;10;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ERVENIK;001;BIRAČKO MJESTO 1;PROSTORIJE MJESNOG ODBORA ERVENIK;ERVENIK;227;71;71;71;0;53;18
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ERVENIK;002;BIRAČKO MJESTO 2;PROSTORIJE MJESNOG ODBORA MOKRO POLJE;MOKRO POLJE;128;67;67;64;3;39;25
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ERVENIK;003;BIRAČKO MJESTO 3;PROSTORIJE MJESNOG ODBORA RADUČIĆ;RADUČIĆ;153;81;81;73;8;56;17
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ERVENIK;004;BIRAČKO MJESTO 4;PROSTORIJE MJESNOG ODBORA PAĐENE;PAĐENE;98;51;51;51;0;28;23
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ERVENIK;005;BIRAČKO MJESTO 5;PROSTORIJE MJESNOG ODBORA OTON;OTON;83;39;39;39;0;32;7
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KIJEVO;001;BIRAČKO MJESTO 1;OSNOVNA ŠKOLA KIJEVO;CENTAR 20, KIJEVO;306;138;138;135;3;54;81
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;001;BIRAČKO MJESTO 1;PROSTORIJE OPĆINSKE VIJEĆNICE U NOVOJ ZGRADI OPĆINE;KISTANJE;1361;416;415;411;4;191;220
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;002;BIRAČKO MJESTO 2;PROSTORIJE MJESNOG ODBORA ĐEVRSKE;ĐEVRSKE;291;76;76;74;2;65;9
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;003;BIRAČKO MJESTO 3;PROSTORIJE MJESNOG ODBORA VARIVODE;VARIVODE;240;70;70;70;0;35;35
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;004;BIRAČKO MJESTO 4;PROSTORIJE MJESNOG ODBORA IVOŠEVCI;IVOŠEVCI;267;31;31;31;0;23;8
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;005;BIRAČKO MJESTO 5;PROSTORIJE DOMA KULTURE BIOVIČINO SELO;BIOVIČINO SELO;267;54;54;54;0;45;9
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;006;BIRAČKO MJESTO 6;PROSTORIJE MJESNOG ODBORA NUNIĆ;NUNIĆ;81;32;32;32;0;9;23
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;MURTER - KORNATI;001;BIRAČKO MJESTO 1;"ZGRADA OSNOVNE ŠKOLE ""MURTERSKI ŠKOJI"" (UČIONICA BR. 1)";PUT ŠKOLE 10, MURTER;615;247;247;242;5;201;41
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;MURTER - KORNATI;002;BIRAČKO MJESTO 2;"ZGRADA OSNOVNE ŠKOLE ""MURTERSKI ŠKOJI"" (UČIONICA BR. 2)";PUT ŠKOLE 10, MURTER;678;320;320;315;5;243;72
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;MURTER - KORNATI;003;BIRAČKO MJESTO 3;"ZGRADA OSNOVNE ŠKOLE ""MURTERSKI ŠKOJI"" (UČIONICA BR. 3)";PUT ŠKOLE 10, MURTER;611;342;342;334;8;259;75
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PIROVAC;001;BIRAČKO MJESTO 1;OSNOVNA ŠKOLA PIROVAC;PUT ŠKOLE 10;589;189;189;188;1;130;58
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PIROVAC;002;BIRAČKO MJESTO 2;URED TURISTIČKE ZAJEDNICE  OPĆINE PIROVAC;KRALJA KREŠIMIRA IV BR. 6;582;173;173;173;0;124;49
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PIROVAC;003;BIRAČKO MJESTO 3;KINO DVORANA PIROVAC;TRG DOMOVINSKOG RATA 18;484;143;143;142;1;86;56
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PIROVAC;004;BIRAČKO MJESTO 4;URED MJESNOG ODBORA PUTIČANJE;PUTIČANJE;81;37;37;35;2;17;18
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PIROVAC;005;BIRAČKO MJESTO 5;URED MJESNOG ODBORA KAŠIĆ;KAŠIĆ;100;50;50;48;2;40;8
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PRIMOŠTEN;001;BIRAČKO MJESTO 1;ZGRADA OPĆINE PRIMOŠTEN  (DJEČJI VRTIĆ);SV. JOSIPA 7;948;485;485;474;11;385;89
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PRIMOŠTEN;002;BIRAČKO MJESTO 2;ZGRADA OPĆINE PRIMOŠTEN  (KNJIŽNICA);SV. JOSIPA 7;631;366;366;355;11;289;66
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PRIMOŠTEN;003;BIRAČKO MJESTO 3;"DRUŠTVENE PROSTORIJE ""SUPLJAK""";SUPLJAK;687;395;395;385;10;322;63
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PRIMOŠTEN;004;BIRAČKO MJESTO 4;"POLJOPRIVREDNA ZADRUGA ""PRIMOŠTEN JUŽNI""";BRATSKI DOLAC;356;229;229;227;2;189;38
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PROMINA;001;BIRAČKO MJESTO 1;PROSTORIJE OPĆINE PROMINA U OKLAJU;PUT KROZ OKLAJ 144;414;159;159;156;3;96;60
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PROMINA;002;BIRAČKO MJESTO 2;OSNOVNA ŠKOLA U LUKARU;LUKAR;53;27;27;27;0;15;12
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PROMINA;003;BIRAČKO MJESTO 3;PRIVATNA KUĆA PLEŠA KRISTIJANA U RAZVOĐU;RAZVOĐE;148;39;39;39;0;21;18
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PROMINA;004;BIRAČKO MJESTO 4;PRIVATNA KUĆA ZORAN BRODIĆ U ČITLUKU;ČITLUK, BRONIĆI GOJČETE 8;238;82;82;82;0;33;49
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PROMINA;005;BIRAČKO MJESTO 5;PRODAVAONICA DRAŽENA GREGUREVIĆA U MATASIMA;MATASE;35;11;11;10;1;8;2
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;001;BIRAČKO MJESTO 1;DOM MATICE HRVATSKE U ROGOZNICI;ROGOZNICA;307;160;160;154;6;99;55
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;002;BIRAČKO MJESTO 2;"PROSTORIJE OSNOVNE ŠKOLE ""ROGOZNICA""";ULICA ANTE STARČEVIĆA 76;1168;548;548;533;15;272;261
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;003;BIRAČKO MJESTO 3;PROSTORIJE U PRIZEMLJU OBITELJSKE KUĆE VLASNIKA STJEPANA HUTINSKOG U PODGLAVICI;STUPIN 3;379;192;192;187;5;92;95
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;004;BIRAČKO MJESTO 4;PROSTORIJE MJESNOG ODBORA U DVORNICAMA (BIVŠA MJESNA ZAJEDNICA);DVORNICE;252;126;126;123;3;65;58
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;005;BIRAČKO MJESTO 5;PROSTORIJE POSLOVNOG OBJEKTA U PRIZEMLJU OBITELJSKE KUĆE VLASNIKA ANTE LOVRIĆA U RAŽNJU;RAŽANJ 2;258;113;113;112;1;61;51
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;006;BIRAČKO MJESTO 6;PROSTORIJE MJESNOG ODBORA U PODORLJAKU (BIVŠA MJESNA ZAJEDNICA);PODORLJAK;125;83;83;81;2;26;55
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;007;BIRAČKO MJESTO 7;PROSTORIJE POLJOPRIVREDNE ZADRUGE SAPINA DOCA;SAPINA DOCA;88;54;54;53;1;23;30
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;RUŽIĆ;001;BIRAČKO MJESTO 1;PROSTORIJE OPĆINE RUŽIĆ U GRADCU;PUT KROZ GRADAC 25;411;178;178;178;0;63;115
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;RUŽIĆ;002;BIRAČKO MJESTO 2;PROSTORIJA OŠ ANTUNA MIHANOVIĆA PETROPOLJSKOG PO ČAVOGLAVE;KOD ŠKOLE 1;254;96;96;95;1;24;71
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;RUŽIĆ;003;BIRAČKO MJESTO 3;"PROSTORIJE LOVAČKOG DRUŠTVA ""SOKOL"" U KLJACIMA";KLJACI;292;73;73;73;0;28;45
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;RUŽIĆ;004;BIRAČKO MJESTO 4;OBITELJSKA KUĆA ŽELJKA DUGEČA U RUŽIĆU;UZ CESTU 13;261;117;117;115;2;35;80
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;001;BIRAČKO MJESTO 1;ZGRADA OPĆINE TISNO (NARODNA KNJIŽNICA I ČITAONICA TISNO - ULAZ S OBALE SV. MARTINA 1);USKA ULICA 1;416;235;235;229;6;160;69
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;002;BIRAČKO MJESTO 2;PROSTORIJA DRUŠTVENOG DOMA U TISNOM;ZAPADNA GOMILICA 3;871;425;425;405;20;301;104
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;003;BIRAČKO MJESTO 3;PROSTORIJA MJESNOG ODBORA U  DUBRAVI KOD TISNA;DUBRAVA KOD TISNA;156;75;75;72;3;47;25
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;004;BIRAČKO MJESTO 4;ZGRADA BIVŠE PODRUČNE ŠKOLE U DAZLINI;MATEŠIĆI 14 A;49;26;26;26;0;9;17
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;005;BIRAČKO MJESTO 5;ZGRADA PREZENTACIJSKOG CENTRA U BETINI (DRUŠTVENI DOM U BETINI);TRG NA MORU 1;717;417;417;407;10;279;128
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;006;BIRAČKO MJESTO 6;ZGRADA PODRUČNE OSNOVNE ŠKOLE U JEZERIMA;GORNJI PUT 1;775;479;479;470;9;369;101
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TRIBUNJ;001;BIRAČKO MJESTO 1;"OSNOVNA ŠKOLA ""TRIBUNJ""";V. NAZORA 6;699;337;337;336;1;269;67
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TRIBUNJ;002;BIRAČKO MJESTO 2;"PROSTOR ""TURISTIČKE ZAJEDNICE OPĆINE TRIBUNJ""";BADNJE BB;232;127;127;127;0;86;41
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TRIBUNJ;003;BIRAČKO MJESTO 3;"PROSTOR ""KULTURNE UDRUGE TRIBUNJ""";GORNJA RIVA 2;652;325;325;324;1;240;84
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;001;BIRAČKO MJESTO 1;"""DOM KULTURE"" U UNEŠIĆU";UNEŠIĆ;249;163;163;158;5;54;104
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;002;BIRAČKO MJESTO 2;"OSNOVNA ŠKOLA  ""KOPRNO""";KOPRNO;120;93;93;93;0;13;80
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;003;BIRAČKO MJESTO 3;"OSNOVNA ŠKOLA  ""PLANJANI GORNJI""";PLANJANI GORNJI;110;48;48;48;0;21;27
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;004;BIRAČKO MJESTO 4;"OSNOVNA ŠKOLA  ""MIRLOVIĆ ZAGORA""";MIRLOVIĆ ZAGORA;373;231;231;231;0;62;169
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;005;BIRAČKO MJESTO 5;"OSNOVNA ŠKOLA  ""OSTROGAŠICA""";OSTROGAŠICA;73;60;60;60;0;7;53
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;006;BIRAČKO MJESTO 6;"""DRUŠTVENI DOM ČVRLJEVO"", ČVRLJEVO";GORNJI BOŽIĆI BB;56;31;31;30;1;13;17
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;007;BIRAČKO MJESTO 7;"PROSTORIJE ""MJESNOG ODBORA"" - KOD TELEFONSKE CENTRALE U VINOVU GORNJEM";VINOVO GORNJE;22;18;18;18;0;1;17
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;008;BIRAČKO MJESTO 8;"OSNOVNA ŠKOLA ""VINOVO DONJE"" U VINOVU DONJEM";VINOVO DONJE;56;25;25;24;1;3;21
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;009;BIRAČKO MJESTO 9;"OSNOVNA ŠKOLA ""UTORE GORNJE""";UTORE GORNJE;42;34;34;34;0;12;22
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;010;BIRAČKO MJESTO 10;"PROSTORIJA ""UNEŠĆANKE"" U NEVESTU";NEVEST;102;87;87;85;2;17;68
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;011;BIRAČKO MJESTO 11;"OSNOVNA ŠKOLA ""VISOKA"" U VISOKOJ";VISOKA;35;27;27;27;0;6;21
