Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;RADIMIR ÈAÈIÆ;ANÐELKO STRIÈAK
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;039;VARAŽDIN;"BIRALIŠTE 3, PROSTORIJE VI. MJESNOG ODBORA ""BANFICA""";DRAVSKA 7 B;779;296;296;274;22;160;114
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;040;VARAŽDIN;PROSTORIJE III. OSNOVNE ŠKOLE;TRG IVANA PERKOVCA 35;726;307;306;279;27;124;155
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;041;VARAŽDIN;BIRALIŠTE 1,  PROSTORIJE DRUŠTVENOG DOMA;M. KOLARIÆA 23;842;396;396;368;28;216;152
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;042;VARAŽDIN;BIRALIŠTE 2, PROSTORIJE DRUŠTVENOG DOMA;M. KOLARIÆA 23;641;289;289;270;19;123;147
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;043;HRAŠÆICA;PROSTORIJE MJESNOG ODBORA;SPORTSKI CENTAR HRAŠÆICA;1185;461;461;426;35;187;239
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;044;JALKOVEC;PROSTORIJE DRUŠTVENOG DOMA;BRAÆE RADIÆA 99;1065;381;381;351;30;185;166
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;045;POLJANA BIŠKUPEÈKA;PROSTORIJE DRUŠTVENOG DOMA;VARAŽDINSKA 56;396;177;177;166;11;51;115
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;046;ÈRNEC BIŠKUPEÈKI;PROSTORIJE DRUŠTVENOG DOMA;ÈRNEC BIŠKUPEÈKI 137;553;164;164;154;10;65;89
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;047;GOJANEC;PROSTORIJE DOBROVOLJNOG VATROGASNOG DRUŠTVA;MATIJE GUPCA 24;511;248;248;232;16;97;135
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;048;KUÆAN MAROF;PROSTORIJE DRUŠTVENOG DOMA;MAROFSKA 2 A;1159;518;518;479;39;254;225
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;049;GORNJI KUÆAN;PROSTORIJE VATROGASNOG DOMA;GORNJI KUÆAN;901;484;484;455;29;209;246
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;050;DONJI KUÆAN;PROSTORIJE VATROGASNOG DOMA;DONJI KUÆAN;646;241;241;226;15;97;129
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;051;ZBELAVA;PROSTORIJE DRUŠTVENOG DOMA;VARAŽDINSKA 119;402;158;158;145;13;74;71
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;001;VARAŽDINSKE TOPLICE;GRADSKA VIJEÆNICA;ULICA DR. FRANJE TUÐMANA 4 (RANIJA ADRESA: UL. MARŠALA TITA 4);355;215;215;203;12;79;124
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;002;VARAŽDINSKE TOPLICE;OSNOVNA ŠKOLA;ULICA GRADA VUKOVARA 1 (RANIJA ADRESA: UL. MARTINA PUŠTEKA);489;289;289;274;15;105;169
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;003;VARAŽDINSKE TOPLICE;SENZOMOTORNA DVORANA UZ DJEÈJI VRTIÆ;ULICA BRAÆE RADIÆ 12;662;386;386;374;12;173;201
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;004;VRTLINOVEC;VATROGASNI DOM;VRTLINOVEC;338;162;162;159;3;106;53
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;005;ŠKARNIK;KUÆA IVICE RATKOVIÆA;ŠKARNIK 14;72;45;45;44;1;21;23
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;006;PIŠÆANOVEC;KUÆA RADOVANA KANEŠIÆA;PIŠÆANOVEC 16;52;32;32;26;6;15;11
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;007;MARTINKOVEC;KUÆA NIKOLE FOŠNJARA;MARTINKOVEC 1;86;47;47;45;2;25;20
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;008;JARKI HORVATIÆEVI;KUÆA ANTONIJE VUDRAG;JARKI HORVATIÆEVI 19;47;18;18;18;0;5;13
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;009;JALŠEVEC SVIBOVEÈKI;VATROGASNI DOM;JALŠEVEC SVIBOVEÈKI;247;164;164;159;5;104;55
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;010;SVIBOVEC;VATROGASNI DOM;SVIBOVEC;229;139;139;137;2;70;67
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;011;LESKOVEC TOPLIÈKI;VATROGASNI DOM;LESKOVEC TOPLIÈKI;397;270;270;257;13;118;139
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;012;DRENOVEC;VATROGASNI DOM;DRENOVEC;289;159;159;155;4;55;100
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;013;GORNJA POLJANA;VATROGASNI DOM;GORNJA POLJANA;209;145;145;142;3;92;50
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;014;DONJA POLJANA;VATROGASNI DOM;DONJA POLJANA;338;248;248;241;7;166;75
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;015;GREŠÆEVINA;VATROGASNI DOM;GREŠÆEVINA;146;97;97;95;2;38;57
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;016;TUHOVEC;DRUŠTVENI DOM;TUHOVEC;618;393;393;383;10;176;207
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;017;PETKOVEC TOPLIÈKI;PODRUÈNA ŠKOLA;PETKOVEC TOPLIÈKI;208;142;142;135;7;78;57
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;018;ÈRNILE;DRUŠTVENI DOM;ÈRNILE;129;73;73;68;5;37;31
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;019;HRASTOVEC TOPLIÈKI;KUÆA ROBERTA MRVÈIÆA;HRASTOVEC TOPLIÈKI 2A;189;138;138;134;4;53;81
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;020;ÈURILOVEC;KUÆA STJEPANA DVEKARA;ÈURILOVEC 22;109;66;66;64;2;19;45
05;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDINSKE TOPLICE;021;LOVRENTOVEC;DRUŠTVENI DOM;LOVRENTOVEC;90;55;55;54;1;28;26
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;001;BEDNJA;OSNOVNA ŠKOLA;LJUDEVITA GAJA 15;783;345;345;336;9;75;261
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;002;PLEŠ;ŠPORTSKO REKREATIVNI CENTAR;PLEŠ BB;353;114;114;111;3;48;63
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;003;ŠAŠA;KUÆA MARICE KREŠ;ŠAŠA 49;157;50;50;50;0;22;28
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;004;ŠINKOVICA BEDNJANSKA;DRUŠTVENI DOM;ŠINKOVICA BEDNJANSKA BB;112;23;23;23;0;4;19
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;005;RINKOVEC;DRUŠTVENI DOM;RINKOVEC BB;311;88;88;87;1;17;70
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;006;BENKOVEC;KUÆA ANICE PRAVICA;BENKOVEC 33 D;158;52;52;50;2;16;34
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;007;PREBUKOVJE;KUÆA U VLASNIŠTVU OPÆINE BEDNJA;PREBUKOVJE 81;127;34;34;34;0;4;30
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;008;VRBNO;OSNOVNA ŠKOLA VRBNO;VRBNO 22A;466;182;182;176;6;48;128
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;009;CVETLIN;OSNOVNA ŠKOLA;CVETLIN BB;630;188;188;186;2;66;120
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;010;BREZOVA GORA;KUÆA ZDENKE GRABROVEC;BREZOVA GORA 11;76;23;23;23;0;4;19
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;011;JAMNO;ETNO KUÆA JAMNO;JAMNO BB;118;57;57;56;1;24;32
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;012;MELJAN;KUÆA GABRIJELA ŠTEFANCA;MELJAN 24;168;54;54;52;2;8;44
05;VARAŽDINSKA ŽUPANIJA;opæina;BEDNJA;013;JEŽOVEC GORNJI;DRUŠTVENI DOM;JEŽOVEC BB;140;41;41;41;0;4;37
05;VARAŽDINSKA ŽUPANIJA;opæina;BERETINEC;001;BERETINEC - 1;OPÆINSKA ZGRADA - VELIKA SALA, ULAZ RAVNO;BERETINEC;529;126;126;115;11;51;64
05;VARAŽDINSKA ŽUPANIJA;opæina;BERETINEC;002;BERETINEC - 2;OPÆINSKA ZGRADA - VELIKA SALA, ULAZ DESNO;BERETINEC;362;83;83;81;2;32;49
05;VARAŽDINSKA ŽUPANIJA;opæina;BERETINEC;003;ÈREŠNJEVO - 1;PODRUÈNA ŠKOLA - UÈIONICA 1;ÈREŠNJEVO;320;81;81;78;3;43;35
05;VARAŽDINSKA ŽUPANIJA;opæina;BERETINEC;004;ÈREŠNJEVO - 2;PODRUÈNA ŠKOLA - UÈIONICA 2;ÈREŠNJEVO;333;75;75;71;4;33;38
05;VARAŽDINSKA ŽUPANIJA;opæina;BERETINEC;005;LEDINEC;MJESNI ODBOR;LEDINEC, ŠKOLSKA BB;161;30;30;27;3;6;21
05;VARAŽDINSKA ŽUPANIJA;opæina;BERETINEC;006;LEDINEC GORNJI;MJESNI ODBOR;LEDINEC GORNJI, ŠKOLSKA BB;159;49;49;48;1;24;24
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNICA;001;BREZNICA;AMBULANTA;BREZNICA;331;92;92;89;3;26;63
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNICA;002;BREZNICA;VATROGASNI DOM BRSTEC;BREZNICA;329;72;72;71;1;8;63
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNICA;003;JAREK - JALES;DRUŠTVENI DOM JAREK;JAREK BISAŠKI;275;94;94;90;4;38;52
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNICA;004;MIRKOVEC - PODVOREC;VATROGASNI DOM;MIRKOVEC BREZNIÈKI;186;58;58;57;1;14;43
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNICA;005;BISAG;DRUŠTVENI DOM;BISAG;310;116;116;116;0;25;91
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNICA;006;DRAŠKOVIÆ;VATROGASNI DOM;DRAŠKOVIÆ;326;127;127;127;0;18;109
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNIÈKI HUM;001;BREZNIÈKI HUM;OSNOVNA ŠKOLA BREZNIÈKI HUM;BREZNIÈKI HUM;409;136;136;128;8;56;72
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNIÈKI HUM;002;BREZNIÈKI HUM;VATROGASNI DOM BREZNIÈKI HUM;BREZNIÈKI HUM;263;87;87;83;4;18;65
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNIÈKI HUM;003;ŠÆEPANJE;VATROGASNI DOM ŠÆEPANJE;ŠÆEPANJE;253;103;103;103;0;48;55
05;VARAŽDINSKA ŽUPANIJA;opæina;BREZNIÈKI HUM;004;RADEŠIÆ;VATROGASNI DOM RADEŠIÆ;RADEŠIÆ;168;90;90;87;3;36;51
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;001;GORNJE VRATNO;PROSTORIJE DRUŠTVENOG DOMA;VARAŽDINSKA ULICA 136;921;195;195;177;18;79;98
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;002;RADOVEC;PROSTORIJE STARE ŠKOLE RADOVEC;TRG IVANA PAVLA II;261;75;75;68;7;33;35
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;003;CESTICA;PROSTORIJE KULTURNOG CENTRA OPÆINE CESTICA;DRAVSKA 1 A;628;147;147;140;7;64;76
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;004;OTOK VIRJE;PROSTORIJE DRUŠTVENOG DOMA;MOŠE PIJADE;177;37;37;35;2;13;22
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;005;VIRJE KRIŽOVLJANSKO;PROSTORIJE VATROGASNOG DOMA;ORMOŠKA ULICA;232;45;45;43;2;16;27
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;006;RADOVEC POLJE;PROSTORIJE DRUŠTVENOG DOMA;RADOVEC POLJE;119;34;34;31;3;15;16
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;007;BABINEC;PROSTORIJE VATROGASNOG DOMA DVD-A BABINEC;ŠKOLSKA ULICA;646;142;142;135;7;74;61
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;008;VELIKI LOVREÈAN;PROSTORIJE VATROGASNOG DOMA DVD-A LOVREÈAN-DUBRAVA;SVETOG LOVRE;498;156;156;150;6;84;66
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;009;DUBRAVA KRIŽOVLJANSKA;"PROSTORIJE ZGRADE ""MIHALIÆ""";DUBRAVA KRIŽOVLJANSKA;195;54;54;51;3;22;29
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;010;JARKI;PROSTORIJE MJESNOG ODBORA JARKI;JARKI;277;66;66;61;5;33;28
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;011;GRADIŠÆE;PROSTORIJE VATROGASNOG DOMA GRADIŠÆE;GRADIŠÆE;225;61;61;56;5;35;21
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;012;NATKRIŽOVLJAN;PROSTORIJE MJESNOG ODBORA NATKRIŽOVLJAN;NATKRIŽOVLJAN;234;71;71;70;1;36;34
05;VARAŽDINSKA ŽUPANIJA;opæina;CESTICA;013;GORNJE VRATNO - 2;PROSTORIJE PRIVATNE KUÆE MLADENA IGNACA;G.VRATNO, VARAŽDINSKA 408;141;54;54;54;0;46;8
05;VARAŽDINSKA ŽUPANIJA;opæina;DONJA VOÆA;001;DONJA VOÆA - 1;OSNOVNA ŠKOLA;DONJA VOÆA 19 D;424;110;110;109;1;82;27
05;VARAŽDINSKA ŽUPANIJA;opæina;DONJA VOÆA;002;SLIVARSKO;KUÆA NADE TELEBAR;SLIVARSKO 37 D;247;54;54;54;0;42;12
05;VARAŽDINSKA ŽUPANIJA;opæina;DONJA VOÆA;003;DONJA VOÆA - 2;KUÆA MARIJANA JUSTAMENTA;DONJA VOÆA 152 A;268;115;115;114;1;78;36
05;VARAŽDINSKA ŽUPANIJA;opæina;DONJA VOÆA;004;DONJA VOÆA - 3;KUÆA IVANKE DENAC;DONJA VOÆA 286 B;291;95;95;95;0;73;22
05;VARAŽDINSKA ŽUPANIJA;opæina;DONJA VOÆA;005;GORNJA VOÆA - 1;KUÆA ŽELJKA PREMUŽIÆA;GORNJA VOÆA 132A;266;81;81;81;0;56;25
05;VARAŽDINSKA ŽUPANIJA;opæina;DONJA VOÆA;006;GORNJA VOÆA - 2;OSNOVNA ŠKOLA;GORNJA VOÆA BB;594;174;174;173;1;138;35
05;VARAŽDINSKA ŽUPANIJA;opæina;GORNJI KNEGINEC;001;DONJI KNEGINEC;PROSTORIJE DRUŠTVENOG DOMA;ZAVRTNA BB;628;196;196;192;4;53;139
05;VARAŽDINSKA ŽUPANIJA;opæina;GORNJI KNEGINEC;002;GORNJI KNEGINEC;PROSTORIJE OSNOVNE ŠKOLE KNEGINEC GORNJI - BIRALIŠTE 1;GORNJI KNEGINEC;698;176;176;171;5;72;99
05;VARAŽDINSKA ŽUPANIJA;opæina;GORNJI KNEGINEC;003;GORNJI KNEGINEC;PROSTORIJE OSNOVNE ŠKOLE KNEGINEC GORNJI - BIRALIŠTE 2;GORNJI KNEGINEC;677;263;263;256;7;71;185
05;VARAŽDINSKA ŽUPANIJA;opæina;GORNJI KNEGINEC;004;TURÈIN;PROSTORIJE DRUŠTVENOG DOMA;TRG FRANJE TUÐMANA 1;785;223;223;218;5;72;146
05;VARAŽDINSKA ŽUPANIJA;opæina;GORNJI KNEGINEC;005;VARAŽDIN BREG, MALI VRH;PROSTORIJE MJESNOG ODBORA VARAŽDINBREG II.;MALI VRH BB;586;128;128;122;6;37;85
05;VARAŽDINSKA ŽUPANIJA;opæina;GORNJI KNEGINEC;006;VARAŽDIN BREG, HALIÆ;PROSTORIJE VATROGASNOG DOMA;HALIÆ BB;768;207;207;201;6;81;120
05;VARAŽDINSKA ŽUPANIJA;opæina;GORNJI KNEGINEC;007;LUŽAN BIŠKUPEÈKI;PROSTORIJE DRUŠTVENOG DOMA;ULICA KRALJA ZVONIMIRA BB;548;124;124;122;2;48;74
05;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;001;JALŽABET;DOM KULTURE JALŽABET;TRG BRAÆE RADIÆ 7;599;390;390;380;10;158;222
05;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;002;NOVAKOVEC;DRUŠTVENI DOM NOVAKOVEC;LUDBREŠKA 23;359;242;242;234;8;122;112
05;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;003;IMBRIOVEC;DRUŠTVENI DOM IMBRIOVEC;IMBRIOVEC 7 C;245;190;190;186;4;121;65
05;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;004;LEŠTAKOVEC;DRUŠTVENI DOM LEŠTAKOVEC;LEŠTAKOVEC 44 A;267;151;151;147;4;71;76
05;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;005;KELEMEN;DRUŠTVENI DOM KELEMEN;VARAŽDINSKA 51;423;289;289;281;8;117;164
05;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;006;KAŠTELANEC;DRUŠTVENI DOM KAŠTELANEC;PARTIZANSKA 1;340;171;171;168;3;106;62
05;VARAŽDINSKA ŽUPANIJA;opæina;JALŽABET;007;JAKOPOVEC;DRUŠTVENI DOM JAKOPOVEC;VINOGRADSKA 9;396;199;199;190;9;142;48
05;VARAŽDINSKA ŽUPANIJA;opæina;KLENOVNIK;001;KLENOVNIK - 1;OSNOVNA ŠKOLA - BIR 1;KLENOVNIK;478;143;143;136;7;64;72
05;VARAŽDINSKA ŽUPANIJA;opæina;KLENOVNIK;002;KLENOVNIK - 2;OSNOVNA ŠKOLA - BIR.2;KLENOVNIK;306;77;77;73;4;42;31
05;VARAŽDINSKA ŽUPANIJA;opæina;KLENOVNIK;003;PLEMENŠÆINA;KUÆA SLAVKA BUNIÆA (STJEPANA);PLEMENŠÆINA 44;86;17;17;17;0;15;2
05;VARAŽDINSKA ŽUPANIJA;opæina;KLENOVNIK;004;KLENOVNIK - 3;OSNOVNA ŠKOLA - BIR.3;KLENOVNIK;107;18;18;18;0;6;12
05;VARAŽDINSKA ŽUPANIJA;opæina;KLENOVNIK;005;LIPOVNIK;KUÆA KOLAÈKO PETRA (PROSTOR BIVŠEG LOKALA OLIMPIJA);LIPOVNIK 25;306;73;73;73;0;38;35
05;VARAŽDINSKA ŽUPANIJA;opæina;KLENOVNIK;006;DUBRAVEC - 1;KUÆA SREDNOSELEC DRAŽENA;DUBRAVEC 78;177;44;44;42;2;25;17
05;VARAŽDINSKA ŽUPANIJA;opæina;KLENOVNIK;007;DUBRAVEC - 2;KUÆA ANTUNA GOLUBA;DUBRAVEC 47;169;64;64;62;2;23;39
05;VARAŽDINSKA ŽUPANIJA;opæina;LJUBEŠÆICA;001;BIRAÈKO MJESTO BROJ 1. U LJUBEŠÆICI;OSNOVNA ŠKOLA LJUBEŠÆICA;ZAGREBAÈKA 22;432;172;172;167;5;18;149
05;VARAŽDINSKA ŽUPANIJA;opæina;LJUBEŠÆICA;002;BIRAÈKO MJESTO BROJ 2. U LJUBEŠÆICI;OSNOVNA ŠKOLA LJUBEŠÆICA;ZAGREBAÈKA 22;650;227;227;219;8;46;173
05;VARAŽDINSKA ŽUPANIJA;opæina;LJUBEŠÆICA;003;KAPELA KALNIÈKA;DRUŠTVENI DOM;KAPELA KALNIÈKA 20 A;208;84;84;81;3;18;63
05;VARAŽDINSKA ŽUPANIJA;opæina;LJUBEŠÆICA;004;RAKOVEC;DRUŠTVENA KUÆICA;RAKOVEC;106;57;57;56;1;14;42
05;VARAŽDINSKA ŽUPANIJA;opæina;LJUBEŠÆICA;005;LJUBELJ;DRUŠTVENA KUÆICA;LJUBELJ;78;34;34;34;0;8;26
05;VARAŽDINSKA ŽUPANIJA;opæina;LJUBEŠÆICA;006;LJUBELJ KALNIÈKI;DRUŠTVENI DOM;LJUBELJ KALNIÈKI 24 C;86;44;44;44;0;2;42
05;VARAŽDINSKA ŽUPANIJA;opæina;MALI BUKOVEC;001;MALI BUKOVEC - 1;DRUŠTVENI DOM;ULICA MIHOVILA PAVLEKA MIŠKINE 19;353;94;94;92;2;79;13
05;VARAŽDINSKA ŽUPANIJA;opæina;MALI BUKOVEC;002;MALI BUKOVEC - 2;ZGRADA OPÆINE- 1.KAT;ULICA MIHOVILA PAVLEKA MIŠKINE 14;237;80;80;78;2;53;25
05;VARAŽDINSKA ŽUPANIJA;opæina;MALI BUKOVEC;003;ŽUPANEC;DRUŠTVENI DOM;ŽUPANEC 56A;144;43;43;42;1;30;12
05;VARAŽDINSKA ŽUPANIJA;opæina;MALI BUKOVEC;004;NOVO SELO PODRAVSKO;DRUŠTVENI DOM;NOVO SELO PODRAVSKO 1A;157;70;70;70;0;46;24
05;VARAŽDINSKA ŽUPANIJA;opæina;MALI BUKOVEC;005;SVETI PETAR;DRUŠTVENI DOM;HARAMBAŠINA ULICA 1;496;123;123;123;0;79;44
05;VARAŽDINSKA ŽUPANIJA;opæina;MALI BUKOVEC;006;MARTINIÆ;DRUŠTVENI DOM;MARTINIÆ 7;120;40;40;39;1;22;17
05;VARAŽDINSKA ŽUPANIJA;opæina;MALI BUKOVEC;007;LUNJKOVEC;DRUŠTVENI DOM;LUNJKOVEC 4;160;71;71;62;9;33;29
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;001;RIVALNO;DRUŠTVENI DOM;RIVALNO 12;70;24;24;24;0;15;9
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;002;SLANJE;VATROGASNI DOM;SLANJE,ULICA BRAÆE RADIÆ 79;413;125;125;124;1;80;44
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;003;KRIŽOVLJAN;DRUŠTVENI DOM;KRIŽOVLJAN 20;217;59;59;56;3;22;34
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;004;MARTIJANEC;DRUŠTVENI DOM;MARTIJANEC,VARAŽDINSKA 88;323;115;115;111;4;61;50
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;005;SUDOVÈINA;DRUŠTVENI DOM;SUDOVÈINA,PLITVIÈKA 2;282;104;104;102;2;72;30
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;006;VRBANOVEC;DRUŠTVENI DOM;VRBANOVEC,ULICA BRIGADE BRAÆE RADIÆ 75;524;165;165;159;6;111;48
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;007;HRASTOVLJAN;DRUŠTVENI DOM;HRASTOVLJAN 84;320;72;72;72;0;46;26
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;008;ÈIÈKOVINA;DRUŠTVENI DOM;ÈIÈKOVINA 2;152;52;52;49;3;34;15
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;009;MADARAŠEVEC;DRUŠTVENI DOM;MADARAŠEVEC 14 A;149;53;53;53;0;33;20
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;001;DONJE LADANJE;DRUŠTVENI DOM;DONJE LADANJE;905;376;376;363;13;167;196
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;002;ÈALINEC;DOM KULTURE;ÈALINEC;313;133;133;129;4;61;68
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;003;CERJE NEBOJSE;DRUŠTVENI DOM;CERJE NEBOJSE;356;181;181;160;21;75;85
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;004;MARUŠEVEC - 1;DRUŠTVENI DOM;MARUŠEVEC;373;171;171;161;10;83;78
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;005;ÈALINEC;"OSNOVNA ŠKOLA ""GUSTAV KRKLEC""";ÈALINEC;485;258;258;248;10;132;116
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;006;MARUŠEVEC - 2;ZDRAVSTVENA AMBULANTA;MARUŠEVEC;274;134;134;125;9;60;65
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;007;GREDA;DRUŠTVENI DOM;GREDA;428;188;188;169;19;111;58
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;008;JURKETINEC;DRUŠTVENI DOM;JURKETINEC;351;194;194;187;7;74;113
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;009;BIKOVEC;DRUŠTVENI DOM;BIKOVEC;186;88;88;82;6;49;33
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;010;NOVAKI;DRUŠTVENI DOM;NOVAKI;440;168;167;159;8;90;69
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;011;DRUŠKOVEC - 1;DRUŠTVENI DOM;DRUŠKOVEC;297;96;96;89;7;50;39
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;012;DRUŠKOVEC - 2;PODRUÈNA ŠKOLA;DRUŠKOVEC;186;76;76;74;2;41;33
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;013;BRODAROVEC;KUÆA ŽELJKA IVANÈEVIÆA;BRODAROVEC 14;167;57;57;56;1;24;32
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;014;KORENJAK;KUÆA SUZANE PIŽETA;KORENJAK 34;66;38;38;37;1;16;21
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;015;SELNIK;KUÆA ANDRIJE KORPARA;SELNIK 127;318;142;142;133;9;69;64
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;001;PETRIJANEC;PROSTORIJE DRUŠTVENOG DOMA;TRG SV. PETRA 8;482;133;133;129;4;52;77
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;002;PETRIJANEC;PROSTORIJE MATIÈNOG UREDA;VLADIMIRA NAZORA 106;691;191;191;184;7;83;101
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;003;NOVA VES PETRIJANEÈKA;PROSTORIJE DRUŠTVENOG DOMA;LJUDEVITA GAJA 1;735;225;225;220;5;118;102
