Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DUŠAN BJELAJAC;MIRJANA OLUIĆ;MILAN VUKELIĆ
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;015;DONJA JELENSKA;DOM U DONJOJ JELENJSKOJ;DONJA JELENSKA;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;016;POTOK;ŠKOLA POTOK;POTOK;2;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;017;POTOK;DOM POTOK;POTOK;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;018;DONJA VLAHINIČKA;DOM DVD-A;DONJA VLAHINIČKA;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;001;SISAK;PROSTORIJE GRADSKE ČETVRTI CENTAR;IVANA MEŠTROVIĆA 32;82;1;1;1;0;0;1;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;002;SISAK;PROSTORIJE DRUŠTVA GLUHIH I NAGLUHIH GRADA SISKA;TRG 22. LIPNJA 4B;42;2;2;2;0;1;1;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;003;SISAK;OSNOVNA ŠKOLA 22. LIPNJA;FRANJE LOVRIĆA 27 (UMJESTO U ZGRADI SISAČKO-MOSLAVAČKE ŽUPANIJE, S. I A. RADIĆA 36);33;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;004;SISAK;OSNOVNA ŠKOLA 22. LIPNJA;FRANJE LOVRIĆA 27 (UMJESTO U ZGRADI SISAČKO-MOSLAVAČKE ŽUPANIJE, S. I A. RADIĆA 36);23;1;1;1;0;0;1;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;005;SISAK;NARODNA KNJIŽNICA I ČITAONICA VLADO GOTOVAC SISAK;RIMSKA 27;28;1;1;1;0;1;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;006;SISAK;PROSTORIJE GRADSKOG DRUŠTVA CRVENOG KRIŽA SISAK;ULICA KRALJA TOMISLAVA 18;31;1;1;1;0;0;1;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;007;SISAK;PROSTORIJE ZAVODA ZA ZAPOŠLJAVANJE;UL. KRALJA TOMISLAVA 13;44;4;4;4;0;1;3;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;008;SISAK;PROSTORIJE GRADSKE ČETVRTI ZELENI BRIJEG;FRANA KRŠINIĆA 19;48;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;009;SISAK;DJEČJI VRTIĆ PČELICA;ULICA ANTUNA CUVAJA 3;52;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;010;SISAK;PROSTORIJE BIVŠE POSLOVNICE ALIANZ OSIGURANJE;MARIJANA CELJAKA 79;42;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;011;SISAK;OSNOVNA ŠKOLA BRAĆA RIBAR SISAK;ZAGREBAČKA 8A;57;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;012;SISAK;OSNOVNA ŠKOLA BRAĆA RIBAR SISAK;ZAGREBAČKA 8A;54;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;013;SISAK;PROSTORIJE GRADSKE ČETVRTI ZELENI BRIJEG;FRANA KRŠINIĆA 19;67;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;014;SISAK;OSNOVNA ŠKOLA BRAĆA RIBAR SISAK;ZAGREBAČKA 8A;76;2;2;2;0;0;2;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;015;SISAK;PROSTORIJE AMBULANTE;FERDE HEFELEA 10;54;2;2;1;1;0;1;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;016;SISAK;PROSTORIJE DRUŠTVENOG DOMA VIKTOROVAC;PERIVOJ VIKTOROVAC BB;61;1;1;1;0;0;1;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;017;SISAK;ŠATOR NA JAVNOJ POVRŠINI PREKO PUTA BIVŠE STRUKOVNE ŠKOLE SISAK;LAĐARSKA 1;46;4;3;3;0;0;3;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;018;SISAK;ŠATOR NA JAVNOJ POVRŠINI PREKO PUTA BIVŠE STRUKOVNE ŠKOLE SISAK;LAĐARSKA 1;58;1;1;1;0;0;1;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;019;SISAK;DJEČJI VRTIĆ TRATINČICA;NIKOLE ŠUBIĆA ZRINSKOG 23;52;2;2;2;0;0;2;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;020;SISAK;RC ZIBEL - STARI OBJEKT (STOLNOTENISKA DVORANA);ULAZ IZ CESARČEVE ULICE;45;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;021;SISAK;OSNOVNA ŠKOLA VIKTOROVAC SISAK;ALEJA NARODNIH HEROJA 2;106;7;7;7;0;1;6;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;022;SISAK;OSNOVNA ŠKOLA VIKTOROVAC SISAK;ALEJA NARODNIH HEROJA 2;124;2;2;2;0;0;2;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;023;SISAK;PROSTORIJE AMBULANTE;AUGUSTA CESARCA 109B;95;3;3;3;0;0;3;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;024;SISAK;ŠATOR NA PARKIRALIŠTU ISPRED PROSTORIJA GRADSKE ČETVRTI GALDOVO;GALDOVAČKA ULICA 6;47;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;025;SISAK;OSNOVNA ŠKOLA GALDOVO (U PREDVORJU ŠKOLE);ULICA BREZOVIČKOG ODREDA 1;24;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;026;SISAK;OSNOVNA ŠKOLA GALDOVO (ŠKOLSKA DVORANA);ULICA BREZOVIČKOG ODREDA 1;14;1;1;1;0;0;1;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;027;SISAK;DRUŠTVENI DOM ( PROSTORIJE PRIJAŠNJEG MO GALDOVO KAPTOLSKO);VLADIMIRA LOGOMERCA 27;123;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;028;SISAK;PROSTORIJE  PRIJAŠNJEG MO CAPRAG;ANDRIJE HEBRANGA 25;134;2;2;2;0;1;1;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;029;SISAK;PROSTORIJE PRIJAŠNJEG MO IVAN BUIĆ;NINE MARAKOVIĆA 4;20;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;030;SISAK;PROSTORIJE DJ. VRTIĆA MASLAČAK;HRVATSKOG NARODNOG PREPORODA 33;88;4;4;3;1;2;1;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;031;SISAK;NARODNA KNJIŽNICA I ČITAONICA VLADO GOTOVAC - ODJEL CAPRAG;TRG HRVATSKE DRŽAVNOSTI 1;74;3;3;3;0;1;2;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;032;SISAK;OSNOVNA ŠKOLA BRAĆA BOBETKO SISAK;MARIJANA CVETKOVIĆA 2;108;3;3;3;0;3;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;033;SISAK;PROSTORIJE PRIJAŠNJEG MO IVAN BUIĆ;NINE MARAKOVIĆA 4;45;18;17;16;1;9;6;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;034;SISAK;DOM INA RAFINERIJE NAFTE SISAK;ANTE KOVAČIĆA 1;37;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;035;SISAK;DRUŠTVENI DOM, PROSTORIJE GRADSKE ČETVRTI CAPRAG ( PRIJAŠNJI MO EUGEN KVATERNIK);LASINJSKA UL 15;109;3;3;3;0;1;2;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;036;SISAK;MO CRNAC U ZGRADI BIVŠE PODRUČNE ŠKOLE BRAĆA BOBETKO;ULICA BRAĆE BOBETKO;3;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;037;NOVO SELO;PROSTORIJE U VATROGASNOM DOMU DVD-A MLADOST U NOVOM SELU;NOVOSELSKA ULICA 50;21;1;1;1;0;0;0;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;038;CAPRAŠKE POLJANE;ROMSKA KUĆA;CAPRAŠKE POLJANE 54;12;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;039;NOVO PRAČNO;PROSTORIJE OŠ I.K. SAKCINSKI;NOVO PRAČNO;13;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;040;HRASTELNICA;OSNOVNA ŠKOLA GALDOVO - PODRUČNA ŠKOLA HRASTELNICA;HRASTELNICA 85 (UMJESTO U DRUŠTVENOM DOMU MO HRASTELNICA, HRASTELNICA 85A);8;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;041;PALANJEK;DRUŠTVENI DOM MO PALANJEK;PALANJEK BB;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;042;PRELOŠĆICA;PROSTORIJE DVD PRELOŠĆICA;PRELOŠĆICA;3;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;043;BUKOVSKO;DRUŠTVENI DOM BUKOVSKO;BUKOVSKO 10;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;044;KOMAREVO;DRUŠTVENI DOM MO KOMAREVO;GORNJE KOMAREVO 4;7;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;045;BLINJSKI KUT;DRUŠTVENI DOM BLINJSKI KUT;BLINJSKI KUT 34 A;51;4;4;4;0;0;4;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;046;MADŽARI;DRUŠTVENI DOM MO MADŽARI-LETOVANCI;MADŽARI 30 A;24;2;2;2;0;0;2;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;047;KLOBUČAK;ŠATOR NA POVRŠINI POKRAJ PROSTORIJA MO KLOBUČAK - KONTEJNER;KLOBUČAK BB;17;2;2;2;0;0;2;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;048;LETOVANCI;DRUŠTVENI DOM ( PROSTORIJE PRIJAŠNJEG MO LETOVANCI);LETOVANCI;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;049;ODRA;DRUŠTVENI DOM MO ODRA;ODRA SISAČKA 38;15;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;050;ŽABNO;PROSTORIJE OSNOVNE ŠKOLE BRAĆA RIBAR SISAK;PODRUČNA ŠKOLA ŽABNO;6;1;1;1;0;0;1;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;051;GREDA;"PROSTORIJE O.Š. ""SELA"", PODRUČNI ODJEL GREDA";GREDA;10;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;052;JAZVENIK;"DRUŠTVENI DOM ""ČEŠKA BESEDA""";JAZVENIK 7B;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;053;SELA;OSNOVNA ŠKOLA SELA;SELA;9;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;054;STARA DRENČINA;NOVI VATROGASNI DOM DVD-A STARA DRENČINA;STARA DRENČINA 59A (UMJESTO U DRUŠTVENOM DOMU STARA DRENČINA, STARA DRENČINA BB);2;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;055;STARO PRAČNO;DRUŠTVENI DOM STARO PRAČNO;STARO PRAČNO 10;12;1;1;1;0;0;1;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;056;STUPNO;DRUŠTVENI DOM MO STUPNO;STUPNO 58;9;2;2;2;0;0;2;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;057;VUROT;DRUŠTVENI DOM MO VUROT;VUROT 33A;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;058;BUDAŠEVO;OSNOVNA ŠKOLA BUDAŠEVO - TOPOLOVAC - GUŠĆE;TRG MARIJANA ŠOKČEVIĆA 1 (UMJESTO U DRUŠTVENOM DOMU MO BUDAŠEVO, TRG MARIJANA ŠOKČEVIĆA 3);16;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;059;NOVO SELO PALANJEČKO;DRUŠTVENI DOM MO NOVO SELO PALANJEČKO;NOVO SELO PALANJEČKO BB;15;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;060;TOPOLOVAC;PROSTORIJE NOGOMETNOG KLUBA TŠK, TOPOLOVAC;TRG HRVATSKIH DRAGOVOLJACA 1A (UMJESTO U DRUŠTVENOM DOMU MO TOPOLOVAC, TRG HRVATSKIH DRAGOVOLJACA 1);13;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;061;LUKAVEC POSAVSKI;DRUŠTVENI DOM MO LUKAVEC POSAVSKI;LUKAVEC POSAVSKI 1C;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;062;GUŠĆE;MO GUŠĆE U ZGRADI DVD GUŠĆE;GUŠĆE 105;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;063;ČIGOĆ;PROSTORIJE DOBROVOLJNOG VATROGASNOG DRUŠTVA ČIGOĆ;ČIGOĆ 16;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;064;KRATEČKO;DRUŠTVENI DOM MO KRATEČKO;KRATEČKO 96;1;1;1;1;0;0;0;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;065;MUŽILOVČICA;VATROGASNI DOM MUŽILOVČICA;MUŽILOVČICA;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;066;SUVOJ;DRUŠTVENI DOM (PROSTORIJE PRIJAŠNJEG MO SUVOJ);SUVOJ;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;067;LONJA;PROSTORIJE DVD-A LONJA;LONJA BB;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;068;SVINJIČKO;PROSTORIJE MO VELIKO SVINJIČKO U PODRUČNOJ ŠKOLI;VELIKO SVINJIČKO 105;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;069;STARO SELO;KUĆA MILOŠA ĐUKIĆA;STARO SELO 61;58;32;32;32;0;3;27;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DONJI KUKURUZARI;001;DONJA VELEŠNJA;PROSTOR ISPRED STARE ŠKOLE;DONJA VELEŠNJA;102;60;60;54;6;30;11;13
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DONJI KUKURUZARI;002;DONJI KUKURUZARI;ZGRADA OPĆINE (DVORANA ZA UDRUGE);ULICA DON ANTE LIZATOVIĆA 2;94;52;52;48;4;25;19;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DONJI KUKURUZARI;003;MEČENČANI;OSNOVNA ŠKOLA KATARINA ZRINSKA;MEČENČANI BB;69;38;38;35;3;16;13;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DONJI KUKURUZARI;004;BOROJEVIĆI;DRUŠTVENI DOM BOROJEVIĆI;BOROJEVIĆI 30 B;76;28;28;24;4;20;4;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DONJI KUKURUZARI;005;UMETIĆ;PRIVATAN OBJEKT JOVANA PRERADOVIĆA;UMETIĆ 15;57;33;33;31;2;18;12;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;001;DVOR;DOM KULTURE;TRG BANA J. JELAČIĆA 9;359;155;155;146;9;53;65;28
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;002;DVOR;OSNOVNA ŠKOLA;ANTE BRUNE BUŠIĆA 5;263;110;110;105;5;48;34;23
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;003;MATIJEVIĆI;ZGRADA KOMUNALCA DVOR D.O.O.;ULICA EUGEN KVATERNIKA 3;398;223;223;206;17;44;139;23
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;004;DIVUŠA;PROSTORIJE VATROGASNOG DOMA;DIVUŠA;113;41;41;35;6;8;12;15
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;005;GORNJA ORAOVICA;ZGRADA ŠKOLE;GORNJA ORAOVICA BB;129;44;44;44;0;4;32;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;006;GORNJI JAVORANJ;PROSTORIJE MJESNOG ODBORA;GORNJI JAVORANJ BB;222;118;118;109;9;29;67;13
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;007;ZRINSKI BRĐANI;DRUŠTVENI DOM;ZRINSKI BRĐANI BB;197;117;117;110;7;33;67;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;008;GRMUŠANI;PROSTORIJE DRUŠTVENOG DOMA;GRMUŠANI BB;259;136;136;128;8;48;61;19
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;009;RUJEVAC;DRUŠTVENE PROSTORIJE U ZGRADI ŠKOLE;RUJEVAC;125;67;67;67;0;26;38;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;010;DONJI ŽIROVAC;PROSTORIJE DRUŠTVENOG DOMA;DONJI ŽIROVAC BB;75;22;22;22;0;14;6;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;011;DONJA STUPNICA;PROSTORIJE DRUŠTVENOG DOMA;DONJA STUPNICA;139;65;65;62;3;16;43;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;012;STRUGA BANSKA;PROSTORIJE DRUŠTVENOG DOMA;STRUGA BANSKA;13;5;5;4;1;1;2;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;GVOZD;001;VRGINMOST;ZGRADA OPĆINE GVOZD - VIJEĆNICA;TRG DR.FRANJE TUĐMANA 6;349;113;113;102;11;13;80;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;GVOZD;002;VRGINMOST;OSNOVNA ŠKOLA GVOZD;KRALJA PETRA SVAČIĆA 21;305;109;109;103;6;12;83;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;GVOZD;003;CREVARSKA STRANA;"ZGRADA BIVŠEG RESTORANA ""ANTONIO""";CREVARSKA STRANA 56A;99;18;18;18;0;2;14;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;GVOZD;004;BOVIĆ;DRUŠTVENI DOM BOVIĆ;BOVIĆ 110C;364;32;32;32;0;3;28;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;GVOZD;005;GORNJA ČEMERNICA;"POSLOVNA ZGRADA ""REFUL MARINE"" D.O.O.";GORNJA ČEMERNICA 6;234;78;78;74;4;7;63;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;GVOZD;006;SLAVSKO POLJE;DRUŠTVENI DOM;SLAVSKO POLJE 94;235;124;124;121;3;5;114;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;GVOZD;007;DUGO SELO LASINJSKO;BIVŠA OSNOVNA ŠKOLA;DUGO SELO LASINJSKO 50;191;2;2;2;0;2;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;HRVATSKA DUBICA;001;HRVATSKA DUBICA;ZGRADA HRVATSKOG DOMA;VJEKOSLAVA VENKA 3;115;61;61;59;2;14;43;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;HRVATSKA DUBICA;002;HRVATSKA DUBICA;ZGRADA NA NOGOMETNOM IGRALIŠTU;PETRA ZRINSKOG 36 B;7;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;HRVATSKA DUBICA;003;BAĆIN;HRVATSKI DOM BAĆIN;BAĆIN 88;2;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;HRVATSKA DUBICA;004;CEROVLJANI;HRVATSKI DOM CEROVLJANI;CEROVLJANI 104 A;20;2;2;2;0;1;1;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;HRVATSKA DUBICA;005;SLABINJA;OBITELJSKA KUĆA IVE UDOVIČIĆA;SLABINJA 96 B;94;36;36;33;3;10;13;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;HRVATSKA DUBICA;006;ŽIVAJA;ZGRADA HRVATSKOG DOMA;ŽIVAJA 147;69;29;29;28;1;16;7;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;001;JASENOVAC;PRIZEMNE PROSTORIJE OPĆINE JASENOVAC (PROSTORIJE UDRUGE UMIROVLJENIKA);TRG KRALJA PETRA SVAČIĆA 19;40;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;002;KOŠUTARICA;PUČKI DOM;KOŠUTARICA;3;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;003;MLAKA;PODRUČNA ŠKOLA MLAKA;MLAKA;22;3;3;3;0;0;1;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;004;UŠTICA;PODRUČNA ŠKOLA UŠTICA;UŠTICA;15;2;2;2;0;0;2;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;005;VIŠNJICA;PUČKI DOM VIŠNJICA;VIŠNJICA;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;006;TANAC;PUČKI DOM TANAC;TANAC;2;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;007;DRENOV BOK;VATROGASNI DOM;DRENOV BOK;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;008;KRAPJE;VATROGASNI DOM;KRAPJE;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;009;PUSKA;VATROGASNI DOM;PUSKA;2;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;010;TREBEŽ;PUČKI DOM TREBEŽ;TREBEŽ;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;001;LETOVANIĆ;ZGRADA DVD LETOVANIĆ;LETOVANIĆ BB;5;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;002;STARI BROD;HRVATSKI DOM STARI BROD;STARI BROD;6;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;003;STARI FARKAŠIĆ;HRVATSKI DOM STARI FARKAŠIĆ;STARI FARKAŠIĆ;4;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;004;DUŽICA;HRVATSKI DOM DUŽICA;DUŽICA;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;005;PETROVEC;"PROSTORIJE SPORTSKE UDRUGE ""STJEPAN GRGAC""";PETROVEC BB;3;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;006;ŽAŽINA;VATROGASNI DOM;ŽAŽINA;3;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;007;POLJANA LEKENIČKA;HRVATSKI DOM;POLJANA LEKENIČKA;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;008;GORNJI VUKOJEVAC;HRVATSKI DOM;GORNJI VUKOJEVAC;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;009;DONJI VUKOJEVAC;DRUŠTVENI DOM JOSIP BIREK;DONJI VUKOJEVAC;3;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;010;BREŽANE LEKENIČKE;LOVAČKA KUĆA;BREŽANE LEKENIČKE;2;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;011;CERJE LETOVANIČKO;PODRUČNA ŠKOLA;CERJE LETOVANIČKO;4;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;012;LEKENIK;ZGRADA OPĆINE LEKENIK;ZAGREBAČKA 44;4;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;013;LEKENIK;SLUŽBENE PROSTORIJE OTP - BANKE;ZAGREBAČKA 77A;4;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;014;PEŠĆENICA;VATROGASNI DOM PEŠĆENICA;PEŠĆENICA;3;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;015;BRKIŠEVINA;MJESNI ODBOR BRKIŠEVINA - KONTEJNER;BRKIŠEVINA;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;016;ŠIŠINEC;HRVATSKI DOM;ŠIŠINEC;1;0;0;0;0;0;0;0
