Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DANIEL BERDAIS;IVAN CELJAK;LUCA GAŠPAR ŠAKO;ADELINA IVKOVIĆ;DAMIR MARKUŠ;IVO ŽINIĆ
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;006;DONJA GRAČENICA;DOM DONJA GRAČENICA;DONJA GRAČENICA;692;390;390;372;18;27;220;48;5;43;29
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;007;OSEKOVO;DOM OSEKOVO;OSEKOVO;706;426;426;406;20;71;185;16;6;40;88
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;008;GORNJA JELENSKA;DOM GORNJA JELENSKA;GORNJA JELENSKA;615;405;404;386;18;36;258;17;4;52;19
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;009;MOSLAVAČKA SLATINA;ŠKOLA MOSLAVAČKA SLATINA;MOSLAVAČKA SLATINA;68;38;38;33;5;10;12;2;0;7;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;010;PODBRĐE;VATROGASNI DOM;PODBRĐE;150;101;101;94;7;12;51;3;2;15;11
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;011;POPOVAČA;DOM KULTURE;POPOVAČA;885;514;514;490;24;104;228;18;8;73;59
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;012;POPOVAČA;OSNOVNA ŠKOLA;POPOVAČA;1122;619;619;593;26;148;279;25;13;77;51
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;013;POPOVAČA;VATROGASNI DOM;POPOVAČA;1462;787;787;741;46;145;367;23;13;118;75
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;014;STRUŽEC;DOM STRUŽEC;STRUŽEC;528;280;280;265;15;42;148;11;1;44;19
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;015;DONJA JELENSKA;DOM U DONJOJ JELENJSKOJ;DONJA JELENSKA;57;43;43;41;2;12;19;1;2;4;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;016;POTOK;ŠKOLA POTOK;POTOK;404;190;190;183;7;23;91;8;1;36;24
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;017;POTOK;DOM POTOK;POTOK;270;168;168;163;5;32;73;4;1;24;29
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;POPOVAČA;018;DONJA VLAHINIČKA;DOM DVD-A;DONJA VLAHINIČKA;311;161;161;149;12;32;65;6;2;27;17
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;001;SISAK;PROSTORIJE GRADSKE ČETVRTI CENTAR;IVANA MEŠTROVIĆA 32;895;447;447;431;16;153;226;14;10;19;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;002;SISAK;PROSTORIJE DRUŠTVA GLUHIH I NAGLUHIH GRADA SISKA;TRG 22. LIPNJA 4B;500;267;267;261;6;97;128;8;4;17;7
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;003;SISAK;OSNOVNA ŠKOLA 22. LIPNJA;FRANJE LOVRIĆA 27 (UMJESTO U ZGRADI SISAČKO-MOSLAVAČKE ŽUPANIJE, S. I A. RADIĆA 36);481;253;253;245;8;71;135;11;8;10;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;004;SISAK;OSNOVNA ŠKOLA 22. LIPNJA;FRANJE LOVRIĆA 27 (UMJESTO U ZGRADI SISAČKO-MOSLAVAČKE ŽUPANIJE, S. I A. RADIĆA 36);439;233;233;222;11;60;131;10;6;14;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;005;SISAK;NARODNA KNJIŽNICA I ČITAONICA VLADO GOTOVAC SISAK;RIMSKA 27;533;270;270;260;10;67;161;5;4;13;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;006;SISAK;PROSTORIJE GRADSKOG DRUŠTVA CRVENOG KRIŽA SISAK;ULICA KRALJA TOMISLAVA 18;639;379;379;366;13;105;208;9;10;23;11
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;007;SISAK;PROSTORIJE ZAVODA ZA ZAPOŠLJAVANJE;UL. KRALJA TOMISLAVA 13;538;295;295;281;14;86;157;7;9;9;13
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;008;SISAK;PROSTORIJE GRADSKE ČETVRTI ZELENI BRIJEG;FRANA KRŠINIĆA 19;551;251;251;243;8;70;136;13;3;14;7
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;009;SISAK;DJEČJI VRTIĆ PČELICA;ULICA ANTUNA CUVAJA 3;910;404;403;389;14;146;194;10;8;23;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;010;SISAK;PROSTORIJE BIVŠE POSLOVNICE ALIANZ OSIGURANJE;MARIJANA CELJAKA 79;1218;521;521;510;11;118;339;10;4;30;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;011;SISAK;OSNOVNA ŠKOLA BRAĆA RIBAR SISAK;ZAGREBAČKA 8A;537;287;287;283;4;101;140;15;7;12;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;012;SISAK;OSNOVNA ŠKOLA BRAĆA RIBAR SISAK;ZAGREBAČKA 8A;749;311;311;298;13;95;158;8;6;23;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;013;SISAK;PROSTORIJE GRADSKE ČETVRTI ZELENI BRIJEG;FRANA KRŠINIĆA 19;631;267;267;262;5;92;129;8;4;23;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;014;SISAK;OSNOVNA ŠKOLA BRAĆA RIBAR SISAK;ZAGREBAČKA 8A;658;315;315;303;12;110;151;14;4;12;12
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;015;SISAK;PROSTORIJE AMBULANTE;FERDE HEFELEA 10;807;407;407;385;22;105;228;13;24;11;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;016;SISAK;PROSTORIJE DRUŠTVENOG DOMA VIKTOROVAC;PERIVOJ VIKTOROVAC BB;650;312;312;300;12;111;151;9;6;14;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;017;SISAK;ŠATOR NA JAVNOJ POVRŠINI PREKO PUTA BIVŠE STRUKOVNE ŠKOLE SISAK;LAĐARSKA 1;604;323;323;313;10;97;172;12;13;12;7
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;018;SISAK;ŠATOR NA JAVNOJ POVRŠINI PREKO PUTA BIVŠE STRUKOVNE ŠKOLE SISAK;LAĐARSKA 1;740;360;360;340;20;118;188;4;8;12;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;019;SISAK;DJEČJI VRTIĆ TRATINČICA;NIKOLE ŠUBIĆA ZRINSKOG 23;734;427;427;410;17;128;228;20;6;18;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;020;SISAK;RC ZIBEL - STARI OBJEKT (STOLNOTENISKA DVORANA);ULAZ IZ CESARČEVE ULICE;477;230;230;218;12;80;115;10;2;6;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;021;SISAK;OSNOVNA ŠKOLA VIKTOROVAC SISAK;ALEJA NARODNIH HEROJA 2;1148;503;503;476;27;169;224;20;15;30;18
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;022;SISAK;OSNOVNA ŠKOLA VIKTOROVAC SISAK;ALEJA NARODNIH HEROJA 2;1246;599;599;557;42;248;245;28;7;21;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;023;SISAK;PROSTORIJE AMBULANTE;AUGUSTA CESARCA 109B;877;444;444;425;19;171;188;12;13;22;19
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;024;SISAK;ŠATOR NA PARKIRALIŠTU ISPRED PROSTORIJA GRADSKE ČETVRTI GALDOVO;GALDOVAČKA ULICA 6;1234;582;581;570;11;110;361;29;10;42;18
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;025;SISAK;OSNOVNA ŠKOLA GALDOVO (U PREDVORJU ŠKOLE);ULICA BREZOVIČKOG ODREDA 1;883;429;429;410;19;72;281;11;11;16;19
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;026;SISAK;OSNOVNA ŠKOLA GALDOVO (ŠKOLSKA DVORANA);ULICA BREZOVIČKOG ODREDA 1;765;374;373;363;10;76;220;13;9;29;16
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;027;SISAK;DRUŠTVENI DOM ( PROSTORIJE PRIJAŠNJEG MO GALDOVO KAPTOLSKO);VLADIMIRA LOGOMERCA 27;1494;699;699;678;21;210;367;21;25;35;20
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;028;SISAK;PROSTORIJE  PRIJAŠNJEG MO CAPRAG;ANDRIJE HEBRANGA 25;1359;494;494;473;21;217;190;7;17;31;11
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;029;SISAK;PROSTORIJE PRIJAŠNJEG MO IVAN BUIĆ;NINE MARAKOVIĆA 4;305;109;109;102;7;42;36;14;5;2;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;030;SISAK;PROSTORIJE DJ. VRTIĆA MASLAČAK;HRVATSKOG NARODNOG PREPORODA 33;761;319;319;309;10;139;111;13;14;17;15
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;031;SISAK;NARODNA KNJIŽNICA I ČITAONICA VLADO GOTOVAC - ODJEL CAPRAG;TRG HRVATSKE DRŽAVNOSTI 1;752;330;329;310;19;135;129;13;11;13;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;032;SISAK;OSNOVNA ŠKOLA BRAĆA BOBETKO SISAK;MARIJANA CVETKOVIĆA 2;924;409;409;387;22;177;153;18;12;18;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;033;SISAK;PROSTORIJE PRIJAŠNJEG MO IVAN BUIĆ;NINE MARAKOVIĆA 4;313;101;101;91;10;37;45;3;1;3;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;034;SISAK;DOM INA RAFINERIJE NAFTE SISAK;ANTE KOVAČIĆA 1;337;122;122;117;5;37;59;6;5;7;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;035;SISAK;DRUŠTVENI DOM, PROSTORIJE GRADSKE ČETVRTI CAPRAG ( PRIJAŠNJI MO EUGEN KVATERNIK);LASINJSKA UL 15;1313;587;587;556;31;205;269;20;18;33;11
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;036;SISAK;MO CRNAC U ZGRADI BIVŠE PODRUČNE ŠKOLE BRAĆA BOBETKO;ULICA BRAĆE BOBETKO;202;123;123;120;3;14;97;2;1;2;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;037;NOVO SELO;PROSTORIJE U VATROGASNOM DOMU DVD-A MLADOST U NOVOM SELU;NOVOSELSKA ULICA 50;504;212;212;199;13;53;106;4;7;22;7
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;038;CAPRAŠKE POLJANE;ROMSKA KUĆA;CAPRAŠKE POLJANE 54;352;178;178;168;10;27;126;1;1;0;13
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;039;NOVO PRAČNO;PROSTORIJE OŠ I.K. SAKCINSKI;NOVO PRAČNO;322;165;165;156;9;38;97;6;2;11;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;040;HRASTELNICA;OSNOVNA ŠKOLA GALDOVO - PODRUČNA ŠKOLA HRASTELNICA;HRASTELNICA 85 (UMJESTO U DRUŠTVENOM DOMU MO HRASTELNICA, HRASTELNICA 85A);689;332;332;323;9;66;212;8;5;24;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;041;PALANJEK;DRUŠTVENI DOM MO PALANJEK;PALANJEK BB;253;141;141;137;4;16;96;11;1;6;7
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;042;PRELOŠĆICA;PROSTORIJE DVD PRELOŠĆICA;PRELOŠĆICA;416;193;193;189;4;35;133;6;2;10;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;043;BUKOVSKO;DRUŠTVENI DOM BUKOVSKO;BUKOVSKO 10;65;22;22;22;0;1;20;0;1;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;044;KOMAREVO;DRUŠTVENI DOM MO KOMAREVO;GORNJE KOMAREVO 4;630;288;288;274;14;39;166;14;7;24;24
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;045;BLINJSKI KUT;DRUŠTVENI DOM BLINJSKI KUT;BLINJSKI KUT 34 A;240;92;92;89;3;37;36;9;3;3;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;046;MADŽARI;DRUŠTVENI DOM MO MADŽARI-LETOVANCI;MADŽARI 30 A;204;125;125;123;2;55;58;3;1;4;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;047;KLOBUČAK;ŠATOR NA POVRŠINI POKRAJ PROSTORIJA MO KLOBUČAK - KONTEJNER;KLOBUČAK BB;58;24;24;23;1;8;9;3;2;0;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;048;LETOVANCI;DRUŠTVENI DOM ( PROSTORIJE PRIJAŠNJEG MO LETOVANCI);LETOVANCI;46;31;31;31;0;2;27;0;0;2;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;049;ODRA;DRUŠTVENI DOM MO ODRA;ODRA SISAČKA 38;638;320;320;313;7;61;210;11;11;10;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;050;ŽABNO;PROSTORIJE OSNOVNE ŠKOLE BRAĆA RIBAR SISAK;PODRUČNA ŠKOLA ŽABNO;396;191;191;185;6;32;125;4;2;13;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;051;GREDA;"PROSTORIJE O.Š. ""SELA"", PODRUČNI ODJEL GREDA";GREDA;726;320;320;306;14;78;187;1;5;29;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;052;JAZVENIK;"DRUŠTVENI DOM ""ČEŠKA BESEDA""";JAZVENIK 7B;111;75;75;71;4;5;59;2;1;3;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;053;SELA;OSNOVNA ŠKOLA SELA;SELA;798;364;364;352;12;58;244;9;4;20;17
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;054;STARA DRENČINA;NOVI VATROGASNI DOM DVD-A STARA DRENČINA;STARA DRENČINA 59A (UMJESTO U DRUŠTVENOM DOMU STARA DRENČINA, STARA DRENČINA BB);177;108;108;107;1;12;84;4;0;4;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;055;STARO PRAČNO;DRUŠTVENI DOM STARO PRAČNO;STARO PRAČNO 10;737;354;354;341;13;95;187;9;14;16;20
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;056;STUPNO;DRUŠTVENI DOM MO STUPNO;STUPNO 58;403;201;201;198;3;40;129;7;4;13;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;057;VUROT;DRUŠTVENI DOM MO VUROT;VUROT 33A;102;44;44;43;1;13;18;2;1;9;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;058;BUDAŠEVO;OSNOVNA ŠKOLA BUDAŠEVO - TOPOLOVAC - GUŠĆE;TRG MARIJANA ŠOKČEVIĆA 1 (UMJESTO U DRUŠTVENOM DOMU MO BUDAŠEVO, TRG MARIJANA ŠOKČEVIĆA 3);1320;552;552;540;12;89;367;12;5;56;11
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;059;NOVO SELO PALANJEČKO;DRUŠTVENI DOM MO NOVO SELO PALANJEČKO;NOVO SELO PALANJEČKO BB;463;184;184;180;4;43;105;4;7;18;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;060;TOPOLOVAC;PROSTORIJE NOGOMETNOG KLUBA TŠK, TOPOLOVAC;TRG HRVATSKIH DRAGOVOLJACA 1A (UMJESTO U DRUŠTVENOM DOMU MO TOPOLOVAC, TRG HRVATSKIH DRAGOVOLJACA 1);740;341;341;329;12;52;219;7;3;34;14
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;061;LUKAVEC POSAVSKI;DRUŠTVENI DOM MO LUKAVEC POSAVSKI;LUKAVEC POSAVSKI 1C;100;49;49;49;0;5;40;0;1;2;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;062;GUŠĆE;MO GUŠĆE U ZGRADI DVD GUŠĆE;GUŠĆE 105;292;130;130;128;2;23;81;4;3;5;12
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;063;ČIGOĆ;PROSTORIJE DOBROVOLJNOG VATROGASNOG DRUŠTVA ČIGOĆ;ČIGOĆ 16;62;28;28;27;1;3;17;4;0;3;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;064;KRATEČKO;DRUŠTVENI DOM MO KRATEČKO;KRATEČKO 96;149;73;73;68;5;10;52;0;0;4;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;065;MUŽILOVČICA;VATROGASNI DOM MUŽILOVČICA;MUŽILOVČICA;67;34;34;33;1;6;23;2;0;0;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;066;SUVOJ;DRUŠTVENI DOM (PROSTORIJE PRIJAŠNJEG MO SUVOJ);SUVOJ;27;21;21;20;1;5;12;0;0;2;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;067;LONJA;PROSTORIJE DVD-A LONJA;LONJA BB;84;27;27;26;1;6;16;0;0;4;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;068;SVINJIČKO;PROSTORIJE MO VELIKO SVINJIČKO U PODRUČNOJ ŠKOLI;VELIKO SVINJIČKO 105;191;88;88;87;1;15;69;2;0;0;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;grad;SISAK;069;STARO SELO;KUĆA MILOŠA ĐUKIĆA;STARO SELO 61;108;47;47;45;2;23;5;4;13;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DONJI KUKURUZARI;001;DONJA VELEŠNJA;PROSTOR ISPRED STARE ŠKOLE;DONJA VELEŠNJA;258;141;141;121;20;15;77;10;4;4;11
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DONJI KUKURUZARI;002;DONJI KUKURUZARI;ZGRADA OPĆINE (DVORANA ZA UDRUGE);ULICA DON ANTE LIZATOVIĆA 2;417;196;196;177;19;21;128;8;6;5;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DONJI KUKURUZARI;003;MEČENČANI;OSNOVNA ŠKOLA KATARINA ZRINSKA;MEČENČANI BB;203;107;107;98;9;13;70;8;2;1;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DONJI KUKURUZARI;004;BOROJEVIĆI;DRUŠTVENI DOM BOROJEVIĆI;BOROJEVIĆI 30 B;192;102;102;88;14;17;54;8;5;0;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DONJI KUKURUZARI;005;UMETIĆ;PRIVATAN OBJEKT JOVANA PRERADOVIĆA;UMETIĆ 15;173;98;98;89;9;18;59;2;2;4;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;001;DVOR;DOM KULTURE;TRG BANA J. JELAČIĆA 9;629;253;253;208;45;63;61;15;31;15;23
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;002;DVOR;OSNOVNA ŠKOLA;ANTE BRUNE BUŠIĆA 5;508;171;171;138;33;42;47;13;13;13;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;003;MATIJEVIĆI;ZGRADA KOMUNALCA DVOR D.O.O.;ULICA EUGEN KVATERNIKA 3;579;293;293;244;49;58;101;25;31;10;19
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;004;DIVUŠA;PROSTORIJE VATROGASNOG DOMA;DIVUŠA;487;199;199;186;13;18;122;4;10;15;17
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;005;GORNJA ORAOVICA;ZGRADA ŠKOLE;GORNJA ORAOVICA BB;164;55;55;49;6;20;18;4;2;1;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;006;GORNJI JAVORANJ;PROSTORIJE MJESNOG ODBORA;GORNJI JAVORANJ BB;278;133;133;93;40;31;33;3;12;4;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;007;ZRINSKI BRĐANI;DRUŠTVENI DOM;ZRINSKI BRĐANI BB;241;139;139;116;23;24;42;6;14;8;22
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;008;GRMUŠANI;PROSTORIJE DRUŠTVENOG DOMA;GRMUŠANI BB;351;161;161;147;14;40;56;9;17;10;15
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;009;RUJEVAC;DRUŠTVENE PROSTORIJE U ZGRADI ŠKOLE;RUJEVAC;195;91;91;82;9;31;30;2;9;2;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;010;DONJI ŽIROVAC;PROSTORIJE DRUŠTVENOG DOMA;DONJI ŽIROVAC BB;112;25;25;18;7;4;9;0;2;0;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;011;DONJA STUPNICA;PROSTORIJE DRUŠTVENOG DOMA;DONJA STUPNICA;177;79;79;66;13;21;29;1;4;1;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;DVOR;012;STRUGA BANSKA;PROSTORIJE DRUŠTVENOG DOMA;STRUGA BANSKA;190;106;106;100;6;7;56;1;1;27;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;GVOZD;001;VRGINMOST;ZGRADA OPĆINE GVOZD - VIJEĆNICA;TRG DR.FRANJE TUĐMANA 6;948;382;382;332;50;47;203;10;6;34;32
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;GVOZD;002;VRGINMOST;OSNOVNA ŠKOLA GVOZD;KRALJA PETRA SVAČIĆA 21;358;130;130;110;20;44;38;9;5;4;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;GVOZD;003;CREVARSKA STRANA;"ZGRADA BIVŠEG RESTORANA ""ANTONIO""";CREVARSKA STRANA 56A;131;46;46;40;6;14;19;2;0;1;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;GVOZD;004;BOVIĆ;DRUŠTVENI DOM BOVIĆ;BOVIĆ 110C;431;122;122;107;15;37;42;8;11;3;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;GVOZD;005;GORNJA ČEMERNICA;"POSLOVNA ZGRADA ""REFUL MARINE"" D.O.O.";GORNJA ČEMERNICA 6;283;91;91;82;9;21;41;4;3;0;13
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;GVOZD;006;SLAVSKO POLJE;DRUŠTVENI DOM;SLAVSKO POLJE 94;253;130;130;114;16;42;50;4;3;5;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;GVOZD;007;DUGO SELO LASINJSKO;BIVŠA OSNOVNA ŠKOLA;DUGO SELO LASINJSKO 50;208;20;20;12;8;7;2;1;2;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;HRVATSKA DUBICA;001;HRVATSKA DUBICA;ZGRADA HRVATSKOG DOMA;VJEKOSLAVA VENKA 3;536;308;308;279;29;67;136;21;6;28;21
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;HRVATSKA DUBICA;002;HRVATSKA DUBICA;ZGRADA NA NOGOMETNOM IGRALIŠTU;PETRA ZRINSKOG 36 B;239;128;128;120;8;12;82;3;2;9;12
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;HRVATSKA DUBICA;003;BAĆIN;HRVATSKI DOM BAĆIN;BAĆIN 88;162;112;112;105;7;8;78;6;0;6;7
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;HRVATSKA DUBICA;004;CEROVLJANI;HRVATSKI DOM CEROVLJANI;CEROVLJANI 104 A;153;80;80;79;1;3;57;3;0;10;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;HRVATSKA DUBICA;005;SLABINJA;OBITELJSKA KUĆA IVE UDOVIČIĆA;SLABINJA 96 B;271;138;138;125;13;18;85;2;4;12;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;HRVATSKA DUBICA;006;ŽIVAJA;ZGRADA HRVATSKOG DOMA;ŽIVAJA 147;223;105;105;99;6;24;43;2;3;13;14
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;001;JASENOVAC;PRIZEMNE PROSTORIJE OPĆINE JASENOVAC (PROSTORIJE UDRUGE UMIROVLJENIKA);TRG KRALJA PETRA SVAČIĆA 19;510;370;370;349;21;63;176;31;6;39;34
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;002;KOŠUTARICA;PUČKI DOM;KOŠUTARICA;214;150;150;143;7;13;89;7;3;19;12
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;003;MLAKA;PODRUČNA ŠKOLA MLAKA;MLAKA;37;14;14;13;1;2;7;0;0;0;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;004;UŠTICA;PODRUČNA ŠKOLA UŠTICA;UŠTICA;128;78;78;76;2;8;46;5;2;10;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;005;VIŠNJICA;PUČKI DOM VIŠNJICA;VIŠNJICA;124;87;87;82;5;2;74;0;0;4;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;006;TANAC;PUČKI DOM TANAC;TANAC;87;74;74;69;5;7;52;0;3;4;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;007;DRENOV BOK;VATROGASNI DOM;DRENOV BOK;75;62;62;61;1;8;36;3;2;11;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;008;KRAPJE;VATROGASNI DOM;KRAPJE;106;69;69;67;2;8;45;2;0;6;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;009;PUSKA;VATROGASNI DOM;PUSKA;243;136;136;126;10;19;83;6;0;2;16
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;JASENOVAC;010;TREBEŽ;PUČKI DOM TREBEŽ;TREBEŽ;44;27;27;24;3;2;14;4;1;0;3
