Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;ALTERNATIVA 101 - ALTERNATIVA, AKCIJA MLADIH - AM;CENTAR;DOMOVINSKI POKRET - DP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA STRANKA PRAVA - HSP;HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS, HRVATSKA SELJAČKA STRANKA - STJEPAN RADIĆ - HSS - SR, STRANKA UMIROVLJENIKA - SU;KANDIDACIJSKA LISTA GRUPE BIRAČA -  TOMISLAV MAMIĆ;MOST;NEZAVISNA LISTA MLADIH - NLM, PAMETNO ZA SPLIT I DALMACIJU, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;RADNIČKA FRONTA - RF, SOCIJALISTIČKA RADNIČKA PARTIJA HRVATSKE - SRP;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP;ŽELJKO KERUM - HRVATSKA GRAĐANSKA STRANKA - HGS
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SINJ;016;BIRAČKO MJESTO 16. U RADOŠIĆU;OŠ U RADOŠIĆU;RADOŠIĆ;563;340;339;321;18;5;7;13;109;2;5;137;11;0;10;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SINJ;017;BIRAČKO MJESTO 17. U SUHAČU;"PODUZEĆE ""CIGLANE"" U SLANICI";SLANICA;489;345;345;329;16;0;1;2;30;3;1;276;5;1;8;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SINJ;018;BIRAČKO MJESTO 18. U LUČANIMA;OŠ U LUČANIMA;LUČANI;538;330;330;322;8;2;4;15;76;4;2;181;13;3;12;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SINJ;019;BIRAČKO MJESTO 19. U KARAKAŠICI;OŠ U KARAKAŠICI;KARAKAŠICA;595;363;363;350;13;2;7;11;130;3;0;168;8;0;14;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SINJ;020;BIRAČKO MJESTO 20. U JASENSKOM;KUĆA MARIJE ŠUŠNJARE;JASENSKO 55 A;293;138;138;133;5;2;3;2;46;3;1;68;2;1;2;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SINJ;021;BIRAČKO MJESTO 21. U ČITLUKU;OŠ U ČITLUKU;ČITLUK;419;275;275;268;7;1;2;9;117;4;4;95;5;0;5;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SINJ;022;BIRAČKO MJESTO 22. U ZELOVU;"U PROSTORIJAMA BIVŠEG PODUZEĆA ""KONKURENT"" (BIVŠA PRODAVAONICA)";ZELOVO;144;68;68;66;2;1;0;1;29;1;0;27;1;0;3;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;001;CENTAR I;PROSTORIJE ZGRADE GRADSKE UPRAVE GRADA SOLINA;STJEPANA RADIĆA 42, SOLIN;947;392;391;382;9;2;34;25;132;6;10;31;69;3;43;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;002;CENTAR II;PROSTORIJE CRVENOG KRIŽA GRADA SOLINA;KRALJA ZVONIMIRA  117 D;580;256;256;248;8;2;22;23;91;9;4;22;26;5;34;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;003;CENTAR III;OŠ DON LOVRE KATIĆA;PUT MAJDANA 3, SOLIN;556;208;208;202;6;2;9;10;91;3;11;22;23;3;24;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;004;CENTAR IV;OSNOVNA ŠKOLA DON LOVRE KATIĆA;PUT MAJDANA 3, SOLIN;432;186;186;179;7;3;12;8;56;2;4;26;34;0;22;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;005;CENTAR V;PROSTORIJE O.Š. DON LOVRE KATIĆA;PUT MAJDANA 3;457;210;210;203;7;2;14;18;74;5;5;20;32;3;16;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;006;KUČINE;PROSTORIJE DRUŠTVENOG DOMA KUČINE;DRAGE MARKOVIĆA 35, SOLIN;900;455;455;443;12;4;29;25;147;6;10;54;108;2;30;28
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;007;MRAVINCE I;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";GAJEVA ULICA 45, MRAVINCE;984;469;469;448;21;3;21;53;168;2;11;74;71;1;22;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;008;MRAVINCE II;"OSNOVNA ŠKOLA ""KRALJICE JELENE """;GAJEVA ULICA 45, MRAVINCE;467;231;231;228;3;6;18;20;88;1;4;26;35;3;22;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;009;PRIKO VODA I;"PROSTORIJA OSNOVE ŠKOLU""KRALJICE JELENE";SOLIN, PUT MIRA 3;896;380;379;369;10;4;23;25;154;4;11;55;49;3;17;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;010;PRIKO VODE II;O.Š. KRALJICE JELENE;PUT MIRA 3, SOLIN;1106;414;414;400;14;9;25;54;142;5;6;56;54;2;14;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;011;PRIKO VODE III;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";PUT MIRA  3 SOLIN;1157;451;451;443;8;3;25;38;135;5;23;59;90;3;23;39
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;012;PRIKO VODE IV;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";PUT MIRA 3, SOLIN;931;363;363;354;9;6;18;44;116;2;22;56;59;2;13;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;013;PRIKO VODE V;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";PUT MIRA 3, SOLIN;909;375;375;365;10;6;16;53;145;0;6;42;52;1;18;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;014;PRIKO VODE VI;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";PUT MIRA 3, SOLIN;1005;351;351;343;8;4;23;32;131;7;6;45;54;5;20;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;015;VRANJIC;KULTURNI CENTAR DON F. BULIĆA;OBALA POMORACA 77, VRANJIC;950;530;530;511;19;9;34;64;190;10;10;63;45;7;37;42
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;016;RUPOTINA I;OŠ DON LOVRE KATIĆA - PODRUČNA ŠKOLA RUPOTINA;ANTE STARČEVIĆA 143;488;164;164;157;7;0;8;27;56;2;7;13;22;2;11;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;017;RUPOTINA II;OŠ DON LOVRE KATIĆA PODRUČNA ŠKOLA RUPOTINA;ANTE STARČEVIĆA 143;784;365;365;356;9;1;12;34;133;6;8;43;80;3;21;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;018;RUPOTINA III;DJEČJI VRTIĆ VJEVERICA;ANTE STARČEVIĆA 125;828;392;392;377;15;6;20;48;143;5;6;37;59;4;25;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;019;SREDNJA STRANA I;PROSTORIJE MO SREDNJA STRANA;BRAĆE RADIĆA 65;884;462;461;446;15;2;7;39;178;5;14;41;85;0;20;55
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;020;SREDNJA STRANA II;DJEČJI VRTIĆ CVRČAK (TRATINČICA);DON LOVRE KATIĆA 50;1156;475;475;465;10;1;11;36;156;2;11;48;124;2;17;57
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;021;SREDNJA STRANA III;"PROSTORIJE DJEČJEG VRTIĆA ""CVRČAK"" (TRATINČICA)";DON LOVRE KATIĆA 50;1060;494;494;470;24;2;16;49;211;2;5;36;101;0;24;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;022;SREDNJA STRANA IV;DJEČJI VRTIĆ CVRČAK (TRATINČICA);DON LOVRE KATIĆA 50;919;472;472;459;13;6;19;39;210;6;10;47;70;0;16;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;023;SV. KAJO I;OŠ VJEKOSLAV PARAĆ;DUDINI 17;416;177;177;171;6;2;4;8;76;2;5;20;25;1;8;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;024;SV. KAJO II;OŠ VJEKOSLAV PARAĆ;DUDINI 17;865;361;361;351;10;5;13;13;132;4;7;54;67;2;25;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;025;SVETI KAJO III;"O.Š. ""VJEKOSLAV PARAĆ""";DUDINI 17;984;367;367;356;11;6;12;29;136;2;8;46;63;4;18;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;026;SV.KAJO IV;"O.Š. "" VJEKOSLAV PARAĆ""";DUDINI 17;838;311;311;306;5;3;11;20;114;4;7;31;78;1;18;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;001;SPLIT;"O.Š. ""POJIŠAN""";VIŠKA 12;806;304;304;295;9;6;53;14;62;5;17;32;36;6;29;35
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;002;SPLIT;O.Š.POJIŠAN;VIŠKA 12;875;420;420;410;10;6;77;30;79;2;14;47;53;9;66;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;003;SPLIT;"O.Š. ""POJIŠAN""";VIŠKA 12;915;462;462;454;8;7;83;34;68;7;23;39;48;6;90;49
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;004;SPLIT;GRADSKI KOTAR BAČVICE;VIŠKA 7;913;451;451;444;7;8;109;27;60;3;39;33;53;9;82;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;005;SPLIT;"O.Š. ""POJIŠAN""";VIŠKA 12;1051;493;492;462;30;5;87;31;87;7;36;58;42;5;68;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;006;SPLIT;"O.Š.""POJIŠAN""";VIŠKA 12;1421;641;641;630;11;6;103;45;137;0;52;63;74;5;95;50
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;007;SPLIT;GRADSKI KOTAR  BLATINE-ŠKRAPE;POLJIČKA CESTA 31;949;430;429;418;11;9;87;11;65;5;20;46;53;7;90;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;008;SPLIT;GRADSKI KOTAR BLATINE ŠKRAPE;POLJIČKA CESTA 31;971;427;427;418;9;3;70;28;114;1;7;38;44;7;71;35
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;009;SPLIT;O.Š. BLATINE-ŠKRAPE;NA KRIŽICE 2;775;371;371;365;6;7;69;24;75;3;17;20;44;3;93;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;010;SPLIT;O.Š.BLATINE ŠKRAPE;NA KRIŽICE 2;1155;524;524;507;17;1;72;34;144;4;22;55;56;4;68;47
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;011;SPLIT;O.Š. BLATINE-ŠKRAPE;NA KRIŽICE 2;747;336;334;325;9;4;76;12;43;3;24;25;29;10;77;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;012;SPLIT;O.Š. MANUŠ;VUKOVARSKA 11;619;278;278;274;4;6;58;20;37;1;15;26;34;4;60;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;013;SPLIT;DJEČJI VRTIĆ DUGA;MAŽURANIČEVO ŠET.12 A;544;292;292;284;8;8;50;21;40;1;22;31;38;2;57;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;014;SPLIT;"O.Š. ""BOL""";HRVATSKIH ISELJENIKA 10;576;246;246;246;0;2;64;7;31;2;6;25;35;1;54;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;015;SPLIT;DJEČJI VRTIĆ LAVANDA;VUKOVARSKA 45;701;337;337;324;13;6;65;20;55;5;14;22;48;5;60;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;016;SPLIT;O.Š. BOL;HRV.ISELJENIKA 10;474;192;192;189;3;0;33;13;39;3;10;21;13;4;39;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;017;SPLIT;O.Š. BOL;HRVATSKIH ISELJENIKA 10;1251;528;528;515;13;5;105;45;111;3;23;50;48;8;62;55
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;018;SPLIT;DJEČJI VRTIĆ FRULICA;ULICA SLOBODE 32;646;312;312;303;9;5;56;9;48;3;10;29;47;6;62;28
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;019;SPLIT;O.Š. BOL;HRVATSKIH ISELJENIKA 10;712;347;347;338;9;5;64;14;71;7;12;39;49;4;36;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;020;SPLIT;O.Š. BOL;HRVATSKIH ISELJENIKA 10;564;265;265;259;6;3;49;27;37;2;17;16;30;3;49;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;021;SPLIT;O.Š. BOL;HRVATSKIH ISELJENIKA 10;676;305;305;297;8;8;47;8;38;4;17;42;33;2;37;61
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;022;SPLIT;DJEČJI VRTIĆ POTOČNICA II;TRŠČANSKA 35;639;307;307;296;11;1;54;15;40;7;11;25;38;5;69;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;023;SPLIT;O.Š. BOL;HRVATSKIH ISELJENIKA 10;657;265;265;259;6;3;60;14;46;5;12;33;33;1;32;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;024;SPLIT;O.Š. DOBRI;KLIŠKA 25;794;380;380;371;9;8;63;11;89;3;18;36;52;5;72;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;025;SPLIT;O.Š. DOBRI;KLIŠKA 25;624;318;318;312;6;0;42;34;78;5;13;23;37;4;38;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;026;SPLIT;O.Š. DOBRI;KLIŠKA 25;649;260;260;255;5;2;61;14;56;3;7;25;25;3;42;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;027;SPLIT;O.Š. DOBRI;KLIŠKA 25;512;246;246;243;3;7;46;12;29;2;15;24;22;1;61;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;028;SPLIT;PARKOVI I NASADI;KAVANJINOVA 12;468;208;208;205;3;3;44;14;24;0;8;14;22;7;54;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;029;SPLIT;GRADSKI KOTAR GRAD;OBALA HRV.PREPORODA 10/1;388;154;154;151;3;2;39;10;36;2;3;15;11;1;19;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;030;SPLIT;GRADSKI KOTAR GRAD;OBALA HRV.PREPORODA 10/1;301;119;119;118;1;5;28;12;23;3;5;8;5;2;17;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;031;SPLIT;O.Š. DOBRI;KLIŠKA 25;771;348;348;341;7;4;86;28;64;0;12;25;35;4;61;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;032;SPLIT;DJEČJI VRTIĆ PALČIĆ;OSJEČKA 3;548;250;250;246;4;2;41;17;46;0;17;24;18;2;45;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;033;SPLIT;DJEČJI VRTIĆ BOSILJAK;OSJEČKA 24;719;348;348;338;10;4;51;18;70;2;24;46;35;3;71;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;034;SPLIT;GRADSKI KOTAR GRIPE;MATICE HRVATSKE 16;772;362;362;352;10;3;53;11;78;4;13;32;61;13;58;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;035;SPLIT;DJEČJI VRTIĆ MIKI;OSJEČKA 12;858;423;423;412;11;7;76;32;78;5;25;38;45;4;79;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;036;SPLIT;SPORTSKI CENTAR GRIPE;OSJEČKA 11;790;331;331;325;6;8;44;20;67;6;26;30;40;4;61;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;037;SPLIT;SPORTSKI CENTAR GRIPE;OSJEČKA 11;858;407;407;399;8;5;76;24;74;2;13;40;42;8;82;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;038;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;879;346;346;339;7;6;47;33;86;4;12;34;39;3;27;48
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;039;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;1016;402;402;391;11;7;56;33;84;9;15;47;43;3;37;57
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;040;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;816;318;318;312;6;4;45;24;62;2;13;44;35;4;53;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;041;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;841;346;346;338;8;2;57;25;57;11;18;43;33;4;48;40
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;042;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;798;313;313;303;10;2;46;24;73;8;15;41;28;4;25;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;043;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;1198;438;437;423;14;2;54;25;126;2;17;55;31;3;38;70
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;044;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;1133;430;430;423;7;3;60;27;101;4;21;50;29;4;61;63
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;045;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;1005;367;367;360;7;4;71;30;81;2;11;23;28;10;62;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;046;SPLIT;O.Š. GRIPE;ALOJZIJA STEPINCA 12;1398;640;640;628;12;7;131;35;125;11;25;65;74;7;108;40
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;047;SPLIT;O.Š. GRIPE;ALOJZIJA STEPINCA 12;1561;666;666;652;14;9;131;41;126;3;28;54;88;9;98;65
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;048;SPLIT;O.Š. GRIPE;ALOJZIJA STEPINCA 12;1669;734;734;717;17;7;146;38;144;7;30;60;101;17;120;47
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;049;SPLIT;POMORSKA ŠKOLA;ZRINJSKO FRANKOPANSKA 36;1548;665;665;649;16;7;121;38;152;6;21;72;69;7;82;74
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;050;SPLIT;O.Š. SKALICE;PUT SKALICA 18;999;461;461;445;16;2;78;28;67;3;18;33;65;9;106;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;051;SPLIT;O.Š. SKALICE;PUT SKALICA 18;914;429;429;413;16;6;65;28;105;6;8;37;41;3;76;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;052;SPLIT;DJEČJI VRTIĆ VESELI DANI;STARČEVIĆEVA 32;744;328;328;326;2;9;73;17;55;3;10;24;41;2;63;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;053;SPLIT;O.Š. SKALICE;PUT SKALICA 18;648;288;288;276;12;4;65;6;35;3;13;17;53;6;56;18
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;054;SPLIT;POMORSKA ŠKOLA;ZRINJSKO FRANKOPANSKA 36;670;296;296;293;3;4;74;16;54;0;10;20;37;4;47;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;055;SPLIT;DJEČJI VRTIĆ ČAROBNI PIANINO;TERZIĆEVA 9;1055;489;489;480;9;1;70;30;101;1;32;57;50;7;72;59
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;056;SPLIT;ZGRADA STANOUPRAVE;PUT SKALICA 18;1159;629;629;610;19;10;122;30;109;5;43;69;85;5;69;63
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;057;SPLIT;O.Š. SKALICE;PUT SKALICA 18;875;404;404;391;13;4;96;27;79;7;15;32;48;4;46;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;058;SPLIT;GIMNAZIJA VLADIMIR NAZOR;ZAGREBAČKA 2;723;311;311;301;10;2;68;19;42;3;12;22;31;6;61;35
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;059;SPLIT;DJEČJI VRTIĆ MALA SIRENA;KNEZA VIŠESLAVA 24;678;328;328;318;10;10;66;21;40;2;25;22;60;4;44;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;060;SPLIT;GIMNAZIJA VLADIMIR NAZORA;ZAGREBAČKA 2;770;355;355;348;7;2;83;9;75;4;9;35;44;4;45;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;061;SPLIT;O.Š. LUČAC;OMIŠKA 27;690;329;329;324;5;3;71;19;42;0;35;35;50;3;56;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;062;SPLIT;O.Š. LUČAC;OMIŠKA 27;558;217;217;215;2;0;34;17;50;2;9;16;22;2;31;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;063;SPLIT;GIMNAZIJA VLADIMIR NAZOR;ZAGREBAČKA 2;690;304;304;291;13;4;44;16;65;5;13;36;35;4;35;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;064;SPLIT;GRADSKI KOTAR LUČAC-MANUŠ;OMIŠKA 16;719;372;372;356;16;2;81;17;63;3;20;34;45;9;52;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;065;SPLIT;GRADSKI KOTAR MEJE;NJEGOŠEVA 1 A;707;363;363;361;2;3;59;19;66;5;21;38;42;5;74;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;066;SPLIT;O.Š. MEJE;S. GUNJAČE 1;617;292;292;285;7;5;64;30;36;0;6;27;23;3;71;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;067;SPLIT;O.Š. MEJE;S. GUNJAČE 1;998;507;507;499;8;5;96;30;102;3;22;35;41;7;93;65
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;068;SPLIT;DJEČJI VRTIĆ KAŠTELET;T.P MAROVIĆA 4;834;408;408;404;4;12;71;32;84;2;19;29;25;6;60;64
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;069;SPLIT;O.Š. MERTOJAK;DOVERSKA 44;985;459;459;446;13;4;89;33;77;5;25;50;59;4;65;35
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;070;SPLIT;O.Š. MERTOJAK;DOVERSKA 44;780;346;346;339;7;6;63;29;72;2;17;46;38;6;38;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;071;SPLIT;O.Š. MERTOJAK;DOVERSKA 44;812;381;381;363;18;4;75;31;52;2;29;35;42;5;57;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;072;SPLIT;O.Š. MERTOJAK;DOVERSKA 44;1042;507;507;488;19;16;62;46;99;5;28;63;34;7;71;57
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;073;SPLIT;O.Š. MERTOJAK;DOVERSKA 44;855;390;390;378;12;2;59;28;87;2;13;33;48;8;73;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;074;SPLIT;O.Š. MERTOJAK;DOVERSKA 44;1290;586;584;577;7;5;102;39;123;9;36;64;66;5;81;47
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;075;SPLIT;O.Š. PLOKITE;SLAVONSKA 13;714;322;322;319;3;3;68;17;50;4;15;24;55;3;50;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;076;SPLIT;OŠ PLOKITE;SLAVONSKA ULICA 13;870;382;382;376;6;5;73;15;63;6;14;32;49;6;73;40
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;077;SPLIT;O.Š. PLOKITE;SLAVONSKA ULICA 13;668;276;276;273;3;4;49;13;52;3;13;28;28;2;48;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;078;SPLIT;O.Š. PLOKITE;SLAVONSKA ULICA 13;777;290;290;283;7;2;59;17;53;1;18;32;30;2;42;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;079;SPLIT;O.Š. PLOKITE;SLAVONSKA 13;603;245;245;242;3;3;46;11;42;1;9;22;23;2;48;35
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;080;SPLIT;O.Š. PLOKITE;SLAVONSKA ULICA 13;903;414;414;406;8;9;92;28;76;3;20;53;40;3;60;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;081;SPLIT;O.Š. PUJANKE;TIJARDOVIĆEVA 30;988;365;365;343;22;4;80;4;81;6;11;28;36;4;53;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;082;SPLIT;O.Š. PUJANKE;TIJARDOVIĆEVA 30;1105;467;467;453;14;5;48;28;135;4;21;57;40;2;35;78
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;083;SPLIT;O.Š. PUJANKE;TIJARDOVIĆEVA 30;1021;430;430;421;9;2;67;25;86;5;22;62;47;2;58;45
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;084;SPLIT;O.Š. PUJANKE;TIJARDOVIĆEVA 30;1151;512;512;502;10;6;89;21;117;6;20;59;51;5;74;54
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;085;SPLIT;O.Š. PUJANKE;TIJARDOVIĆEVA 30;1036;472;472;461;11;4;104;32;77;8;17;44;61;8;63;43
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;086;SPLIT;O.Š. PUJANKE;TIJARDOVIĆEVA 30;808;309;308;299;9;1;50;19;76;8;9;29;17;3;44;43
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;087;SPLIT;O.Š. PUJANKE;TIJARDOVIĆEVA 30;730;295;295;293;2;1;44;29;69;2;13;27;33;2;38;35
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;088;SPLIT;O.Š. RAVNE NJIVE;SARAJEVSKA 30;693;280;280;272;8;1;41;23;54;8;8;46;27;0;33;31
