Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;BLAŽENKO BOBAN;TONI JURIŠIĆ-SOKIĆ;IVICA KUKAVICA;RANKO OSTOJIĆ;ANTE PRANIĆ;MATE ŠIMUNDIĆ
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;010;PRIKO VODE II;O.Š. KRALJICE JELENE;PUT MIRA 3, SOLIN;1106;414;414;400;14;175;25;47;26;70;57
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;011;PRIKO VODE III;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";PUT MIRA  3 SOLIN;1157;451;451;436;15;195;23;54;40;76;48
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;012;PRIKO VODE IV;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";PUT MIRA 3, SOLIN;931;363;361;347;14;142;14;44;29;71;47
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;013;PRIKO VODE V;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";PUT MIRA 3, SOLIN;909;375;375;360;15;153;25;31;27;61;63
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;014;PRIKO VODE VI;"PROSTORIJE OSNOVNE ŠKOLE ""KRALJICE JELENE""";PUT MIRA 3, SOLIN;1005;351;351;343;8;162;8;33;36;68;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;015;VRANJIC;KULTURNI CENTAR DON F. BULIĆA;OBALA POMORACA 77, VRANJIC;950;530;530;502;28;232;24;43;55;69;79
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;016;RUPOTINA I;OŠ DON LOVRE KATIĆA - PODRUČNA ŠKOLA RUPOTINA;ANTE STARČEVIĆA 143;488;164;164;153;11;70;5;12;16;24;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;017;RUPOTINA II;OŠ DON LOVRE KATIĆA PODRUČNA ŠKOLA RUPOTINA;ANTE STARČEVIĆA 143;784;365;365;354;11;159;9;35;35;74;42
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;018;RUPOTINA III;DJEČJI VRTIĆ VJEVERICA;ANTE STARČEVIĆA 125;828;392;392;372;20;178;21;30;36;61;46
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;019;SREDNJA STRANA I;PROSTORIJE MO SREDNJA STRANA;BRAĆE RADIĆA 65;884;462;461;443;18;223;46;30;27;80;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;020;SREDNJA STRANA II;DJEČJI VRTIĆ CVRČAK (TRATINČICA);DON LOVRE KATIĆA 50;1156;475;475;466;9;194;36;49;22;122;43
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;021;SREDNJA STRANA III;"PROSTORIJE DJEČJEG VRTIĆA ""CVRČAK"" (TRATINČICA)";DON LOVRE KATIĆA 50;1060;494;493;468;25;244;13;31;38;90;52
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;022;SREDNJA STRANA IV;DJEČJI VRTIĆ CVRČAK (TRATINČICA);DON LOVRE KATIĆA 50;919;472;472;456;16;250;24;48;34;63;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;023;SV. KAJO I;OŠ VJEKOSLAV PARAĆ;DUDINI 17;416;177;177;167;10;87;16;14;9;27;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;024;SV. KAJO II;OŠ VJEKOSLAV PARAĆ;DUDINI 17;865;361;361;353;8;171;9;38;37;75;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;025;SVETI KAJO III;"O.Š. ""VJEKOSLAV PARAĆ""";DUDINI 17;984;367;367;355;12;159;28;29;35;75;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SOLIN;026;SV.KAJO IV;"O.Š. "" VJEKOSLAV PARAĆ""";DUDINI 17;838;311;311;304;7;156;12;17;28;65;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;001;SPLIT;"O.Š. ""POJIŠAN""";VIŠKA 12;806;304;304;287;17;76;28;21;71;70;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;002;SPLIT;O.Š.POJIŠAN;VIŠKA 12;875;420;420;404;16;108;19;35;121;85;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;003;SPLIT;"O.Š. ""POJIŠAN""";VIŠKA 12;915;462;462;448;14;94;40;41;151;79;43
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;004;SPLIT;GRADSKI KOTAR BAČVICE;VIŠKA 7;913;451;451;426;25;82;21;31;151;104;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;005;SPLIT;"O.Š. ""POJIŠAN""";VIŠKA 12;1051;493;493;459;34;133;30;45;130;83;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;006;SPLIT;"O.Š.""POJIŠAN""";VIŠKA 12;1421;622;622;604;18;190;32;34;160;130;58
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;007;SPLIT;GRADSKI KOTAR  BLATINE-ŠKRAPE;POLJIČKA CESTA 31;949;430;430;416;14;88;15;47;157;92;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;008;SPLIT;GRADSKI KOTAR BLATINE ŠKRAPE;POLJIČKA CESTA 31;971;427;427;414;13;135;19;37;101;86;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;009;SPLIT;O.Š. BLATINE-ŠKRAPE;NA KRIŽICE 2;775;371;371;364;7;93;10;24;132;76;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;010;SPLIT;O.Š.BLATINE ŠKRAPE;NA KRIŽICE 2;1155;524;524;505;19;168;36;53;107;96;45
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;011;SPLIT;O.Š. BLATINE-ŠKRAPE;NA KRIŽICE 2;747;336;334;317;17;57;19;29;123;78;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;012;SPLIT;O.Š. MANUŠ;VUKOVARSKA 11;619;278;278;269;9;58;11;17;90;70;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;013;SPLIT;DJEČJI VRTIĆ DUGA;MAŽURANIČEVO ŠET.12 A;544;292;292;276;16;60;10;23;82;71;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;014;SPLIT;"O.Š. ""BOL""";HRVATSKIH ISELJENIKA 10;576;246;246;238;8;46;10;23;84;60;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;015;SPLIT;DJEČJI VRTIĆ LAVANDA;VUKOVARSKA 45;701;337;337;319;18;72;14;24;90;81;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;016;SPLIT;O.Š. BOL;HRV.ISELJENIKA 10;474;192;192;187;5;54;5;18;59;38;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;017;SPLIT;O.Š. BOL;HRVATSKIH ISELJENIKA 10;1251;528;528;508;20;136;46;38;129;106;53
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;018;SPLIT;DJEČJI VRTIĆ FRULICA;ULICA SLOBODE 32;646;312;312;303;9;66;24;25;96;74;18
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;019;SPLIT;O.Š. BOL;HRVATSKIH ISELJENIKA 10;712;347;347;336;11;97;26;26;80;85;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;020;SPLIT;O.Š. BOL;HRVATSKIH ISELJENIKA 10;564;265;265;259;6;52;17;16;84;59;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;021;SPLIT;O.Š. BOL;HRVATSKIH ISELJENIKA 10;676;305;305;289;16;76;43;41;57;59;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;022;SPLIT;DJEČJI VRTIĆ POTOČNICA II;TRŠČANSKA 35;639;307;307;289;18;60;16;22;111;58;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;023;SPLIT;O.Š. BOL;HRVATSKIH ISELJENIKA 10;657;265;265;251;14;57;19;29;56;73;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;024;SPLIT;O.Š. DOBRI;KLIŠKA 25;794;380;380;366;14;107;19;33;111;77;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;025;SPLIT;O.Š. DOBRI;KLIŠKA 25;624;318;318;307;11;98;33;16;67;51;42
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;026;SPLIT;O.Š. DOBRI;KLIŠKA 25;649;260;260;255;5;69;11;23;76;55;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;027;SPLIT;O.Š. DOBRI;KLIŠKA 25;512;246;246;233;13;46;16;20;83;52;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;028;SPLIT;PARKOVI I NASADI;KAVANJINOVA 12;468;208;206;201;5;39;5;8;88;38;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;029;SPLIT;GRADSKI KOTAR GRAD;OBALA HRV.PREPORODA 10/1;388;154;154;146;8;48;8;11;35;31;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;030;SPLIT;GRADSKI KOTAR GRAD;OBALA HRV.PREPORODA 10/1;301;119;119;119;0;39;8;8;31;20;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;031;SPLIT;O.Š. DOBRI;KLIŠKA 25;771;348;348;335;13;82;16;27;117;66;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;032;SPLIT;DJEČJI VRTIĆ PALČIĆ;OSJEČKA 3;548;250;250;246;4;63;23;22;72;42;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;033;SPLIT;DJEČJI VRTIĆ BOSILJAK;OSJEČKA 24;719;348;348;338;10;87;8;35;120;64;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;034;SPLIT;GRADSKI KOTAR GRIPE;MATICE HRVATSKE 16;772;353;351;336;15;97;21;28;97;72;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;035;SPLIT;DJEČJI VRTIĆ MIKI;OSJEČKA 12;858;423;423;410;13;112;17;30;119;87;45
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;036;SPLIT;SPORTSKI CENTAR GRIPE;OSJEČKA 11;790;331;331;322;9;92;8;30;95;75;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;037;SPLIT;SPORTSKI CENTAR GRIPE;OSJEČKA 11;858;407;407;392;15;89;18;34;131;84;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;038;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;879;346;346;338;8;124;27;36;59;59;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;039;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;1016;402;402;392;10;123;47;45;57;74;46
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;040;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;816;318;318;308;10;78;24;37;88;54;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;041;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;841;346;346;334;12;88;24;39;80;73;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;042;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;798;313;313;296;17;112;20;44;41;46;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;043;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;1198;438;438;418;20;168;51;48;65;50;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;044;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;1133;430;430;414;16;137;44;51;79;73;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;045;SPLIT;O.Š. KMAN KOCUNAR;BENKOVAČKA 10;1005;367;367;350;17;109;25;20;108;52;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;046;SPLIT;O.Š. GRIPE;ALOJZIJA STEPINCA 12;1398;640;640;622;18;149;22;58;200;139;54
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;047;SPLIT;O.Š. GRIPE;ALOJZIJA STEPINCA 12;1561;666;666;646;20;164;43;49;168;164;58
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;048;SPLIT;O.Š. GRIPE;ALOJZIJA STEPINCA 12;1669;734;734;717;17;182;37;53;233;160;52
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;049;SPLIT;POMORSKA ŠKOLA;ZRINJSKO FRANKOPANSKA 36;1548;665;665;641;24;193;51;67;131;137;62
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;050;SPLIT;O.Š. SKALICE;PUT SKALICA 18;999;461;461;442;19;87;25;40;158;102;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;051;SPLIT;O.Š. SKALICE;PUT SKALICA 18;914;429;429;411;18;131;24;29;126;68;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;052;SPLIT;DJEČJI VRTIĆ VESELI DANI;STARČEVIĆEVA 32;744;328;328;323;5;71;20;31;108;67;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;053;SPLIT;O.Š. SKALICE;PUT SKALICA 18;648;288;288;269;19;53;15;19;87;82;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;054;SPLIT;POMORSKA ŠKOLA;ZRINJSKO FRANKOPANSKA 36;670;299;299;288;11;70;15;29;82;69;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;055;SPLIT;DJEČJI VRTIĆ ČAROBNI PIANINO;TERZIĆEVA 9;1055;489;489;476;13;142;34;47;122;89;42
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;056;SPLIT;ZGRADA STANOUPRAVE;PUT SKALICA 18;1159;629;629;606;23;157;50;82;124;144;49
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;057;SPLIT;O.Š. SKALICE;PUT SKALICA 18;875;404;404;389;15;98;24;40;98;97;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;058;SPLIT;GIMNAZIJA VLADIMIR NAZOR;ZAGREBAČKA 2;723;311;311;295;16;59;26;22;96;69;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;059;SPLIT;DJEČJI VRTIĆ MALA SIRENA;KNEZA VIŠESLAVA 24;678;328;328;314;14;64;19;24;81;101;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;060;SPLIT;GIMNAZIJA VLADIMIR NAZORA;ZAGREBAČKA 2;770;355;355;338;17;86;30;33;91;78;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;061;SPLIT;O.Š. LUČAC;OMIŠKA 27;690;329;329;313;16;53;8;33;108;86;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;062;SPLIT;O.Š. LUČAC;OMIŠKA 27;558;217;217;210;7;67;18;17;57;28;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;063;SPLIT;GIMNAZIJA VLADIMIR NAZOR;ZAGREBAČKA 2;690;304;304;290;14;84;23;32;71;59;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;064;SPLIT;GRADSKI KOTAR LUČAC-MANUŠ;OMIŠKA 16;719;372;372;353;19;79;20;37;105;89;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;065;SPLIT;GRADSKI KOTAR MEJE;NJEGOŠEVA 1 A;707;363;363;353;10;89;14;34;141;51;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;066;SPLIT;O.Š. MEJE;S. GUNJAČE 1;617;292;292;283;9;51;12;21;117;47;35
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;067;SPLIT;O.Š. MEJE;S. GUNJAČE 1;998;507;507;486;21;128;48;32;165;79;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;068;SPLIT;DJEČJI VRTIĆ KAŠTELET;T.P MAROVIĆA 4;834;408;408;401;7;112;45;32;107;67;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;069;SPLIT;O.Š. MERTOJAK;DOVERSKA 44;985;459;459;441;18;106;22;43;113;108;49
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;070;SPLIT;O.Š. MERTOJAK;DOVERSKA 44;780;346;346;332;14;92;15;42;82;74;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;071;SPLIT;O.Š. MERTOJAK;DOVERSKA 44;812;381;381;360;21;81;20;29;110;82;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;072;SPLIT;O.Š. MERTOJAK;DOVERSKA 44;1042;507;507;478;29;137;33;47;121;82;58
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;073;SPLIT;O.Š. MERTOJAK;DOVERSKA 44;855;390;390;373;17;108;13;27;109;84;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;074;SPLIT;O.Š. MERTOJAK;DOVERSKA 44;1290;586;586;564;22;173;40;55;138;120;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;075;SPLIT;O.Š. PLOKITE;SLAVONSKA 13;714;326;326;317;9;70;22;26;91;85;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;076;SPLIT;OŠ PLOKITE;SLAVONSKA ULICA 13;870;382;382;372;10;91;22;35;125;75;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;077;SPLIT;O.Š. PLOKITE;SLAVONSKA ULICA 13;668;279;279;267;12;76;16;23;73;53;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;078;SPLIT;O.Š. PLOKITE;SLAVONSKA ULICA 13;777;291;291;280;11;73;18;32;82;56;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;079;SPLIT;O.Š. PLOKITE;SLAVONSKA 13;603;245;245;236;9;56;21;25;76;45;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;080;SPLIT;O.Š. PLOKITE;SLAVONSKA ULICA 13;903;414;414;404;10;106;20;45;125;77;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;081;SPLIT;O.Š. PUJANKE;TIJARDOVIĆEVA 30;988;365;365;352;13;110;21;33;91;79;18
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;082;SPLIT;O.Š. PUJANKE;TIJARDOVIĆEVA 30;1105;467;467;447;20;175;51;54;60;72;35
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;083;SPLIT;O.Š. PUJANKE;TIJARDOVIĆEVA 30;1021;430;430;418;12;105;29;57;87;97;43
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;084;SPLIT;O.Š. PUJANKE;TIJARDOVIĆEVA 30;1151;512;512;488;24;144;33;61;120;105;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;085;SPLIT;O.Š. PUJANKE;TIJARDOVIĆEVA 30;1036;472;472;453;19;109;26;51;121;103;43
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;086;SPLIT;O.Š. PUJANKE;TIJARDOVIĆEVA 30;808;309;308;298;10;94;24;25;66;53;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;087;SPLIT;O.Š. PUJANKE;TIJARDOVIĆEVA 30;730;295;295;287;8;88;24;37;54;52;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;088;SPLIT;O.Š. RAVNE NJIVE;SARAJEVSKA 30;693;280;280;272;8;78;18;40;62;42;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;089;SPLIT;O.Š. RAVNE NJIVE;SARAJEVSKA 30;709;249;249;239;10;59;21;28;57;57;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;090;SPLIT;O.Š. RAVNE NJIVE;SARAJEVSKA 30;817;323;323;312;11;83;40;23;72;54;40
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;091;SPLIT;GRADSKI KOTAR RAVNE NJIVE;HERCEGOVAČKA 40;1207;552;551;525;26;168;51;62;115;83;46
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;092;SPLIT;O.Š. RAVNE NJIVE;SARAJEVSKA 30;662;277;277;259;18;82;24;23;45;55;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;093;SPLIT;GRADSKI KOTAR SPINUT;A.G.MATOŠA 29;920;451;451;436;15;102;27;29;142;100;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;094;SPLIT;GRADSKI KOTAR SPINUT;A.G.MATOŠA 29;861;437;437;413;24;81;23;37;138;103;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;095;SPLIT;O.Š. SPINUT;TESLINA 12;735;356;356;345;11;86;16;22;117;88;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;096;SPLIT;GRADSKI KOTAR SPINUT;A.G.MATOŠA 29;729;360;360;349;11;82;12;23;132;76;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;097;SPLIT;O.Š. SPINUT;TESLINA 12;538;258;258;249;9;47;13;18;99;66;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;098;SPLIT;ELEKTROTEHNIČKA ŠKOLA;TESLINA 2;727;365;365;354;11;65;13;24;158;80;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;099;SPLIT;O.Š. SPINUT;TESLINA 12;786;387;387;376;11;63;13;34;146;101;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;100;SPLIT;O.Š. SPINUT;TESLINA 12;832;414;414;397;17;71;15;32;180;82;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;101;SPLIT;O.Š. SPLIT III;BRUNE BUŠIĆA 6;834;418;418;400;18;144;10;24;92;109;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;102;SPLIT;O.Š. SPLIT III;BRUNE BUŠIĆA 6;829;376;376;349;27;70;15;34;126;74;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;103;SPLIT;O.Š. SPLIT III;BRUNE BUŠIĆA 6;773;378;378;362;16;102;16;35;118;75;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;104;SPLIT;GRADSKI KOTAR SPLIT III;GETALDIĆEVA 13;742;347;347;338;9;67;21;36;96;94;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;105;SPLIT;GRADSKI KOTAR SPLIT III;GETALDIĆEVA 13;671;315;315;301;14;81;7;25;97;68;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;106;SPLIT;O.Š. SPLIT III;BRUNE BUŠIĆA 6;883;352;352;337;15;86;22;31;84;82;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;107;SPLIT;FESB;RUĐERA BOŠKOVIĆA;955;390;390;374;16;104;34;45;88;71;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;108;SPLIT;FAKULTET GRAĐEVINSKIH ZNANOSTI;MATICE HRVATSKE 15;624;284;277;262;15;87;17;14;79;41;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;109;SPLIT;FESB;RUĐERA BOŠKOVIĆA;930;388;388;367;21;92;29;30;114;69;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;110;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;1084;409;409;392;17;136;48;27;54;72;55
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;111;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;1298;514;514;489;25;174;34;66;74;104;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;112;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;788;297;297;284;13;77;23;21;69;64;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;113;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;823;347;346;331;15;74;20;36;123;56;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;114;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;1065;360;360;344;16;124;23;41;59;66;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;115;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;1105;429;429;417;12;164;25;48;59;87;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;116;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;1219;521;521;501;20;143;58;55;110;88;47
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;117;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;843;337;337;319;18;73;29;43;83;64;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;118;SPLIT;O.Š. TRSTENIK;DINKA ŠIMUNOVIĆA 22;1008;477;477;460;17;116;37;40;113;119;35
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;119;SPLIT;O.Š. TRSTENIK;DINKA ŠIMUNOVIĆA 22;811;395;395;380;15;82;22;31;130;75;40
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;120;SPLIT;O.Š. TRSTENIK;DINKA ŠIMUNOVIĆA 22;933;414;414;398;16;125;12;31;102;98;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;121;SPLIT;GRADSKI KOTAR TRSTENIK;PUT TRSTENIKA 1;863;380;380;359;21;100;22;23;125;71;18
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;122;SPLIT;GRADSKI KOTAR TRSTENIK;PUT TRSTENIKA 1;1163;492;492;477;15;122;29;44;120;111;51
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;123;SPLIT;O.Š. TRSTENIK;DINKA ŠIMUNOVIĆA 22;1094;479;479;469;10;153;27;41;125;88;35
