Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;TOMISLAV TOMAŠEVIÆ;MIROSLAV ŠKORO
21;GRAD ZAGREB;grad;GRAD ZAGREB;147;PEŠÈENICA;ŠKOLA ZA CESTOVNI PROMET;TRG JOHNA FITZGERALDA KENNEDYJA 8;1232;582;582;576;6;437;139
21;GRAD ZAGREB;grad;GRAD ZAGREB;148;PEŠÈENICA;ŠKOLA ZA CESTOVNI PROMET;TRG JOHNA FITZGERALDA KENNEDYJA 8;1236;570;570;561;9;391;170
21;GRAD ZAGREB;grad;GRAD ZAGREB;149;PETRUŠEVEC;OŠ ŽITNJAK;I. PETRUŠEVEC 1;1191;375;375;370;5;182;188
21;GRAD ZAGREB;grad;GRAD ZAGREB;150;PETRUŠEVEC;OŠ ŽITNJAK;I. PETRUŠEVEC 1;1198;369;369;360;9;129;231
21;GRAD ZAGREB;grad;GRAD ZAGREB;151;RESNIK;PROSTORIJE MJESNOG ODBORA;I. RESNIK 48;1319;476;476;459;17;131;328
21;GRAD ZAGREB;grad;GRAD ZAGREB;152;SAVICA ŠANCI;PROSTORIJE MJESNOG ODBORA;SAVICA I. 2;941;345;345;335;10;188;147
21;GRAD ZAGREB;grad;GRAD ZAGREB;153;SAVICA ŠANCI;OŠ BOROVJE;ULICA DAVORA ZBILJSKOG 7;1418;615;614;607;7;396;211
21;GRAD ZAGREB;grad;GRAD ZAGREB;154;SAVICA ŠANCI;OŠ BOROVJE;ULICA DAVORA ZBILJSKOG 7;1273;590;590;581;9;361;220
21;GRAD ZAGREB;grad;GRAD ZAGREB;155;SAVICA ŠANCI;OŠ BOROVJE;ULICA DAVORA ZBILJSKOG 7;1296;641;641;633;8;403;230
21;GRAD ZAGREB;grad;GRAD ZAGREB;156;VOLOVÈICA;CENTAR ZA KULTURU PEŠÈENICA;IVANIÆGRADSKA ULICA 41A;1160;546;546;530;16;411;119
21;GRAD ZAGREB;grad;GRAD ZAGREB;157;VOLOVÈICA;PROSTORIJE MJESNOG ODBORA;KRIŠKA ULICA 20;761;335;335;326;9;251;75
21;GRAD ZAGREB;grad;GRAD ZAGREB;158;VOLOVÈICA;PODRUÈNI URED PEŠÈENICA;ZAPOLJSKA ULICA 1;911;386;386;378;8;279;99
21;GRAD ZAGREB;grad;GRAD ZAGREB;159;VOLOVÈICA;OŠ PETRA PRERADOVIÆA;ZAPOLJSKA ULICA 32;1061;491;491;476;15;319;157
21;GRAD ZAGREB;grad;GRAD ZAGREB;160;VOLOVÈICA;OŠ PETRA PRERADOVIÆA;ZAPOLJSKA ULICA 32;1085;460;460;451;9;323;128
21;GRAD ZAGREB;grad;GRAD ZAGREB;161;VUKOMEREC;PROSTORIJE MJESNOG ODBORA;POREÈKA ULICA 7A;1286;511;511;500;11;303;197
21;GRAD ZAGREB;grad;GRAD ZAGREB;162;ŽITNJAK;PROSTORIJE MJESNOG ODBORA;ŽITNJAK 61;1180;363;363;349;14;186;163
21;GRAD ZAGREB;grad;GRAD ZAGREB;163;ŽITNJAK;PROSTORIJE MJESNOG ODBORA;ŽITNJAK 61;1171;351;351;342;9;148;194
21;GRAD ZAGREB;grad;GRAD ZAGREB;164;BUZIN;PROSTORIJE MJESNOG ODBORA;BUZINSKA CESTA 20;895;378;377;372;5;249;123
21;GRAD ZAGREB;grad;GRAD ZAGREB;165;DUGAVE;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1255;617;617;601;16;460;141
21;GRAD ZAGREB;grad;GRAD ZAGREB;166;DUGAVE;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1216;573;573;560;13;412;148
21;GRAD ZAGREB;grad;GRAD ZAGREB;167;DUGAVE;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1201;591;591;576;15;443;133
21;GRAD ZAGREB;grad;GRAD ZAGREB;168;DUGAVE;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1220;574;574;563;11;423;140
21;GRAD ZAGREB;grad;GRAD ZAGREB;169;DUGAVE;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1215;549;548;538;10;415;123
21;GRAD ZAGREB;grad;GRAD ZAGREB;170;DUGAVE;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1217;616;613;598;15;428;170
21;GRAD ZAGREB;grad;GRAD ZAGREB;171;DUGAVE;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1236;658;658;645;13;496;149
21;GRAD ZAGREB;grad;GRAD ZAGREB;172;HRELIÆ;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1177;572;572;567;5;410;157
21;GRAD ZAGREB;grad;GRAD ZAGREB;173;HRELIÆ;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1104;472;472;461;11;274;187
21;GRAD ZAGREB;grad;GRAD ZAGREB;174;JAKUŠEVEC;PROSTORIJE MJESNOG ODBORA;GATA 1;1183;561;561;547;14;386;161
21;GRAD ZAGREB;grad;GRAD ZAGREB;175;JAKUŠEVEC;PROSTORIJE MJESNOG ODBORA;GATA 1;999;437;434;428;6;264;164
21;GRAD ZAGREB;grad;GRAD ZAGREB;176;JAKUŠEVEC;PROSTORIJE MJESNOG ODBORA;GATA 1;1036;443;443;440;3;294;146
21;GRAD ZAGREB;grad;GRAD ZAGREB;177;SLOBOŠTINA;OŠ OTOK;ULICA STJEPANA GRADIÆA 4;1123;569;569;561;8;435;126
21;GRAD ZAGREB;grad;GRAD ZAGREB;178;SLOBOŠTINA;OŠ OTOK;ULICA STJEPANA GRADIÆA 4;1116;600;600;587;13;454;133
21;GRAD ZAGREB;grad;GRAD ZAGREB;179;SLOBOŠTINA;OŠ OTOK;ULICA STJEPANA GRADIÆA 4;1118;617;617;604;13;432;172
21;GRAD ZAGREB;grad;GRAD ZAGREB;180;SLOBOŠTINA;OŠ OTOK;ULICA STJEPANA GRADIÆA 4;1074;552;552;541;11;394;147
21;GRAD ZAGREB;grad;GRAD ZAGREB;181;SOPOT;OŠ IVE ANDRIÆA;ULICA MILOVANA KOVAÈEVIÆA 18;1208;516;516;504;12;381;123
21;GRAD ZAGREB;grad;GRAD ZAGREB;182;SOPOT;OŠ IVE ANDRIÆA;ULICA MILOVANA KOVAÈEVIÆA 18;1183;576;575;561;14;406;155
21;GRAD ZAGREB;grad;GRAD ZAGREB;183;SOPOT;OŠ IVE ANDRIÆA;ULICA MILOVANA KOVAÈEVIÆA 18;1191;542;542;532;10;401;131
21;GRAD ZAGREB;grad;GRAD ZAGREB;184;SOPOT;OŠ IVE ANDRIÆA;ULICA MILOVANA KOVAÈEVIÆA 18;1193;605;599;577;22;428;149
21;GRAD ZAGREB;grad;GRAD ZAGREB;185;SOPOT;OŠ IVE ANDRIÆA;ULICA MILOVANA KOVAÈEVIÆA 18;1209;618;618;602;16;465;137
21;GRAD ZAGREB;grad;GRAD ZAGREB;186;SREDIŠÆE;OŠ SREDIŠÆE;ULICA SAVEZNE REPUBLIKE NJEMAÈKE 2A;1250;679;678;672;6;513;159
21;GRAD ZAGREB;grad;GRAD ZAGREB;187;SREDIŠÆE;OŠ SREDIŠÆE;ULICA SAVEZNE REPUBLIKE NJEMAÈKE 2A;1258;627;627;613;14;461;152
21;GRAD ZAGREB;grad;GRAD ZAGREB;188;SREDIŠÆE;OŠ SREDIŠÆE;ULICA SAVEZNE REPUBLIKE NJEMAÈKE 2A;1242;617;617;600;17;414;186
21;GRAD ZAGREB;grad;GRAD ZAGREB;189;TRAVNO;OŠ GUSTAVA KRKLECA;ULICA BOŽIDARA MAGOVCA 103;1170;543;543;530;13;423;107
21;GRAD ZAGREB;grad;GRAD ZAGREB;190;TRAVNO;OŠ GUSTAVA KRKLECA;ULICA BOŽIDARA MAGOVCA 103;1131;513;513;505;8;374;131
21;GRAD ZAGREB;grad;GRAD ZAGREB;191;TRAVNO;OŠ GUSTAVA KRKLECA;ULICA BOŽIDARA MAGOVCA 103;1161;548;545;538;7;391;147
21;GRAD ZAGREB;grad;GRAD ZAGREB;192;TRAVNO;OŠ GUSTAVA KRKLECA;ULICA BOŽIDARA MAGOVCA 103;1172;599;599;591;8;463;128
21;GRAD ZAGREB;grad;GRAD ZAGREB;193;TRAVNO;OŠ GUSTAVA KRKLECA;ULICA BOŽIDARA MAGOVCA 103;1168;541;541;533;8;398;135
21;GRAD ZAGREB;grad;GRAD ZAGREB;194;TRAVNO;OŠ GUSTAVA KRKLECA;ULICA BOŽIDARA MAGOVCA 103;1177;562;562;556;6;417;139
21;GRAD ZAGREB;grad;GRAD ZAGREB;195;TRAVNO;OŠ GUSTAVA KRKLECA;ULICA BOŽIDARA MAGOVCA 103;1120;547;547;537;10;416;121
21;GRAD ZAGREB;grad;GRAD ZAGREB;196;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;1239;562;559;542;17;414;128
21;GRAD ZAGREB;grad;GRAD ZAGREB;197;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;1235;574;574;571;3;411;160
21;GRAD ZAGREB;grad;GRAD ZAGREB;198;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;1302;644;644;632;12;484;148
21;GRAD ZAGREB;grad;GRAD ZAGREB;199;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;1245;563;563;550;13;424;126
21;GRAD ZAGREB;grad;GRAD ZAGREB;200;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;1240;588;588;580;8;421;159
21;GRAD ZAGREB;grad;GRAD ZAGREB;201;VELIKO POLJE;PROSTORIJE MJESNOG ODBORA;VELIKOPOLJSKA ULICA 9G;936;424;424;415;9;208;207
21;GRAD ZAGREB;grad;GRAD ZAGREB;202;VELIKO POLJE;PROSTORIJE MJESNOG ODBORA;VELIKOPOLJSKA ULICA 9G;878;404;404;393;11;202;191
21;GRAD ZAGREB;grad;GRAD ZAGREB;203;ZAPRUÐE;OŠ ZAPRUÐE;MEŠTROVIÆEV TRG 8A;1274;612;607;594;13;457;137
21;GRAD ZAGREB;grad;GRAD ZAGREB;204;ZAPRUÐE;OŠ ZAPRUÐE;MEŠTROVIÆEV TRG 8A;1262;599;598;584;14;432;152
21;GRAD ZAGREB;grad;GRAD ZAGREB;205;ZAPRUÐE;OŠ ZAPRUÐE;MEŠTROVIÆEV TRG 8A;1292;610;610;596;14;458;138
21;GRAD ZAGREB;grad;GRAD ZAGREB;206;ZAPRUÐE;OŠ ZAPRUÐE;MEŠTROVIÆEV TRG 8A;1269;561;561;551;10;407;144
21;GRAD ZAGREB;grad;GRAD ZAGREB;207;BLATO;PROSTORIJE MJESNOG ODBORA;KARLOVAÈKA CESTA 195B;1236;543;543;527;16;309;218
21;GRAD ZAGREB;grad;GRAD ZAGREB;208;BLATO;PROSTORIJE MJESNOG ODBORA;KARLOVAÈKA CESTA 195B;1299;537;537;518;19;300;218
21;GRAD ZAGREB;grad;GRAD ZAGREB;209;BOTINEC;OŠ BRAÆE RADIÆA;ULICA ŠENOINE BRANKE 22;1273;494;494;479;15;291;188
21;GRAD ZAGREB;grad;GRAD ZAGREB;210;BOTINEC;OŠ BRAÆE RADIÆA;ULICA ŠENOINE BRANKE 22;1272;561;561;549;12;323;226
21;GRAD ZAGREB;grad;GRAD ZAGREB;211;BOTINEC;OŠ BRAÆE RADIÆA;ULICA ŠENOINE BRANKE 22;1269;535;535;518;17;279;239
21;GRAD ZAGREB;grad;GRAD ZAGREB;212;ÈEHI;PROSTORIJE MJESNOG ODBORA;ULICA SLAVKA ÈORA 37;735;278;278;274;4;135;139
21;GRAD ZAGREB;grad;GRAD ZAGREB;213;HRAŠÆE;PROSTORIJE MJESNOG ODBORA;TRG JURJA MULIHA 11;1039;424;424;414;10;225;189
21;GRAD ZAGREB;grad;GRAD ZAGREB;214;HRVATSKI LESKOVAC;PROSTORIJE MJESNOG ODBORA;TRG HRVATSKIH BRANITELJA DOMOVINSKOG RATA 2;1020;381;381;376;5;175;201
21;GRAD ZAGREB;grad;GRAD ZAGREB;215;HRVATSKI LESKOVAC;PROSTORIJE MJESNOG ODBORA;TRG HRVATSKIH BRANITELJA DOMOVINSKOG RATA 2;1124;525;525;516;9;222;294
21;GRAD ZAGREB;grad;GRAD ZAGREB;216;JEŽDOVEC;OŠ LUÈKO - PODRUÈNA ŠKOLA JEŽDOVEC;JEŽDOVEÈKA ULICA 34;883;238;238;233;5;100;133
21;GRAD ZAGREB;grad;GRAD ZAGREB;217;JEŽDOVEC;OŠ LUÈKO - PODRUÈNA ŠKOLA JEŽDOVEC;JEŽDOVEÈKA ULICA 34;832;275;275;268;7;143;125
21;GRAD ZAGREB;grad;GRAD ZAGREB;218;KAJZERICA;OŠ KAJZERICA;ULICA ŽARKA DOLINARA 9;1369;644;644;631;13;454;177
21;GRAD ZAGREB;grad;GRAD ZAGREB;219;KAJZERICA;OŠ KAJZERICA;ULICA ŽARKA DOLINARA 9;1407;674;674;660;14;460;200
21;GRAD ZAGREB;grad;GRAD ZAGREB;220;KAJZERICA;OŠ KAJZERICA;ULICA ŽARKA DOLINARA 9;1422;598;598;591;7;411;180
21;GRAD ZAGREB;grad;GRAD ZAGREB;221;LANIŠTE;OŠ SAVSKI GAJ;REMETINEÈKA CESTA 64A;1034;418;418;409;9;201;208
21;GRAD ZAGREB;grad;GRAD ZAGREB;222;LANIŠTE;OŠ SAVSKI GAJ;REMETINEÈKA CESTA 64A;1049;412;412;404;8;239;165
21;GRAD ZAGREB;grad;GRAD ZAGREB;223;LANIŠTE;OŠ SAVSKI GAJ;REMETINEÈKA CESTA 64A;1019;446;446;436;10;232;204
21;GRAD ZAGREB;grad;GRAD ZAGREB;224;LUÈKO;OŠ LUÈKO;PUŠKARIÆEVA ULICA 102;1061;403;403;401;2;223;178
21;GRAD ZAGREB;grad;GRAD ZAGREB;225;LUÈKO;OŠ LUÈKO;PUŠKARIÆEVA ULICA 102;1062;471;471;462;9;273;189
21;GRAD ZAGREB;grad;GRAD ZAGREB;226;LUÈKO;OŠ LUÈKO;PUŠKARIÆEVA ULICA 102;1061;395;395;388;7;179;209
21;GRAD ZAGREB;grad;GRAD ZAGREB;227;MALA MLAKA;"DJEÈJI VRTIÆ BOTINEC - PODRUÈNI OBJEKT ""MALA MLAKA""";MALOMLAÈKA ULICA 83;533;233;233;221;12;103;118
21;GRAD ZAGREB;grad;GRAD ZAGREB;228;ODRA;OŠ ODRA;ÐAÈKA ULICA 5;934;377;377;366;11;209;157
21;GRAD ZAGREB;grad;GRAD ZAGREB;229;ODRA;OŠ ODRA;ÐAÈKA ULICA 5;951;414;414;403;11;235;168
21;GRAD ZAGREB;grad;GRAD ZAGREB;230;REMETINEC;CENTAR ZA KULTURU NOVI ZAGREB;TRG NARODNE ZAŠTITE 2;1503;637;635;629;6;439;190
21;GRAD ZAGREB;grad;GRAD ZAGREB;231;REMETINEC;CENTAR ZA KULTURU NOVI ZAGREB;TRG NARODNE ZAŠTITE 2;1521;651;650;644;6;428;216
21;GRAD ZAGREB;grad;GRAD ZAGREB;232;REMETINEC;CENTAR ZA KULTURU NOVI ZAGREB;TRG NARODNE ZAŠTITE 2;1464;590;589;578;11;406;172
21;GRAD ZAGREB;grad;GRAD ZAGREB;233;SAVSKI GAJ;DJEÈJI VRTIÆ REMETINEC;NEHRUOV TRG 34A;1289;535;535;528;7;349;179
21;GRAD ZAGREB;grad;GRAD ZAGREB;234;SAVSKI GAJ;DJEÈJI VRTIÆ REMETINEC;NEHRUOV TRG 34A;1144;528;528;520;8;387;133
21;GRAD ZAGREB;grad;GRAD ZAGREB;235;SAVSKI GAJ;PROSTORIJE MJESNOG ODBORA;REMETINEÈKA CESTA 79;1205;565;565;554;11;351;203
21;GRAD ZAGREB;grad;GRAD ZAGREB;236;SAVSKI GAJ;PROSTORIJE MJESNOG ODBORA;REMETINEÈKA CESTA 79;1033;412;412;410;2;257;153
21;GRAD ZAGREB;grad;GRAD ZAGREB;237;SIGET;OŠ V.HOLJEVCA;SIGET 23;1257;564;564;555;9;436;119
21;GRAD ZAGREB;grad;GRAD ZAGREB;238;SIGET;OŠ V.HOLJEVCA;SIGET 23;1249;648;648;634;14;482;152
21;GRAD ZAGREB;grad;GRAD ZAGREB;239;SIGET;OŠ V.HOLJEVCA;SIGET 23;1263;650;650;644;6;490;154
21;GRAD ZAGREB;grad;GRAD ZAGREB;240;SIGET;OŠ V.HOLJEVCA;SIGET 23;1229;615;615;598;17;447;151
21;GRAD ZAGREB;grad;GRAD ZAGREB;241;SIGET;OŠ V.HOLJEVCA;SIGET 23;1268;646;646;636;10;522;114
21;GRAD ZAGREB;grad;GRAD ZAGREB;242;SIGET;OŠ V.HOLJEVCA;SIGET 23;1405;686;683;669;14;463;206
21;GRAD ZAGREB;grad;GRAD ZAGREB;243;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1229;478;478;472;6;244;228
21;GRAD ZAGREB;grad;GRAD ZAGREB;244;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1228;473;473;461;12;268;193
21;GRAD ZAGREB;grad;GRAD ZAGREB;245;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1197;453;453;443;10;256;187
21;GRAD ZAGREB;grad;GRAD ZAGREB;246;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1154;367;367;356;11;185;171
21;GRAD ZAGREB;grad;GRAD ZAGREB;247;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1158;370;370;365;5;132;233
21;GRAD ZAGREB;grad;GRAD ZAGREB;248;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1163;390;390;385;5;137;248
21;GRAD ZAGREB;grad;GRAD ZAGREB;249;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1174;449;449;439;10;203;236
21;GRAD ZAGREB;grad;GRAD ZAGREB;250;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1295;496;496;483;13;252;231
21;GRAD ZAGREB;grad;GRAD ZAGREB;251;TRNSKO;OŠ TRNSKO;TRNSKO 25;1115;571;571;559;12;441;118
21;GRAD ZAGREB;grad;GRAD ZAGREB;252;TRNSKO;OŠ TRNSKO;TRNSKO 25;1146;500;500;490;10;384;106
21;GRAD ZAGREB;grad;GRAD ZAGREB;253;TRNSKO;OŠ TRNSKO;TRNSKO 25;1134;508;508;491;17;368;123
21;GRAD ZAGREB;grad;GRAD ZAGREB;254;TRNSKO;OŠ TRNSKO;TRNSKO 25;1081;454;454;441;13;332;109
21;GRAD ZAGREB;grad;GRAD ZAGREB;255;ANTUN MIHANOVIÆ;OŠ JULIJA KLOVIÆA;NOVA CESTA 133;1331;629;629;617;12;472;145
21;GRAD ZAGREB;grad;GRAD ZAGREB;256;ANTUN MIHANOVIÆ;OŠ JULIJA KLOVIÆA;NOVA CESTA 133;1153;564;564;555;9;421;134
21;GRAD ZAGREB;grad;GRAD ZAGREB;257;CIGLENICA;SREDNJA ŠKOLA - CENTAR ZA ODGOJ I OBRAZOVANJE;ZAGORSKA ULICA 14;1353;555;555;539;16;368;171
21;GRAD ZAGREB;grad;GRAD ZAGREB;258;CIGLENICA;SREDNJA ŠKOLA - CENTAR ZA ODGOJ I OBRAZOVANJE;ZAGORSKA ULICA 14;1351;645;645;634;11;449;185
21;GRAD ZAGREB;grad;GRAD ZAGREB;259;CIGLENICA;SREDNJA ŠKOLA - CENTAR ZA ODGOJ I OBRAZOVANJE;ZAGORSKA ULICA 14;1390;598;598;582;16;417;165
21;GRAD ZAGREB;grad;GRAD ZAGREB;260;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA ULICA 1;1144;463;463;454;9;316;138
21;GRAD ZAGREB;grad;GRAD ZAGREB;261;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA ULICA 1;1132;500;500;481;19;350;131
21;GRAD ZAGREB;grad;GRAD ZAGREB;262;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA ULICA 1;1135;517;517;509;8;373;136
21;GRAD ZAGREB;grad;GRAD ZAGREB;263;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA ULICA 1;1149;567;567;557;10;412;145
21;GRAD ZAGREB;grad;GRAD ZAGREB;264;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA ULICA 1;1102;454;454;439;15;313;126
21;GRAD ZAGREB;grad;GRAD ZAGREB;265;LJUBLJANICA;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1404;658;658;645;13;433;212
21;GRAD ZAGREB;grad;GRAD ZAGREB;266;LJUBLJANICA;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1307;662;651;642;9;454;188
21;GRAD ZAGREB;grad;GRAD ZAGREB;267;NIKOLA TESLA;ŠPORTSKA GIMNAZIJA;SELSKA CESTA 119;1231;528;528;516;12;379;137
21;GRAD ZAGREB;grad;GRAD ZAGREB;268;NIKOLA TESLA;ŠPORTSKA  GIMNAZIJA;SELSKA CESTA 119;1209;529;529;522;7;384;138
21;GRAD ZAGREB;grad;GRAD ZAGREB;269;NIKOLA TESLA;ŠPORTSKA GIMNAZIJA;SELSKA CESTA 119;1300;667;666;656;10;511;145
21;GRAD ZAGREB;grad;GRAD ZAGREB;270;PONGRAÈEVO;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1131;515;515;506;9;363;143
21;GRAD ZAGREB;grad;GRAD ZAGREB;271;PONGRAÈEVO;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1363;612;612;603;9;473;130
21;GRAD ZAGREB;grad;GRAD ZAGREB;272;PONGRAÈEVO;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1566;667;667;662;5;455;207
21;GRAD ZAGREB;grad;GRAD ZAGREB;273;PONGRAÈEVO;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1651;678;678;664;14;511;153
21;GRAD ZAGREB;grad;GRAD ZAGREB;274;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1406;555;554;545;9;347;198
21;GRAD ZAGREB;grad;GRAD ZAGREB;275;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1393;663;663;650;13;401;249
21;GRAD ZAGREB;grad;GRAD ZAGREB;276;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1430;639;639;627;12;393;234
21;GRAD ZAGREB;grad;GRAD ZAGREB;277;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1400;595;595;582;13;319;263
21;GRAD ZAGREB;grad;GRAD ZAGREB;278;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1408;674;674;666;8;451;215
21;GRAD ZAGREB;grad;GRAD ZAGREB;279;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1387;549;549;534;15;358;176
21;GRAD ZAGREB;grad;GRAD ZAGREB;280;SAMOBORÈEK;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1158;519;518;510;8;412;98
21;GRAD ZAGREB;grad;GRAD ZAGREB;281;SAMOBORÈEK;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1234;609;609;600;9;476;124
21;GRAD ZAGREB;grad;GRAD ZAGREB;282;SAMOBORÈEK;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1263;586;586;580;6;483;97
21;GRAD ZAGREB;grad;GRAD ZAGREB;283;SILVIJE STRAHIMIR KRANJÈEVIÆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1350;630;630;612;18;466;146
21;GRAD ZAGREB;grad;GRAD ZAGREB;284;SILVIJE STRAHIMIR KRANJÈEVIÆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1335;658;658;647;11;497;150
21;GRAD ZAGREB;grad;GRAD ZAGREB;285;SILVIJE STRAHIMIR KRANJÈEVIÆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1358;650;650;641;9;478;163
21;GRAD ZAGREB;grad;GRAD ZAGREB;286;SILVIJE STRAHIMIR KRANJÈEVIÆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1322;652;651;641;10;471;170
21;GRAD ZAGREB;grad;GRAD ZAGREB;287;STARA TREŠNJEVKA;IX. GIMNAZIJA;DOBOJSKA ULICA 12;1153;488;488;478;10;335;143
21;GRAD ZAGREB;grad;GRAD ZAGREB;288;STARA TREŠNJEVKA;IX. GIMNAZIJA;DOBOJSKA ULICA 12;1126;494;494;491;3;380;111
21;GRAD ZAGREB;grad;GRAD ZAGREB;289;STARA TREŠNJEVKA;IX. GIMNAZIJA;DOBOJSKA ULICA 12;1194;592;592;575;17;419;156
21;GRAD ZAGREB;grad;GRAD ZAGREB;290;STARA TREŠNJEVKA;IX. GIMNAZIJA;DOBOJSKA ULICA 12;1136;501;501;491;10;341;150
21;GRAD ZAGREB;grad;GRAD ZAGREB;291;STARA TREŠNJEVKA;IX. GIMNAZIJA;DOBOJSKA ULICA 12;1151;512;512;500;12;359;141
21;GRAD ZAGREB;grad;GRAD ZAGREB;292;GAJEVO;OŠ IVANA MEŠTROVIÆA;ULICA MARTINA PUŠTEKA 1;1196;557;556;544;12;355;189
21;GRAD ZAGREB;grad;GRAD ZAGREB;293;GAJEVO;OŠ IVANA MEŠTROVIÆA;ULICA MARTINA PUŠTEKA 1;1155;572;571;556;15;386;170
21;GRAD ZAGREB;grad;GRAD ZAGREB;294;GAJEVO;OŠ IVANA MEŠTROVIÆA;ULICA MARTINA PUŠTEKA 1;1210;669;668;655;13;464;191
21;GRAD ZAGREB;grad;GRAD ZAGREB;295;GAJEVO;OŠ IVANA MEŠTROVIÆA;ULICA MARTINA PUŠTEKA 1;1166;601;601;587;14;442;145
21;GRAD ZAGREB;grad;GRAD ZAGREB;296;GAJEVO;OŠ IVANA MEŠTROVIÆA;ULICA MARTINA PUŠTEKA 1;1180;574;574;563;11;407;156
21;GRAD ZAGREB;grad;GRAD ZAGREB;297;GAJEVO;OŠ IVANA MEŠTROVIÆA;ULICA MARTINA PUŠTEKA 1;1155;583;583;573;10;408;165
21;GRAD ZAGREB;grad;GRAD ZAGREB;298;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1336;670;670;659;11;531;128
21;GRAD ZAGREB;grad;GRAD ZAGREB;299;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1377;698;698;684;14;548;136
21;GRAD ZAGREB;grad;GRAD ZAGREB;300;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1341;636;636;626;10;492;134
21;GRAD ZAGREB;grad;GRAD ZAGREB;301;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1365;681;680;672;8;512;160
21;GRAD ZAGREB;grad;GRAD ZAGREB;302;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1311;658;658;646;12;455;191
21;GRAD ZAGREB;grad;GRAD ZAGREB;303;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1358;645;645;640;5;479;161
21;GRAD ZAGREB;grad;GRAD ZAGREB;304;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1438;690;689;677;12;500;177
