Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DOMOVINSKI POKRET - DP;FOKUS;GRAĐANSKO-LIBERALNI SAVEZ - GLAS;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;MOST;"""PAVAO GROM - NEZAVISNA LISTA"" - ""PGnl"", DEMOKRATSKI HSS - DHSS, STRANKA UMIROVLJENIKA - SU";SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA SELJAČKA STRANKA - HSS;"STJEPAN KOŽIĆ - NEZAVISNA LISTA - SKNL, ""BANDIĆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI"" - ""365 STRANKA RADA I SOLIDARNOSTI""";ŽIVI ZID
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;012;DOMASLOVEC;SPORTSKI CENTAR NK MLADOST;DOMASLOVEC, DOMASLOVEČKA 102;839;391;391;380;11;36;119;0;48;10;11;113;41;2
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;013;DREŽNIK PODOKIĆKI;DRUŠTVENI DOM DREŽNIK PODOKIĆKI;DREŽNIK PODOKIĆKI;214;114;114;114;0;11;18;0;12;1;2;62;8;0
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;014;DUBRAVA SAMOBORSKA;KUĆA STJEPANA RUNTASA;DUBRAVA SAMOBORSKA 34;222;95;95;90;5;3;24;1;13;4;2;34;7;2
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;015;FARKAŠEVEC SAMOBORSKI;ŠKOLA U FARKAŠEVCU SAMOBORSKOM;FARKAŠEVEC SAMOBORSKI;379;223;223;217;6;8;83;2;22;7;12;47;33;3
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;016;GALGOVO;DRUŠTVENI DOM GALGOVO;GALGOVO,BOGOVIĆEVA 2;729;371;371;361;10;25;69;4;66;9;3;152;28;5
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;017;GRADNA;DRUŠTVENI DOM GRADNA;GRADNA;483;225;225;217;8;32;78;0;27;2;11;47;16;4
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;018;GRDANJCI;DRUŠTVENI DOM GRDANJCI;GRDANJCI;268;156;156;149;7;5;35;1;41;2;3;48;9;5
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;019;GRDANJCI;KUĆA RADE BERIBAKA;BEDER 1;55;21;21;19;2;1;5;0;2;0;0;8;3;0
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;020;GRDANJCI;KUĆA BRANKA RATEŠIĆA;KOSTANJEVEC PODVRŠKI 8;63;41;41;41;0;2;5;1;14;0;1;16;2;0
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;021;GRDANJCI;DRUŠTVENI DOM JAVOREK;JAVOREK;38;25;25;25;0;1;2;0;9;0;1;8;4;0
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;022;HRASTINA SAMOBORSKA;PROSTORIJE MJESNOG ODBORA HRASTINA SAMOBORSKA;HRASTINA SAMOBORSKA;731;323;323;307;16;20;105;2;47;10;12;84;22;5
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;023;JARUŠJE;VATROGASNI DOM JARUŠJE;JARUŠJE;52;28;28;28;0;1;1;1;6;0;1;16;1;1
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;024;KLADJE;DRUŠTVENI DOM KLADJE;MIRNOVEČKA,BB;760;380;380;369;11;26;140;0;28;10;11;112;40;2
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;025;KLAKE;OSNOVNA ŠKOLA U KLAKAMA;KLAKE;207;119;119;111;8;3;17;0;19;1;2;49;20;0
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;026;KLOKOČEVEC SAMOBORSKI;DRUŠTVENI DOM KLOKOČEVEC;KLOKOČEVEC SAMOBORSKI;296;160;160;156;4;8;41;0;35;3;7;47;14;1
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;027;KONŠĆICA;DRUŠTVENI DOM KONŠĆICA;KONŠĆICA;248;122;122;116;6;9;52;1;4;2;0;40;7;1
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;028;LUG SAMOBORSKI;PROSTORIJE MJESNOG ODBORA LUG SAMOBORSKI;LUG SAMOBORSKI, KNEZA DOMAGOJA 1;825;431;430;425;5;20;175;9;30;1;5;150;30;5
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;029;MALA JAZBINA;KUĆA JAZBINSKI KATARINE;MALA JAZBINA 20/1;437;249;249;244;5;6;121;3;29;3;4;50;26;2
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;030;MALA  RAKOVICA;OSNOVNA ŠKOLA U MIRNOVCU;MIRNOVEC;523;302;302;298;4;13;128;4;17;6;6;90;26;8
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;031;MALI LIPOVEC - VELIKI LIPOVEC;DRUŠTVENI DOM MALI LIPOVEC;MALI LIPOVEC 44;98;63;63;56;7;5;6;0;6;3;3;24;8;1
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;032;MALI LIPOVEC - VELIKI LIPOVEC;VATROGASNI DOM VELIKI LIPOVEC;VELIKI LIPOVEC;80;41;41;41;0;2;17;0;3;0;0;13;5;1
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;033;MALI LIPOVEC - VELIKI LIPOVEC;KUĆA MARIJANA LUKŠIĆA;ŠIPAČKI BREG, ŠIPAČKI BREG 2/1;33;20;20;16;4;1;1;0;3;0;1;3;7;0
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;034;MALI LIPOVEC - VELIKI LIPOVEC;KUĆA JURAJA JAGODIĆA;DRAGONOŠ 16;17;12;12;12;0;0;0;0;2;0;1;1;8;0
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;035;MANJA VAS, KOTARI, BUKOVJE PODVRŠKO, PREKRIŽJE PLEŠIVIČKO;OSNOVNA ŠKOLA U MANJOJ VASI;MANJA VAS;170;108;108;107;1;14;18;0;13;1;5;36;18;2
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;036;MEDSAVE;DRUŠTVENI DOM U MEDSAVAMA;MEDSAVE;183;90;90;87;3;9;10;2;11;1;8;35;10;1
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;037;MOLVICE;PROSTORIJE MJESNOG ODBORA MOLVICE;ŠKOLSKA 6;587;315;315;309;6;5;145;2;25;7;7;95;17;6
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;038;NORŠIĆ SELO;OSNOVNA ŠKOLA U NORŠIĆ SELU;NORŠIĆ SELO;89;38;38;38;0;1;7;1;18;0;0;8;3;0
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;039;OTRUŠEVEC;DRUŠTVENI DOM OTRUŠEVEC;OTRUŠEVEC;259;86;86;83;3;4;29;0;6;2;0;32;9;1
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;040;PAVUČNJAK;VATROGASNI DOM PAVUČNJAK;PAVUČNJAK;461;198;198;192;6;8;46;6;20;2;7;84;14;5
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;041;PETKOV BREG;DRUŠTVENI  DOM PETKOV BREG;PETKOV BREG;226;90;90;90;0;5;27;0;12;3;3;31;9;0
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;042;PODGRAĐE PODOKIĆKO;KUĆA STJEPANA BAŠIĆA;PODGRAĐE PODOKIĆKO 42;127;75;75;68;7;4;15;0;10;1;3;24;11;0
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;043;PODVRH;VATROGASNI DOM PODVRH;PODVRH;655;316;316;303;13;19;144;1;29;4;6;82;17;1
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;044;RAKOV POTOK;DRUŠTVENI DOM RAKOV POTOK;RAKOV POTOK,KARLOVAČKA 118;933;414;414;408;6;27;131;2;51;6;4;154;32;1
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;045;RUDE;OSNOVNA ŠKOLA U  RUDAMA;RUDE 93;520;232;232;223;9;11;53;1;35;4;1;87;30;1
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;046;RUDE;OSNOVNA ŠKOLA U RUDAMA;RUDE 93;441;205;205;204;1;16;58;1;34;3;6;54;30;2
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;047;CENTAR -  SAMOBOR;PROSTORIJE  MALE DVORANE HRVATSKOG DOMA;SAMOBOR, TRG MATICE HRVATSKE 6;1698;778;778;755;23;52;220;8;87;17;26;275;53;17
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;048;CVJETNO NASELJE-PERIVOJ-SAMOBOR;PROSTORIJE TRGOVAČKOG DRUŠTVA SAMOBORSKI PERIVOJ D.O.O.;SAMOBOR, ULICA ARHITEKTE  EDE ŠENA 4;1671;702;700;678;22;54;228;4;94;14;17;227;37;3
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;049;GIZNIK-ANINDOL-SAMOBOR;PROSTORIJE TRGOVAČKOG DRUŠTVA HVAT  D.O.O.;SAMOBOR, MILANA LANGA 29;1477;716;716;684;32;30;264;9;81;12;21;215;36;16
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;050;GIZNIK-ANINDOL-SAMOBOR;PROSTORIJE CENTRA ZA MLADE - BUNKER;SAMOBOR, SAVKE DABČEVIĆ KUČAR 8;1007;505;505;498;7;26;180;7;38;9;17;197;20;4
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;051;GORNJI KRAJ-HAMOR-SAMOBOR;PROSTORIJE TRGOVAČKOG DRUŠTVA DR.ŠKOBIĆ;SAMOBOR,GORNJI KRAJ 11;765;362;362;358;4;15;126;6;39;6;20;105;30;11
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;052;JUŽNO NASELJE - SAMOBOR;OSNOVNA ŠKOLA BOGUMIL TONI;SAMOBOR, PERKOVČEVA 90;1711;770;770;755;15;38;241;12;71;8;32;309;37;7
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;053;JUŽNO NASELJE - SAMOBOR;OSNOVNA ŠKOLA BOGUMIL TONI;ULICA IVANA PERKOVCA 90;1085;479;479;448;31;30;130;7;44;13;22;169;24;9
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;054;KOLODVORSKO NASELJE-SAJMIŠTE-SAMOBOR;PROSTORIJE T.D.CHROMOS D.D.-ZGRADA UPRAVE;SAMOBOR, ZAGREBAČKA 30, ULAZ IZ ULICE GRADA WIRGESA;797;345;345;328;17;20;107;4;44;8;7;112;25;1
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;055;KOLODVORSKO NASELJE-SAJMIŠTE-SAMOBOR;PROSTORIJE TRGOVAČKOG DRUŠTVA KOMUNALAC D.O.O.;SAMOBOR, HRASTINSKA CESTA BB(SAJMIŠTE);1052;463;463;450;13;29;163;5;60;17;10;130;34;2
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;056;PODLOŽNICE - SAMOBOR;PROSTORIJE DJEČJEG VRTIĆA GRIGOR VITEZ;SAMOBOR, IVICE SUDNIKA 11;1188;586;586;573;13;35;241;2;55;8;10;181;34;7
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;057;PODLOŽNICE - SAMOBOR;PROSTORIJE AUTOŠKOLE MANDIĆ I MEGASTART;SAMOBOR, ULICA IVANA GUNDULIĆA 2 A;980;472;472;454;18;24;183;1;55;10;4;142;30;5
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;058;SVETA HELENA - SAMOBOR;PROSTORIJE SREDNJIH ŠKOLA U SAMOBORU (MALA KONGRESNA DVORANA);SAMOBOR, HEBRANGOVA 26;1443;657;657;643;14;38;247;4;65;15;16;208;40;10
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;059;SAMOBORSKI OTOK;DRUŠTVENI DOM SAMOBORSKI OTOK;SAMOBORSKI OTOK, TRG SVETOG NIKOLE 3;498;215;215;208;7;13;65;1;14;1;22;53;36;3
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;060;SLANI DOL;ZGRADA PARKA PRIRODE ŽUMBERAK (PROSTORIJA MJESNOG ODBORA);SLANI DOL 1;167;78;78;76;2;0;24;1;12;1;0;24;14;0
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;061;SLANI DOL;KUĆA ANĐELE PRIŠLIN;VRATNIK SAMOBORSKI, VRATNIK 19;79;41;41;41;0;0;5;1;3;3;1;18;9;1
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;062;SLANI DOL;KUĆA KREŠE BIŠĆANA;DRAGANJE SELO 38;68;43;43;38;5;0;9;0;3;1;0;20;3;2
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;063;SAVRŠČAK;DRUŠTVENI DOM U SAVRŠČAKU;SAVRŠĆAK;184;56;56;54;2;7;14;0;7;0;1;15;7;3
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;064;SMEROVIŠĆE;OSNOVNA ŠKOLA U SMEROVIŠĆU;SMEROVIŠĆE;215;99;99;92;7;10;13;3;11;2;1;43;9;0
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;065;SVETI MARTIN;OSNOVNA ŠKOLA U SVETOM MARTINU POD OKIĆEM;SV. MARTIN POD OKIĆEM;292;141;141;136;5;9;37;0;27;1;2;49;8;3
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;066;STOJDRAGA;ŠKOLA U NOVOM SELU ŽUMBERAČKOM;NOVO SELO ŽUMBERAČKO;20;7;7;7;0;0;1;0;3;0;1;2;0;0
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;067;STOJDRAGA;KUĆA LJERKE ŽIVODER, POKLEK;POKLEK 24;43;14;14;13;1;0;3;0;7;0;0;2;1;0
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;068;STOJDRAGA;PROSTORIJE MJESNOG ODBORA STOJDRAGA;STOJDRAGA 27;59;25;25;25;0;0;6;1;2;1;1;10;3;1
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;069;VELIKA RAKOVICA;OSNOVNA ŠKOLA U MIRNOVCU;MIRNOVEC;500;243;243;235;8;22;67;0;32;4;11;62;37;0
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;070;VRBOVEC SAMOBORSKI;VATROGASNI DOM;VRBOVEC SAMOBORSKI 79;230;127;127;127;0;21;28;0;22;3;7;32;12;2
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;071;VRHOVČAK SAMOBORSKI;DRUŠTVENI DOM VRHOVČAK;VRHOVČAK SAMOBORSKI;321;155;155;149;6;15;50;3;23;2;5;42;8;1
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;001;BESTOVJE;DRUŠTVENI DOM BESTOVJE;BESTOVJE, PRUDNJACI 1;1137;476;476;467;9;11;304;1;58;6;7;51;24;5
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;002;BESTOVJE;DRUŠTVENI DOM BESTOVJE;BESTOVJE,PRUDNJACI 1;895;417;415;409;6;15;273;0;34;7;6;60;14;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;003;BREZJE;DRUŠTVENI DOM BREZJE;BREZJE, F. GREDELJA 4;1322;665;665;644;21;37;396;1;79;29;7;63;31;1
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;004;KERESTINEC- KALINOVICA;PODRUČNA ŠKOLA KERESTINEC;KERESTINEC, MATE LOVRAKA 3;1354;650;650;642;8;33;453;2;66;12;1;47;24;4
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;005;KERESTINEC-KALINOVICA-ŽITARKA;PODRUČNA ŠKOLA KERESTINEC;KERESTINEC,MATE LOVRAKA 3;539;244;244;237;7;20;175;0;12;4;1;11;14;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;006;MALA GORICA-SREBRNJAK;DRUŠTVENI DOM MALA GORICA;MALA GORICA, ULICA AUGUSTA ŠENOE 34;668;317;317;311;6;25;215;2;28;5;3;19;12;2
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;007;SVETA NEDELJA;ZGRADA GRADSKE UPRAVE, SVETA NEDELJA;TRG ANTE STARČEVIĆA 5;1232;587;587;580;7;26;356;1;53;17;4;86;30;7
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;008;SVETONEDELJSKI BREG;U STAROJ KUĆI ĐURE VOJVODIĆA;SVETONEDELJSKI BREG 45;146;83;83;82;1;9;52;1;3;3;1;8;5;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;009;JAGNJIĆ DOL;BIVŠA CARITASOVA KUĆA;JAGNJIĆ DOL, JAGNJIĆ DOL 86;447;236;236;232;4;13;152;0;38;3;2;11;11;2
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;010;NOVAKI;DRUŠTVENI DOM NOVAKI;NOVAKI, NOVAČKA 16;1062;450;448;444;4;27;273;0;66;14;5;39;17;3
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;011;NOVAKI;DRUŠTVENI DOM NOVAKI;NOVAKI, NOVAČKA 16;644;308;308;305;3;23;182;4;33;10;1;34;15;3
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;012;OREŠJE;DRUŠTVENI DOM  OREŠJE;OREŠJE, TRG LIPA 1;947;523;523;508;15;21;318;3;71;9;7;54;20;5
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;013;RAKITJE;DRUŠTVENI DOM RAKITJE, RAKITJE;RAKITSKA ULICA 4;1027;436;436;421;15;20;276;2;49;7;1;48;17;1
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;014;RAKITJE;DRUŠTVENI DOM RAKITJE, RAKITJE;RAKITSKA ULICA 4;1152;560;560;555;5;41;338;1;73;5;1;67;25;4
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;015;STRMEC;PODRUČNA ŠKOLA STRMEC;STRMEC, ŠKOLSKA 13;1079;480;480;467;13;34;203;1;75;13;13;79;45;4
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;016;STRMEC;PODRUČNA ŠKOLA STRMEC;STRMEC, ŠKOLSKA 13;1344;660;660;642;18;50;316;7;96;9;7;109;41;7
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;017;STRMEC;PODRUČNA ŠKOLA STRMEC;STRMEC,ŠKOLSKA 13;1191;546;546;527;19;31;237;3;89;14;5;110;31;7
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;001;SVETI IVAN ZELINA I;SV. IVAN ZELINA;TRG A. STARČEVIĆA 1;1021;471;471;452;19;27;90;4;63;17;3;129;108;11
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;002;SV. IVAN ZELINA II;SV. IVAN ZELINA;TRG A. STARČEVIĆA 12;790;347;346;334;12;18;54;1;55;17;2;87;89;11
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;003;SV.IVAN ZELINA III;SV.IVAN ZELINA-KUĆA ŠPINDERK MARIJE;V.NAZORA 23;610;338;338;337;1;15;68;3;63;15;1;77;90;5
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;004;DONJA TOPLIČICA;DRUŠTVENI DOM;DONJA TOPLIČICA 4;54;29;29;29;0;2;3;0;3;1;0;4;16;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;005;GORNJA TOPLIČICA;DRUŠTVENI DOM;GORNJA TOPLIČICA 21;154;68;68;67;1;2;11;0;17;5;0;18;14;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;006;BIŠKUPEC ZELINSKI;DRUŠTVENI DOM;ZELINGRADSKA 39, BIŠKUPEC ZELINSKI;876;412;412;394;18;45;53;3;72;27;2;78;106;8
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;007;VELIKA GORA;DRUŠTVENI DOM;VELIKA GORA 2 A;183;87;87;83;4;5;19;1;6;0;0;17;33;2
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;008;GORNJE PSARJEVO;DRUŠTVENI DOM;GORNJE PSARJEVO 16;299;105;105;105;0;8;18;1;10;2;1;20;45;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;009;DONJE PSARJEVO;DRUŠTVENI DOM;DONJE PSARJEVO 12 B;237;99;99;96;3;7;19;0;8;1;1;24;35;1
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;010;BLAŽEVDOL;DRUŠTVENI DOM;ULICA FUČKANI 12, BLAŽEVDOL;340;157;157;147;10;10;23;0;14;5;0;37;55;3
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;011;SELNICA PSARJEVAČKA;DRUŠTVENI DOM;SELNICA PSARJEVAČKA 10;200;83;83;78;5;10;7;0;22;1;1;12;24;1
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;012;CURKOVEC;DRUŠTVENI DOM;CURKOVEC 12;68;26;26;26;0;5;1;0;7;0;0;4;9;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;013;DONJA ZELINA;DRUŠTVENI DOM;DONJOZELINSKA 52, DONJA ZELINA;746;247;247;238;9;20;17;5;43;13;3;47;87;3
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;014;BLAŠKOVEC;DRUŠTVENI DOM;BLAŠKOVEČKA 75, BLAŠKOVEC;486;177;177;171;6;27;4;1;29;4;1;20;81;4
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;015;NESPEŠ;URED MJESNOG ODBORA;NESPEŠ  5;299;121;121;118;3;7;7;0;11;2;0;13;78;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;016;BUNJAK;DRUŠTVENI DOM;BUNJAK 23;125;50;50;46;4;4;0;0;3;0;0;11;26;2
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;017;GORNJA DRENOVA;DRUŠTVENI DOM;GORNJA DRENOVA 40/B;274;152;152;150;2;12;11;0;6;2;0;15;104;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;018;DONJA DRENOVA;DRUŠTVENI DOM;DONJA DRENOVA 50;291;110;110;107;3;16;4;0;14;0;1;5;63;4
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;019;HRNJANEC;DRUŠTVENI DOM;NOVOSELI 15, HRNJANEC;382;130;130;127;3;9;4;0;15;3;1;20;73;2
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;020;SVETA HELENA;DRUŠTVENI DOM;SV. HELENA 54/A;472;183;183;174;9;16;32;1;18;11;1;38;55;2
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;021;BANJE SELO;DRUŠTVENI DOM;BANJE SELO 48;117;35;35;34;1;6;0;0;4;1;0;3;20;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;022;LAKTEC;DRUŠTVENI DOM;LAKTEC 10;136;75;75;75;0;5;11;0;9;1;1;29;19;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;023;GORIČANEC;DRUŠTVENI DOM;GORIČANEC 1 B;146;47;47;46;1;2;3;0;6;0;0;12;21;2
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;024;KRIŽEVČEC;DRUŠTVENI DOM;KRIŽEVČEC  1 B;74;23;23;23;0;3;0;0;1;0;0;2;16;1
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;025;MAJKOVEC;DRUŠTVENI DOM;ULICA SVETOG TROJSTVA 50, MAJKOVEC;160;59;59;58;1;2;6;0;3;9;3;12;23;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;026;PAUKOVEC;DRUŠTVENI DOM;PAUKOVEČKA 17, PAUKOVEC;302;107;106;102;4;5;19;0;13;2;0;21;41;1
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;027;BUKEVJE;DRUŠTVENI DOM;BUKEVJE 15 A;83;42;42;42;0;7;0;1;3;2;0;2;26;1
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;028;BUKOVEC ZELINSKI;DRUŠTVENI DOM;BUKOVEC ZELINSKI 66 N;331;110;110;107;3;9;12;0;14;1;0;10;60;1
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;029;SUHODOL ZELINSKI;KUĆA ŠKRLEC IVICE;SUHODOL ZELINSKI 8;105;42;42;39;3;3;3;0;2;1;0;2;27;1
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;030;GORIČICA;ZGRADA ŽUPANIJSKIH CESTA ZAGREBAČKE ŽUPANIJE D.O.O.;ZAGREBAČKA 44A, GORIČICA;357;105;105;103;2;17;11;0;19;9;1;18;28;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;031;KALINJE;DRUŠTVENI DOM;KALINJE 13 A;224;104;104;98;6;0;14;0;18;0;2;18;43;3
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;032;PRETOKI;DRUŠTVENI DOM;PRETOKI 22;434;200;200;194;6;9;34;0;19;5;1;70;55;1
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;033;DONJE OREŠJE;DRUŠTVENI DOM;BISTRIČKA 79, DONJE OREŠJE;399;201;201;194;7;18;28;1;34;3;1;47;58;4
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;034;GORNJE OREŠJE;DRUŠTVENI DOM;GORNJE OREŠJE 78 A;204;85;85;83;2;1;8;0;24;1;1;25;21;2
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;035;HRASTJE;DRUŠTVENI DOM;HRASTJE 52;288;138;138;134;4;6;19;0;32;0;2;32;39;4
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;036;ŽITOMIR;DRUŠTVENI DOM;ŽITOMIR 16 D;135;52;52;52;0;2;9;0;2;0;0;12;27;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;037;PREPOLNO;PODRUČNA ŠKOLA;PREPOLNO 3;44;22;22;21;1;1;1;0;11;0;0;4;4;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;038;ZADRKOVEC;DRUŠTVENI DOM;ZADRKOVEC 25 D;254;100;100;98;2;9;11;0;15;4;1;18;40;0
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;039;KOMIN;PODRUČNA ŠKOLA;KOMIN 36;299;118;118;113;5;4;8;1;20;4;2;23;49;2
