Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;ANA BOLŠEC;STJEPAN KOŽIĆ;DOMAGOJ LOVRIĆ;MIHAEL ZMAJLOVIĆ
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;031;MALI LIPOVEC - VELIKI LIPOVEC;DRUŠTVENI DOM MALI LIPOVEC;MALI LIPOVEC 44;98;63;63;55;8;5;15;8;27
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;032;MALI LIPOVEC - VELIKI LIPOVEC;VATROGASNI DOM VELIKI LIPOVEC;VELIKI LIPOVEC;80;41;41;41;0;8;10;3;20
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;033;MALI LIPOVEC - VELIKI LIPOVEC;KUĆA MARIJANA LUKŠIĆA;ŠIPAČKI BREG, ŠIPAČKI BREG 2/1;33;20;20;15;5;0;10;0;5
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;034;MALI LIPOVEC - VELIKI LIPOVEC;KUĆA JURAJA JAGODIĆA;DRAGONOŠ 16;17;12;12;12;0;0;9;0;3
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;035;MANJA VAS, KOTARI, BUKOVJE PODVRŠKO, PREKRIŽJE PLEŠIVIČKO;OSNOVNA ŠKOLA U MANJOJ VASI;MANJA VAS;170;108;108;107;1;8;37;9;53
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;036;MEDSAVE;DRUŠTVENI DOM U MEDSAVAMA;MEDSAVE;183;90;90;85;5;4;28;11;42
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;037;MOLVICE;PROSTORIJE MJESNOG ODBORA MOLVICE;ŠKOLSKA 6;587;315;315;308;7;99;74;11;124
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;038;NORŠIĆ SELO;OSNOVNA ŠKOLA U NORŠIĆ SELU;NORŠIĆ SELO;89;38;38;38;0;3;24;2;9
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;039;OTRUŠEVEC;DRUŠTVENI DOM OTRUŠEVEC;OTRUŠEVEC;259;86;86;84;2;18;24;2;40
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;040;PAVUČNJAK;VATROGASNI DOM PAVUČNJAK;PAVUČNJAK;461;198;198;189;9;28;51;7;103
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;041;PETKOV BREG;DRUŠTVENI  DOM PETKOV BREG;PETKOV BREG;226;90;90;90;0;17;35;5;33
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;042;PODGRAĐE PODOKIĆKO;KUĆA STJEPANA BAŠIĆA;PODGRAĐE PODOKIĆKO 42;127;75;75;68;7;12;28;6;22
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;043;PODVRH;VATROGASNI DOM PODVRH;PODVRH;655;317;317;308;9;98;74;17;119
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;044;RAKOV POTOK;DRUŠTVENI DOM RAKOV POTOK;RAKOV POTOK,KARLOVAČKA 118;933;414;413;405;8;75;115;24;191
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;045;RUDE;OSNOVNA ŠKOLA U  RUDAMA;RUDE 93;520;232;232;216;16;31;74;11;100
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;046;RUDE;OSNOVNA ŠKOLA U RUDAMA;RUDE 93;441;205;205;203;2;33;83;14;73
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;047;CENTAR -  SAMOBOR;PROSTORIJE  MALE DVORANE HRVATSKOG DOMA;SAMOBOR, TRG MATICE HRVATSKE 6;1698;778;778;746;32;158;170;49;369
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;048;CVJETNO NASELJE-PERIVOJ-SAMOBOR;PROSTORIJE TRGOVAČKOG DRUŠTVA SAMOBORSKI PERIVOJ D.O.O.;SAMOBOR, ULICA ARHITEKTE  EDE ŠENA 4;1671;711;707;680;27;193;166;47;274
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;049;GIZNIK-ANINDOL-SAMOBOR;PROSTORIJE TRGOVAČKOG DRUŠTVA HVAT  D.O.O.;SAMOBOR, MILANA LANGA 29;1477;716;713;682;31;176;159;32;315
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;050;GIZNIK-ANINDOL-SAMOBOR;PROSTORIJE CENTRA ZA MLADE - BUNKER;SAMOBOR, SAVKE DABČEVIĆ KUČAR 8;1007;505;505;494;11;141;88;33;232
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;051;GORNJI KRAJ-HAMOR-SAMOBOR;PROSTORIJE TRGOVAČKOG DRUŠTVA DR.ŠKOBIĆ;SAMOBOR,GORNJI KRAJ 11;765;362;362;356;6;106;85;18;147
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;052;JUŽNO NASELJE - SAMOBOR;OSNOVNA ŠKOLA BOGUMIL TONI;SAMOBOR, PERKOVČEVA 90;1711;770;770;738;32;174;147;45;372
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;053;JUŽNO NASELJE - SAMOBOR;OSNOVNA ŠKOLA BOGUMIL TONI;ULICA IVANA PERKOVCA 90;1085;479;479;447;32;115;88;31;213
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;054;KOLODVORSKO NASELJE-SAJMIŠTE-SAMOBOR;PROSTORIJE T.D.CHROMOS D.D.-ZGRADA UPRAVE;SAMOBOR, ZAGREBAČKA 30, ULAZ IZ ULICE GRADA WIRGESA;797;345;345;329;16;89;85;22;133
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;055;KOLODVORSKO NASELJE-SAJMIŠTE-SAMOBOR;PROSTORIJE TRGOVAČKOG DRUŠTVA KOMUNALAC D.O.O.;SAMOBOR, HRASTINSKA CESTA BB(SAJMIŠTE);1052;463;463;447;16;129;119;34;165
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;056;PODLOŽNICE - SAMOBOR;PROSTORIJE DJEČJEG VRTIĆA GRIGOR VITEZ;SAMOBOR, IVICE SUDNIKA 11;1188;586;586;570;16;185;104;31;250
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;057;PODLOŽNICE - SAMOBOR;PROSTORIJE AUTOŠKOLE MANDIĆ I MEGASTART;SAMOBOR, ULICA IVANA GUNDULIĆA 2 A;980;471;471;455;16;143;103;22;187
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;058;SVETA HELENA - SAMOBOR;PROSTORIJE SREDNJIH ŠKOLA U SAMOBORU (MALA KONGRESNA DVORANA);SAMOBOR, HEBRANGOVA 26;1443;657;656;635;21;194;133;41;267
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;059;SAMOBORSKI OTOK;DRUŠTVENI DOM SAMOBORSKI OTOK;SAMOBORSKI OTOK, TRG SVETOG NIKOLE 3;498;215;215;208;7;36;88;10;74
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;060;SLANI DOL;ZGRADA PARKA PRIRODE ŽUMBERAK (PROSTORIJA MJESNOG ODBORA);SLANI DOL 1;167;78;78;75;3;14;34;1;26
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;061;SLANI DOL;KUĆA ANĐELE PRIŠLIN;VRATNIK SAMOBORSKI, VRATNIK 19;79;41;41;40;1;4;18;0;18
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;062;SLANI DOL;KUĆA KREŠE BIŠĆANA;DRAGANJE SELO 38;68;43;43;40;3;7;10;1;22
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;063;SAVRŠČAK;DRUŠTVENI DOM U SAVRŠČAKU;SAVRŠĆAK;184;54;54;52;2;6;17;8;21
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;064;SMEROVIŠĆE;OSNOVNA ŠKOLA U SMEROVIŠĆU;SMEROVIŠĆE;215;99;99;95;4;13;20;5;57
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;065;SVETI MARTIN;OSNOVNA ŠKOLA U SVETOM MARTINU POD OKIĆEM;SV. MARTIN POD OKIĆEM;292;141;141;136;5;17;51;8;60
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;066;STOJDRAGA;ŠKOLA U NOVOM SELU ŽUMBERAČKOM;NOVO SELO ŽUMBERAČKO;20;7;7;7;0;1;3;0;3
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;067;STOJDRAGA;KUĆA LJERKE ŽIVODER, POKLEK;POKLEK 24;43;14;14;13;1;1;10;0;2
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;068;STOJDRAGA;PROSTORIJE MJESNOG ODBORA STOJDRAGA;STOJDRAGA 27;59;25;25;25;0;7;4;1;13
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;069;VELIKA RAKOVICA;OSNOVNA ŠKOLA U MIRNOVCU;MIRNOVEC;500;243;243;233;10;49;72;26;86
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;070;VRBOVEC SAMOBORSKI;VATROGASNI DOM;VRBOVEC SAMOBORSKI 79;230;127;127;126;1;24;41;17;44
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;071;VRHOVČAK SAMOBORSKI;DRUŠTVENI DOM VRHOVČAK;VRHOVČAK SAMOBORSKI;321;155;155;145;10;24;42;14;65
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;001;BESTOVJE;DRUŠTVENI DOM BESTOVJE;BESTOVJE, PRUDNJACI 1;1137;476;476;459;17;268;115;8;68
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;002;BESTOVJE;DRUŠTVENI DOM BESTOVJE;BESTOVJE,PRUDNJACI 1;895;417;415;402;13;241;68;20;73
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;003;BREZJE;DRUŠTVENI DOM BREZJE;BREZJE, F. GREDELJA 4;1322;665;665;624;41;292;172;48;112
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;004;KERESTINEC- KALINOVICA;PODRUČNA ŠKOLA KERESTINEC;KERESTINEC, MATE LOVRAKA 3;1354;650;650;631;19;323;158;37;113
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;005;KERESTINEC-KALINOVICA-ŽITARKA;PODRUČNA ŠKOLA KERESTINEC;KERESTINEC,MATE LOVRAKA 3;539;244;244;232;12;114;61;19;38
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;006;MALA GORICA-SREBRNJAK;DRUŠTVENI DOM MALA GORICA;MALA GORICA, ULICA AUGUSTA ŠENOE 34;668;317;317;307;10;149;84;27;47
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;007;SVETA NEDELJA;ZGRADA GRADSKE UPRAVE, SVETA NEDELJA;TRG ANTE STARČEVIĆA 5;1232;587;587;575;12;276;134;35;130
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;008;SVETONEDELJSKI BREG;U STAROJ KUĆI ĐURE VOJVODIĆA;SVETONEDELJSKI BREG 45;146;83;83;80;3;28;29;6;17
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;009;JAGNJIĆ DOL;BIVŠA CARITASOVA KUĆA;JAGNJIĆ DOL, JAGNJIĆ DOL 86;447;236;236;225;11;114;82;13;16
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;010;NOVAKI;DRUŠTVENI DOM NOVAKI;NOVAKI, NOVAČKA 16;1062;450;450;442;8;192;126;34;90
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;011;NOVAKI;DRUŠTVENI DOM NOVAKI;NOVAKI, NOVAČKA 16;644;308;308;299;9;133;84;30;52
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;012;OREŠJE;DRUŠTVENI DOM  OREŠJE;OREŠJE, TRG LIPA 1;947;523;523;494;29;229;137;30;98
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;013;RAKITJE;DRUŠTVENI DOM RAKITJE, RAKITJE;RAKITSKA ULICA 4;1027;436;436;417;19;201;120;23;73
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;014;RAKITJE;DRUŠTVENI DOM RAKITJE, RAKITJE;RAKITSKA ULICA 4;1152;560;560;546;14;248;140;54;104
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;015;STRMEC;PODRUČNA ŠKOLA STRMEC;STRMEC, ŠKOLSKA 13;1079;480;480;468;12;151;165;36;116
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;016;STRMEC;PODRUČNA ŠKOLA STRMEC;STRMEC, ŠKOLSKA 13;1344;660;660;635;25;225;205;36;169
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;017;STRMEC;PODRUČNA ŠKOLA STRMEC;STRMEC,ŠKOLSKA 13;1191;546;546;521;25;190;151;39;141
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;001;SVETI IVAN ZELINA I;SV. IVAN ZELINA;TRG A. STARČEVIĆA 1;1021;474;473;456;17;54;232;23;147
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;002;SV. IVAN ZELINA II;SV. IVAN ZELINA;TRG A. STARČEVIĆA 12;790;347;346;334;12;52;162;20;100
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;003;SV.IVAN ZELINA III;SV.IVAN ZELINA-KUĆA ŠPINDERK MARIJE;V.NAZORA 23;610;338;337;330;7;50;168;18;94
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;004;DONJA TOPLIČICA;DRUŠTVENI DOM;DONJA TOPLIČICA 4;54;29;29;29;0;2;22;2;3
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;005;GORNJA TOPLIČICA;DRUŠTVENI DOM;GORNJA TOPLIČICA 21;154;68;68;67;1;6;37;6;18
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;006;BIŠKUPEC ZELINSKI;DRUŠTVENI DOM;ZELINGRADSKA 39, BIŠKUPEC ZELINSKI;876;412;412;398;14;40;213;43;102
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;007;VELIKA GORA;DRUŠTVENI DOM;VELIKA GORA 2 A;183;87;87;85;2;9;55;4;17
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;008;GORNJE PSARJEVO;DRUŠTVENI DOM;GORNJE PSARJEVO 16;299;105;105;104;1;9;65;3;27
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;009;DONJE PSARJEVO;DRUŠTVENI DOM;DONJE PSARJEVO 12 B;237;99;99;95;4;7;49;5;34
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;010;BLAŽEVDOL;DRUŠTVENI DOM;ULICA FUČKANI 12, BLAŽEVDOL;340;157;157;150;7;14;87;9;40
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;011;SELNICA PSARJEVAČKA;DRUŠTVENI DOM;SELNICA PSARJEVAČKA 10;200;84;84;81;3;4;46;8;23
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;012;CURKOVEC;DRUŠTVENI DOM;CURKOVEC 12;68;27;27;27;0;0;17;5;5
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;013;DONJA ZELINA;DRUŠTVENI DOM;DONJOZELINSKA 52, DONJA ZELINA;746;247;247;241;6;17;158;17;49
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;014;BLAŠKOVEC;DRUŠTVENI DOM;BLAŠKOVEČKA 75, BLAŠKOVEC;486;177;177;167;10;8;108;24;27
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;015;NESPEŠ;URED MJESNOG ODBORA;NESPEŠ  5;299;121;121;120;1;7;100;3;10
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;016;BUNJAK;DRUŠTVENI DOM;BUNJAK 23;125;50;50;45;5;3;29;1;12
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;017;GORNJA DRENOVA;DRUŠTVENI DOM;GORNJA DRENOVA 40/B;274;152;152;150;2;10;118;6;16
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;018;DONJA DRENOVA;DRUŠTVENI DOM;DONJA DRENOVA 50;291;110;110;107;3;3;91;8;5
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;019;HRNJANEC;DRUŠTVENI DOM;NOVOSELI 15, HRNJANEC;382;130;130;128;2;3;98;4;23
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;020;SVETA HELENA;DRUŠTVENI DOM;SV. HELENA 54/A;472;183;183;175;8;24;92;15;44
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;021;BANJE SELO;DRUŠTVENI DOM;BANJE SELO 48;117;35;35;34;1;1;25;5;3
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;022;LAKTEC;DRUŠTVENI DOM;LAKTEC 10;136;75;75;75;0;8;35;3;29
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;023;GORIČANEC;DRUŠTVENI DOM;GORIČANEC 1 B;146;47;47;46;1;3;31;3;9
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;024;KRIŽEVČEC;DRUŠTVENI DOM;KRIŽEVČEC  1 B;74;23;23;22;1;0;18;3;1
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;025;MAJKOVEC;DRUŠTVENI DOM;ULICA SVETOG TROJSTVA 50, MAJKOVEC;160;59;59;58;1;6;37;3;12
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;026;PAUKOVEC;DRUŠTVENI DOM;PAUKOVEČKA 17, PAUKOVEC;302;108;108;105;3;15;65;5;20
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;027;BUKEVJE;DRUŠTVENI DOM;BUKEVJE 15 A;83;42;42;42;0;1;33;6;2
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;028;BUKOVEC ZELINSKI;DRUŠTVENI DOM;BUKOVEC ZELINSKI 66 N;331;110;110;105;5;4;85;5;11
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;029;SUHODOL ZELINSKI;KUĆA ŠKRLEC IVICE;SUHODOL ZELINSKI 8;105;42;42;39;3;2;32;3;2
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;030;GORIČICA;ZGRADA ŽUPANIJSKIH CESTA ZAGREBAČKE ŽUPANIJE D.O.O.;ZAGREBAČKA 44A, GORIČICA;357;105;105;102;3;9;52;16;25
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;031;KALINJE;DRUŠTVENI DOM;KALINJE 13 A;224;104;104;100;4;11;62;1;26
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;032;PRETOKI;DRUŠTVENI DOM;PRETOKI 22;434;200;200;195;5;23;92;10;70
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;033;DONJE OREŠJE;DRUŠTVENI DOM;BISTRIČKA 79, DONJE OREŠJE;399;201;201;195;6;23;105;9;58
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;034;GORNJE OREŠJE;DRUŠTVENI DOM;GORNJE OREŠJE 78 A;204;85;85;84;1;9;54;0;21
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;035;HRASTJE;DRUŠTVENI DOM;HRASTJE 52;288;138;138;134;4;16;77;3;38
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;036;ŽITOMIR;DRUŠTVENI DOM;ŽITOMIR 16 D;135;52;52;51;1;7;35;0;9
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;037;PREPOLNO;PODRUČNA ŠKOLA;PREPOLNO 3;44;22;22;21;1;1;12;3;5
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;038;ZADRKOVEC;DRUŠTVENI DOM;ZADRKOVEC 25 D;254;100;100;99;1;6;70;5;18
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;039;KOMIN;PODRUČNA ŠKOLA;KOMIN 36;299;118;118;113;5;8;73;6;26
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;040;TOMAŠEVEC;DRUŠTVENI DOM;TOMAŠEVEC 28 D;157;73;73;72;1;10;50;3;9
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;041;RADOIŠĆE;DRUŠTVENI DOM;RADOIŠĆE 97B;207;82;82;79;3;7;60;5;7
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;042;ZRINŠĆINA;DRUŠTVENI DOM;ZRINŠĆINA 30 A;112;34;34;34;0;5;20;2;7
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;043;SALNIK;DRUŠTVENI DOM;SALNIK 31;137;49;49;49;0;5;35;2;7
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;044;MARINOVEC ZELINSKI;DRUŠTVENI DOM;MARINOVEC ZELINSKI 27;107;48;48;48;0;9;28;1;10
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;045;ŠULINEC;DRUŠTVENI DOM;ŠULINEC 26 A;207;96;96;95;1;6;55;5;29
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;046;KREČAVES;DRUŠTVENI DOM;KREČAVES 53;195;93;93;93;0;12;56;4;21
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;047;NOVO MJESTO;DRUŠTVENI DOM;NOVO MJESTO 44;109;50;50;50;0;6;26;5;13
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;048;POLONJE I;DRUŠTVENI DOM;POLONJE 8 A;185;72;72;71;1;4;60;1;6
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;049;POLONJE II;DRUŠTVENI DOM;POLONJE TOMAŠEVEČKO 105 A;143;77;77;75;2;8;57;3;7
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;050;KELEMINOVEC;DRUŠTVENI DOM;KELEMINOVEC 22;93;43;43;42;1;4;30;0;8
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;001;BRAĆA RADIĆ;DOM KULTURE GALŽENICA - PRIZEMLJE;VEL.GORICA, TRG S.RADIĆA 5;1093;461;460;430;30;43;196;90;101
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;002;BRAĆA RADIĆ;DOM KULTURE GALŽENICA-KINO DVORANA;VEL.GORICA, TRG S. RADIĆA 5;786;284;284;265;19;26;93;54;92
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;003;BRAĆA RADIĆ;DJEČJI VRTIĆ CICIBAN;VEL.GORICA, S. KOLARA 39;856;376;376;350;26;27;136;72;115
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;004;BRAĆA RADIĆ;DJEČJI VRTIĆ CICIBAN;VEL.GORICA, V. VIDRIĆA 2;1129;459;456;427;29;39;144;83;161
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;005;HRVATSKI VELIKANI;CVJETNO NASELJE - SKLONIŠTE;VEL.GORICA, CVJETNO NASELJE 18 A;1447;609;608;582;26;46;196;121;219
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;006;HRVATSKI VELIKANI;GIMNAZIJA VELIKA GORICA;VEL.GORICA, KRALJA TOMAŠEVIĆA 21;1319;591;582;517;65;45;225;60;187
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;007;HRVATSKI VELIKANI;GIMNAZIJA VELIKA GORICA;VELIKA GORICA, KRALJA TOMAŠEVIĆA 21;506;233;233;222;11;22;72;68;60
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;008;MILJENKO GRANIĆ;PROSTORIJE GRADSKE ČETVRTI;VELIKA GORICA, VINKOVAČKA 2;1548;691;691;656;35;65;219;136;236
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;009;MILJENKO GRANIĆ;"OSNOVNA ŠKOLA ""EUGEN KUMIČIĆ""";VEL.GORICA, J. PUCEKOVIĆA 4;1476;543;543;519;24;49;174;111;185
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;010;MILJENKO GRANIĆ;"OSNOVNA ŠKOLA ""EUGEN KUMIČIĆ""";VELIKA GORICA, J. PUCEKOVIĆA 4;771;299;299;284;15;30;81;54;119
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;011;MILJENKO GRANIĆ;"OSNOVNA ŠKOLA ""EUGEN KUMIČIĆ""";VELIKA GORICA, J. PUCEKOVIĆA 4;1659;504;504;484;20;41;190;105;148
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;012;MILJENKO GRANIĆ;"OSNOVNA ŠKOLA ""NIKOLA HRIBAR""";VELIKA GORICA, R. BOŠKOVIĆA 13;1366;603;603;571;32;57;248;102;164
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;013;MILJENKO GRANIĆ;"OSNOVNA ŠKOLA ""NIKOLA HRIBAR""";VELIKA GORICA, R. BOŠKOVIĆA 13;1443;604;604;567;37;78;243;106;140
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;014;STARI GRAD;"OSNOVNA ŠKOLA ""JURJA HABDELIĆA""";VELIKA GORICA, ŠKOLSKA ULICA 1;1449;735;735;691;44;49;324;138;180
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;015;STARI GRAD;VATROGASNI DOM;VELIKA GORICA, ZAGREBAČKA 3;1713;714;714;678;36;38;251;183;206
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;016;VLADIMIR NAZOR;"OSNOVNA ŠKOLA ""EUGEN KUMIČIĆ""";VELIKA GORICA, J. PUCEKOVIĆA 4;1211;459;459;425;34;41;173;63;148
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;017;VLADIMIR NAZOR;ELEKTRA;VELIKA GORICA, S. KOLARA 17;551;205;205;192;13;18;66;42;66
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;018;VLADIMIR NAZOR;"OSNOVNA ŠKOLA ""EUGEN KUMIČIĆ""";VELIKA GORICA, J. PUCEKOVIĆA 4;756;286;286;276;10;29;91;46;110
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;019;VLADIMIR NAZOR;PROSTORIJE GRADSKE ČETVRTI;VELIKA GORICA, M. SLATINSKOG 4;966;388;388;369;19;22;143;58;146
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;020;KURILOVEC;VATROGASNI DOM;VELIKA GORICA, HORVATOVA 57;1426;596;594;561;33;45;254;103;159
