Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DAVOR FILIPOVIĆ;JOŠKO KLISOVIĆ;ANKA MRAK-TARITAŠ;DAVOR NAĐI;JELENA PAVIČIĆ VUKIČEVIĆ;VESNA ŠKARE OŽBOLT;MIROSLAV ŠKORO;ŽELJKO TOKIĆ;TOMISLAV TOMAŠEVIĆ;ZVONIMIR TROSKOT
21;GRAD ZAGREB;grad;GRAD ZAGREB;124;BORONGAJ-LUGOVI;DJEČJI VRTIĆ CVRČAK - PODRUČNI OBJEKT;VUKOMEREC 43;830;400;400;394;6;24;37;4;8;52;27;37;0;181;24
21;GRAD ZAGREB;grad;GRAD ZAGREB;125;BRUNO BUŠIĆ;OŠ DOBRIŠE CESARIĆA;ULICA KSAVERA ŠANDORA GJALSKOG 29;1311;595;595;582;13;72;59;1;7;63;24;59;1;270;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;126;BRUNO BUŠIĆ;OŠ DOBRIŠE CESARIĆA;ULICA KSAVERA ŠANDORA GJALSKOG 29;1345;647;647;639;8;38;67;4;11;63;45;74;0;317;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;127;BRUNO BUŠIĆ;OŠ DOBRIŠE CESARIĆA;ULICA KSAVERA ŠANDORA GJALSKOG 29;1376;671;671;666;5;38;72;7;15;55;44;57;0;356;22
21;GRAD ZAGREB;grad;GRAD ZAGREB;128;DONJE SVETICE;OŠ FRANA KRSTE FRANKOPANA;IVANIĆGRADSKA ULICA 24;1188;484;476;462;14;39;48;11;7;63;26;47;3;207;11
21;GRAD ZAGREB;grad;GRAD ZAGREB;129;DONJE SVETICE;OŠ FRANA KRSTE FRANKOPANA;IVANIĆGRADSKA ULICA 24;1245;555;553;540;13;62;39;6;11;65;28;55;3;254;17
21;GRAD ZAGREB;grad;GRAD ZAGREB;130;FERENŠČICA;OŠ AUGUSTA CESARCA;FERENŠČICA II. 9A;1272;528;527;514;13;57;50;3;7;50;28;65;2;237;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;131;FERENŠČICA;OŠ AUGUSTA CESARCA;FERENŠČICA II. 9A;1335;566;566;555;11;44;50;4;10;56;39;64;1;267;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;132;FERENŠČICA;OŠ AUGUSTA CESARCA;FERENŠČICA II. 9A;1282;558;558;541;17;66;47;4;15;44;29;61;5;250;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;133;FERENŠČICA;OŠ AUGUSTA CESARCA;FERENŠČICA II. 9A;1274;474;474;462;12;33;54;3;7;65;24;46;2;212;16
21;GRAD ZAGREB;grad;GRAD ZAGREB;134;FOLNEGOVIĆEVO NASELJE;OŠ LOVRE PL.MATAČIĆA;ULICA JOZE LAURENČIĆA 1;1375;624;624;610;14;42;54;7;18;58;25;72;4;315;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;135;FOLNEGOVIĆEVO NASELJE;OŠ LOVRE PL.MATAČIĆA;ULICA JOZE LAURENČIĆA 1;1370;648;646;634;12;55;57;10;10;79;19;64;2;331;7
21;GRAD ZAGREB;grad;GRAD ZAGREB;136;JANKO MATKO;PROSTORIJE MJESNOG ODBORA;ULICA FRANJE HORVATA KIŠA 12;1144;529;529;521;8;40;29;5;12;57;17;58;1;288;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;137;IVANJA REKA;PROSTORIJE MJESNOG ODBORA;MAROFSKA ULICA 1A;1557;689;689;678;11;123;62;6;3;123;36;104;3;202;16
21;GRAD ZAGREB;grad;GRAD ZAGREB;138;KOZARI BOK;DOM ZDRAVLJA ZAGREB - ISTOK;KOZARI BOK IX. ODVOJAK 11;605;245;245;233;12;41;9;2;6;48;6;36;1;78;6
21;GRAD ZAGREB;grad;GRAD ZAGREB;139;KOZARI BOK;PROSTORIJE MJESNOG ODBORA;KOZARI BOK IX. ODVOJAK 11;903;343;343;339;4;49;26;3;7;78;13;43;2;106;12
21;GRAD ZAGREB;grad;GRAD ZAGREB;140;KOZARI PUTEVI;OŠ DR. VINKA ŽGANCA;ULICA NEDE KRMPOTIĆ 7;1130;358;358;354;4;56;18;0;1;123;16;45;0;78;17
21;GRAD ZAGREB;grad;GRAD ZAGREB;141;KOZARI PUTEVI;OŠ DR. VINKA ŽGANCA;ULICA NEDE KRMPOTIĆ 7;1156;358;358;347;11;30;18;1;2;125;15;58;1;89;8
21;GRAD ZAGREB;grad;GRAD ZAGREB;142;KOZARI PUTEVI;OŠ DR. VINKA ŽGANCA;ULICA NEDE KRMPOTIĆ 7;1123;402;402;392;10;81;18;2;8;124;11;65;0;74;9
21;GRAD ZAGREB;grad;GRAD ZAGREB;143;KOZARI PUTEVI;OŠ DR. VINKA ŽGANCA;ULICA NEDE KRMPOTIĆ 7;1164;323;323;320;3;24;19;0;4;191;14;19;2;38;9
21;GRAD ZAGREB;grad;GRAD ZAGREB;144;KOZARI PUTEVI;OŠ DR. VINKA ŽGANCA;ULICA NEDE KRMPOTIĆ 7;1184;357;357;341;16;68;15;5;3;163;9;31;2;39;6
21;GRAD ZAGREB;grad;GRAD ZAGREB;145;PEŠČENICA;PROSTORIJE MJESNOG ODBORA-DVORANA A;ULICA PETRA PETROVIĆA NJEGOŠA 10;1268;649;649;639;10;41;69;4;6;76;26;54;4;338;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;146;PEŠČENICA;PROSTORIJE MJESNOG ODBORA-DVORANA B;ULICA PETRA PETROVIĆA NJEGOŠA 10;1299;711;711;703;8;67;69;3;16;67;35;81;1;332;32
21;GRAD ZAGREB;grad;GRAD ZAGREB;147;PEŠČENICA;ŠKOLA ZA CESTOVNI PROMET;TRG JOHNA FITZGERALDA KENNEDYJA 8;1231;617;617;612;5;46;57;6;12;63;27;45;1;329;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;148;PEŠČENICA;ŠKOLA ZA CESTOVNI PROMET;TRG JOHNA FITZGERALDA KENNEDYJA 8;1236;585;585;580;5;69;51;3;11;62;11;55;1;284;33
21;GRAD ZAGREB;grad;GRAD ZAGREB;149;PETRUŠEVEC;OŠ ŽITNJAK;I. PETRUŠEVEC 1;1190;437;437;423;14;51;21;8;6;93;29;80;1;113;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;150;PETRUŠEVEC;OŠ ŽITNJAK;I. PETRUŠEVEC 1;1198;425;425;420;5;55;21;1;3;137;22;84;2;67;28
21;GRAD ZAGREB;grad;GRAD ZAGREB;151;RESNIK;PROSTORIJE MJESNOG ODBORA;I. RESNIK 48;1320;555;555;542;13;107;46;2;11;120;34;127;4;62;29
21;GRAD ZAGREB;grad;GRAD ZAGREB;152;SAVICA ŠANCI;PROSTORIJE MJESNOG ODBORA;SAVICA I. 2;941;397;397;388;9;45;19;2;5;85;32;64;0;125;11
21;GRAD ZAGREB;grad;GRAD ZAGREB;153;SAVICA ŠANCI;OŠ BOROVJE;ULICA DAVORA ZBILJSKOG 7;1418;645;645;639;6;49;37;7;19;74;50;90;1;291;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;154;SAVICA ŠANCI;OŠ BOROVJE;ULICA DAVORA ZBILJSKOG 7;1273;589;589;580;9;69;39;3;10;71;27;78;1;274;8
21;GRAD ZAGREB;grad;GRAD ZAGREB;155;SAVICA ŠANCI;OŠ BOROVJE;ULICA DAVORA ZBILJSKOG 7;1295;617;617;611;6;61;42;7;21;59;29;88;4;283;17
21;GRAD ZAGREB;grad;GRAD ZAGREB;156;VOLOVČICA;CENTAR ZA KULTURU PEŠČENICA;IVANIĆGRADSKA ULICA 41A;1159;549;549;545;4;45;57;5;13;45;17;52;1;300;10
21;GRAD ZAGREB;grad;GRAD ZAGREB;157;VOLOVČICA;PROSTORIJE MJESNOG ODBORA;KRIŠKA ULICA 20;761;338;338;335;3;32;40;6;4;41;13;19;1;167;12
21;GRAD ZAGREB;grad;GRAD ZAGREB;158;VOLOVČICA;PODRUČNI URED PEŠČENICA;ZAPOLJSKA ULICA 1;911;394;394;386;8;37;42;5;8;30;28;28;1;200;7
21;GRAD ZAGREB;grad;GRAD ZAGREB;159;VOLOVČICA;OŠ PETRA PRERADOVIĆA;ZAPOLJSKA ULICA 32;1063;481;481;472;9;59;42;5;4;37;28;59;2;223;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;160;VOLOVČICA;OŠ PETRA PRERADOVIĆA;ZAPOLJSKA ULICA 32;1084;459;459;451;8;39;51;7;4;32;24;52;1;230;11
21;GRAD ZAGREB;grad;GRAD ZAGREB;161;VUKOMEREC;PROSTORIJE MJESNOG ODBORA;POREČKA ULICA 7A;1286;570;570;566;4;97;53;5;16;68;33;80;1;189;24
21;GRAD ZAGREB;grad;GRAD ZAGREB;162;ŽITNJAK;PROSTORIJE MJESNOG ODBORA;ŽITNJAK 61;1181;445;445;441;4;45;41;3;3;155;27;44;12;98;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;163;ŽITNJAK;PROSTORIJE MJESNOG ODBORA;ŽITNJAK 61;1171;454;454;444;10;62;39;4;2;144;22;49;2;96;24
21;GRAD ZAGREB;grad;GRAD ZAGREB;164;BUZIN;PROSTORIJE MJESNOG ODBORA;BUZINSKA CESTA 20;897;444;444;439;5;59;28;6;8;43;40;64;0;182;9
21;GRAD ZAGREB;grad;GRAD ZAGREB;165;DUGAVE;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1258;620;620;600;20;47;53;2;12;46;38;63;0;320;19
21;GRAD ZAGREB;grad;GRAD ZAGREB;166;DUGAVE;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1216;592;592;586;6;57;60;7;7;45;41;38;1;308;22
21;GRAD ZAGREB;grad;GRAD ZAGREB;167;DUGAVE;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1201;625;625;613;12;51;77;8;11;51;28;54;2;317;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;168;DUGAVE;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1221;571;571;565;6;40;68;2;7;42;41;49;2;307;7
21;GRAD ZAGREB;grad;GRAD ZAGREB;169;DUGAVE;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1217;562;562;558;4;50;44;3;9;46;23;56;2;314;11
21;GRAD ZAGREB;grad;GRAD ZAGREB;170;DUGAVE;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1215;627;626;613;13;55;62;4;13;36;31;66;1;329;16
21;GRAD ZAGREB;grad;GRAD ZAGREB;171;DUGAVE;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1238;629;629;627;2;36;59;1;17;47;25;66;1;362;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;172;HRELIĆ;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1177;613;613;605;8;54;42;6;7;80;20;50;2;326;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;173;HRELIĆ;I. OSNOVNA ŠKOLA DUGAVE;ŠKOLSKI PRILAZ 7;1104;526;525;518;7;52;37;7;11;102;27;69;2;195;16
21;GRAD ZAGREB;grad;GRAD ZAGREB;174;JAKUŠEVEC;PROSTORIJE MJESNOG ODBORA;GATA 1;1183;590;590;580;10;34;53;9;16;74;22;51;1;294;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;175;JAKUŠEVEC;PROSTORIJE MJESNOG ODBORA;GATA 1;1000;459;459;449;10;40;23;1;8;82;17;47;1;210;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;176;JAKUŠEVEC;PROSTORIJE MJESNOG ODBORA;GATA 1;1036;451;451;450;1;17;20;3;8;62;14;67;2;243;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;177;SLOBOŠTINA;OŠ OTOK;ULICA STJEPANA GRADIĆA 4;1124;600;600;588;12;36;56;2;11;42;35;57;2;333;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;178;SLOBOŠTINA;OŠ OTOK;ULICA STJEPANA GRADIĆA 4;1114;633;633;626;7;68;55;9;10;41;28;56;0;338;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;179;SLOBOŠTINA;OŠ OTOK;ULICA STJEPANA GRADIĆA 4;1118;669;669;657;12;71;66;7;18;43;22;67;1;340;22
21;GRAD ZAGREB;grad;GRAD ZAGREB;180;SLOBOŠTINA;OŠ OTOK;ULICA STJEPANA GRADIĆA 4;1074;567;567;559;8;54;62;4;11;35;9;79;2;295;8
21;GRAD ZAGREB;grad;GRAD ZAGREB;181;SOPOT;OŠ IVE ANDRIĆA;ULICA MILOVANA KOVAČEVIĆA 18;1211;537;537;529;8;66;58;4;7;32;24;62;0;267;9
21;GRAD ZAGREB;grad;GRAD ZAGREB;182;SOPOT;OŠ IVE ANDRIĆA;ULICA MILOVANA KOVAČEVIĆA 18;1184;585;584;577;7;65;62;9;9;29;33;62;2;289;17
21;GRAD ZAGREB;grad;GRAD ZAGREB;183;SOPOT;OŠ IVE ANDRIĆA;ULICA MILOVANA KOVAČEVIĆA 18;1194;550;550;544;6;49;64;6;10;45;14;52;1;292;11
21;GRAD ZAGREB;grad;GRAD ZAGREB;184;SOPOT;OŠ IVE ANDRIĆA;ULICA MILOVANA KOVAČEVIĆA 18;1195;628;628;620;8;49;69;6;14;51;28;49;1;323;30
21;GRAD ZAGREB;grad;GRAD ZAGREB;185;SOPOT;OŠ IVE ANDRIĆA;ULICA MILOVANA KOVAČEVIĆA 18;1210;635;635;623;12;52;60;10;12;36;33;52;1;352;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;186;SREDIŠĆE;OŠ SREDIŠĆE;ULICA SAVEZNE REPUBLIKE NJEMAČKE 2A;1250;695;695;690;5;65;87;6;12;36;11;68;2;385;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;187;SREDIŠĆE;OŠ SREDIŠĆE;ULICA SAVEZNE REPUBLIKE NJEMAČKE 2A;1259;648;647;636;11;47;77;8;10;61;25;65;2;319;22
21;GRAD ZAGREB;grad;GRAD ZAGREB;188;SREDIŠĆE;OŠ SREDIŠĆE;ULICA SAVEZNE REPUBLIKE NJEMAČKE 2A;1242;676;676;665;11;61;60;5;14;80;32;67;2;309;35
21;GRAD ZAGREB;grad;GRAD ZAGREB;189;TRAVNO;OŠ GUSTAVA KRKLECA;ULICA BOŽIDARA MAGOVCA 103;1171;582;582;574;8;46;52;2;9;45;18;59;0;330;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;190;TRAVNO;OŠ GUSTAVA KRKLECA;ULICA BOŽIDARA MAGOVCA 103;1132;525;524;514;10;46;44;9;3;46;20;58;1;282;5
21;GRAD ZAGREB;grad;GRAD ZAGREB;191;TRAVNO;OŠ GUSTAVA KRKLECA;ULICA BOŽIDARA MAGOVCA 103;1161;544;537;531;6;39;43;6;10;45;24;54;2;298;10
21;GRAD ZAGREB;grad;GRAD ZAGREB;192;TRAVNO;OŠ GUSTAVA KRKLECA;ULICA BOŽIDARA MAGOVCA 103;1173;588;588;582;6;46;62;6;7;33;24;57;0;336;11
21;GRAD ZAGREB;grad;GRAD ZAGREB;193;TRAVNO;OŠ GUSTAVA KRKLECA;ULICA BOŽIDARA MAGOVCA 103;1168;561;561;553;8;58;48;4;6;29;30;47;5;308;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;194;TRAVNO;OŠ GUSTAVA KRKLECA;ULICA BOŽIDARA MAGOVCA 103;1177;574;574;569;5;49;52;4;8;57;17;55;2;318;7
21;GRAD ZAGREB;grad;GRAD ZAGREB;195;TRAVNO;OŠ GUSTAVA KRKLECA;ULICA BOŽIDARA MAGOVCA 103;1121;549;549;544;5;33;53;5;3;37;23;61;4;312;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;196;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;1240;557;557;543;14;60;57;8;12;49;22;51;2;268;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;197;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;1236;569;569;557;12;65;63;7;5;39;31;55;2;278;12
21;GRAD ZAGREB;grad;GRAD ZAGREB;198;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;1300;627;627;621;6;63;51;5;8;40;31;50;4;354;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;199;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;1244;554;554;543;11;39;55;6;8;30;24;58;2;312;9
21;GRAD ZAGREB;grad;GRAD ZAGREB;200;UTRINE;OŠ MLADOST;KARAMANOV PRILAZ 3;1240;596;596;578;18;59;54;6;11;55;23;54;0;298;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;201;VELIKO POLJE;PROSTORIJE MJESNOG ODBORA;VELIKOPOLJSKA ULICA 9G;935;465;465;459;6;78;20;0;10;72;28;66;2;157;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;202;VELIKO POLJE;PROSTORIJE MJESNOG ODBORA;VELIKOPOLJSKA ULICA 9G;878;448;448;444;4;49;33;4;11;71;16;72;0;161;27
21;GRAD ZAGREB;grad;GRAD ZAGREB;203;ZAPRUĐE;OŠ ZAPRUĐE;MEŠTROVIĆEV TRG 8A;1275;616;616;608;8;46;57;7;11;46;36;53;1;345;6
21;GRAD ZAGREB;grad;GRAD ZAGREB;204;ZAPRUĐE;OŠ ZAPRUĐE;MEŠTROVIĆEV TRG 8A;1262;648;648;641;7;62;72;8;5;54;38;60;2;324;16
21;GRAD ZAGREB;grad;GRAD ZAGREB;205;ZAPRUĐE;OŠ ZAPRUĐE;MEŠTROVIĆEV TRG 8A;1293;620;620;608;12;57;64;3;11;38;47;51;0;327;10
21;GRAD ZAGREB;grad;GRAD ZAGREB;206;ZAPRUĐE;OŠ ZAPRUĐE;MEŠTROVIĆEV TRG 8A;1269;570;570;553;17;50;47;8;10;38;27;51;4;303;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;207;BLATO;PROSTORIJE MJESNOG ODBORA;KARLOVAČKA CESTA 195B;1237;580;580;574;6;84;48;5;13;73;46;85;0;208;12
21;GRAD ZAGREB;grad;GRAD ZAGREB;208;BLATO;PROSTORIJE MJESNOG ODBORA;KARLOVAČKA CESTA 195B;1299;554;554;550;4;87;36;3;4;45;26;82;4;240;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;209;BOTINEC;OŠ BRAĆE RADIĆA;ULICA ŠENOINE BRANKE 22;1272;551;551;530;21;48;46;6;12;67;36;86;2;200;27
21;GRAD ZAGREB;grad;GRAD ZAGREB;210;BOTINEC;OŠ BRAĆE RADIĆA;ULICA ŠENOINE BRANKE 22;1272;598;598;590;8;65;43;7;5;58;28;118;2;238;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;211;BOTINEC;OŠ BRAĆE RADIĆA;ULICA ŠENOINE BRANKE 22;1268;578;578;560;18;67;39;5;11;88;32;83;2;202;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;212;ČEHI;PROSTORIJE MJESNOG ODBORA;ULICA SLAVKA ČORA 37;735;409;409;399;10;50;24;4;12;113;29;54;0;103;10
21;GRAD ZAGREB;grad;GRAD ZAGREB;213;HRAŠĆE;PROSTORIJE MJESNOG ODBORA;TRG JURJA MULIHA 11;1040;540;540;532;8;84;50;2;4;83;33;92;1;165;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;214;HRVATSKI LESKOVAC;PROSTORIJE MJESNOG ODBORA;TRG HRVATSKIH BRANITELJA DOMOVINSKOG RATA 2;1019;422;422;418;4;52;20;3;5;83;41;80;3;127;4
21;GRAD ZAGREB;grad;GRAD ZAGREB;215;HRVATSKI LESKOVAC;PROSTORIJE MJESNOG ODBORA;TRG HRVATSKIH BRANITELJA DOMOVINSKOG RATA 2;1124;506;505;496;9;54;31;4;16;77;41;120;0;141;12
21;GRAD ZAGREB;grad;GRAD ZAGREB;216;JEŽDOVEC;OŠ LUČKO - PODRUČNA ŠKOLA JEŽDOVEC;JEŽDOVEČKA ULICA 34;882;287;287;284;3;36;14;0;13;94;14;41;0;59;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;217;JEŽDOVEC;OŠ LUČKO - PODRUČNA ŠKOLA JEŽDOVEC;JEŽDOVEČKA ULICA 34;832;332;332;328;4;38;16;1;21;58;19;51;0;116;8
21;GRAD ZAGREB;grad;GRAD ZAGREB;218;KAJZERICA;OŠ KAJZERICA;ULICA ŽARKA DOLINARA 9;1369;681;681;673;8;52;39;3;18;67;22;52;4;370;46
21;GRAD ZAGREB;grad;GRAD ZAGREB;219;KAJZERICA;OŠ KAJZERICA;ULICA ŽARKA DOLINARA 9;1406;699;692;690;2;73;50;5;16;68;27;47;2;347;55
21;GRAD ZAGREB;grad;GRAD ZAGREB;220;KAJZERICA;OŠ KAJZERICA;ULICA ŽARKA DOLINARA 9;1422;674;674;666;8;58;43;10;25;62;42;74;2;320;30
21;GRAD ZAGREB;grad;GRAD ZAGREB;221;LANIŠTE;OŠ SAVSKI GAJ;REMETINEČKA CESTA 64A;1034;465;465;458;7;46;14;2;14;52;29;90;0;187;24
21;GRAD ZAGREB;grad;GRAD ZAGREB;222;LANIŠTE;OŠ SAVSKI GAJ;REMETINEČKA CESTA 64A;1048;443;443;435;8;58;33;2;13;48;18;58;1;185;19
21;GRAD ZAGREB;grad;GRAD ZAGREB;223;LANIŠTE;OŠ SAVSKI GAJ;REMETINEČKA CESTA 64A;1019;413;413;407;6;57;28;1;4;36;25;76;2;142;36
21;GRAD ZAGREB;grad;GRAD ZAGREB;224;LUČKO;OŠ LUČKO;PUŠKARIĆEVA ULICA 102;1063;441;441;437;4;48;40;4;6;66;27;89;1;147;9
21;GRAD ZAGREB;grad;GRAD ZAGREB;225;LUČKO;OŠ LUČKO;PUŠKARIĆEVA ULICA 102;1062;496;496;485;11;65;25;1;5;64;33;56;3;206;27
21;GRAD ZAGREB;grad;GRAD ZAGREB;226;LUČKO;OŠ LUČKO;PUŠKARIĆEVA ULICA 102;1060;425;425;412;13;42;24;0;10;92;31;70;0;122;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;227;MALA MLAKA;"DJEČJI VRTIĆ BOTINEC - PODRUČNI OBJEKT ""MALA MLAKA""";MALOMLAČKA ULICA 83;534;273;273;268;5;45;30;2;4;36;16;61;3;63;8
21;GRAD ZAGREB;grad;GRAD ZAGREB;228;ODRA;OŠ ODRA;ĐAČKA ULICA 5;934;456;456;455;1;72;42;3;4;77;25;65;1;148;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;229;ODRA;OŠ ODRA;ĐAČKA ULICA 5;950;485;485;480;5;62;17;5;10;53;21;67;2;218;25
21;GRAD ZAGREB;grad;GRAD ZAGREB;230;REMETINEC;CENTAR ZA KULTURU NOVI ZAGREB;TRG NARODNE ZAŠTITE 2;1506;628;628;623;5;52;59;3;18;69;37;62;0;308;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;231;REMETINEC;CENTAR ZA KULTURU NOVI ZAGREB;TRG NARODNE ZAŠTITE 2;1521;679;679;674;5;57;54;6;23;57;25;99;2;321;30
21;GRAD ZAGREB;grad;GRAD ZAGREB;232;REMETINEC;CENTAR ZA KULTURU NOVI ZAGREB;TRG NARODNE ZAŠTITE 2;1462;627;625;619;6;48;57;9;12;65;46;63;2;294;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;233;SAVSKI GAJ;DJEČJI VRTIĆ REMETINEC;NEHRUOV TRG 34A;1288;536;536;525;11;52;45;3;12;61;24;68;0;238;22
21;GRAD ZAGREB;grad;GRAD ZAGREB;234;SAVSKI GAJ;DJEČJI VRTIĆ REMETINEC;NEHRUOV TRG 34A;1145;536;536;530;6;39;48;4;11;42;23;52;3;290;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;235;SAVSKI GAJ;PROSTORIJE MJESNOG ODBORA;REMETINEČKA CESTA 79;1205;599;598;589;9;73;54;2;19;54;30;76;0;257;24
21;GRAD ZAGREB;grad;GRAD ZAGREB;236;SAVSKI GAJ;PROSTORIJE MJESNOG ODBORA;REMETINEČKA CESTA 79;1032;398;398;391;7;37;16;2;10;44;20;45;4;194;19
21;GRAD ZAGREB;grad;GRAD ZAGREB;237;SIGET;OŠ V.HOLJEVCA;SIGET 23;1258;578;578;573;5;44;50;4;10;47;23;54;2;329;10
21;GRAD ZAGREB;grad;GRAD ZAGREB;238;SIGET;OŠ V.HOLJEVCA;SIGET 23;1252;625;624;621;3;40;60;7;6;38;22;68;2;361;17
21;GRAD ZAGREB;grad;GRAD ZAGREB;239;SIGET;OŠ V.HOLJEVCA;SIGET 23;1263;634;634;623;11;56;64;5;16;28;23;66;2;347;16
21;GRAD ZAGREB;grad;GRAD ZAGREB;240;SIGET;OŠ V.HOLJEVCA;SIGET 23;1228;614;612;602;10;48;58;6;18;40;32;65;0;321;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;241;SIGET;OŠ V.HOLJEVCA;SIGET 23;1266;661;661;654;7;35;71;8;6;31;44;51;1;393;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;242;SIGET;OŠ V.HOLJEVCA;SIGET 23;1404;695;693;689;4;32;25;3;25;142;15;45;2;367;33
21;GRAD ZAGREB;grad;GRAD ZAGREB;243;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1229;486;486;481;5;64;28;7;11;81;11;81;2;174;22
21;GRAD ZAGREB;grad;GRAD ZAGREB;244;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1228;505;505;498;7;50;32;5;10;67;26;87;4;200;17
21;GRAD ZAGREB;grad;GRAD ZAGREB;245;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1198;507;507;496;11;47;26;2;11;74;29;61;0;212;34
21;GRAD ZAGREB;grad;GRAD ZAGREB;246;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1154;412;412;406;6;58;37;3;7;97;20;55;2;106;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;247;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1158;387;386;379;7;61;9;0;3;76;17;70;2;114;27
21;GRAD ZAGREB;grad;GRAD ZAGREB;248;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1162;390;390;384;6;73;8;3;6;60;10;91;0;110;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;249;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1174;489;488;484;4;47;21;5;7;61;16;111;2;188;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;250;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA ULICA 42;1296;549;549;536;13;66;25;3;11;84;19;78;4;214;32
21;GRAD ZAGREB;grad;GRAD ZAGREB;251;TRNSKO;OŠ TRNSKO;TRNSKO 25;1115;583;583;569;14;42;46;7;20;47;26;42;0;326;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;252;TRNSKO;OŠ TRNSKO;TRNSKO 25;1146;482;482;471;11;39;44;5;12;61;21;32;0;251;6
21;GRAD ZAGREB;grad;GRAD ZAGREB;253;TRNSKO;OŠ TRNSKO;TRNSKO 25;1135;520;520;508;12;44;39;6;14;39;26;52;2;271;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;254;TRNSKO;OŠ TRNSKO;TRNSKO 25;1081;463;463;457;6;38;38;5;3;55;21;47;3;236;11
