Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DAMIR BAJS NEZAVISNA LISTA - DAMIR BAJS NL, HRVATSKA STRANKA UMIROVLJENIKA - HSU, STRANKA UMIROVLJENIKA - SU, BLOK UMIROVLJENICI ZAJEDNO - BUZ, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, DEMOKRATI, NARODNA STRANKA - REFORMISTI - REFORMISTI, NEZAVISNI SELJACI HRVATSKE - NSH, GRAĐANSKO-LIBERALNI SAVEZ - GLAS, HRVATSKA SELJAČKA STRANKA BRAĆE RADIĆ - HSS BRAĆE RADIĆ, HRVATSKA SELJAČKA STRANKA - HSS;DEMOKRATSKI HSS - DHSS;DOMOVINSKI POKRET - DP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;MOST;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GAREŠNICA;018;HRASTOVAC;HRVATSKI DOM;TRG ANTE STARČEVIĆA 4;364;160;160;152;8;36;3;7;60;11;10;25
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GAREŠNICA;019;GAREŠNICA;PROSTOR UDRUGE UMIROVLJENIKA;TRG HRVATSKIH BRANITELJA 10;1096;548;548;528;20;126;11;23;246;26;16;80
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GAREŠNICA;020;DUHOVI;OSNOVNA ŠKOLA;DUHOVI 44;79;47;47;46;1;21;0;7;10;1;0;7
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GAREŠNICA;021;ULJANIK;DOM KULTURE;ULJANIK 68;216;91;91;86;5;27;1;5;36;1;3;13
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GAREŠNICA;022;GORNJI ULJANIK;KUĆA MARICE LEVANIĆ;GORNJI ULJANIK 23;95;38;38;36;2;20;0;1;12;1;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GAREŠNICA;023;ULJANIČKI BRIJEG;KUĆA ŽELJKA MIKULČIĆA;ULJANIČKI BRIJEG 5;16;10;10;9;1;4;0;2;0;1;1;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GAREŠNICA;024;GAREŠNICA;HRVATSKI DOM;VLADIMIRA NAZORA 21;1072;477;476;456;20;133;7;35;176;29;19;57
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GAREŠNICA;025;KAPELICA;DRUŠTVENI DOM;KAPELICA 105;460;207;207;201;6;76;11;18;60;15;1;20
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GAREŠNICA;026;KAJGANA;VATROGASNI DOM;KAJGANA 39;211;110;110;106;4;56;0;2;33;13;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;001;GRUBIŠNO POLJE;CENTAR ZA KULTURU I INFORMIRANJE DR. FRANJO TUĐMAN;IVANA NEPOMUKA JEMERŠIĆA 1;561;298;298;279;19;90;2;12;133;7;9;26
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;002;GRUBIŠNO POLJE;MATICA UMIROVLJENIKA GRUBIŠNO POLJE;ULICA 4. STUDENI 1991. KBR.1A;720;407;407;390;17;134;3;14;184;12;2;41
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;003;GRUBIŠNO POLJE;"SREDNJA ŠKOLA ""BARTOLA KAŠIĆA""";BARTOLA KAŠIĆA 1;794;392;392;377;15;94;5;26;214;11;6;21
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;004;GRUBIŠNO POLJE;MJESNI DOM U GRUBIŠNOM POLJU;KRALJA ZVONIMIRA 75.;250;147;147;137;10;40;1;2;61;5;4;24
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;005;POLJANI;VATROGASNI DOM U POLJANIMA;POLJANI 66;209;120;120;112;8;38;2;6;54;4;0;8
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;006;DONJA RAŠENICA;VATROGASNI DOM U DONJOJ RAŠENICI;DONJA RAŠENICA 59;195;101;101;98;3;35;1;0;51;2;0;9
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;007;IVANOVO SELO;MJESNI DOM U IVANOVOM SELU;PRAŠKA 5;199;122;122;117;5;53;0;1;47;1;0;15
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;008;RASTOVAC;LOVAČKI DOM U RASTOVCU;RASTOVAC 46;103;48;48;44;4;12;0;1;25;1;1;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;009;TREGLAVA;MJESNI DOM U TREGLAVI;TREGLAVA 2;76;48;48;48;0;25;0;3;16;0;0;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;010;VELIKI ZDENCI;MJESNI DOM U VELIKIM ZDENCIMA;MATE LOVRAKA 115;268;143;143;132;11;49;3;3;64;3;0;10
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;011;VELIKI ZDENCI;ZGRADA U PARKU VELIKI ZDENCI;TRG KRALJA TOMISLAVA 3;439;228;228;220;8;61;4;26;103;10;2;14
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;012;MALI ZDENCI;MJESNI DOM U MALIM ZDENCIMA;ANTUNA MIHANOVIĆA 77;355;192;192;184;8;58;0;10;93;4;2;17
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;013;ORLOVAC ZDENAČKI;MJESNI DOM U ORLOVCU ZDENAČKOM;ORLOVAC ZDENAČKI 70A;223;105;105;99;6;29;1;7;51;3;1;7
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;014;GRBAVAC;MJESNI DOM U GRBAVCU;GRBAVAC 76;173;122;122;119;3;53;0;4;44;2;0;16
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;015;VELIKA BARNA;MJESNI DOM U VELIKOJ BARNI;KRALJA TOMISLAVA 1A;283;148;148;142;6;72;0;6;55;4;2;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;016;LONČARICA;MJESNI DOM U LONČARICI;LONČARICA 50;102;55;55;51;4;16;0;4;25;0;1;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;017;DAPČEVAČKI BRĐANI;MJESNI DOM U DAPČEVAČKIM BRĐANIMA;DAPČEVAČKI BRĐANI 7;115;53;53;52;1;10;0;0;40;1;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;001;BEREK;MJESNI DOM BEREK;BEREK 77 A;345;136;136;133;3;71;1;3;36;15;1;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;002;POTOK;MJESNI DOM POTOK;POTOK 15;42;21;21;20;1;8;0;4;6;1;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;003;RUŠKOVAC;MJESNI DOM RUŠKOVAC;RUŠKOVAC 38;74;44;44;43;1;19;0;2;20;0;1;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;004;ŠIMLJANICA;MJESNI DOM ŠIMLJANICA;ŠIMLJANICA 53;85;28;28;28;0;12;0;2;10;2;2;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;005;ŠIMLJANA;MJESNI DOM ŠIMLJANA;ŠIMLJANA 30;71;29;29;27;2;12;0;2;8;3;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;006;PODGARIĆ;MJESNI DOM PODGARIĆ;PODGARIĆ 24 B;33;16;16;16;0;13;0;0;0;0;0;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;007;NOVO SELO GAREŠNIČKO;MJESNI DOM NOVO SELO GAREŠNIČKO;NOVO SELO GAREŠNIČKO 28 A;33;21;21;21;0;18;0;1;2;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;008;GORNJA GAREŠNICA;MJESNI DOM GORNJA GAREŠNICA;GORNJA GAREŠNICA 36;118;45;45;44;1;23;0;2;13;6;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;009;ŠIMLJANIK;MJESNI DOM ŠIMLJANIK;ŠIMLJANIK 22;24;14;14;14;0;7;0;1;4;0;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;010;KOSTANJEVAC;MJESNI DOM KOSTANJEVAC;KOSTANJEVAC 93;92;24;24;24;0;6;0;0;16;0;1;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;011;BEGOVAČA;MJESNI DOM BEGOVAČA;BEGOVAČA 27;24;13;13;12;1;9;0;1;1;0;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;012;OŠTRI ZID;MJESNI DOM OŠTRI ZID;OŠTRI ZID 37 A;81;52;52;47;5;32;1;0;8;2;2;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;013;KRIVAJA;MJESNI DOM KRIVAJA;KRIVAJA 18;33;25;25;25;0;16;0;0;6;0;1;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;001;GORNJI DEŽANOVAC;VATROGASNI DOM;GORNJI DEŽANOVAC 46;243;124;124;120;4;30;1;14;62;6;1;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;002;DONJI DEŽANOVAC;DRUŠTVENI DOM;DONJI DEŽANOVAC 285;453;232;232;219;13;82;1;15;65;21;2;33
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;003;IVANOVO POLJE;VATROGASNI DOM;IVANOVO POLJE 53;166;90;90;83;7;33;0;10;34;0;0;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;004;KREŠTELOVAC;DOM KULTURE;KREŠTELOVAC 65;86;52;52;50;2;27;0;2;7;8;1;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;005;SOKOLOVAC;VATROGASNI DOM;BRAĆE RADIĆA 14;177;90;90;87;3;41;4;8;17;12;1;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;006;BLAGORODOVAC;DOM KULTURE;BANA JELAČIĆA BB;171;66;66;62;4;32;0;7;19;2;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;007;GOVEĐE POLJE;VATROGASNI DOM;GOVEĐE POLJE 31;77;48;48;46;2;35;1;1;3;1;0;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;008;TROJEGLAVA;DOM KULTURE;HRVATSKIH VELIKANA 1;204;100;100;96;4;41;2;6;25;14;2;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;009;GORNJI SREĐANI;VATROGASNI DOM;GORNJI SREĐANI 70;184;69;69;65;4;35;3;1;16;8;1;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;010;DONJI SREĐANI;ČEŠKI DOM;DONJI SREĐANI 22;159;71;71;67;4;41;2;1;10;4;1;8
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;011;GOLUBINJAK;ČEŠKI DOM;GOLUBINJAK 62;109;82;82;74;8;46;0;3;11;5;3;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;001;BATINJANI;DOM U BATINJANIMA;BATINJANI 70;227;77;76;74;2;29;1;5;27;1;2;9
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;002;VUKOVJE;DOM U VUKOVJU;VUKOVJE 33;131;72;72;70;2;19;1;2;36;0;5;7
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;003;BOROVA KOSA;DOM U BOROVOJ KOSI;BOROVA KOSA 41;55;31;31;30;1;13;0;5;8;1;1;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;004;MASLENJAČA;DOM U MALOJ MASLENJAČI;MALA MASLENJAČA 2D;222;107;107;98;9;49;0;11;29;1;1;7
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;005;VELIKI BASTAJI;OSNOVNA ŠKOLA U VELIKIM BASTAJIMA;VELIKI BASTAJI 82;507;438;438;406;32;107;7;95;183;5;4;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;006;VELIKI MILETINAC;DOM U VELIKOM MILETINCU;VELIKI MILETINAC 38;58;41;41;40;1;11;0;2;27;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;007;ĐULOVAC;HRVATSKI DOM U ĐULOVCU- LIJEVO;FRANKOPANSKA 2;690;489;489;468;21;194;9;38;188;9;4;26
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;008;ĐULOVAC;HRVATSKI DOM U ĐULOVCU-DESNO;FRANKOPANSKA 2;350;233;233;224;9;160;4;8;39;3;1;9
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;009;MALA BABINA GORA;DOM U MALOJ BABINOJ GORI;MALA BABINA GORA 16;73;46;46;44;2;27;2;2;12;1;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;010;KORENIČANI;DOM U KORENIČANIMA;KORENIČANI BB;177;148;148;133;15;69;5;11;46;0;1;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;HERCEGOVAC;001;HERCEGOVAC;HRVATSKI SELJAČKI DOM;MOSLAVAČKA 154;528;217;217;211;6;39;56;5;46;46;5;14
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;HERCEGOVAC;002;HERCEGOVAC;MASARYKOV DOM;MOSLAVAČKA ULICA 142;337;123;123;121;2;26;41;5;26;19;0;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;HERCEGOVAC;003;VELIKA TRNAVA;MJESNI DOM;VELIKA TRNAVA 50;243;74;74;74;0;15;19;3;25;9;1;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;HERCEGOVAC;004;LADISLAV;MJESNI DOM;LADISLAV 114;286;73;73;72;1;35;19;4;13;0;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;HERCEGOVAC;005;ILOVSKI KLOKOČEVAC;MJESNI DOM;ILOVSKI KLOKOČEVAC 43;117;27;27;26;1;10;6;2;6;2;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;HERCEGOVAC;006;PALEŠNIK;MJESNI DOM;PALEŠNIK 105;402;151;151;149;2;47;44;9;36;3;4;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;001;IVANSKA;DRUŠTVENI DOM  IVANSKA;IVANSKA, SLAVKA KOLARA 1;576;308;308;297;11;186;10;13;42;31;4;11
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;002;KOLAREVO SELO;DRUŠTVENI DOM;KOLAREVO SELO 71;105;34;34;33;1;20;1;1;3;6;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;003;UTISKANI;HRVATSKI SELJAČKI DOM;UTISKANI 31 A;139;81;81;81;0;54;0;5;9;7;0;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;004;ĐURĐIC;DRUŠTVENI DOM;ĐURĐIC 33;157;76;76;74;2;43;2;7;18;3;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;005;KRIŽIC;DRUŠTVENI DOM;KRIŽIC 84;134;90;90;90;0;61;3;4;11;8;1;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;006;RASTOVAC;DOM RASTOVAC;RASTOVAC 28;25;15;15;15;0;6;0;0;1;7;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;007;SAMARICA;VATROGASNI DOM;SAMARICA 60A;118;83;83;81;2;68;2;0;8;3;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;008;DONJA PETRIČKA;VATROGASNI DOM;DONJA PETRIČKA 60;120;75;75;75;0;61;1;1;2;8;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;009;GORNJA PETRIČKA;VATROGASNI DOM;GORNJA PETRIČKA 30;86;50;50;49;1;41;0;0;6;2;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;010;BABINAC;DRUŠTVENI DOM;BABINAC 50;113;64;64;61;3;48;2;1;4;5;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;011;SRIJEDSKA;VATROGASNI DOM;SRIJEDSKA 47;230;87;87;85;2;54;7;5;8;7;1;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;012;STARA PLOŠĆICA;DRUŠTVENI DOM;STARA PLOŠĆICA 72;199;103;103;93;10;31;1;10;35;13;2;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;013;PALJEVINE;DRUŠTVENI DOM;PALJEVINE 9;184;80;80;80;0;41;4;3;11;17;3;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;001;KAPELA;VATROGASNI DOM;BILOGORSKA 56;362;146;146;134;12;66;2;10;31;15;4;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;002;BOTINAC;VATROGASNI DOM;BOTINAC 29;84;46;46;45;1;14;0;1;19;7;3;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;003;LIPOVO BRDO;VATROGASNI DOM;LIPOVO BRDO 38;88;44;44;44;0;9;1;6;12;10;0;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;004;SREDNJA DIKLENICA;DRUŠTVENI DOM;SREDNJA DIKLENICA 23;49;35;35;33;2;20;0;1;6;6;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;005;NOVI SKUCANI;KUĆA-OPĆINA KAPELA;NOVI SKUCANI 39;146;64;64;63;1;19;1;4;17;19;1;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;006;STARA DIKLENICA;DRUŠTVENI DOM;STARA DIKLENICA 13;39;32;32;32;0;23;0;4;2;3;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;007;KOBASIČARI;VATROGASNI DOM;KOBASIČARI 136;167;75;75;75;0;41;2;7;6;15;0;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;008;STANIĆI;VATROGASNI DOM;STANIĆI 39;93;51;51;49;2;12;0;9;4;18;4;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;009;STARI SKUCANI;DRUŠTVENI DOM;STARI SKUCANI 81;106;69;69;69;0;19;0;4;19;23;0;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;010;STARČEVLJANI;VATROGASNI DOM;STARČEVLJANI 55;123;68;68;64;4;17;1;11;12;13;0;10
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;011;NOVA DIKLENICA;VATROGASNI DOM;NOVA DIKLENICA 15;113;58;58;57;1;26;1;4;14;7;1;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;012;JABUČETA;VATROGASNI DOM;JABUČETA 40A;39;13;13;13;0;5;1;2;2;3;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;013;GORNJE ZDELICE;VATROGASNI DOM;GORNJE ZDELICE 52;114;40;40;39;1;30;0;0;6;2;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;014;GORNJI MOSTI;VATROGASNI DOM;GORNJI MOSTI 38;47;35;35;35;0;25;1;3;6;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;015;SREDNJI MOSTI;VATROGASNI DOM;SREDNJI MOSTI 31A;55;32;32;31;1;23;1;0;4;3;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;016;DONJI MOSTI;VATROGASNI DOM;DONJI MOSTI 57;147;72;72;70;2;37;2;5;12;7;1;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;017;POLJANČANI;VATROGASNI DOM;POLJANČANI 22;53;30;30;29;1;15;1;1;6;3;0;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;018;GORNJE SREDICE;VATROGASNI DOM;GORNJE SREDICE 76;105;61;61;60;1;28;1;14;9;7;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;019;ŠIPTARI;MLJEKARSKA KUĆICA U ŠIPTARIMA;ŠIPTARI 11A;61;25;25;25;0;16;1;2;3;1;2;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;020;PAVLIN KLOŠTAR;VATROGASNI DOM;PAVLIN KLOŠTAR 44;106;66;66;66;0;38;0;7;11;8;1;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;021;VISOVI;KONTEJNER MJESNOG ODBORA VISOVI;VISOVI 33 A;82;32;32;32;0;15;0;1;10;6;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;022;TVRDA REKA;DRUŠTVENI DOM;TVRDA REKA 22A;19;16;16;16;0;11;0;0;2;3;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;023;PRNJAVOR;PRIVATNA KUĆA-KUŠTER DALIBOR;PRNJAVOR 20;19;14;14;14;0;11;0;0;1;2;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;024;BABOTOK;VATROGASNI DOM;BABOTOK 21;84;47;47;44;3;25;1;0;15;2;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KONČANICA;001;KONČANICA;ČEŠKI DOM KONČANICA;KONČANICA 260;655;333;333;318;15;155;7;13;80;8;9;46
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KONČANICA;002;OTKOPI;MJESNI DOM;OTKOPI 8;51;38;37;33;4;21;0;1;7;0;0;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KONČANICA;003;DARUVARSKI BRESTOVAC;ČEŠKI DOM DARUVARSKI BRESTOVAC;DARUVARSKI BRESTOVAC 185;593;231;231;227;4;109;4;15;66;7;5;21
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KONČANICA;004;ŠUPLJA LIPA;VATROGASNI DOM;ŠUPLJA LIPA 28;144;72;72;68;4;12;0;4;40;2;0;10
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KONČANICA;005;DIOŠ;PODRUČNA ŠKOLA DIOŠ;DIOŠ 68/A;118;69;69;65;4;24;0;8;22;1;3;7
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KONČANICA;006;STRAŽANAC;DOM  KULTURE;STRAŽANAC 66;104;43;43;40;3;12;0;4;20;1;2;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KONČANICA;007;IMSOVAC;DOM  KULTURE;IMSOVAC 67;141;55;55;55;0;36;0;0;6;0;0;13
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;001;NOVA RAČA;MJESNI DOM;TRG S. RADIĆA 9;381;211;211;206;5;107;2;17;29;42;1;8
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;002;MEĐURAČA;MJESNI DOM;MEĐURAČA 204A;256;102;102;93;9;33;7;11;30;8;3;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;003;DAUTAN;MJESNI DOM;DAUTAN 98;226;109;109;106;3;45;3;12;25;20;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;004;NEVINAC;MJESNI DOM;NEVINAC 32;156;56;56;56;0;23;0;2;11;19;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;005;STARA RAČA;MJESNI DOM;STARA RAČA 74;241;120;120;116;4;65;1;5;20;18;1;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;006;TOCILJEVAC;MJESNI DOM;TOCILJEVAC 7;67;37;37;37;0;25;1;1;2;8;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;007;SASOVAC;OSNOVNA ŠKOLA;SASOVAC 25;165;74;74;71;3;38;1;4;14;11;1;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;008;ORLOVAC;MJESNI DOM;ORLOVAC 65A;118;54;54;54;0;29;1;3;6;11;2;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;009;SLOVINSKA KOVAČICA;MJESNI DOM;SLOVINSKA KOVAČICA 67;105;83;83;81;2;49;3;10;7;9;2;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;010;KOZAREVAC RAČANSKI;MJESNI DOM;KOZAREVAC RAČANSKI 44;84;57;57;57;0;31;1;4;12;9;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;011;BULINAC;MJESNI DOM;BULINAC 90;261;119;119;117;2;57;1;10;20;24;0;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;012;BEDENIK;MJESNI DOM;BEDENIK 125;355;108;108;106;2;50;4;11;18;22;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;013;DRLJANOVAC;MJESNI DOM;DRLJANOVAC 34;186;85;85;83;2;36;0;8;24;10;1;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;001;ROVIŠĆE;DRUŠTVENI DOM (VELIKA DVORANA);TRG HRVATSKIH BRANITELJA 2;964;428;428;409;19;107;6;38;157;69;11;21
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;002;PREDAVAC;DRUŠTVENI DOM PREDAVAC;TRG HRVATSKIH GRANIČARA 25;990;425;425;414;11;82;2;35;221;59;6;9
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;003;PREKOBRDO;DRUŠTVENI DOM;PREKOBRDO 100;96;35;35;35;0;3;0;3;21;5;3;0
