Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;DAMIR BAJS;IVAN BELJAN;DUBRAVKA DRAGAŠEVIÆ;SANDRA FRÈO;MARKO MARUŠIÆ
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;002;GRUBIŠNO POLJE;MATICA UMIROVLJENIKA GRUBIŠNO POLJE;ULICA 4. STUDENI 1991. KBR.1A;720;407;407;392;15;142;1;12;41;196
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;003;GRUBIŠNO POLJE;"SREDNJA ŠKOLA ""BARTOLA KAŠIÆA""";BARTOLA KAŠIÆA 1;794;395;395;386;9;110;7;25;16;228
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;004;GRUBIŠNO POLJE;MJESNI DOM U GRUBIŠNOM POLJU;KRALJA ZVONIMIRA 75.;250;147;147;135;12;42;1;1;21;70
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;005;POLJANI;VATROGASNI DOM U POLJANIMA;POLJANI 66;209;120;120;113;7;44;1;5;4;59
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;006;DONJA RAŠENICA;VATROGASNI DOM U DONJOJ RAŠENICI;DONJA RAŠENICA 59;195;101;101;98;3;38;0;1;9;50
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;007;IVANOVO SELO;MJESNI DOM U IVANOVOM SELU;PRAŠKA 5;199;122;122;116;6;59;0;2;10;45
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;008;RASTOVAC;LOVAÈKI DOM U RASTOVCU;RASTOVAC 46;103;48;48;46;2;18;0;1;4;23
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;009;TREGLAVA;MJESNI DOM U TREGLAVI;TREGLAVA 2;76;48;48;48;0;29;0;4;2;13
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;010;VELIKI ZDENCI;MJESNI DOM U VELIKIM ZDENCIMA;MATE LOVRAKA 115;268;143;143;133;10;55;1;2;10;65
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;011;VELIKI ZDENCI;ZGRADA U PARKU VELIKI ZDENCI;TRG KRALJA TOMISLAVA 3;439;228;228;222;6;77;3;23;13;106
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;012;MALI ZDENCI;MJESNI DOM U MALIM ZDENCIMA;ANTUNA MIHANOVIÆA 77;355;192;192;185;7;64;2;6;14;99
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;013;ORLOVAC ZDENAÈKI;MJESNI DOM U ORLOVCU ZDENAÈKOM;ORLOVAC ZDENAÈKI 70A;223;105;105;99;6;40;1;4;4;50
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;014;GRBAVAC;MJESNI DOM U GRBAVCU;GRBAVAC 76;173;122;122;119;3;52;0;4;17;46
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;015;VELIKA BARNA;MJESNI DOM U VELIKOJ BARNI;KRALJA TOMISLAVA 1A;283;148;148;142;6;70;0;7;4;61
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;016;LONÈARICA;MJESNI DOM U LONÈARICI;LONÈARICA 50;102;55;55;55;0;16;0;5;7;27
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;017;DAPÈEVAÈKI BRÐANI;MJESNI DOM U DAPÈEVAÈKIM BRÐANIMA;DAPÈEVAÈKI BRÐANI 7;115;56;56;56;0;10;1;2;3;40
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;BEREK;001;BEREK;MJESNI DOM BEREK;BEREK 77 A;345;137;137;131;6;78;3;3;6;41
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;BEREK;002;POTOK;MJESNI DOM POTOK;POTOK 15;42;21;21;20;1;9;1;5;0;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;BEREK;003;RUŠKOVAC;MJESNI DOM RUŠKOVAC;RUŠKOVAC 38;74;44;44;42;2;22;0;0;2;18
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;BEREK;004;ŠIMLJANICA;MJESNI DOM ŠIMLJANICA;ŠIMLJANICA 53;85;28;28;26;2;12;0;6;0;8
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;BEREK;005;ŠIMLJANA;MJESNI DOM ŠIMLJANA;ŠIMLJANA 30;71;29;29;26;3;15;1;1;2;7
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;BEREK;006;PODGARIÆ;MJESNI DOM PODGARIÆ;PODGARIÆ 24 B;33;16;16;16;0;13;0;0;3;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;BEREK;007;NOVO SELO GAREŠNIÈKO;MJESNI DOM NOVO SELO GAREŠNIÈKO;NOVO SELO GAREŠNIÈKO 28 A;33;21;21;21;0;18;0;1;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;BEREK;008;GORNJA GAREŠNICA;MJESNI DOM GORNJA GAREŠNICA;GORNJA GAREŠNICA 36;118;45;45;43;2;27;0;1;1;14
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;BEREK;009;ŠIMLJANIK;MJESNI DOM ŠIMLJANIK;ŠIMLJANIK 22;24;14;14;13;1;6;0;0;2;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;BEREK;010;KOSTANJEVAC;MJESNI DOM KOSTANJEVAC;KOSTANJEVAC 93;92;24;24;24;0;6;1;0;2;15
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;BEREK;011;BEGOVAÈA;MJESNI DOM BEGOVAÈA;BEGOVAÈA 27;24;13;13;12;1;10;0;0;1;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;BEREK;012;OŠTRI ZID;MJESNI DOM OŠTRI ZID;OŠTRI ZID 37 A;81;52;52;47;5;37;2;0;1;7
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;BEREK;013;KRIVAJA;MJESNI DOM KRIVAJA;KRIVAJA 18;33;25;25;25;0;17;0;0;0;8
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;DEŽANOVAC;001;GORNJI DEŽANOVAC;VATROGASNI DOM;GORNJI DEŽANOVAC 46;243;124;124;119;5;38;0;13;5;63
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;DEŽANOVAC;002;DONJI DEŽANOVAC;DRUŠTVENI DOM;DONJI DEŽANOVAC 285;453;232;232;220;12;92;4;15;31;78
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;DEŽANOVAC;003;IVANOVO POLJE;VATROGASNI DOM;IVANOVO POLJE 53;166;90;90;82;8;37;0;9;5;31
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;DEŽANOVAC;004;KREŠTELOVAC;DOM KULTURE;KREŠTELOVAC 65;86;52;52;50;2;31;3;6;6;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;DEŽANOVAC;005;SOKOLOVAC;VATROGASNI DOM;BRAÆE RADIÆA 14;177;90;90;88;2;45;3;9;7;24
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;DEŽANOVAC;006;BLAGORODOVAC;DOM KULTURE;BANA JELAÈIÆA BB;171;66;66;63;3;33;0;7;3;20
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;DEŽANOVAC;007;GOVEÐE POLJE;VATROGASNI DOM;GOVEÐE POLJE 31;77;48;48;46;2;39;0;1;3;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;DEŽANOVAC;008;TROJEGLAVA;DOM KULTURE;HRVATSKIH VELIKANA 1;204;100;100;96;4;47;2;6;9;32
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;DEŽANOVAC;009;GORNJI SREÐANI;VATROGASNI DOM;GORNJI SREÐANI 70;184;69;69;66;3;36;3;2;1;24
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;DEŽANOVAC;010;DONJI SREÐANI;ÈEŠKI DOM;DONJI SREÐANI 22;159;71;71;65;6;47;0;1;5;12
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;DEŽANOVAC;011;GOLUBINJAK;ÈEŠKI DOM;GOLUBINJAK 62;109;82;82;77;5;56;0;5;6;10
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ÐULOVAC;001;BATINJANI;DOM U BATINJANIMA;BATINJANI 70;227;77;77;74;3;36;1;6;6;25
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ÐULOVAC;002;VUKOVJE;DOM U VUKOVJU;VUKOVJE 33;131;72;72;70;2;28;2;5;4;31
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ÐULOVAC;003;BOROVA KOSA;DOM U BOROVOJ KOSI;BOROVA KOSA 41;55;31;31;30;1;15;0;5;2;8
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ÐULOVAC;004;MASLENJAÈA;DOM U MALOJ MASLENJAÈI;MALA MASLENJAÈA 2D;222;107;107;103;4;58;1;10;6;28
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ÐULOVAC;005;VELIKI BASTAJI;OSNOVNA ŠKOLA U VELIKIM BASTAJIMA;VELIKI BASTAJI 82;507;438;438;405;33;116;6;90;10;183
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ÐULOVAC;006;VELIKI MILETINAC;DOM U VELIKOM MILETINCU;VELIKI MILETINAC 38;58;41;41;37;4;13;0;0;0;24
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ÐULOVAC;007;ÐULOVAC;HRVATSKI DOM U ÐULOVCU- LIJEVO;FRANKOPANSKA 2;690;489;489;466;23;194;11;39;23;199
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ÐULOVAC;008;ÐULOVAC;HRVATSKI DOM U ÐULOVCU-DESNO;FRANKOPANSKA 2;350;233;233;225;8;160;9;7;5;44
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ÐULOVAC;009;MALA BABINA GORA;DOM U MALOJ BABINOJ GORI;MALA BABINA GORA 16;73;46;46;41;5;26;0;2;1;12
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ÐULOVAC;010;KORENIÈANI;DOM U KORENIÈANIMA;KORENIÈANI BB;177;148;148;132;16;74;5;8;3;42
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;HERCEGOVAC;001;HERCEGOVAC;HRVATSKI SELJAÈKI DOM;MOSLAVAÈKA 154;528;217;217;212;5;47;66;8;14;77
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;HERCEGOVAC;002;HERCEGOVAC;MASARYKOV DOM;MOSLAVAÈKA ULICA 142;337;123;123;121;2;27;47;6;8;33
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;HERCEGOVAC;003;VELIKA TRNAVA;MJESNI DOM;VELIKA TRNAVA 50;243;74;74;73;1;17;17;3;4;32
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;HERCEGOVAC;004;LADISLAV;MJESNI DOM;LADISLAV 114;286;73;73;72;1;38;19;4;1;10
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;HERCEGOVAC;005;ILOVSKI KLOKOÈEVAC;MJESNI DOM;ILOVSKI KLOKOÈEVAC 43;117;27;27;26;1;12;6;1;2;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;HERCEGOVAC;006;PALEŠNIK;MJESNI DOM;PALEŠNIK 105;402;151;151;149;2;43;50;9;6;41
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;IVANSKA;001;IVANSKA;DRUŠTVENI DOM  IVANSKA;IVANSKA, SLAVKA KOLARA 1;576;308;308;297;11;206;21;11;12;47
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;IVANSKA;002;KOLAREVO SELO;DRUŠTVENI DOM;KOLAREVO SELO 71;105;34;34;32;2;24;1;0;2;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;IVANSKA;003;UTISKANI;HRVATSKI SELJAÈKI DOM;UTISKANI 31 A;139;81;81;78;3;57;1;3;4;13
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;IVANSKA;004;ÐURÐIC;DRUŠTVENI DOM;ÐURÐIC 33;157;76;76;75;1;46;3;5;2;19
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;IVANSKA;005;KRIŽIC;DRUŠTVENI DOM;KRIŽIC 84;134;91;91;90;1;66;3;3;2;16
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;IVANSKA;006;RASTOVAC;DOM RASTOVAC;RASTOVAC 28;25;15;15;15;0;8;1;0;1;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;IVANSKA;007;SAMARICA;VATROGASNI DOM;SAMARICA 60A;118;83;83;80;3;69;2;0;1;8
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;IVANSKA;008;DONJA PETRIÈKA;VATROGASNI DOM;DONJA PETRIÈKA 60;120;75;75;74;1;63;1;2;1;7
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;IVANSKA;009;GORNJA PETRIÈKA;VATROGASNI DOM;GORNJA PETRIÈKA 30;86;50;50;49;1;43;1;0;0;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;IVANSKA;010;BABINAC;DRUŠTVENI DOM;BABINAC 50;113;75;75;73;2;64;3;1;1;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;IVANSKA;011;SRIJEDSKA;VATROGASNI DOM;SRIJEDSKA 47;230;88;88;87;1;61;8;5;0;13
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;IVANSKA;012;STARA PLOŠÆICA;DRUŠTVENI DOM;STARA PLOŠÆICA 72;199;104;104;95;9;36;5;6;2;46
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;IVANSKA;013;PALJEVINE;DRUŠTVENI DOM;PALJEVINE 9;184;80;80;79;1;48;7;4;4;16
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;001;KAPELA;VATROGASNI DOM;BILOGORSKA 56;362;146;146;131;15;80;4;10;5;32
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;002;BOTINAC;VATROGASNI DOM;BOTINAC 29;84;46;46;45;1;18;1;4;3;19
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;003;LIPOVO BRDO;VATROGASNI DOM;LIPOVO BRDO 38;88;44;44;44;0;13;1;6;5;19
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;004;SREDNJA DIKLENICA;DRUŠTVENI DOM;SREDNJA DIKLENICA 23;49;35;35;34;1;22;1;2;0;9
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;005;NOVI SKUCANI;KUÆA-OPÆINA KAPELA;NOVI SKUCANI 39;146;64;64;60;4;26;0;5;3;26
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;006;STARA DIKLENICA;DRUŠTVENI DOM;STARA DIKLENICA 13;39;32;32;31;1;23;1;4;0;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;007;KOBASIÈARI;VATROGASNI DOM;KOBASIÈARI 136;167;74;74;74;0;52;3;4;4;11
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;008;STANIÆI;VATROGASNI DOM;STANIÆI 39;93;51;51;48;3;24;1;9;1;13
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;009;STARI SKUCANI;DRUŠTVENI DOM;STARI SKUCANI 81;106;69;69;68;1;28;0;6;7;27
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;010;STARÈEVLJANI;VATROGASNI DOM;STARÈEVLJANI 55;123;69;69;65;4;32;2;11;5;15
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;011;NOVA DIKLENICA;VATROGASNI DOM;NOVA DIKLENICA 15;113;58;58;58;0;32;1;6;4;15
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;012;JABUÈETA;VATROGASNI DOM;JABUÈETA 40A;39;13;13;13;0;9;1;1;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;013;GORNJE ZDELICE;VATROGASNI DOM;GORNJE ZDELICE 52;114;40;40;40;0;34;0;0;2;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;014;GORNJI MOSTI;VATROGASNI DOM;GORNJI MOSTI 38;47;35;35;35;0;25;1;3;0;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;015;SREDNJI MOSTI;VATROGASNI DOM;SREDNJI MOSTI 31A;55;32;32;31;1;25;2;2;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;016;DONJI MOSTI;VATROGASNI DOM;DONJI MOSTI 57;147;72;72;70;2;41;4;7;5;13
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;017;POLJANÈANI;VATROGASNI DOM;POLJANÈANI 22;53;30;30;29;1;19;1;3;1;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;018;GORNJE SREDICE;VATROGASNI DOM;GORNJE SREDICE 76;105;61;61;59;2;32;1;15;1;10
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;019;ŠIPTARI;MLJEKARSKA KUÆICA U ŠIPTARIMA;ŠIPTARI 11A;61;25;25;25;0;19;1;2;0;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;020;PAVLIN KLOŠTAR;VATROGASNI DOM;PAVLIN KLOŠTAR 44;106;66;66;66;0;45;1;7;0;13
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;021;VISOVI;KONTEJNER MJESNOG ODBORA VISOVI;VISOVI 33 A;82;32;32;32;0;14;0;3;0;15
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;022;TVRDA REKA;DRUŠTVENI DOM;TVRDA REKA 22A;19;16;16;16;0;13;0;2;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;023;PRNJAVOR;PRIVATNA KUÆA-KUŠTER DALIBOR;PRNJAVOR 20;19;14;14;14;0;11;1;0;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KAPELA;024;BABOTOK;VATROGASNI DOM;BABOTOK 21;84;47;47;44;3;27;0;0;1;16
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KONÈANICA;001;KONÈANICA;ÈEŠKI DOM KONÈANICA;KONÈANICA 260;655;333;333;323;10;170;8;11;48;86
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KONÈANICA;002;OTKOPI;MJESNI DOM;OTKOPI 8;51;38;37;34;3;24;0;1;3;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KONÈANICA;003;DARUVARSKI BRESTOVAC;ÈEŠKI DOM DARUVARSKI BRESTOVAC;DARUVARSKI BRESTOVAC 185;593;233;233;225;8;107;11;14;23;70
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KONÈANICA;004;ŠUPLJA LIPA;VATROGASNI DOM;ŠUPLJA LIPA 28;144;72;72;70;2;14;0;3;11;42
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KONÈANICA;005;DIOŠ;PODRUÈNA ŠKOLA DIOŠ;DIOŠ 68/A;118;72;72;66;6;28;0;9;7;22
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KONÈANICA;006;STRAŽANAC;DOM  KULTURE;STRAŽANAC 66;104;43;43;39;4;15;1;2;3;18
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;KONÈANICA;007;IMSOVAC;DOM  KULTURE;IMSOVAC 67;141;55;55;55;0;42;1;0;10;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;NOVA RAÈA;001;NOVA RAÈA;MJESNI DOM;TRG S. RADIÆA 9;381;211;211;205;6;133;6;17;7;42
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;NOVA RAÈA;002;MEÐURAÈA;MJESNI DOM;MEÐURAÈA 204A;256;102;102;94;8;40;11;8;1;34
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;NOVA RAÈA;003;DAUTAN;MJESNI DOM;DAUTAN 98;226;109;109;107;2;55;9;13;3;27
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;NOVA RAÈA;004;NEVINAC;MJESNI DOM;NEVINAC 32;156;56;56;56;0;31;1;2;2;20
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;NOVA RAÈA;005;STARA RAÈA;MJESNI DOM;STARA RAÈA 74;241;120;120;116;4;81;2;7;4;22
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;NOVA RAÈA;006;TOCILJEVAC;MJESNI DOM;TOCILJEVAC 7;67;37;37;37;0;32;0;1;0;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;NOVA RAÈA;007;SASOVAC;OSNOVNA ŠKOLA;SASOVAC 25;165;74;74;73;1;46;0;5;4;18
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;NOVA RAÈA;008;ORLOVAC;MJESNI DOM;ORLOVAC 65A;118;54;54;54;0;39;1;4;3;7
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;NOVA RAÈA;009;SLOVINSKA KOVAÈICA;MJESNI DOM;SLOVINSKA KOVAÈICA 67;105;83;83;79;4;52;0;10;1;16
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;NOVA RAÈA;010;KOZAREVAC RAÈANSKI;MJESNI DOM;KOZAREVAC RAÈANSKI 44;84;57;57;57;0;37;4;3;0;13
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;NOVA RAÈA;011;BULINAC;MJESNI DOM;BULINAC 90;261;119;119;115;4;72;4;11;8;20
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;NOVA RAÈA;012;BEDENIK;MJESNI DOM;BEDENIK 125;355;108;108;106;2;61;2;10;1;32
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;NOVA RAÈA;013;DRLJANOVAC;MJESNI DOM;DRLJANOVAC 34;186;85;85;82;3;41;2;9;6;24
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ROVIŠÆE;001;ROVIŠÆE;DRUŠTVENI DOM (VELIKA DVORANA);TRG HRVATSKIH BRANITELJA 2;964;428;428;409;19;145;10;41;19;194
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ROVIŠÆE;002;PREDAVAC;DRUŠTVENI DOM PREDAVAC;TRG HRVATSKIH GRANIÈARA 25;990;425;425;418;7;103;4;39;9;263
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ROVIŠÆE;003;PREKOBRDO;DRUŠTVENI DOM;PREKOBRDO 100;96;35;35;35;0;5;1;4;2;23
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ROVIŠÆE;004;DOMANKUŠ;DRUŠTVENI DOM;DOMANKUŠ 44;195;68;68;66;2;17;1;9;1;38
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ROVIŠÆE;005;GORNJE ROVIŠÆE;DRUŠTVENI DOM;GORNJE ROVIŠÆE 44;72;23;23;22;1;6;0;5;0;11
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ROVIŠÆE;006;KAKINAC;VATROGASNI DOM;KAKINAC 32;47;23;23;23;0;5;0;0;0;18
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ROVIŠÆE;007;KOVAÈEVAC;VATROGASNI DOM;KOVAÈEVAC 29;143;32;32;32;0;12;0;3;1;16
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ROVIŠÆE;008;PODGORCI;DRUŠTVENI DOM;PODGORCI 68;328;138;138;135;3;31;1;2;10;91
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ROVIŠÆE;009;TUK;VATROGASNI DOM;TUK 69;289;93;93;92;1;27;1;9;4;51
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ROVIŠÆE;010;ŽABJAK;VATROGASNI DOM;ŽABJAK 40;350;119;119;118;1;37;8;10;2;61
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ROVIŠÆE;011;KRALJEVAC;VATROGASNI DOM;KRALJEVAC 292;335;99;99;96;3;17;1;18;4;56
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ROVIŠÆE;012;LIPOVÈANI;PRIVATNA KUÆA JOSIPA TUNIÆA;LIPOVÈANI 14;38;22;22;22;0;6;0;0;0;16
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;SEVERIN;001;SEVERIN;ZGRADA OPÆINE SEVERIN;SEVERIN 137;267;120;120;120;0;66;3;6;6;39
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;SEVERIN;002;SEVERIN;PODRUÈNA ŠKOLA U SEVERINU;SEVERIN 235;160;101;101;100;1;48;3;11;0;38
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;SEVERIN;003;OROVAC;VATROGASNI DOM U OROVCU;OROVAC 49;258;165;165;155;10;105;4;5;1;40
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;SIRAÈ;001;SIRAÈ;OPÆINA SIRAÈ - UDRUGA UMIROVLJENIKA;STJEPANA RADIÆA 120;665;333;333;317;16;124;106;13;9;65
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;SIRAÈ;002;SIRAÈ;OSNOVNA ŠKOLA U SIRAÈU;VLADIMIRA  NAZORA 10;521;295;295;292;3;108;68;12;10;94
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;SIRAÈ;003;ŠIBOVAC;OSNOVNA ŠKOLA U ŠIBOVCU;ŠIBOVAC 16;186;78;78;75;3;31;22;2;1;19
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;SIRAÈ;004;MILJANOVAC;DOM KULTURE MILJANOVAC;MILJANOVAC 55;132;51;51;50;1;23;16;2;2;7
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;SIRAÈ;005;KIP;OSNOVNA ŠKOLA;KIP 40;132;64;64;61;3;23;17;4;0;17
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;SIRAÈ;006;PAKRANI;DOM KULTURE U PAKRANIMA;PAKRANI 54;104;29;29;29;0;13;0;5;2;9
