Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;SAŠA LUKIĆ;DRAGIŠA ŽUTINIĆ
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;011;VELIKI ZDENCI;ZGRADA U PARKU VELIKI ZDENCI;TRG KRALJA TOMISLAVA 3;35;1;1;1;0;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;012;MALI ZDENCI;MJESNI DOM U MALIM ZDENCIMA;ANTUNA MIHANOVIĆA 77;31;2;2;1;1;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;013;ORLOVAC ZDENAČKI;MJESNI DOM U ORLOVCU ZDENAČKOM;ORLOVAC ZDENAČKI 70A;23;2;2;2;0;2;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;014;GRBAVAC;MJESNI DOM U GRBAVCU;GRBAVAC 76;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;015;VELIKA BARNA;MJESNI DOM U VELIKOJ BARNI;KRALJA TOMISLAVA 1A;54;1;1;0;1;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;016;LONČARICA;MJESNI DOM U LONČARICI;LONČARICA 50;11;1;1;1;0;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;grad;GRUBIŠNO POLJE;017;DAPČEVAČKI BRĐANI;MJESNI DOM U DAPČEVAČKIM BRĐANIMA;DAPČEVAČKI BRĐANI 7;15;3;3;3;0;3;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;001;BEREK;MJESNI DOM BEREK;BEREK 77 A;17;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;002;POTOK;MJESNI DOM POTOK;POTOK 15;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;003;RUŠKOVAC;MJESNI DOM RUŠKOVAC;RUŠKOVAC 38;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;004;ŠIMLJANICA;MJESNI DOM ŠIMLJANICA;ŠIMLJANICA 53;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;005;ŠIMLJANA;MJESNI DOM ŠIMLJANA;ŠIMLJANA 30;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;006;PODGARIĆ;MJESNI DOM PODGARIĆ;PODGARIĆ 24 B;21;3;3;2;1;2;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;007;NOVO SELO GAREŠNIČKO;MJESNI DOM NOVO SELO GAREŠNIČKO;NOVO SELO GAREŠNIČKO 28 A;4;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;008;GORNJA GAREŠNICA;MJESNI DOM GORNJA GAREŠNICA;GORNJA GAREŠNICA 36;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;009;ŠIMLJANIK;MJESNI DOM ŠIMLJANIK;ŠIMLJANIK 22;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;010;KOSTANJEVAC;MJESNI DOM KOSTANJEVAC;KOSTANJEVAC 93;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;011;BEGOVAČA;MJESNI DOM BEGOVAČA;BEGOVAČA 27;5;3;3;3;0;3;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;012;OŠTRI ZID;MJESNI DOM OŠTRI ZID;OŠTRI ZID 37 A;9;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;BEREK;013;KRIVAJA;MJESNI DOM KRIVAJA;KRIVAJA 18;3;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;001;GORNJI DEŽANOVAC;VATROGASNI DOM;GORNJI DEŽANOVAC 46;4;2;2;2;0;2;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;002;DONJI DEŽANOVAC;DRUŠTVENI DOM;DONJI DEŽANOVAC 285;28;5;5;5;0;2;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;003;IVANOVO POLJE;VATROGASNI DOM;IVANOVO POLJE 53;17;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;004;KREŠTELOVAC;DOM KULTURE;KREŠTELOVAC 65;17;3;3;3;0;3;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;005;SOKOLOVAC;VATROGASNI DOM;BRAĆE RADIĆA 14;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;006;BLAGORODOVAC;DOM KULTURE;BANA JELAČIĆA BB;41;3;3;3;0;2;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;007;GOVEĐE POLJE;VATROGASNI DOM;GOVEĐE POLJE 31;48;26;26;25;1;25;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;008;TROJEGLAVA;DOM KULTURE;HRVATSKIH VELIKANA 1;57;18;18;18;0;14;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;009;GORNJI SREĐANI;VATROGASNI DOM;GORNJI SREĐANI 70;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;010;DONJI SREĐANI;ČEŠKI DOM;DONJI SREĐANI 22;10;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;DEŽANOVAC;011;GOLUBINJAK;ČEŠKI DOM;GOLUBINJAK 62;11;2;2;2;0;2;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;001;BATINJANI;DOM U BATINJANIMA;BATINJANI 70;74;23;23;23;0;22;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;002;VUKOVJE;DOM U VUKOVJU;VUKOVJE 33;30;12;12;12;0;10;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;003;BOROVA KOSA;DOM U BOROVOJ KOSI;BOROVA KOSA 41;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;004;MASLENJAČA;DOM U MALOJ MASLENJAČI;MALA MASLENJAČA 2D;51;17;17;15;2;15;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;005;VELIKI BASTAJI;OSNOVNA ŠKOLA U VELIKIM BASTAJIMA;VELIKI BASTAJI 82;25;9;9;9;0;9;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;006;VELIKI MILETINAC;DOM U VELIKOM MILETINCU;VELIKI MILETINAC 38;1;1;1;1;0;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;007;ĐULOVAC;HRVATSKI DOM U ĐULOVCU- LIJEVO;FRANKOPANSKA 2;32;11;11;11;0;11;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;008;ĐULOVAC;HRVATSKI DOM U ĐULOVCU-DESNO;FRANKOPANSKA 2;58;16;16;15;1;13;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;009;MALA BABINA GORA;DOM U MALOJ BABINOJ GORI;MALA BABINA GORA 16;7;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ĐULOVAC;010;KORENIČANI;DOM U KORENIČANIMA;KORENIČANI BB;17;9;9;8;1;7;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;HERCEGOVAC;001;HERCEGOVAC;HRVATSKI SELJAČKI DOM;MOSLAVAČKA 154;6;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;HERCEGOVAC;002;HERCEGOVAC;MASARYKOV DOM;MOSLAVAČKA ULICA 142;6;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;HERCEGOVAC;003;VELIKA TRNAVA;MJESNI DOM;VELIKA TRNAVA 50;4;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;HERCEGOVAC;004;LADISLAV;MJESNI DOM;LADISLAV 114;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;HERCEGOVAC;005;ILOVSKI KLOKOČEVAC;MJESNI DOM;ILOVSKI KLOKOČEVAC 43;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;HERCEGOVAC;006;PALEŠNIK;MJESNI DOM;PALEŠNIK 105;5;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;001;IVANSKA;DRUŠTVENI DOM  IVANSKA;IVANSKA, SLAVKA KOLARA 1;11;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;002;KOLAREVO SELO;DRUŠTVENI DOM;KOLAREVO SELO 71;37;1;1;1;0;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;003;UTISKANI;HRVATSKI SELJAČKI DOM;UTISKANI 31 A;6;1;1;1;0;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;004;ĐURĐIC;DRUŠTVENI DOM;ĐURĐIC 33;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;005;KRIŽIC;DRUŠTVENI DOM;KRIŽIC 84;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;006;RASTOVAC;DOM RASTOVAC;RASTOVAC 28;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;007;SAMARICA;VATROGASNI DOM;SAMARICA 60A;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;008;DONJA PETRIČKA;VATROGASNI DOM;DONJA PETRIČKA 60;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;009;GORNJA PETRIČKA;VATROGASNI DOM;GORNJA PETRIČKA 30;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;010;BABINAC;DRUŠTVENI DOM;BABINAC 50;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;011;SRIJEDSKA;VATROGASNI DOM;SRIJEDSKA 47;30;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;012;STARA PLOŠĆICA;DRUŠTVENI DOM;STARA PLOŠĆICA 72;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;IVANSKA;013;PALJEVINE;DRUŠTVENI DOM;PALJEVINE 9;41;8;8;8;0;5;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;001;KAPELA;VATROGASNI DOM;BILOGORSKA 56;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;002;BOTINAC;VATROGASNI DOM;BOTINAC 29;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;003;LIPOVO BRDO;VATROGASNI DOM;LIPOVO BRDO 38;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;004;SREDNJA DIKLENICA;DRUŠTVENI DOM;SREDNJA DIKLENICA 23;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;005;NOVI SKUCANI;KUĆA-OPĆINA KAPELA;NOVI SKUCANI 39;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;006;STARA DIKLENICA;DRUŠTVENI DOM;STARA DIKLENICA 13;4;1;1;0;1;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;007;KOBASIČARI;VATROGASNI DOM;KOBASIČARI 136;30;1;1;1;0;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;008;STANIĆI;VATROGASNI DOM;STANIĆI 39;4;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;009;STARI SKUCANI;DRUŠTVENI DOM;STARI SKUCANI 81;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;010;STARČEVLJANI;VATROGASNI DOM;STARČEVLJANI 55;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;011;NOVA DIKLENICA;VATROGASNI DOM;NOVA DIKLENICA 15;3;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;012;JABUČETA;VATROGASNI DOM;JABUČETA 40A;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;013;GORNJE ZDELICE;VATROGASNI DOM;GORNJE ZDELICE 52;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;014;GORNJI MOSTI;VATROGASNI DOM;GORNJI MOSTI 38;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;015;SREDNJI MOSTI;VATROGASNI DOM;SREDNJI MOSTI 31A;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;016;DONJI MOSTI;VATROGASNI DOM;DONJI MOSTI 57;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;017;POLJANČANI;VATROGASNI DOM;POLJANČANI 22;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;018;GORNJE SREDICE;VATROGASNI DOM;GORNJE SREDICE 76;5;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;019;ŠIPTARI;MLJEKARSKA KUĆICA U ŠIPTARIMA;ŠIPTARI 11A;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;020;PAVLIN KLOŠTAR;VATROGASNI DOM;PAVLIN KLOŠTAR 44;8;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;021;VISOVI;KONTEJNER MJESNOG ODBORA VISOVI;VISOVI 33 A;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;022;TVRDA REKA;DRUŠTVENI DOM;TVRDA REKA 22A;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;023;PRNJAVOR;PRIVATNA KUĆA-KUŠTER DALIBOR;PRNJAVOR 20;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KAPELA;024;BABOTOK;VATROGASNI DOM;BABOTOK 21;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KONČANICA;001;KONČANICA;ČEŠKI DOM KONČANICA;KONČANICA 260;4;1;1;1;0;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KONČANICA;002;OTKOPI;MJESNI DOM;OTKOPI 8;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KONČANICA;003;DARUVARSKI BRESTOVAC;ČEŠKI DOM DARUVARSKI BRESTOVAC;DARUVARSKI BRESTOVAC 185;34;7;7;7;0;7;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KONČANICA;004;ŠUPLJA LIPA;VATROGASNI DOM;ŠUPLJA LIPA 28;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KONČANICA;005;DIOŠ;PODRUČNA ŠKOLA DIOŠ;DIOŠ 68/A;2;1;1;1;0;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KONČANICA;006;STRAŽANAC;DOM  KULTURE;STRAŽANAC 66;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;KONČANICA;007;IMSOVAC;DOM  KULTURE;IMSOVAC 67;93;39;39;39;0;35;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;001;NOVA RAČA;MJESNI DOM;TRG S. RADIĆA 9;12;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;002;MEĐURAČA;MJESNI DOM;MEĐURAČA 204A;3;1;1;1;0;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;003;DAUTAN;MJESNI DOM;DAUTAN 98;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;004;NEVINAC;MJESNI DOM;NEVINAC 32;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;005;STARA RAČA;MJESNI DOM;STARA RAČA 74;6;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;006;TOCILJEVAC;MJESNI DOM;TOCILJEVAC 7;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;007;SASOVAC;OSNOVNA ŠKOLA;SASOVAC 25;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;008;ORLOVAC;MJESNI DOM;ORLOVAC 65A;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;009;SLOVINSKA KOVAČICA;MJESNI DOM;SLOVINSKA KOVAČICA 67;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;010;KOZAREVAC RAČANSKI;MJESNI DOM;KOZAREVAC RAČANSKI 44;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;011;BULINAC;MJESNI DOM;BULINAC 90;8;2;2;2;0;2;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;012;BEDENIK;MJESNI DOM;BEDENIK 125;13;1;1;1;0;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;NOVA RAČA;013;DRLJANOVAC;MJESNI DOM;DRLJANOVAC 34;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;001;ROVIŠĆE;DRUŠTVENI DOM (VELIKA DVORANA);TRG HRVATSKIH BRANITELJA 2;5;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;002;PREDAVAC;DRUŠTVENI DOM PREDAVAC;TRG HRVATSKIH GRANIČARA 25;6;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;003;PREKOBRDO;DRUŠTVENI DOM;PREKOBRDO 100;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;004;DOMANKUŠ;DRUŠTVENI DOM;DOMANKUŠ 44;4;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;005;GORNJE ROVIŠĆE;DRUŠTVENI DOM;GORNJE ROVIŠĆE 44;3;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;006;KAKINAC;VATROGASNI DOM;KAKINAC 32;5;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;007;KOVAČEVAC;VATROGASNI DOM;KOVAČEVAC 29;7;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;008;PODGORCI;DRUŠTVENI DOM;PODGORCI 68;19;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;009;TUK;VATROGASNI DOM;TUK 69;3;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;010;ŽABJAK;VATROGASNI DOM;ŽABJAK 40;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;011;KRALJEVAC;VATROGASNI DOM;KRALJEVAC 292;10;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;012;LIPOVČANI;PRIVATNA KUĆA JOSIPA TUNIĆA;LIPOVČANI 14;4;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SEVERIN;001;SEVERIN;ZGRADA OPĆINE SEVERIN;SEVERIN 137;22;1;1;1;0;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SEVERIN;002;SEVERIN;PODRUČNA ŠKOLA U SEVERINU;SEVERIN 235;12;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SEVERIN;003;OROVAC;VATROGASNI DOM U OROVCU;OROVAC 49;24;1;1;1;0;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SIRAČ;001;SIRAČ;OPĆINA SIRAČ - UDRUGA UMIROVLJENIKA;STJEPANA RADIĆA 120;14;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SIRAČ;002;SIRAČ;OSNOVNA ŠKOLA U SIRAČU;VLADIMIRA  NAZORA 10;9;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SIRAČ;003;ŠIBOVAC;OSNOVNA ŠKOLA U ŠIBOVCU;ŠIBOVAC 16;35;9;9;9;0;9;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SIRAČ;004;MILJANOVAC;DOM KULTURE MILJANOVAC;MILJANOVAC 55;40;11;11;11;0;10;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SIRAČ;005;KIP;OSNOVNA ŠKOLA;KIP 40;9;3;3;3;0;1;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SIRAČ;006;PAKRANI;DOM KULTURE U PAKRANIMA;PAKRANI 54;37;5;5;5;0;5;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SIRAČ;007;BIJELA;DOM KULTURE BIJELA;BIJELA 26;50;20;20;20;0;19;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠANDROVAC;001;LASOVAC;DRUŠTVENI DOM;LASOVAC 122;36;2;2;2;0;2;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠANDROVAC;002;RAVNEŠ;DRUŠTVENI DOM;RAVNEŠ 78;32;19;19;19;0;19;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠANDROVAC;003;KAŠLJAVAC;DRUŠTVENI DOM;KAŠLJAVAC 27;22;16;16;16;0;15;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠANDROVAC;004;PUPELICA;DRUŠTVENI DOM;PUPELICA 44;14;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠANDROVAC;005;JASENIK;DRUŠTVENI DOM;JASENIK 7;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠANDROVAC;006;ŠANDROVAC;DRUŠTVENI DOM-VELIKA SALA;BJELOVARSKA 6;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;001;NARTA;ZDRAVSTVENA AMBULANTA - NARTA;NARTA 294;25;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;002;NARTA;VARTOGASNI DOM NARTA;NARTA 180;62;4;4;3;1;3;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;003;ŠTEFANJE;DRUŠTVENI DOM ŠTEFANJE;ŠTEFANJE 61;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;004;ŠTEFANJE;DRUŠTVENI DOM ŠTEFANJE BRIJEG;ŠTEFANJE 236 A;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;005;STARO ŠTEFANJE;DRUŠTVENI DOM STARO ŠTEFANJE;STARO ŠTEFANJE 90;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;006;LAMINAC;DRUŠTVENI DOM LAMINAC;LAMINAC 133;3;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;007;BLATNICA;DRUŠTVENI DOM BLATNICA;BLATNICA 78;4;1;1;0;1;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;008;DONJA ŠUŠNJARA;DRUŠTVENI DOM DONJA ŠUŠNJARA;DONJA ŠUŠNJARA 67;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;009;GORNJA ŠUŠNJARA;DRUŠTVENI DOM GORNJA ŠUŠNJARA;GORNJA ŠUŠNJARA 24 A;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;010;STARINE;DRUŠTVENI DOM STARINE;STARINE 13;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;011;DASKATICA;DRUŠTVENI DOM DASKATICA;DASKATICA 26;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;001;VELIKA PISANICA;DONJI MJESNI DOM;HRVATSKIH MUČENIKA 159;31;6;6;6;0;6;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;002;VELIKA PISANICA;GORNJI MJESNI DOM;TRG HRVATSKIH BRANITELJA 3;33;2;2;2;0;2;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;003;POLUM;MJESNI DOM;POLUM 15;10;5;5;5;0;5;0
