Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DEMOKRATSKI HSS - DHSS, HRVATSKA STRANKA PRAVA - HSP, HRVATSKA STRANKA SVIH ČAKAVACA KAJKAVACA I ŠTOKAVACA - HSSČKŠ;DOMOVINSKI POKRET - DP;KANDIDACIJSKA LISTA GRUPE BIRAČA -  ROBERT GREBLIČKI;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, AUTOHTONA - HRVATSKA SELJAČKA STRANKA - A - HSS, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, STRANKA UMIROVLJENIKA - SU, ZAGORSKA DEMOKRATSKA STRANKA - ZDS;HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, NARODNA STRANKA - REFORMISTI - REFORMISTI, HRVATSKA SELJAČKA STRANKA BRAĆE RADIĆ - HSS BRAĆE RADIĆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA SELJAČKA STRANKA - HSS, HRVATSKA STRANKA UMIROVLJENIKA - HSU;KANDIDACIJSKA LISTA GRUPE BIRAČA -  VIKTOR ŠIMUNIĆ;ZAGORSKA STRANKA - ZS
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ĐURMANEC;002;DONJI MACELJ;PODRUČNA ŠKOLA MACELJ, UČIONICA BR. 1;DONJI MACELJ 126;460;258;258;253;5;3;12;4;80;5;137;10;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ĐURMANEC;003;DONJI MACELJ;PODRUČNA ŠKOLA MACELJ, UČIONICA BR. 2;DONJI MACELJ 126;156;63;63;61;2;2;5;5;10;2;35;2;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ĐURMANEC;004;RAVNINSKO;KUĆA DUBRAVKA KONJIĆA;RAVNINSKO 91A;414;257;257;245;12;6;15;2;94;9;96;19;4
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ĐURMANEC;005;HROMEC;ZGRADA ZADRUŽNOG DOMA, U DRUŠTVENIM PROSTORIJAMA U PRIZEMLJU ZGRADE;HROMEC 49;323;186;186;177;9;2;9;3;89;11;52;8;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ĐURMANEC;006;HLEVNICA;KUĆA DRAGUTINA KRANJECA;HLEVNICA 72;198;101;101;100;1;4;7;3;53;0;25;8;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ĐURMANEC;007;LUKOVČAK;KUĆA LJUBICE PAVIĆ;LUKOVČAK 49;179;115;115;109;6;5;7;3;49;3;37;4;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ĐURMANEC;008;JEZERIŠĆE;PROSTORI SPORTSKOG DRUŠTVA JEZERIŠĆE;JEZERIŠĆE;87;62;62;58;4;2;7;0;35;0;13;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ĐURMANEC;009;PODBREZOVICA;PROSTOR UDRUGE ZA ŠPORT I REKREACIJU GORNJA PODBREZOVICA, KOD IGRALIŠTA;PODBREZOVICA;220;155;155;147;8;3;8;1;76;3;39;16;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ĐURMANEC;010;PUTKOVEC;IGRALIŠTE KOD PODRUČNE ŠKOLE U PUTKOVCU, ULAZ U ŠATOR BROJ 1;PUTKOVEC 29;173;103;103;101;2;3;5;1;42;0;48;2;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ĐURMANEC;011;PUTKOVEC;IGRALIŠTE KOD PODRUČNE ŠKOLE U PUTKOVCU, ULAZ U ŠATOR BROJ 2;PUTKOVEC 29;248;120;120;115;5;6;4;2;37;9;54;2;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ĐURMANEC;012;GORIČANOVEC;PROSTOR SPORTSKOG DRUŠTVA JAVOR, KOD IGRALIŠTA;GORIČANOVEC;201;104;104;103;1;2;5;0;43;7;42;2;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;GORNJA STUBICA;001;SVETI MATEJ I;KUĆA MLADENA ŠIŠAKA;SVETI MATEJ 10;135;27;27;26;1;0;6;0;5;2;12;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;GORNJA STUBICA;002;SVETI MATEJ II;PODRUČNA ŠKOLA;SVETI MATEJ 128;341;154;154;147;7;6;38;0;12;33;54;4;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;GORNJA STUBICA;003;HUM STUBIČKI;PODRUČNA ŠKOLA;HUM STUBIČKI 47;478;238;238;230;8;8;20;2;40;41;113;4;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;GORNJA STUBICA;004;DOBRI ZDENCI;PODRUČNA ŠKOLA;DOBRI ZDENCI 24;303;164;164;159;5;0;6;1;20;47;69;13;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;GORNJA STUBICA;005;DUBOVEC;PODRUČNA ŠKOLA;DUBOVEC 76;271;156;156;152;4;0;14;4;18;19;88;6;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;GORNJA STUBICA;006;GUSAKOVEC;KUĆA DRAGUTINA MIKULEC;GUSAKOVEC 55B;170;78;78;74;4;2;7;0;5;23;33;2;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;GORNJA STUBICA;007;MODROVEC;DRUŠTVENI DOM;MODROVEC BB;330;181;181;176;5;1;18;9;22;31;81;12;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;GORNJA STUBICA;008;SLANI POTOK;KUĆA IVANA ĐURĐEVIĆA;SLANI POTOK 19;326;125;125;118;7;3;13;1;38;28;33;2;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;GORNJA STUBICA;009;BREZJE;KUĆA STJEPANA NOVINE;BREZJE 7;195;113;113;110;3;0;24;1;7;22;50;4;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;GORNJA STUBICA;010;KARIVAROŠ;KUĆA SLAVKA MAKARA;KARIVAROŠ 96;258;96;96;92;4;3;12;0;17;17;42;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;GORNJA STUBICA;011;JAKŠINEC;KUĆA JOSIPA IVANIĆA;JAKŠINEC 3D;210;93;93;89;4;0;6;0;14;29;35;3;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;GORNJA STUBICA;012;GORNJA STUBICA;"OSNOVNA ŠKOLA ""MATIJE GUPCA""";ULICA MATIJE GUPCA 2;732;299;299;287;12;10;33;1;33;43;145;22;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;GORNJA STUBICA;013;SAMCI;MUZEJ SELJAČKIH BUNA;SAMCI 64;276;172;172;166;6;1;18;3;14;28;86;15;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;GORNJA STUBICA;014;PASANSKA GORICA;KUĆA MLADENA ČUPARA;PASANSKA GORICA 4B;129;77;77;76;1;0;3;2;14;8;37;11;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;GORNJA STUBICA;015;ŠAGUDOVEC;DVD ŠAGUDOVEC;ŠAGUDOVEC BB;162;70;70;69;1;0;9;0;16;12;28;1;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;HRAŠĆINA;001;TRGOVIŠĆE;OSNOVNA ŠKOLA TRGOVIŠĆE;TRGOVIŠĆE BB;286;131;131;127;4;4;8;0;33;6;72;3;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;HRAŠĆINA;002;HRAŠĆINA;KUĆA DRAGUTINA ŠVECA;HRAŠĆINA 6;161;69;69;64;5;6;7;0;15;2;33;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;HRAŠĆINA;003;VRBOVO;PROSTORIJE DVD VRBOVO;VRBOVO BB;220;90;90;90;0;3;8;1;15;10;53;0;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;HRAŠĆINA;004;HUSINEC;STARA ŠKOLA HUSINEC;HUSINEC BB;195;79;79;77;2;4;12;0;14;7;37;2;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;HRAŠĆINA;005;KRALJEVEC;PROSTORIJE VIS KONFEKCIJA D.D. VARAŽDIN;GORNJI KRALJEVEC BB;357;174;174;168;6;3;13;0;46;22;80;0;4
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;HUM NA SUTLI;001;LUPINJAK;PODRUČNA ŠKOLA;LUPINJAK;421;163;163;155;8;1;18;8;36;7;77;1;7
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;HUM NA SUTLI;002;KLENOVEC HUMSKI;VATROGASNI DOM;KLENOVEC HUMSKI;294;151;151;146;5;0;16;12;30;3;78;3;4
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;HUM NA SUTLI;003;OREŠJE HUMSKO;SPOMEN DOM;OREŠJE HUMSKO;305;154;154;151;3;3;9;5;29;4;88;10;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;HUM NA SUTLI;004;DRUŠKOVEC HUMSKI;PODRUČNA ŠKOLA;DRUŠKOVEC HUMSKI;550;262;262;251;11;5;19;10;88;11;111;2;5
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;HUM NA SUTLI;005;BREZNO;PODRUČNA ŠKOLA;BREZNO;361;134;134;129;5;7;17;11;45;4;43;1;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;HUM NA SUTLI;006;PRIŠLIN;PODRUČNA ŠKOLA;PRIŠLIN;860;386;386;367;19;12;31;25;84;21;184;8;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;HUM NA SUTLI;007;LASTINE;MATIČNI URED;LASTINE 1;701;316;316;298;18;3;26;18;61;12;164;11;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;HUM NA SUTLI;008;HUM NA SUTLI;OPĆINA HUM NA SUTLI;HUM NA SUTLI 175;545;263;263;250;13;2;30;6;48;7;142;11;4
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;JESENJE;001;GORNJE JESENJE;DOM KULTURE;GORNJE JESENJE 103;590;418;418;399;19;4;32;11;201;31;106;14;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;JESENJE;002;DONJE JESENJE;DRUŠTVENI DOM;DONJE JESENJE  61 C;297;209;209;203;6;4;10;8;47;14;101;17;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;JESENJE;003;CERJE JESENJSKO;KUĆA JOSIPA KRANJČECA;CERJE JESENJSKO 2 A;129;94;94;88;6;1;5;3;43;9;26;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;JESENJE;004;LUŽANI ZAGORSKI;KUĆA BUKVIĆ DRAGUTINA;LUŽANI ZAGORSKI 44A;90;72;72;65;7;1;0;1;49;2;11;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;JESENJE;005;BRDO JESENJSKO;KUĆA RANOGAJEC IVANA;BRDO JESENJSKO 16;133;86;86;84;2;7;11;2;45;3;14;1;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KONJŠČINA;001;KONJŠČINA;SREDNJA ŠKOLA KONJŠČINA;MATIJE GUPCA 5;819;578;578;561;17;6;47;8;117;22;284;71;6
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KONJŠČINA;002;GALOVEC;VATROGASNI DOM GALOVEC;GALOVEC;329;238;238;228;10;1;16;3;75;10;109;12;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KONJŠČINA;003;JERTOVEC;OSNOVNA ŠKOLA KONJŠČINA, PODRUČNA ŠKOLA JERTOVEC;JERTOVEC;569;348;348;331;17;4;31;4;106;3;164;14;5
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KONJŠČINA;004;PEŠĆENO;DRUŠTVENI DOM;PEŠĆENO BB;122;77;77;76;1;6;7;0;20;2;36;4;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KONJŠČINA;005;BOČADIR;DRUŠTVENI DOM;BOČADIR;188;141;141;135;6;1;2;2;48;3;70;7;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KONJŠČINA;006;TURNIŠĆE;DRUŠTVENI DOM;TURNIŠĆE;239;108;108;103;5;1;11;3;34;6;45;3;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KONJŠČINA;007;KLIMEN;DRUŠTVENI DOM;KLIMEN;104;58;58;58;0;0;6;0;30;1;20;0;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KONJŠČINA;008;GORNJA KONJŠČINA;VATROGASNI DOM;GORNJA KONJŠČINA;170;116;116;114;2;1;13;2;48;2;44;4;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KONJŠČINA;009;DONJA KONJŠČINA;VATROGASNI DOM;DONJA KONJŠČINA;271;187;187;177;10;2;17;3;48;6;75;24;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KONJŠČINA;010;SUŠOBREG;DRUŠTVENI DOM;SUŠOBREG;176;126;126;121;5;6;7;0;61;2;40;3;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KRALJEVEC NA SUTLI;001;STRMEC SUTLANSKI;MUZIČKI DOM U STRMCU SUTLANSKOM;STRMEC SUTLANSKI 29C;212;135;135;128;7;1;16;4;32;1;68;3;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KRALJEVEC NA SUTLI;002;RADAKOVO;PODRUČNA ŠKOLA RADAKOVO;RADAKOVO 53;380;230;230;217;13;4;12;18;52;9;118;4;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KRALJEVEC NA SUTLI;003;KRALJEVEC NA SUTLI;OPĆINSKA ZGRADA OPĆINE KRALJEVEC NA SUTLI;KRALJEVEC NA SUTLI 132;477;250;250;230;20;1;11;8;65;17;120;4;4
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KRALJEVEC NA SUTLI;004;DRAŠE;VATROGASNI DOM DRAŠE;DRAŠE 7;297;198;198;192;6;5;16;3;44;11;110;0;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KRAPINSKE TOPLICE;001;ČRET;VATROGASNI DOM;ČRET 30;606;307;307;291;16;6;22;7;83;63;100;8;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KRAPINSKE TOPLICE;002;GREGUROVEC;PODRUČNA ŠKOLA;GREGUROVEC 12;295;178;178;172;6;1;5;8;76;5;70;4;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KRAPINSKE TOPLICE;003;KRAPINSKE TOPLICE;DOM KULTURE;K.Š.ĐALSKOG 1;169;66;66;65;1;1;2;9;21;1;30;0;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KRAPINSKE TOPLICE;004;JURJEVEC;DRUŠTVENI DOM;JURJEVEC;286;172;172;165;7;1;17;7;41;8;80;9;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KRAPINSKE TOPLICE;005;KLOKOVEC;KUĆA GUDIĆ ANE MARI;KLOKOVEC 212;742;380;380;371;9;2;19;14;109;17;193;14;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KRAPINSKE TOPLICE;006;KRAPINSKE TOPLICE I;DOM KULTURE;K.Š.ĐALSKOG 1;463;257;257;243;14;1;23;3;105;14;82;10;5
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KRAPINSKE TOPLICE;007;KRAPINSKE TOPLICE II;OSNOVNA ŠKOLA;ZAGREBAČKA 12;803;427;427;416;11;5;19;11;147;11;196;27;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KRAPINSKE TOPLICE;008;MALA ERPENJA I;VATROGASNI DOM;MALA ERPENJA 249;210;89;89;86;3;0;8;1;13;8;55;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KRAPINSKE TOPLICE;009;MALA ERPENJA II;DRUŠTVENI DOM;MALA ERPENJA BB;262;128;128;126;2;2;16;3;33;2;69;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KRAPINSKE TOPLICE;010;SELNO;DRUŠTVENI DOM;SELNO BB;309;155;155;149;6;0;11;16;37;12;67;6;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KRAPINSKE TOPLICE;011;VRTNJAKOVEC;DRUŠTVENI DOM;VRTNJAKOVEC 33A;391;197;197;192;5;3;11;6;69;5;92;6;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KUMROVEC;001;KUMROVEC I RAZVOR;VIJEĆNICA OPĆINE KUMROVEC;KUMROVEC, ULICA JOSIPA BROZA 12;402;222;222;216;6;0;8;4;25;68;105;5;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KUMROVEC;002;KLADNIK;POSLOVNI PROSTOR AUTOLIMAR BOŽIDAR BERC;KLADNIK 45;97;61;61;61;0;0;3;0;9;20;29;0;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KUMROVEC;003;DONJI ŠKRNIK;OBITELJSKA KUĆA DRAGUTINA ŠPILJARA;DONJI ŠKRNIK 28;127;57;57;57;0;2;1;0;6;23;24;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KUMROVEC;004;RAVNO BREZJE, RAZDRTO TUHELJSKO I DUGNJEVEC;OBITELJSKA KUĆA IVANKE ŽNIDAREC;RAVNO BREZJE 19;324;139;139;132;7;4;11;4;26;37;50;0;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KUMROVEC;005;RISVICA I PODGORA;OBITELJSKA KUĆA MONIKE FIKET;RISVICA 49;258;125;125;122;3;1;6;3;11;29;68;4;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;KUMROVEC;006;VELINCI;POSLOVNI PROSTOR JOSIPA PEĆNIKA;VELINCI 19A;85;37;37;37;0;0;0;0;1;21;14;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;LOBOR;001;MARKUŠBRIJEG;"DRUŠTVENI DOM ""VINIPOTOK""";MARKUŠBRIJEG 130B;375;213;213;207;6;0;14;3;84;8;87;10;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;LOBOR;002;ZAVRŠJE LOBORSKO;KUĆA IVICE KOSTANJEVEČKI;ZAVRŠJE LOBORSKO 26B;239;117;117;111;6;4;16;2;39;7;37;3;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;LOBOR;003;STARI GOLUBOVEC;DRUŠTVENI DOM;STARI GOLUBOVEC 88B;158;95;95;93;2;0;4;0;25;4;59;0;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;LOBOR;004;LOBOR;DRUŠTVENI DOM LOBOR;TRG SV. ANE 30;413;264;264;260;4;2;12;17;89;13;123;3;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;LOBOR;005;VOJNOVEC LOBORSKI I;KUĆA BARICE KUHARIĆ;VINIPOTOK 7B;241;159;159;154;5;2;7;6;89;7;34;7;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;LOBOR;006;VOJNOVEC LOBORSKI II;KUĆA IVANKE LENARTIĆ;VOJNOVEC LOBORSKI 108A;236;164;164;159;5;1;8;5;81;8;54;2;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;LOBOR;007;PETROVA GORA;DRUŠTVENI DOM;PETROVA GORA 15B;191;97;97;92;5;0;6;2;50;3;30;0;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;LOBOR;008;PETROVA GORA;KUĆA DANIJELA ŠKUDARA;PETROVA GORA 168A;224;115;115;113;2;1;6;0;44;17;42;3;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;LOBOR;009;VELIKA PETROVAGORSKA;KUĆA STJEPANA HORVATA;VELIKA PETROVAGORSKA 32A;190;103;103;99;4;2;3;1;57;7;27;2;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MAČE;001;MAČE;DOM KULTURE OPĆINE MAČE;MAČE 30;564;278;278;273;5;5;25;3;41;8;183;7;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MAČE;002;MALI BUKOVEC;KUĆA STJEPANA JAMBREKOVIĆA;MALI BUKOVEC 25A;187;88;88;86;2;0;1;1;14;0;68;1;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MAČE;003;VELIKI BUKOVEC;LOVAČKI DOM;VELIKI BUKOVEC 1;258;112;112;107;5;3;4;1;23;2;69;4;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MAČE;004;VELIKI KOMOR;KUĆA DRAGICE BAČUN;VELIKI KOMOR 149;133;77;77;76;1;2;8;0;14;4;47;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MAČE;005;VELIKI KOMOR;KUĆA JOSIPE BUKAL;VELIKI KOMOR 18D;245;97;97;97;0;0;3;0;21;9;61;2;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MAČE;006;VUKANCI-PERŠAVES;PROSTORIJE BIVŠEG CAFFE BARA BAKMUS;PERŠAVES 4;188;100;100;98;2;1;2;1;28;5;60;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MAČE;007;DELKOVEC;KUĆA DRAGUTINA SEDLARA;DELKOVEC 30;114;57;57;55;2;1;4;0;7;4;37;2;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MAČE;008;PERŠAVES;PODRUČNA ŠKOLA;PERŠAVES BB;305;163;163;160;3;1;6;0;35;6;108;4;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MARIJA BISTRICA;001;MARIJA BISTRICA;DOM KULTURE;ZAGREBAČKA BB;911;464;464;451;13;6;42;5;162;16;200;19;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MARIJA BISTRICA;002;MARIJA BISTRICA II;"TERMOLAKIRNICA ""ŠTAGAR""";STUBIČKA CESTA 20;400;170;170;167;3;3;29;2;46;16;59;11;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MARIJA BISTRICA;003;PODGORJE BISTRIČKO;"OSNOVNA ŠKOLA ""M.BISTRICA""";ZAGREBAČKA 15;780;287;287;277;10;6;25;4;88;13;127;13;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MARIJA BISTRICA;004;LAZ BISTRIČKI;VATROGASNI DOM DVD-A LAZ;LAZ BISTRIČKI;841;244;243;238;5;6;57;1;75;12;78;4;5
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MARIJA BISTRICA;005;GLOBOČEC;PODRUČNA ŠKOLA GLOBOČEC;GLOBOČEC;434;171;171;165;6;1;22;1;64;2;73;2;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MARIJA BISTRICA;006;POLJANICA BISTRIČKA;PODRUČNA ŠKOLA;POLJANICA BISTRIČKA;306;88;88;85;3;2;3;0;28;3;43;5;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MARIJA BISTRICA;007;SUŠOBREG;KUĆA VRABEC MILORADA;SUŠOBREG BISTRIČKI 120B;68;24;24;24;0;0;2;0;7;0;14;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MARIJA BISTRICA;008;SELNICA;VATROGASNI DOM;SELNICA;516;193;193;187;6;4;14;2;29;25;107;6;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MARIJA BISTRICA;009;TUGONICA;VATROGASNI DOM;TUGONICA;483;151;151;148;3;3;12;0;35;8;81;6;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MARIJA BISTRICA;010;PODGRAĐE;DRUŠTVENI DOM;PODGRAĐE;276;111;111;107;4;2;13;1;26;6;56;2;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MIHOVLJAN;001;MIHOVLJAN;ZGRADA OPĆINE MIHOVLJAN AMBULANTA OPĆE MEDICINE - PRIZEMLJE;MIHOVLJAN 48;530;226;226;217;9;9;17;7;91;11;77;4;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MIHOVLJAN;002;MIHOVLJAN;ZGRADA OPĆINE MIHOVLJAN PROSTORIJE OPĆINE - I. KAT;MIHOVLJAN 48;418;134;134;128;6;2;7;2;67;2;47;0;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MIHOVLJAN;003;KUZMINEC;KUĆA DAMIRA NOVAK-FILIPA;KUZMINEC 149A;325;116;116;110;6;3;13;1;46;3;37;6;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;MIHOVLJAN;004;GREGUROVEC;OSNOVNA ŠKOLA;GREGUROVEC BB;271;116;116;111;5;10;13;0;49;4;32;1;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;NOVI GOLUBOVEC;001;NOVI GOLUBOVEC;DOM KULTURE;NOVI GOLUBOVEC 35;549;313;313;307;6;5;21;1;120;37;105;13;5
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;NOVI GOLUBOVEC;002;VELIKA PETROVAGORSKA;DRUŠTVENI DOM;VELIKA PETROVAGORSKA BB;246;119;119;115;4;0;7;1;70;1;33;2;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;PETROVSKO;001;PETROVSKO I ROVNO;OSNOVNA ŠKOLA ANTUNA MIHANOVIĆA (UČIONICA BR. 1);PETROVSKO 58 A;265;180;180;175;5;2;20;5;50;14;75;6;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;PETROVSKO;002;BENKOVEC PETROVSKI;OSNOVNA ŠKOLA ANTUNA MIHANOVIĆA, UČIONICA BR. 2;PETROVSKO 58 A;100;64;64;62;2;1;7;0;19;6;23;3;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;PETROVSKO;003;STARA VES PETROVSKA I MALA PAČETINA;GARAŽA KOZINA KRISTIJANA;STARA VES PETROVSKA 43A;205;127;127;122;5;5;17;0;42;11;43;2;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;PETROVSKO;004;PODGAJ PETROVSKI;KUĆA POSLONČEC STJEPANA;PODGAJ PETROVSKI 37;209;154;154;147;7;2;12;1;37;15;73;6;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;PETROVSKO;005;BREZOVICA PETROVSKA;KUĆA LELJAK RUDOLFA;BREZOVICA PETROVSKA 9;85;56;56;56;0;2;3;0;18;6;18;5;4
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;PETROVSKO;006;PRESEKA PETROVSKA;KUĆA PRESEČKI EDUARDA;PRESEKA PETROVSKA 22;216;159;159;152;7;2;15;4;32;18;63;15;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;PETROVSKO;007;ŠTUPARJE;KUĆA POSLON-FABRIČNI LJUBICE;ŠTUPARJE 38;319;230;230;222;8;1;16;3;82;18;96;4;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;PETROVSKO;008;SVEDRUŽA DONJA;PODRUČNA ŠKOLA U SLATINI (SJEVERNA UČ.);SLATINA SVEDRUŠKA 38;116;78;78;76;2;1;12;0;35;4;21;3;0
