Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;STJEPAN KOŽIĆ;MIHAEL ZMAJLOVIĆ
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;036;MEDSAVE;DRUŠTVENI DOM U MEDSAVAMA;MEDSAVE;183;105;105;103;2;43;60
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;037;MOLVICE;PROSTORIJE MJESNOG ODBORA MOLVICE;ŠKOLSKA 6;587;310;310;297;13;118;179
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;038;NORŠIĆ SELO;OSNOVNA ŠKOLA U NORŠIĆ SELU;NORŠIĆ SELO;88;50;50;48;2;32;16
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;039;OTRUŠEVEC;DRUŠTVENI DOM OTRUŠEVEC;OTRUŠEVEC;259;133;133;130;3;50;80
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;040;PAVUČNJAK;VATROGASNI DOM PAVUČNJAK;PAVUČNJAK;461;155;155;151;4;43;108
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;041;PETKOV BREG;DRUŠTVENI  DOM PETKOV BREG;PETKOV BREG;226;92;92;91;1;35;56
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;042;PODGRAĐE PODOKIĆKO;KUĆA STJEPANA BAŠIĆA;PODGRAĐE PODOKIĆKO 42;127;53;53;50;3;21;29
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;043;PODVRH;VATROGASNI DOM PODVRH;PODVRH;655;356;356;340;16;136;204
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;044;RAKOV POTOK;DRUŠTVENI DOM RAKOV POTOK;RAKOV POTOK,KARLOVAČKA 118;933;333;333;323;10;116;207
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;045;RUDE;OSNOVNA ŠKOLA U  RUDAMA;RUDE 93;520;218;218;213;5;95;118
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;046;RUDE;OSNOVNA ŠKOLA U RUDAMA;RUDE 93;441;208;208;199;9;95;104
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;047;CENTAR -  SAMOBOR;PROSTORIJE  MALE DVORANE HRVATSKOG DOMA;SAMOBOR, TRG MATICE HRVATSKE 6;1697;828;827;789;38;245;544
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;048;CVJETNO NASELJE-PERIVOJ-SAMOBOR;PROSTORIJE TRGOVAČKOG DRUŠTVA SAMOBORSKI PERIVOJ D.O.O.;SAMOBOR, ULICA ARHITEKTE  EDE ŠENA 4;1671;687;687;654;33;244;410
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;049;GIZNIK-ANINDOL-SAMOBOR;PROSTORIJE TRGOVAČKOG DRUŠTVA HVAT  D.O.O.;SAMOBOR, MILANA LANGA 29;1477;690;689;664;25;185;479
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;050;GIZNIK-ANINDOL-SAMOBOR;PROSTORIJE CENTRA ZA MLADE - BUNKER;SAMOBOR, SAVKE DABČEVIĆ KUČAR 8;1008;521;521;491;30;163;328
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;051;GORNJI KRAJ-HAMOR-SAMOBOR;PROSTORIJE TRGOVAČKOG DRUŠTVA DR.ŠKOBIĆ;SAMOBOR,GORNJI KRAJ 11;765;375;375;361;14;118;243
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;052;JUŽNO NASELJE - SAMOBOR;OSNOVNA ŠKOLA BOGUMIL TONI;SAMOBOR, PERKOVČEVA 90;1711;743;742;707;35;214;493
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;053;JUŽNO NASELJE - SAMOBOR;OSNOVNA ŠKOLA BOGUMIL TONI;ULICA IVANA PERKOVCA 90;1085;493;493;457;36;134;323
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;054;KOLODVORSKO NASELJE-SAJMIŠTE-SAMOBOR;PROSTORIJE T.D.CHROMOS D.D.-ZGRADA UPRAVE;SAMOBOR, ZAGREBAČKA 30, ULAZ IZ ULICE GRADA WIRGESA;797;334;334;324;10;115;209
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;055;KOLODVORSKO NASELJE-SAJMIŠTE-SAMOBOR;PROSTORIJE TRGOVAČKOG DRUŠTVA KOMUNALAC D.O.O.;SAMOBOR, HRASTINSKA CESTA BB(SAJMIŠTE);1051;471;471;448;23;172;276
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;056;PODLOŽNICE - SAMOBOR;PROSTORIJE DJEČJEG VRTIĆA GRIGOR VITEZ;SAMOBOR, IVICE SUDNIKA 11;1190;628;626;589;37;161;428
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;057;PODLOŽNICE - SAMOBOR;PROSTORIJE AUTOŠKOLE MANDIĆ I MEGASTART;SAMOBOR, ULICA IVANA GUNDULIĆA 2 A;980;487;487;449;38;174;275
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;058;SVETA HELENA - SAMOBOR;PROSTORIJE SREDNJIH ŠKOLA U SAMOBORU (MALA KONGRESNA DVORANA);SAMOBOR, HEBRANGOVA 26;1444;675;675;633;42;212;421
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;059;SAMOBORSKI OTOK;DRUŠTVENI DOM SAMOBORSKI OTOK;SAMOBORSKI OTOK, TRG SVETOG NIKOLE 3;498;270;270;258;12;125;133
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;060;SLANI DOL;ZGRADA PARKA PRIRODE ŽUMBERAK (PROSTORIJA MJESNOG ODBORA);SLANI DOL 1;167;83;83;80;3;44;36
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;061;SLANI DOL;KUĆA ANĐELE PRIŠLIN;VRATNIK SAMOBORSKI, VRATNIK 19;79;41;41;39;2;18;21
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;062;SLANI DOL;KUĆA KREŠE BIŠĆANA;DRAGANJE SELO 38;68;44;44;41;3;9;32
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;063;SAVRŠČAK;DRUŠTVENI DOM U SAVRŠČAKU;SAVRŠĆAK;185;78;78;72;6;26;46
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;064;SMEROVIŠĆE;OSNOVNA ŠKOLA U SMEROVIŠĆU;SMEROVIŠĆE;215;102;102;99;3;36;63
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;065;SVETI MARTIN;OSNOVNA ŠKOLA U SVETOM MARTINU POD OKIĆEM;SV. MARTIN POD OKIĆEM;293;126;126;123;3;65;58
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;066;STOJDRAGA;ŠKOLA U NOVOM SELU ŽUMBERAČKOM;NOVO SELO ŽUMBERAČKO;20;5;5;5;0;4;1
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;067;STOJDRAGA;KUĆA LJERKE ŽIVODER, POKLEK;POKLEK 24;43;10;10;9;1;7;2
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;068;STOJDRAGA;PROSTORIJE MJESNOG ODBORA STOJDRAGA;STOJDRAGA 27;59;22;22;22;0;7;15
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;069;VELIKA RAKOVICA;OSNOVNA ŠKOLA U MIRNOVCU;MIRNOVEC;500;258;258;243;15;106;137
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;070;VRBOVEC SAMOBORSKI;VATROGASNI DOM;VRBOVEC SAMOBORSKI 79;230;137;137;127;10;68;59
01;ZAGREBAČKA ŽUPANIJA;grad;SAMOBOR;071;VRHOVČAK SAMOBORSKI;DRUŠTVENI DOM VRHOVČAK;VRHOVČAK SAMOBORSKI;321;149;149;141;8;53;88
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;001;BESTOVJE;DRUŠTVENI DOM BESTOVJE;BESTOVJE, PRUDNJACI 1;1137;174;174;171;3;73;98
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;002;BESTOVJE;DRUŠTVENI DOM BESTOVJE;BESTOVJE,PRUDNJACI 1;895;137;137;131;6;41;90
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;003;BREZJE;DRUŠTVENI DOM BREZJE;BREZJE, F. GREDELJA 4;1320;189;189;187;2;94;93
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;004;KERESTINEC- KALINOVICA;PODRUČNA ŠKOLA KERESTINEC;KERESTINEC, MATE LOVRAKA 3;1355;180;180;173;7;99;74
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;005;KERESTINEC-KALINOVICA-ŽITARKA;PODRUČNA ŠKOLA KERESTINEC;KERESTINEC,MATE LOVRAKA 3;539;52;52;51;1;23;28
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;006;MALA GORICA-SREBRNJAK;DRUŠTVENI DOM MALA GORICA;MALA GORICA, ULICA AUGUSTA ŠENOE 34;670;92;92;89;3;37;52
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;007;SVETA NEDELJA;ZGRADA GRADSKE UPRAVE, SVETA NEDELJA;TRG ANTE STARČEVIĆA 5;1233;182;182;176;6;81;95
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;008;SVETONEDELJSKI BREG;U STAROJ KUĆI ĐURE VOJVODIĆA;SVETONEDELJSKI BREG 45;146;33;33;32;1;11;21
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;009;JAGNJIĆ DOL;BIVŠA CARITASOVA KUĆA;JAGNJIĆ DOL, JAGNJIĆ DOL 86;448;61;61;60;1;40;20
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;010;NOVAKI;DRUŠTVENI DOM NOVAKI;NOVAKI, NOVAČKA 16;1062;147;147;143;4;69;74
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;011;NOVAKI;DRUŠTVENI DOM NOVAKI;NOVAKI, NOVAČKA 16;644;90;90;90;0;49;41
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;012;OREŠJE;DRUŠTVENI DOM  OREŠJE;OREŠJE, TRG LIPA 1;947;152;152;144;8;57;87
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;013;RAKITJE;DRUŠTVENI DOM RAKITJE, RAKITJE;RAKITSKA ULICA 4;1027;111;111;110;1;51;59
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;014;RAKITJE;DRUŠTVENI DOM RAKITJE, RAKITJE;RAKITSKA ULICA 4;1154;156;156;149;7;71;78
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;015;STRMEC;PODRUČNA ŠKOLA STRMEC;STRMEC, ŠKOLSKA 13;1080;131;131;130;1;52;78
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;016;STRMEC;PODRUČNA ŠKOLA STRMEC;STRMEC, ŠKOLSKA 13;1341;147;147;138;9;47;91
01;ZAGREBAČKA ŽUPANIJA;grad;SVETA NEDELJA;017;STRMEC;PODRUČNA ŠKOLA STRMEC;STRMEC,ŠKOLSKA 13;1191;139;139;136;3;59;77
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;001;SVETI IVAN ZELINA I;SV. IVAN ZELINA;TRG A. STARČEVIĆA 1;1021;442;442;426;16;234;192
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;002;SV. IVAN ZELINA II;SV. IVAN ZELINA;TRG A. STARČEVIĆA 12;788;309;309;303;6;177;126
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;003;SV.IVAN ZELINA III;SV.IVAN ZELINA-KUĆA ŠPINDERK MARIJE;V.NAZORA 23;613;288;288;281;7;161;120
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;004;DONJA TOPLIČICA;DRUŠTVENI DOM;DONJA TOPLIČICA 4;54;31;31;31;0;22;9
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;005;GORNJA TOPLIČICA;DRUŠTVENI DOM;GORNJA TOPLIČICA 21;154;70;70;68;2;38;30
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;006;BIŠKUPEC ZELINSKI;DRUŠTVENI DOM;ZELINGRADSKA 39, BIŠKUPEC ZELINSKI;876;354;354;336;18;212;124
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;007;VELIKA GORA;DRUŠTVENI DOM;VELIKA GORA 2 A;183;83;83;79;4;52;27
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;008;GORNJE PSARJEVO;DRUŠTVENI DOM;GORNJE PSARJEVO 16;299;105;105;102;3;69;33
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;009;DONJE PSARJEVO;DRUŠTVENI DOM;DONJE PSARJEVO 12 B;236;93;93;90;3;54;36
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;010;BLAŽEVDOL;DRUŠTVENI DOM;ULICA FUČKANI 12, BLAŽEVDOL;339;147;147;143;4;94;49
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;011;SELNICA PSARJEVAČKA;DRUŠTVENI DOM;SELNICA PSARJEVAČKA 10;200;69;69;67;2;37;30
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;012;CURKOVEC;DRUŠTVENI DOM;CURKOVEC 12;68;30;30;28;2;22;6
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;013;DONJA ZELINA;DRUŠTVENI DOM;DONJOZELINSKA 52, DONJA ZELINA;744;247;247;233;14;156;77
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;014;BLAŠKOVEC;DRUŠTVENI DOM;BLAŠKOVEČKA 75, BLAŠKOVEC;485;126;126;120;6;82;38
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;015;NESPEŠ;URED MJESNOG ODBORA;NESPEŠ  5;299;113;113;108;5;94;14
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;016;BUNJAK;DRUŠTVENI DOM;BUNJAK 23;124;35;35;35;0;20;15
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;017;GORNJA DRENOVA;DRUŠTVENI DOM;GORNJA DRENOVA 40/B;274;141;141;140;1;124;16
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;018;DONJA DRENOVA;DRUŠTVENI DOM;DONJA DRENOVA 50;291;108;108;102;6;95;7
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;019;HRNJANEC;DRUŠTVENI DOM;NOVOSELI 15, HRNJANEC;382;110;110;108;2;78;30
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;020;SVETA HELENA;DRUŠTVENI DOM;SV. HELENA 54/A;473;147;147;144;3;92;52
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;021;BANJE SELO;DRUŠTVENI DOM;BANJE SELO 48;116;30;30;30;0;23;7
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;022;LAKTEC;DRUŠTVENI DOM;LAKTEC 10;136;63;63;62;1;31;31
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;023;GORIČANEC;DRUŠTVENI DOM;GORIČANEC 1 B;146;47;47;44;3;34;10
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;024;KRIŽEVČEC;DRUŠTVENI DOM;KRIŽEVČEC  1 B;74;21;21;19;2;18;1
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;025;MAJKOVEC;DRUŠTVENI DOM;ULICA SVETOG TROJSTVA 50, MAJKOVEC;159;59;59;59;0;41;18
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;026;PAUKOVEC;DRUŠTVENI DOM;PAUKOVEČKA 17, PAUKOVEC;302;96;96;95;1;70;25
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;027;BUKEVJE;DRUŠTVENI DOM;BUKEVJE 15 A;82;41;41;41;0;35;6
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;028;BUKOVEC ZELINSKI;DRUŠTVENI DOM;BUKOVEC ZELINSKI 66 N;331;118;118;115;3;92;23
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;029;SUHODOL ZELINSKI;KUĆA ŠKRLEC IVICE;SUHODOL ZELINSKI 8;105;30;30;29;1;25;4
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;030;GORIČICA;ZGRADA ŽUPANIJSKIH CESTA ZAGREBAČKE ŽUPANIJE D.O.O.;ZAGREBAČKA 44A, GORIČICA;357;87;87;81;6;56;25
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;031;KALINJE;DRUŠTVENI DOM;KALINJE 13 A;224;94;94;94;0;58;36
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;032;PRETOKI;DRUŠTVENI DOM;PRETOKI 22;434;176;176;171;5;89;82
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;033;DONJE OREŠJE;DRUŠTVENI DOM;BISTRIČKA 79, DONJE OREŠJE;399;192;192;188;4;109;79
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;034;GORNJE OREŠJE;DRUŠTVENI DOM;GORNJE OREŠJE 78 A;204;79;79;77;2;51;26
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;035;HRASTJE;DRUŠTVENI DOM;HRASTJE 52;288;122;122;121;1;73;48
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;036;ŽITOMIR;DRUŠTVENI DOM;ŽITOMIR 16 D;136;52;52;51;1;32;19
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;037;PREPOLNO;PODRUČNA ŠKOLA;PREPOLNO 3;44;20;20;19;1;15;4
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;038;ZADRKOVEC;DRUŠTVENI DOM;ZADRKOVEC 25 D;254;87;87;87;0;57;30
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;039;KOMIN;PODRUČNA ŠKOLA;KOMIN 36;298;113;113;110;3;74;36
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;040;TOMAŠEVEC;DRUŠTVENI DOM;TOMAŠEVEC 28 D;157;73;73;73;0;59;14
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;041;RADOIŠĆE;DRUŠTVENI DOM;RADOIŠĆE 97B;207;72;72;72;0;65;7
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;042;ZRINŠĆINA;DRUŠTVENI DOM;ZRINŠĆINA 30 A;112;31;31;30;1;23;7
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;043;SALNIK;DRUŠTVENI DOM;SALNIK 31;137;54;54;54;0;39;15
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;044;MARINOVEC ZELINSKI;DRUŠTVENI DOM;MARINOVEC ZELINSKI 27;107;49;49;48;1;26;22
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;045;ŠULINEC;DRUŠTVENI DOM;ŠULINEC 26 A;206;88;88;82;6;49;33
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;046;KREČAVES;DRUŠTVENI DOM;KREČAVES 53;195;85;85;84;1;61;23
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;047;NOVO MJESTO;DRUŠTVENI DOM;NOVO MJESTO 44;108;46;46;45;1;26;19
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;048;POLONJE I;DRUŠTVENI DOM;POLONJE 8 A;185;69;69;68;1;60;8
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;049;POLONJE II;DRUŠTVENI DOM;POLONJE TOMAŠEVEČKO 105 A;144;59;59;59;0;50;9
01;ZAGREBAČKA ŽUPANIJA;grad;SVETI IVAN ZELINA;050;KELEMINOVEC;DRUŠTVENI DOM;KELEMINOVEC 22;93;47;47;47;0;41;6
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;001;BRAĆA RADIĆ;DOM KULTURE GALŽENICA - PRIZEMLJE;VEL.GORICA, TRG S.RADIĆA 5;1092;214;214;209;5;129;80
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;002;BRAĆA RADIĆ;DOM KULTURE GALŽENICA-KINO DVORANA;VEL.GORICA, TRG S. RADIĆA 5;786;138;138;133;5;61;72
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;003;BRAĆA RADIĆ;DJEČJI VRTIĆ CICIBAN;VEL.GORICA, S. KOLARA 39;855;173;173;165;8;70;95
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;004;BRAĆA RADIĆ;DJEČJI VRTIĆ CICIBAN;VEL.GORICA, V. VIDRIĆA 2;1130;204;203;199;4;86;113
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;005;HRVATSKI VELIKANI;CVJETNO NASELJE - SKLONIŠTE;VEL.GORICA, CVJETNO NASELJE 18 A;1447;303;303;297;6;133;164
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;006;HRVATSKI VELIKANI;GIMNAZIJA VELIKA GORICA;VEL.GORICA, KRALJA TOMAŠEVIĆA 21;1319;288;288;276;12;150;126
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;007;HRVATSKI VELIKANI;GIMNAZIJA VELIKA GORICA;VELIKA GORICA, KRALJA TOMAŠEVIĆA 21;506;88;88;86;2;48;38
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;008;MILJENKO GRANIĆ;PROSTORIJE GRADSKE ČETVRTI;VELIKA GORICA, VINKOVAČKA 2;1547;357;357;345;12;155;190
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;009;MILJENKO GRANIĆ;"OSNOVNA ŠKOLA ""EUGEN KUMIČIĆ""";VEL.GORICA, J. PUCEKOVIĆA 4;1475;217;217;214;3;114;100
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;010;MILJENKO GRANIĆ;"OSNOVNA ŠKOLA ""EUGEN KUMIČIĆ""";VELIKA GORICA, J. PUCEKOVIĆA 4;769;144;144;143;1;60;83
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;011;MILJENKO GRANIĆ;"OSNOVNA ŠKOLA ""EUGEN KUMIČIĆ""";VELIKA GORICA, J. PUCEKOVIĆA 4;1657;200;200;188;12;88;100
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;012;MILJENKO GRANIĆ;"OSNOVNA ŠKOLA ""NIKOLA HRIBAR""";VELIKA GORICA, R. BOŠKOVIĆA 13;1366;275;275;265;10;141;124
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;013;MILJENKO GRANIĆ;"OSNOVNA ŠKOLA ""NIKOLA HRIBAR""";VELIKA GORICA, R. BOŠKOVIĆA 13;1441;221;221;213;8;115;98
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;014;STARI GRAD;"OSNOVNA ŠKOLA ""JURJA HABDELIĆA""";VELIKA GORICA, ŠKOLSKA ULICA 1;1450;429;429;413;16;287;126
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;015;STARI GRAD;VATROGASNI DOM;VELIKA GORICA, ZAGREBAČKA 3;1711;337;336;321;15;196;125
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;016;VLADIMIR NAZOR;"OSNOVNA ŠKOLA ""EUGEN KUMIČIĆ""";VELIKA GORICA, J. PUCEKOVIĆA 4;1210;191;191;185;6;79;106
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;017;VLADIMIR NAZOR;ELEKTRA;VELIKA GORICA, S. KOLARA 17;552;98;98;94;4;39;55
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;018;VLADIMIR NAZOR;"OSNOVNA ŠKOLA ""EUGEN KUMIČIĆ""";VELIKA GORICA, J. PUCEKOVIĆA 4;756;115;115;113;2;47;66
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;019;VLADIMIR NAZOR;PROSTORIJE GRADSKE ČETVRTI;VELIKA GORICA, M. SLATINSKOG 4;967;209;209;204;5;92;112
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;020;KURILOVEC;VATROGASNI DOM;VELIKA GORICA, HORVATOVA 57;1426;211;211;205;6;117;88
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;021;KURILOVEC;"PROSTORIJE NK ""UDARNIK""";VELIKA GORICA, SPORTSKA 2;1709;262;262;258;4;152;106
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;022;PLESO;DRUŠTVENI DOM;VELIKA GORICA, Š. BREŠČENSKOG 18;1200;282;282;275;7;188;87
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;023;RAKARJE;DRUŠTVENI DOM;VELIKA GORICA, RAKARSKA 55;940;172;172;161;11;114;47
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;024;BAPČE;DRUŠTVENI DOM;BAPČE 12 A;109;31;31;29;2;20;9
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;025;BUKOVČAK;DRUŠTVENI DOM;BUKOVČAK 18;51;18;18;17;1;14;3
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;026;BUŠEVEC-NOVO SELO;OSNOVNA ŠKOLA U BUŠEVCU;BUŠEVEC BB;915;225;225;221;4;141;80
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;027;CEROVSKI VRH;DRUŠTVENI DOM;CEROVSKI VRH 3 A;218;32;32;32;0;16;16
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;028;ČIČKA POLJANA;ZGRADA BIVŠE ŠKOLE;POLJANA ČIČKA 81;594;94;94;90;4;49;41
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;029;ČRNKOVEC;DRUŠTVENI DOM;ČRNKOVEC 55;387;52;52;49;3;35;14
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;030;DONJA LOMNICA;VATROGASNI DOM;DONJA LOMNICA, ŠKOLSKA 20 A;1463;260;260;249;11;177;72
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;031;DONJE PODOTOČJE;DRUŠTVENI DOM;PODOTOČJE DONJE, DAVUTOVIĆI 15;337;45;45;42;3;30;12
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;032;DUBRANEC;DRUŠTVENI DOM;DUBRANEC 13;311;56;56;56;0;34;22
