Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DAMIR DEKANIĆ;JOSIP DABRO
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;GRADIŠTE;003;GRADIŠTE;"OSNOVNA ŠKOLA ""GRADIŠTE""";KOLODVORSKA UL.27;948;132;132;129;3;72;57
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;GUNJA;001;GUNJA;DRUŠTVENI DOM I KNJIŽNICA;VLADIMIRA NAZORA 113;666;154;154;152;2;69;83
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;GUNJA;002;GUNJA;"OŠ ""ANTUN I STJEPAN RADIĆ"",PODRUČNA ŠKOLA";VLADIMIRA NAZORA 112;849;160;160;159;1;79;80
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;GUNJA;003;GUNJA;CENTAR ZA JAVNE INICIJATIVE GUNJA;VLADIMIRA NAZORA 317 B;805;149;149;148;1;61;87
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;GUNJA;004;GUNJA;"OŠ ""ANTUN I STJEPAN RADIĆ""";MIROSLAVA KRLEŽE 55;851;108;108;108;0;35;73
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;IVANKOVO;001;IVANKOVO;SPORTSKA DVORANA;BOŠNJACI 10;1372;349;348;337;11;162;175
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;IVANKOVO;002;IVANKOVO;SPORTSKA DVORANA;BOŠNJACI 10;1252;293;293;289;4;136;153
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;IVANKOVO;003;IVANKOVO;PRIVATNA KUĆA ANĐELKE PEJIĆ;BOŠNJACI 158;1286;310;310;303;7;161;142
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;IVANKOVO;004;IVANKOVO;PRIVATNA KUĆA VLADE SALOPEKA;GORJANI 272;1071;264;264;256;8;121;135
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;IVANKOVO;005;RETKOVCI;DOM KULTURE RETKOVCI;M. GUPCA 7;983;252;252;249;3;165;84
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;IVANKOVO;006;PRKOVCI;DRUŠTVENI DOM PRKOVCI;GLAVNA 21;391;127;127;126;1;104;22
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;JARMINA;001;JARMINA;DOM TALIJANSKOG PRIJATELJSTVA;V.NAZORA 2;1080;771;769;738;31;450;288
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;JARMINA;002;JARMINA;OSNOVNA ŠKOLA JARMINA;J.J.STROSSMAYERA 3;907;575;575;553;22;317;236
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;LOVAS;001;LOVAS;ZGRADA OPĆINE LOVAS-VIJEĆNICA;A.STARČEVIĆA BR. 5;653;274;274;262;12;172;90
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;LOVAS;002;OPATOVAC;PROSTORIJE MJESNOG ODBORA U OPATOVCU;TRG HRVATSKIH BRANITELJA BR. 1;244;99;99;96;3;61;35
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;MARKUŠICA;001;MARKUŠICA;DOM KULTURE MARKUŠICA;S.POPOVIĆA 2;430;37;37;37;0;33;4
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;MARKUŠICA;002;MARKUŠICA;NOVA ZGRADA OPĆINE MARKUŠICA;PERE CARA 2;346;48;48;45;3;38;7
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;MARKUŠICA;003;GABOŠ;DOM KULTURE;J.J.ZMAJA 1;380;75;75;72;3;68;4
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;MARKUŠICA;004;KARADŽIĆEVO;OSNOVNA ŠKOLA KARADŽIĆEVO;V.S.KARADŽIĆA BB;148;20;20;20;0;19;1
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;MARKUŠICA;005;OSTROVO;DOM KULTURE;MATIJE I LJUBINKA 3;476;88;88;84;4;76;8
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;MARKUŠICA;006;PODRINJE;PROSTORIJE MJESNOG ODBORA;GLAVNA BB;149;13;13;13;0;10;3
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NEGOSLAVCI;001;NEGOSLAVCI;ZGRADA OPĆINE NEGOSLAVCI ( VELIKA SALA );VUKOVARSKA 7;943;260;260;256;4;246;10
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;001;NIJEMCI;"OSNOVNA ŠKOLA ""I. KOZARAC"" NIJEMCI";ZRINSKA 8;1248;306;306;302;4;117;185
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;002;ĐELETOVCI;"OSNOVNA ŠKOLA ""I.KOZARAC"" NIJEMCI-PODRUČNA ŠKOLA ĐELETOVCI";BANA JELAČIĆA 6;413;144;144;138;6;88;50
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;003;DONJE NOVO SELO;"OSNOVNA ŠKOLA ""I. KOZARAC"" NIJEMCI- PODRUČNA ŠKOLA DONJE NOVO SELO";M.A.RELJKOVIĆA 83;375;135;135;133;2;82;51
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;004;PODGRAĐE;"OSNOVNA ŠKOLA "" I. KOZARAC""  NIJEMCI-PODRUČNA ŠKOLA PODGRAĐE";ŠKOLSKA 2;290;85;85;85;0;46;39
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;005;APŠEVCI;OSNOVNA ŠKOLA LIPOVAC-PODRUČNA ŠKOLA APŠEVCI;KRALJA TOMISLAVA 58;215;83;83;82;1;43;39
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;006;LIPOVAC;DRUŠTVENI DOM LIPOVAC;CVJETNO NASELJE 1 B;656;186;186;183;3;133;50
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;007;VINKOVAČKI BANOVCI;OSNOVNA ŠKOLA ILAČA- BANOVCI, PODRUČNA ŠKOLA VINKOVAČKI BANOVCI;M.TITA BB;104;25;25;25;0;20;5
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NIJEMCI;008;BANOVCI;OSNOVNA ŠKOLA ILAČA- BANOVCI, PODRUČNA ŠKOLA BANOVCI;M.TITA BB;243;35;35;35;0;32;3
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NUŠTAR;001;NUŠTAR;DOM KULTURE;KRIŽNOG PUTA 18;1081;389;389;378;11;181;197
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NUŠTAR;002;NUŠTAR;"OŠ ""ZRINSKIH"" NUŠTAR";ZRINSKOG 13;1076;388;388;381;7;132;249
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NUŠTAR;003;NUŠTAR;ZGRADA OPĆINE NUŠTAR;TRG DR. FRANJE TUĐMANA 1;676;203;203;203;0;61;142
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NUŠTAR;004;MARINCI;ZGRADA VIJEĆA MJESNOG ODBORA MARINCI;VLADIMIRA NAZORA 14;513;108;108;108;0;53;55
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;NUŠTAR;005;CERIĆ;ZGRADA MJESNOG ODBORA, CERIĆ;TRG DR. FRANJE TUĐMANA 1;1189;519;519;505;14;314;191
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;PRIVLAKA;001;PRIVLAKA;DOM UMIROVLJENIKA;B.J.ŠOKČEVIĆA 1;797;211;211;207;4;167;40
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;PRIVLAKA;002;PRIVLAKA;"KUD ""IVAN DOMAC""";B.J.ŠOKČEVIĆA 3;651;187;187;184;3;119;65
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;PRIVLAKA;003;PRIVLAKA;OPĆINA PRIVLAKA;FALIČEVCI 7;857;211;211;209;2;134;75
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI JANKOVCI;001;STARI JANKOVCI;ZGRADA OPĆINE;DR.FRANJE TUĐMANA 1;1241;337;337;329;8;207;122
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI JANKOVCI;002;NOVI JANKOVCI;ZGRADA MJESNOG ODBORA;ŠKOLSKA 1;728;212;212;208;4;151;57
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI JANKOVCI;003;SLAKOVCI;"ZGRADA POSLOVNOG CENTRA ""SLAK""";PETRA PRERADOVIĆA 52;764;276;276;274;2;146;128
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI JANKOVCI;004;OROLIK;ZGRADA MJESNOG ODBORA;I.G.KOVAČIĆA 1;410;72;72;67;5;42;25
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI JANKOVCI;005;SRIJEMSKE LAZE;ZGRADA MJESNOG ODBORA;ULICA DANILA KOVAČEVIĆA 1;433;67;67;65;2;54;11
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI MIKANOVCI;001;STARI MIKANOVCI;"""CENTAR I"" U STARIM MIKANOVCIMA";VLADIMIRA NAZORA 2;675;121;121;120;1;59;61
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI MIKANOVCI;002;STARI MIKANOVCI;"""CENTAR II"" U STARIM MIKANOVCIMA";MATIJE GUPCA 2;561;134;134;131;3;49;82
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI MIKANOVCI;003;STARI MIKANOVCI;"""ŠUMARIJA STARI MIKANOVCI""";VLADIMIRA NAZORA 54;634;178;178;175;3;92;83
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;STARI MIKANOVCI;004;NOVI MIKANOVCI;NOVI MIKANOVCI;BRAĆE RADIĆA 146;445;98;98;97;1;46;51
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;ŠTITAR;001;ŠTITAR;OSNOVNA  ŠKOLA IVANA MARTINOVIĆA;ŠKOLSKA 23;997;519;519;497;22;229;268
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;ŠTITAR;002;ŠTITAR;OSNOVNA  ŠKOLA IVANA MARTINOVIĆA;ŠKOLSKA 23;855;399;399;374;25;159;215
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOMPOJEVCI;001;BERAK;DOM KULTURE BERAK;OROLIČKA 9;300;206;206;192;14;121;71
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOMPOJEVCI;002;BOKŠIĆ;DOM KULTURE BOKŠIĆ;RADIĆEVA 21;91;67;67;66;1;52;14
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOMPOJEVCI;003;ČAKOVCI;DOM KULTURE ČAKOVCI;ŠANDORA PETEFIJA 15;285;167;167;157;10;107;50
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOMPOJEVCI;004;MIKLUŠEVCI;DRUŠTVENI DOM MIKLUŠEVCI;TRG ŽRTAVA DOMOVINSKOG RATA 2;284;162;162;152;10;79;73
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOMPOJEVCI;005;TOMPOJEVCI;HRVATSKI DOM;RADIĆEVA 23;226;158;158;151;7;61;90
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TORDINCI;001;ZGRADA OPĆINE TORDINCI;TORDINCI;TRG HRVATSKIH ŽRTAVA 9;637;247;247;245;2;209;36
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TORDINCI;002;ZGRADA DOMA KULTURE U KOROGU;KOROG;PETEFI ŠANDORA 1;409;131;131;129;2;93;36
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TORDINCI;003;ZGRADA MJESNOG ODBORA MLAKA ANTINSKA;MLAKA ANTINSKA;GLAVNA 17;60;29;29;29;0;25;4
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TORDINCI;004;ZGRADA MJESNOG ODBORA ANTIN;ANTIN;I.GUNDULIĆA 85;562;185;185;183;2;96;87
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOVARNIK;001;TOVARNIK;DOM UMIROVLJENIKA;A.G.MATOŠA 12;585;330;330;308;22;154;154
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOVARNIK;002;TOVARNIK;VATROGASNI DOM TOVARNIK;A.G.MATOŠA 3;470;274;273;267;6;143;124
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOVARNIK;003;TOVARNIK;"ZGRADA ""AGRO-TOVARNIK"" TOVARNIK";VLČ.IVE BURIKA 43;427;255;255;240;15;126;114
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TOVARNIK;004;ILAČA;HRVATSKI DOM ILAČA;V.NAZORA 29;639;358;358;356;2;197;159
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TRPINJA;001;TRPINJA;LOVAČKI DOM  TRPINJA;GAJČANSKA 3;1112;103;103;102;1;92;10
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TRPINJA;002;BRŠADIN;DOM KULTURE BRŠADIN;V.ĐURĐEVIĆA 42;978;120;120;117;3;100;17
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TRPINJA;003;BOBOTA;DOM KULTURE BOBOTA;MITROVIĆEVA 29;1084;164;164;160;4;145;15
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TRPINJA;004;VERA;O.Š. BOBOTA, PODRUČNA ŠKOLA VERA;M. OBILIĆA 2;337;34;34;30;4;25;5
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TRPINJA;005;PAČETIN;DOM KULTURE PAČETIN;PANDUREVIĆEVA 2;384;149;149;144;5;119;25
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TRPINJA;006;LUDVINCI;O.Š. BOBOTA, PODRUČNA ŠKOLA LUDVINCI;VLADIMIRA BAKARIĆA 12;84;10;10;9;1;6;3
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;TRPINJA;007;ĆELIJE;MJESNI ODBOR ĆELIJE;IVANOVA 37;98;35;35;35;0;31;4
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VOĐINCI;001;VOĐINCI;OPĆINSKA VIJEĆNICA;J.J.STROSSMAYERA 198;654;157;157;156;1;87;69
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VOĐINCI;002;VOĐINCI;SALA ZA VJENČANJE;J.J.STROSSMAYERA 198;886;236;236;228;8;150;78
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VRBANJA;001;VRBANJA;DOM KULTURE VRBANJA - MALA SALA;TRG DR.FRANJE TUĐMANA 1;774;201;201;199;2;135;64
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VRBANJA;002;VRBANJA;ŠUMARIJA VRBANJA;K.LJ.POSAVSKOG 14;703;168;168;167;1;105;62
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VRBANJA;003;VRBANJA;JAVNA GRAĐEVINA-POLUDNEVNI BORAVAK ZA STARIJE OSOBE;KOLODVORSKA 155;413;99;99;99;0;62;37
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VRBANJA;004;SOLJANI;"OŠ ""JOSIP KOZARAC"" SOLJANI";TOMISLAVOVA 5A;439;114;114;111;3;70;41
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VRBANJA;005;SOLJANI;DOM KULTURE SOLJANI;M.GUPCA 2;501;97;97;95;2;54;41
16;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;općina;VRBANJA;006;STROŠINCI;"O.Š. ""JOSIP KOZARAC"", PODRUČNA ŠKOLA STROŠINCI";V.NAZORA 44;392;148;148;144;4;109;35
