Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;OGNJEN VUKMIROVIĆ
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;060;BIRAČKO MJESTO 60;OSNOVNA ŠKOLA VRPOLJE, PODRUČNA ŠKOLA PERKOVIĆ;SITNO DONJE  BB;4;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;061;BIRAČKO MJESTO 61;MJESNA PROSTORIJA U MRAVNICI;MRAVNICA BB;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;062;BIRAČKO MJESTO 62;MJESNA PROSTORIJA U SLIVNU  (ERCEZI);SLIVNO - ERCEZI BB;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;063;BIRAČKO MJESTO 63;PROSTORIJE MJESNOG ODBORA PODINE;PODINE BB;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;064;BIRAČKO MJESTO 64;PROSTORIJE ŠKOLSKE ZGRADE U RASLINI;RASLINA BB;16;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;065;BIRAČKO MJESTO 65;PROSTORIJE OSNOVNE ŠKOLE U VRPOLJU;VRPOLJE BB;2;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;066;BIRAČKO MJESTO 66;PROSTORIJE MJESNOG ODBORA VRSNO U VRSNOM;VRSNO BB;2;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;067;BIRAČKO MJESTO 67;U PROSTORIJAMA VATROGASNOG DOMA U ZATONU;ZATONSKI ŽRTAVA 74 A;6;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;068;BIRAČKO MJESTO 68;U PROSTORIJAMA DOMA KULTURE U ZLARINU;ISPOD LEROJA BB;1;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;069;BIRAČKO MJESTO 69;PROSTORIJE MJESNOG ODBORA ŽABORIĆ U ŽABORIĆU;TUTIKOVA 1;11;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;070;BIRAČKO MJESTO 70;PROSTORIJE MJESNOG ODBORA ŽIRJE U ŽIRJU;TRG BB;2;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;001;BIRAČKO MJESTO 1;ZGRADA KULTURNOG CENTRA U VODICAMA;IVE ČAĆE 8;23;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;002;BIRAČKO MJESTO 2;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UČIONICA BR. I. - PRIZEMLJE)";MIĆIN STANKA BB;26;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;003;BIRAČKO MJESTO 3;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UČIONICA BR. II. - PRIZEMLJE)";MIĆIN STANKA BB;20;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;004;BIRAČKO MJESTO 4;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UČIONICA BR. III. - PRIZEMLJE)";MIĆIN STANKA BB;26;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;005;BIRAČKO MJESTO 5;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UČIONICA BR. IV. - PRIZEMLJE)";MIĆIN STANKA BB;26;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;006;BIRAČKO MJESTO 6;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UČIONICA BR. V. - PRIZEMLJE)";MIĆIN STANKA BB;35;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;007;BIRAČKO MJESTO 7;PROSTORIJE MJESNOG ODBORA SRIMA;SRIMA;23;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;008;BIRAČKO MJESTO 8;PROSTOR MJESNOG ODBORA PRVIĆ LUKA (EX DVA BUNARA);PRVIĆ LUKA;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;009;BIRAČKO MJESTO 9;PROSTOR MJESNOG ODBORA PRVIĆ ŠEPURINE;PRVIĆ ŠEPURINE;2;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;010;BIRAČKO MJESTO 10;OSNOVNA ŠKOLA ČISTA VELIKA;ČISTA VELIKA;2;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;011;BIRAČKO MJESTO 11;EX AMBULANTA U ČISTOJ MALOJ;ČISTA MALA;94;32;32;30;2;30
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;012;BIRAČKO MJESTO 12;OSNOVNA ŠKOLA GAĆELEZI;GAĆELEZI;39;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;013;BIRAČKO MJESTO 13;KUĆA VLASNIKA STIPANA BRUSANA;GRABOVCI 18;3;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BILICE;001;BIRAČKO MJESTO 1;U ŠKOLSKOJ ZGRADI U BILICAMA;BILICE;24;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BILICE;002;BIRAČKO MJESTO 2;U ŠKOLSKOJ ZGRADI U BILICAMA;BILICE;22;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;001;BIRAČKO MJESTO 1;ZGRADA OPĆINE BISKUPIJA;TRG IVANA MEŠTROVIĆA 2, ORLIĆ;174;97;97;95;2;95
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;002;BIRAČKO MJESTO 2;PROSTORIJE MJESNOG ODBORA BISKUPIJA;PUT SVETE TROJICE 6, BISKUPIJA;205;93;93;90;3;90
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;003;BIRAČKO MJESTO 3;PROSTORIJE MJESNOG ODBORA MARKOVAC;CENTAR 84, RIĐANE;76;38;38;35;3;35
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;004;BIRAČKO MJESTO 4;ZGRADA DOMA KULTURE U VRBNIKU;VUKADINI 2, VRBNIK;238;137;137;131;6;131
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;005;BIRAČKO MJESTO 5;PROSTORIJE MJESNOG ODBORA ZVJERINAC;KOD ŽELJEZNIČKE POSTAJE 16, ZVJERINAC;192;37;37;34;3;34
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;006;BIRAČKO MJESTO 6;PROSTORIJE NOVE O.Š. U RAMLJANIMA;BAČCI 9, RAMLJANE;101;66;66;62;4;62
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;CIVLJANE;001;BIRAČKO MJESTO 1;OPĆINA CIVLJANE;KOD DOMA 3, CIVLJANE;43;20;20;16;4;16
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;CIVLJANE;002;BIRAČKO MJESTO 2;ZGRADA BIVŠE OSNOVNE ŠKOLE;MILAŠI 47, CETINA;98;8;8;8;0;8
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;CIVLJANE;003;BIRAČKO MJESTO 3;OBITELJSKA KUĆA VELJKA KNEŽEVIĆA;KNEŽEVIĆI 34, CETINA;24;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ERVENIK;001;BIRAČKO MJESTO 1;PROSTORIJE MJESNOG ODBORA ERVENIK;ERVENIK;197;75;75;74;1;74
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ERVENIK;002;BIRAČKO MJESTO 2;PROSTORIJE MJESNOG ODBORA MOKRO POLJE;MOKRO POLJE;123;92;92;89;3;89
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ERVENIK;003;BIRAČKO MJESTO 3;PROSTORIJE MJESNOG ODBORA RADUČIĆ;RADUČIĆ;142;120;120;115;5;115
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ERVENIK;004;BIRAČKO MJESTO 4;PROSTORIJE MJESNOG ODBORA PAĐENE;PAĐENE;92;54;54;52;2;52
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ERVENIK;005;BIRAČKO MJESTO 5;PROSTORIJE MJESNOG ODBORA OTON;OTON;78;52;52;52;0;52
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KIJEVO;001;BIRAČKO MJESTO 1;OSNOVNA ŠKOLA KIJEVO;CENTAR 20, KIJEVO;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;001;BIRAČKO MJESTO 1;PROSTORIJE OPĆINSKE VIJEĆNICE U NOVOJ ZGRADI OPĆINE;KISTANJE;428;214;214;200;14;200
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;002;BIRAČKO MJESTO 2;PROSTORIJE MJESNOG ODBORA ĐEVRSKE;ĐEVRSKE;270;143;143;128;15;128
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;003;BIRAČKO MJESTO 3;PROSTORIJE MJESNOG ODBORA VARIVODE;VARIVODE;206;90;74;69;5;69
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;004;BIRAČKO MJESTO 4;PROSTORIJE MJESNOG ODBORA IVOŠEVCI;IVOŠEVCI;248;131;131;110;21;110
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;005;BIRAČKO MJESTO 5;PROSTORIJE DOMA KULTURE BIOVIČINO SELO;BIOVIČINO SELO;238;85;85;83;2;83
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;006;BIRAČKO MJESTO 6;PROSTORIJE MJESNOG ODBORA NUNIĆ;NUNIĆ;69;41;41;39;2;39
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;MURTER - KORNATI;001;BIRAČKO MJESTO 1;"ZGRADA OSNOVNE ŠKOLE ""MURTERSKI ŠKOJI"" (UČIONICA BR. 1)";PUT ŠKOLE 10, MURTER;3;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;MURTER - KORNATI;002;BIRAČKO MJESTO 2;"ZGRADA OSNOVNE ŠKOLE ""MURTERSKI ŠKOJI"" (UČIONICA BR. 2)";PUT ŠKOLE 10, MURTER;6;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;MURTER - KORNATI;003;BIRAČKO MJESTO 3;"ZGRADA OSNOVNE ŠKOLE ""MURTERSKI ŠKOJI"" (UČIONICA BR. 3)";PUT ŠKOLE 10, MURTER;7;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PIROVAC;001;BIRAČKO MJESTO 1;OSNOVNA ŠKOLA PIROVAC;PUT ŠKOLE 10;4;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PIROVAC;002;BIRAČKO MJESTO 2;URED TURISTIČKE ZAJEDNICE  OPĆINE PIROVAC;KRALJA KREŠIMIRA IV BR. 6;6;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PIROVAC;003;BIRAČKO MJESTO 3;KINO DVORANA PIROVAC;TRG DOMOVINSKOG RATA 18;10;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PIROVAC;004;BIRAČKO MJESTO 4;URED MJESNOG ODBORA PUTIČANJE;PUTIČANJE;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PIROVAC;005;BIRAČKO MJESTO 5;URED MJESNOG ODBORA KAŠIĆ;KAŠIĆ;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PRIMOŠTEN;001;BIRAČKO MJESTO 1;ZGRADA OPĆINE PRIMOŠTEN  (DJEČJI VRTIĆ);SV. JOSIPA 7;11;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PRIMOŠTEN;002;BIRAČKO MJESTO 2;ZGRADA OPĆINE PRIMOŠTEN  (KNJIŽNICA);SV. JOSIPA 7;3;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PRIMOŠTEN;003;BIRAČKO MJESTO 3;"DRUŠTVENE PROSTORIJE ""SUPLJAK""";SUPLJAK;6;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PRIMOŠTEN;004;BIRAČKO MJESTO 4;"POLJOPRIVREDNA ZADRUGA ""PRIMOŠTEN JUŽNI""";BRATSKI DOLAC;3;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PROMINA;001;BIRAČKO MJESTO 1;PROSTORIJE OPĆINE PROMINA U OKLAJU;PUT KROZ OKLAJ 144;14;2;2;2;0;2
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PROMINA;002;BIRAČKO MJESTO 2;OSNOVNA ŠKOLA U LUKARU;LUKAR;2;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PROMINA;003;BIRAČKO MJESTO 3;PRIVATNA KUĆA PLEŠA KRISTIJANA U RAZVOĐU;RAZVOĐE;8;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PROMINA;004;BIRAČKO MJESTO 4;PRIVATNA KUĆA ZORAN BRODIĆ U ČITLUKU;ČITLUK, BRONIĆI GOJČETE 8;5;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PROMINA;005;BIRAČKO MJESTO 5;PRODAVAONICA DRAŽENA GREGUREVIĆA U MATASIMA;MATASE;2;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;001;BIRAČKO MJESTO 1;DOM MATICE HRVATSKE U ROGOZNICI;ROGOZNICA;3;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;002;BIRAČKO MJESTO 2;"PROSTORIJE OSNOVNE ŠKOLE ""ROGOZNICA""";ULICA ANTE STARČEVIĆA 76;21;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;003;BIRAČKO MJESTO 3;PROSTORIJE U PRIZEMLJU OBITELJSKE KUĆE VLASNIKA STJEPANA HUTINSKOG U PODGLAVICI;STUPIN 3;6;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;004;BIRAČKO MJESTO 4;PROSTORIJE MJESNOG ODBORA U DVORNICAMA (BIVŠA MJESNA ZAJEDNICA);DVORNICE;2;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;005;BIRAČKO MJESTO 5;PROSTORIJE POSLOVNOG OBJEKTA U PRIZEMLJU OBITELJSKE KUĆE VLASNIKA ANTE LOVRIĆA U RAŽNJU;RAŽANJ 2;4;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;006;BIRAČKO MJESTO 6;PROSTORIJE MJESNOG ODBORA U PODORLJAKU (BIVŠA MJESNA ZAJEDNICA);PODORLJAK;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;007;BIRAČKO MJESTO 7;PROSTORIJE POLJOPRIVREDNE ZADRUGE SAPINA DOCA;SAPINA DOCA;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;RUŽIĆ;001;BIRAČKO MJESTO 1;PROSTORIJE OPĆINE RUŽIĆ U GRADCU;PUT KROZ GRADAC 25;12;5;5;5;0;5
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;RUŽIĆ;002;BIRAČKO MJESTO 2;PROSTORIJA OŠ ANTUNA MIHANOVIĆA PETROPOLJSKOG PO ČAVOGLAVE;KOD ŠKOLE 1;4;2;2;2;0;2
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;RUŽIĆ;003;BIRAČKO MJESTO 3;"PROSTORIJE LOVAČKOG DRUŠTVA ""SOKOL"" U KLJACIMA";KLJACI;1;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;RUŽIĆ;004;BIRAČKO MJESTO 4;OBITELJSKA KUĆA ŽELJKA DUGEČA U RUŽIĆU;UZ CESTU 13;4;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;001;BIRAČKO MJESTO 1;ZGRADA OPĆINE TISNO (NARODNA KNJIŽNICA I ČITAONICA TISNO - ULAZ S OBALE SV. MARTINA 1);USKA ULICA 1;8;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;002;BIRAČKO MJESTO 2;PROSTORIJA DRUŠTVENOG DOMA U TISNOM;ZAPADNA GOMILICA 3;11;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;003;BIRAČKO MJESTO 3;PROSTORIJA MJESNOG ODBORA U  DUBRAVI KOD TISNA;DUBRAVA KOD TISNA;1;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;004;BIRAČKO MJESTO 4;ZGRADA BIVŠE PODRUČNE ŠKOLE U DAZLINI;MATEŠIĆI 14 A;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;005;BIRAČKO MJESTO 5;ZGRADA PREZENTACIJSKOG CENTRA U BETINI (DRUŠTVENI DOM U BETINI);TRG NA MORU 1;5;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;006;BIRAČKO MJESTO 6;ZGRADA PODRUČNE OSNOVNE ŠKOLE U JEZERIMA;GORNJI PUT 1;8;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TRIBUNJ;001;BIRAČKO MJESTO 1;"OSNOVNA ŠKOLA ""TRIBUNJ""";V. NAZORA 6;14;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TRIBUNJ;002;BIRAČKO MJESTO 2;"PROSTOR ""TURISTIČKE ZAJEDNICE OPĆINE TRIBUNJ""";BADNJE BB;1;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TRIBUNJ;003;BIRAČKO MJESTO 3;"PROSTOR ""KULTURNE UDRUGE TRIBUNJ""";GORNJA RIVA 2;14;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;001;BIRAČKO MJESTO 1;"""DOM KULTURE"" U UNEŠIĆU";UNEŠIĆ;1;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;002;BIRAČKO MJESTO 2;"OSNOVNA ŠKOLA  ""KOPRNO""";KOPRNO;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;003;BIRAČKO MJESTO 3;"OSNOVNA ŠKOLA  ""PLANJANI GORNJI""";PLANJANI GORNJI;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;004;BIRAČKO MJESTO 4;"OSNOVNA ŠKOLA  ""MIRLOVIĆ ZAGORA""";MIRLOVIĆ ZAGORA;1;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;005;BIRAČKO MJESTO 5;"OSNOVNA ŠKOLA  ""OSTROGAŠICA""";OSTROGAŠICA;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;006;BIRAČKO MJESTO 6;"""DRUŠTVENI DOM ČVRLJEVO"", ČVRLJEVO";GORNJI BOŽIĆI BB;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;007;BIRAČKO MJESTO 7;"PROSTORIJE ""MJESNOG ODBORA"" - KOD TELEFONSKE CENTRALE U VINOVU GORNJEM";VINOVO GORNJE;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;008;BIRAČKO MJESTO 8;"OSNOVNA ŠKOLA ""VINOVO DONJE"" U VINOVU DONJEM";VINOVO DONJE;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;009;BIRAČKO MJESTO 9;"OSNOVNA ŠKOLA ""UTORE GORNJE""";UTORE GORNJE;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;010;BIRAČKO MJESTO 10;"PROSTORIJA ""UNEŠĆANKE"" U NEVESTU";NEVEST;0;0;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;011;BIRAČKO MJESTO 11;"OSNOVNA ŠKOLA ""VISOKA"" U VISOKOJ";VISOKA;0;0;0;0;0;0
