Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;MARKO JELIĆ;IVICA LEDENKO;GORAN PAUK;JOŠKO ŠUPE
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;054;BIRAČKO MJESTO 54;PROSTORIJE LOVAČKOG DOMA KRKA U KONJEVRATIMA;KONJEVRATE, KONJEVRATE BB;297;109;109;107;2;24;10;54;19
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;055;BIRAČKO MJESTO 55;PROSTORIJE ŠKOLSKE ZGRADE U BRNJICI;BRNJICA BB;70;30;30;30;0;6;7;14;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;056;BIRAČKO MJESTO 56;PROSTORIJE ŠKOLSKE ZGRADE U KRAPNJU;KRAPANJ BB;260;75;75;73;2;21;9;33;10
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;057;BIRAČKO MJESTO 57;U PRIVATNOJ KUĆI VINKA PAŠKALINA (POK. NIKOLE) U LEPENICI;MRDEŽE 5;58;31;31;31;0;7;4;20;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;058;BIRAČKO MJESTO 58;PROSTORIJE MJESNOG ODBORA LOZOVAC U TROMILJI;TROMILJA BB;351;127;127;122;5;38;11;54;19
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;059;BIRAČKO MJESTO 59;PROSTORIJE PODRUČNE ŠKOLE JURJA DALMATINCA U TROMILJI;TROMILJA BB;250;81;81;80;1;24;12;30;14
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;060;BIRAČKO MJESTO 60;OSNOVNA ŠKOLA VRPOLJE, PODRUČNA ŠKOLA PERKOVIĆ;SITNO DONJE  BB;523;254;254;239;15;42;48;142;7
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;061;BIRAČKO MJESTO 61;MJESNA PROSTORIJA U MRAVNICI;MRAVNICA BB;57;34;34;32;2;0;3;29;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;062;BIRAČKO MJESTO 62;MJESNA PROSTORIJA U SLIVNU  (ERCEZI);SLIVNO - ERCEZI BB;99;39;39;36;3;3;9;21;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;063;BIRAČKO MJESTO 63;PROSTORIJE MJESNOG ODBORA PODINE;PODINE BB;27;8;8;8;0;0;1;6;1
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;064;BIRAČKO MJESTO 64;PROSTORIJE ŠKOLSKE ZGRADE U RASLINI;RASLINA BB;541;249;249;236;13;42;23;114;57
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;065;BIRAČKO MJESTO 65;PROSTORIJE OSNOVNE ŠKOLE U VRPOLJU;VRPOLJE BB;680;314;314;307;7;91;39;150;27
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;066;BIRAČKO MJESTO 66;PROSTORIJE MJESNOG ODBORA VRSNO U VRSNOM;VRSNO BB;77;39;39;36;3;7;1;27;1
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;067;BIRAČKO MJESTO 67;U PROSTORIJAMA VATROGASNOG DOMA U ZATONU;ZATONSKI ŽRTAVA 74 A;927;338;338;331;7;99;53;135;44
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;068;BIRAČKO MJESTO 68;U PROSTORIJAMA DOMA KULTURE U ZLARINU;ISPOD LEROJA BB;332;152;152;150;2;42;8;62;38
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;069;BIRAČKO MJESTO 69;PROSTORIJE MJESNOG ODBORA ŽABORIĆ U ŽABORIĆU;TUTIKOVA 1;612;258;258;244;14;61;23;110;50
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;ŠIBENIK;070;BIRAČKO MJESTO 70;PROSTORIJE MJESNOG ODBORA ŽIRJE U ŽIRJU;TRG BB;228;101;101;99;2;29;9;35;26
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;001;BIRAČKO MJESTO 1;ZGRADA KULTURNOG CENTRA U VODICAMA;IVE ČAĆE 8;1119;611;611;597;14;182;125;204;86
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;002;BIRAČKO MJESTO 2;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UČIONICA BR. I. - PRIZEMLJE)";MIĆIN STANKA BB;1238;578;578;553;25;161;112;212;68
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;003;BIRAČKO MJESTO 3;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UČIONICA BR. II. - PRIZEMLJE)";MIĆIN STANKA BB;1142;580;580;561;19;149;135;208;69
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;004;BIRAČKO MJESTO 4;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UČIONICA BR. III. - PRIZEMLJE)";MIĆIN STANKA BB;1227;470;469;443;26;133;88;169;53
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;005;BIRAČKO MJESTO 5;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UČIONICA BR. IV. - PRIZEMLJE)";MIĆIN STANKA BB;1257;461;461;442;19;98;109;195;40
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;006;BIRAČKO MJESTO 6;"ZGRADA OSNOVNE ŠKOLE ""VODICE"" (UČIONICA BR. V. - PRIZEMLJE)";MIĆIN STANKA BB;1327;493;493;476;17;127;134;160;55
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;007;BIRAČKO MJESTO 7;PROSTORIJE MJESNOG ODBORA SRIMA;SRIMA;993;387;387;371;16;129;70;121;51
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;008;BIRAČKO MJESTO 8;PROSTOR MJESNOG ODBORA PRVIĆ LUKA (EX DVA BUNARA);PRVIĆ LUKA;202;104;104;102;2;25;9;26;42
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;009;BIRAČKO MJESTO 9;PROSTOR MJESNOG ODBORA PRVIĆ ŠEPURINE;PRVIĆ ŠEPURINE;289;158;158;156;2;44;16;61;35
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;010;BIRAČKO MJESTO 10;OSNOVNA ŠKOLA ČISTA VELIKA;ČISTA VELIKA;427;257;257;250;7;56;36;144;14
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;011;BIRAČKO MJESTO 11;EX AMBULANTA U ČISTOJ MALOJ;ČISTA MALA;179;65;65;64;1;27;4;22;11
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;012;BIRAČKO MJESTO 12;OSNOVNA ŠKOLA GAĆELEZI;GAĆELEZI;219;97;97;93;4;11;19;61;2
15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;VODICE;013;BIRAČKO MJESTO 13;KUĆA VLASNIKA STIPANA BRUSANA;GRABOVCI 18;80;58;58;56;2;6;8;42;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BILICE;001;BIRAČKO MJESTO 1;U ŠKOLSKOJ ZGRADI U BILICAMA;BILICE;1251;558;558;531;27;151;80;238;62
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BILICE;002;BIRAČKO MJESTO 2;U ŠKOLSKOJ ZGRADI U BILICAMA;BILICE;1020;406;406;381;25;93;49;193;46
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;001;BIRAČKO MJESTO 1;ZGRADA OPĆINE BISKUPIJA;TRG IVANA MEŠTROVIĆA 2, ORLIĆ;190;99;99;96;3;58;0;8;30
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;002;BIRAČKO MJESTO 2;PROSTORIJE MJESNOG ODBORA BISKUPIJA;PUT SVETE TROJICE 6, BISKUPIJA;285;143;143;135;8;57;4;20;54
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;003;BIRAČKO MJESTO 3;PROSTORIJE MJESNOG ODBORA MARKOVAC;CENTAR 84, RIĐANE;81;43;43;42;1;21;0;2;19
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;004;BIRAČKO MJESTO 4;ZGRADA DOMA KULTURE U VRBNIKU;VUKADINI 2, VRBNIK;304;159;159;156;3;86;3;11;56
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;005;BIRAČKO MJESTO 5;PROSTORIJE MJESNOG ODBORA ZVJERINAC;KOD ŽELJEZNIČKE POSTAJE 16, ZVJERINAC;245;115;115;103;12;47;0;8;48
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;BISKUPIJA;006;BIRAČKO MJESTO 6;PROSTORIJE NOVE O.Š. U RAMLJANIMA;BAČCI 9, RAMLJANE;114;73;73;69;4;51;0;2;16
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;CIVLJANE;001;BIRAČKO MJESTO 1;OPĆINA CIVLJANE;KOD DOMA 3, CIVLJANE;62;38;38;33;5;18;2;7;6
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;CIVLJANE;002;BIRAČKO MJESTO 2;ZGRADA BIVŠE OSNOVNE ŠKOLE;MILAŠI 47, CETINA;114;67;67;60;7;34;5;6;15
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;CIVLJANE;003;BIRAČKO MJESTO 3;OBITELJSKA KUĆA VELJKA KNEŽEVIĆA;KNEŽEVIĆI 34, CETINA;49;35;35;33;2;13;4;13;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ERVENIK;001;BIRAČKO MJESTO 1;PROSTORIJE MJESNOG ODBORA ERVENIK;ERVENIK;226;113;113;110;3;79;3;24;4
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ERVENIK;002;BIRAČKO MJESTO 2;PROSTORIJE MJESNOG ODBORA MOKRO POLJE;MOKRO POLJE;128;96;96;92;4;55;2;33;2
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ERVENIK;003;BIRAČKO MJESTO 3;PROSTORIJE MJESNOG ODBORA RADUČIĆ;RADUČIĆ;154;133;133;130;3;91;7;18;14
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ERVENIK;004;BIRAČKO MJESTO 4;PROSTORIJE MJESNOG ODBORA PAĐENE;PAĐENE;99;57;57;56;1;37;4;11;4
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ERVENIK;005;BIRAČKO MJESTO 5;PROSTORIJE MJESNOG ODBORA OTON;OTON;83;56;56;55;1;35;0;2;18
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KIJEVO;001;BIRAČKO MJESTO 1;OSNOVNA ŠKOLA KIJEVO;CENTAR 20, KIJEVO;307;206;206;197;9;78;18;100;1
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;001;BIRAČKO MJESTO 1;PROSTORIJE OPĆINSKE VIJEĆNICE U NOVOJ ZGRADI OPĆINE;KISTANJE;1362;861;846;764;82;286;88;273;117
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;002;BIRAČKO MJESTO 2;PROSTORIJE MJESNOG ODBORA ĐEVRSKE;ĐEVRSKE;292;155;155;124;31;68;6;23;27
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;003;BIRAČKO MJESTO 3;PROSTORIJE MJESNOG ODBORA VARIVODE;VARIVODE;242;110;110;99;11;50;1;23;25
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;004;BIRAČKO MJESTO 4;PROSTORIJE MJESNOG ODBORA IVOŠEVCI;IVOŠEVCI;266;140;140;110;30;76;1;15;18
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;005;BIRAČKO MJESTO 5;PROSTORIJE DOMA KULTURE BIOVIČINO SELO;BIOVIČINO SELO;267;97;97;86;11;25;0;13;48
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;KISTANJE;006;BIRAČKO MJESTO 6;PROSTORIJE MJESNOG ODBORA NUNIĆ;NUNIĆ;80;45;45;38;7;16;0;16;6
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;MURTER - KORNATI;001;BIRAČKO MJESTO 1;"ZGRADA OSNOVNE ŠKOLE ""MURTERSKI ŠKOJI"" (UČIONICA BR. 1)";PUT ŠKOLE 10, MURTER;615;420;420;402;18;214;43;99;46
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;MURTER - KORNATI;002;BIRAČKO MJESTO 2;"ZGRADA OSNOVNE ŠKOLE ""MURTERSKI ŠKOJI"" (UČIONICA BR. 2)";PUT ŠKOLE 10, MURTER;678;480;480;461;19;210;37;128;86
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;MURTER - KORNATI;003;BIRAČKO MJESTO 3;"ZGRADA OSNOVNE ŠKOLE ""MURTERSKI ŠKOJI"" (UČIONICA BR. 3)";PUT ŠKOLE 10, MURTER;612;471;471;456;15;237;38;142;39
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PIROVAC;001;BIRAČKO MJESTO 1;OSNOVNA ŠKOLA PIROVAC;PUT ŠKOLE 10;589;358;357;335;22;84;34;156;61
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PIROVAC;002;BIRAČKO MJESTO 2;URED TURISTIČKE ZAJEDNICE  OPĆINE PIROVAC;KRALJA KREŠIMIRA IV BR. 6;583;345;345;323;22;103;36;124;60
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PIROVAC;003;BIRAČKO MJESTO 3;KINO DVORANA PIROVAC;TRG DOMOVINSKOG RATA 18;485;267;267;257;10;70;24;119;44
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PIROVAC;004;BIRAČKO MJESTO 4;URED MJESNOG ODBORA PUTIČANJE;PUTIČANJE;81;61;61;58;3;11;2;34;11
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PIROVAC;005;BIRAČKO MJESTO 5;URED MJESNOG ODBORA KAŠIĆ;KAŠIĆ;100;88;88;80;8;32;9;32;7
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PRIMOŠTEN;001;BIRAČKO MJESTO 1;ZGRADA OPĆINE PRIMOŠTEN  (DJEČJI VRTIĆ);SV. JOSIPA 7;946;565;564;534;30;319;68;100;47
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PRIMOŠTEN;002;BIRAČKO MJESTO 2;ZGRADA OPĆINE PRIMOŠTEN  (KNJIŽNICA);SV. JOSIPA 7;633;417;417;396;21;233;27;93;43
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PRIMOŠTEN;003;BIRAČKO MJESTO 3;"DRUŠTVENE PROSTORIJE ""SUPLJAK""";SUPLJAK;688;449;449;433;16;271;44;81;37
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PRIMOŠTEN;004;BIRAČKO MJESTO 4;"POLJOPRIVREDNA ZADRUGA ""PRIMOŠTEN JUŽNI""";BRATSKI DOLAC;356;258;258;252;6;171;17;54;10
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PROMINA;001;BIRAČKO MJESTO 1;PROSTORIJE OPĆINE PROMINA U OKLAJU;PUT KROZ OKLAJ 144;415;195;195;183;12;60;38;79;6
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PROMINA;002;BIRAČKO MJESTO 2;OSNOVNA ŠKOLA U LUKARU;LUKAR;53;28;28;27;1;10;10;7;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PROMINA;003;BIRAČKO MJESTO 3;PRIVATNA KUĆA PLEŠA KRISTIJANA U RAZVOĐU;RAZVOĐE;148;65;65;64;1;18;11;30;5
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PROMINA;004;BIRAČKO MJESTO 4;PRIVATNA KUĆA ZORAN BRODIĆ U ČITLUKU;ČITLUK, BRONIĆI GOJČETE 8;239;106;106;103;3;16;17;61;9
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;PROMINA;005;BIRAČKO MJESTO 5;PRODAVAONICA DRAŽENA GREGUREVIĆA U MATASIMA;MATASE;35;14;14;14;0;7;0;4;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;001;BIRAČKO MJESTO 1;DOM MATICE HRVATSKE U ROGOZNICI;ROGOZNICA;307;166;166;154;12;38;13;64;39
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;002;BIRAČKO MJESTO 2;"PROSTORIJE OSNOVNE ŠKOLE ""ROGOZNICA""";ULICA ANTE STARČEVIĆA 76;1168;611;611;581;30;173;50;275;83
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;003;BIRAČKO MJESTO 3;PROSTORIJE U PRIZEMLJU OBITELJSKE KUĆE VLASNIKA STJEPANA HUTINSKOG U PODGLAVICI;STUPIN 3;379;212;212;199;13;50;28;93;28
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;004;BIRAČKO MJESTO 4;PROSTORIJE MJESNOG ODBORA U DVORNICAMA (BIVŠA MJESNA ZAJEDNICA);DVORNICE;252;148;148;138;10;37;25;65;11
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;005;BIRAČKO MJESTO 5;PROSTORIJE POSLOVNOG OBJEKTA U PRIZEMLJU OBITELJSKE KUĆE VLASNIKA ANTE LOVRIĆA U RAŽNJU;RAŽANJ 2;258;142;142;136;6;22;25;64;25
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;006;BIRAČKO MJESTO 6;PROSTORIJE MJESNOG ODBORA U PODORLJAKU (BIVŠA MJESNA ZAJEDNICA);PODORLJAK;125;90;90;87;3;7;19;54;7
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;ROGOZNICA;007;BIRAČKO MJESTO 7;PROSTORIJE POLJOPRIVREDNE ZADRUGE SAPINA DOCA;SAPINA DOCA;88;54;54;53;1;6;3;36;8
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;RUŽIĆ;001;BIRAČKO MJESTO 1;PROSTORIJE OPĆINE RUŽIĆ U GRADCU;PUT KROZ GRADAC 25;411;283;283;266;17;42;56;163;5
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;RUŽIĆ;002;BIRAČKO MJESTO 2;PROSTORIJA OŠ ANTUNA MIHANOVIĆA PETROPOLJSKOG PO ČAVOGLAVE;KOD ŠKOLE 1;254;192;192;169;23;28;35;100;6
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;RUŽIĆ;003;BIRAČKO MJESTO 3;"PROSTORIJE LOVAČKOG DRUŠTVA ""SOKOL"" U KLJACIMA";KLJACI;292;201;201;177;24;57;46;70;4
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;RUŽIĆ;004;BIRAČKO MJESTO 4;OBITELJSKA KUĆA ŽELJKA DUGEČA U RUŽIĆU;UZ CESTU 13;261;182;182;173;9;22;36;115;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;001;BIRAČKO MJESTO 1;ZGRADA OPĆINE TISNO (NARODNA KNJIŽNICA I ČITAONICA TISNO - ULAZ S OBALE SV. MARTINA 1);USKA ULICA 1;418;228;228;221;7;55;30;76;60
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;002;BIRAČKO MJESTO 2;PROSTORIJA DRUŠTVENOG DOMA U TISNOM;ZAPADNA GOMILICA 3;871;432;432;399;33;121;44;109;125
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;003;BIRAČKO MJESTO 3;PROSTORIJA MJESNOG ODBORA U  DUBRAVI KOD TISNA;DUBRAVA KOD TISNA;156;76;76;75;1;21;2;27;25
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;004;BIRAČKO MJESTO 4;ZGRADA BIVŠE PODRUČNE ŠKOLE U DAZLINI;MATEŠIĆI 14 A;49;29;29;28;1;0;7;12;9
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;005;BIRAČKO MJESTO 5;ZGRADA PREZENTACIJSKOG CENTRA U BETINI (DRUŠTVENI DOM U BETINI);TRG NA MORU 1;715;424;424;396;28;130;54;116;96
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TISNO;006;BIRAČKO MJESTO 6;ZGRADA PODRUČNE OSNOVNE ŠKOLE U JEZERIMA;GORNJI PUT 1;776;505;504;476;28;105;37;119;215
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TRIBUNJ;001;BIRAČKO MJESTO 1;"OSNOVNA ŠKOLA ""TRIBUNJ""";V. NAZORA 6;699;439;439;420;19;233;24;115;48
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TRIBUNJ;002;BIRAČKO MJESTO 2;"PROSTOR ""TURISTIČKE ZAJEDNICE OPĆINE TRIBUNJ""";BADNJE BB;232;152;152;152;0;74;11;59;8
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;TRIBUNJ;003;BIRAČKO MJESTO 3;"PROSTOR ""KULTURNE UDRUGE TRIBUNJ""";GORNJA RIVA 2;654;457;457;433;24;231;30;123;49
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;001;BIRAČKO MJESTO 1;"""DOM KULTURE"" U UNEŠIĆU";UNEŠIĆ;250;199;199;193;6;33;45;112;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;002;BIRAČKO MJESTO 2;"OSNOVNA ŠKOLA  ""KOPRNO""";KOPRNO;120;93;93;92;1;9;12;71;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;003;BIRAČKO MJESTO 3;"OSNOVNA ŠKOLA  ""PLANJANI GORNJI""";PLANJANI GORNJI;110;63;63;62;1;10;13;34;5
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;004;BIRAČKO MJESTO 4;"OSNOVNA ŠKOLA  ""MIRLOVIĆ ZAGORA""";MIRLOVIĆ ZAGORA;373;267;267;258;9;27;46;179;6
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;005;BIRAČKO MJESTO 5;"OSNOVNA ŠKOLA  ""OSTROGAŠICA""";OSTROGAŠICA;73;64;64;64;0;5;2;56;1
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;006;BIRAČKO MJESTO 6;"""DRUŠTVENI DOM ČVRLJEVO"", ČVRLJEVO";GORNJI BOŽIĆI BB;57;46;46;46;0;3;13;29;1
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;007;BIRAČKO MJESTO 7;"PROSTORIJE ""MJESNOG ODBORA"" - KOD TELEFONSKE CENTRALE U VINOVU GORNJEM";VINOVO GORNJE;22;18;18;18;0;1;0;17;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;008;BIRAČKO MJESTO 8;"OSNOVNA ŠKOLA ""VINOVO DONJE"" U VINOVU DONJEM";VINOVO DONJE;56;22;22;22;0;6;3;13;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;009;BIRAČKO MJESTO 9;"OSNOVNA ŠKOLA ""UTORE GORNJE""";UTORE GORNJE;41;36;36;36;0;7;4;25;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;010;BIRAČKO MJESTO 10;"PROSTORIJA ""UNEŠĆANKE"" U NEVESTU";NEVEST;102;71;71;70;1;4;14;52;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;općina;UNEŠIĆ;011;BIRAČKO MJESTO 11;"OSNOVNA ŠKOLA ""VISOKA"" U VISOKOJ";VISOKA;35;27;27;26;1;0;3;22;1
