Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;DOMOVINSKI POKRET - DP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ;HRVATSKA SELJAÈKA STRANKA - HSS;HRVATSKA SELJAÈKA STRANKA - STJEPAN RADIÆ - HSS - SR, AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP, HRVATSKA STRANKA REDA - HSR, HRVATSKA STRANKA SVIH ÈAKAVACA KAJKAVACA I ŠTOKAVACA - HSSÈKŠ;MOST;MREŽA NEZAVISNIH LISTA - MREŽA, HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS;NEZAVISNI;KANDIDACIJSKA LISTA GRUPE BIRAÈA -  MARIO RAJN;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, GRAÐANSKO-LIBERALNI SAVEZ - GLAS
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;grad;KRIŽEVCI;043;VEÆESLAVEC;DRUŠTVENI DOM VEÆESLAVEC;VEÆESLAVEC;97;27;27;27;0;2;5;0;1;0;0;3;14;2
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;grad;KRIŽEVCI;044;POVELIÆ;VATROGASNI DOM POVELIÆ;POVELIÆ;57;32;32;31;1;2;6;2;2;0;6;0;11;2
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;grad;KRIŽEVCI;045;RUŠEVAC;VATROGASNI DOM RUŠEVAC;RUŠEVAC;126;64;64;64;0;1;14;0;0;0;6;2;39;2
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;grad;KRIŽEVCI;046;VELIKI POTOÈEC;VATROGASNI DOM VELIKI POTOÈEC;VELIKI POTOÈEC;315;165;165;156;9;8;5;3;9;3;44;8;27;49
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;grad;KRIŽEVCI;047;VELIKI RAVEN;PODRUÈNA ŠKOLA VELIKI RAVEN;VELIKI RAVEN;206;74;74;70;4;1;6;3;0;1;16;1;16;26
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;grad;KRIŽEVCI;048;VELIKE SESVETE;DRUŠTVENI DOM VELIKE SESVETE;VELIKE SESVETE;96;32;32;31;1;1;2;0;2;0;3;1;14;8
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;grad;KRIŽEVCI;049;VOJAKOVAC;PODRUÈNA ŠKOLA VOJAKOVAC;VOJAKOVAC;388;104;104;101;3;5;9;3;1;2;7;3;56;15
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;grad;KRIŽEVCI;050;ŽIBRINOVEC;DRUŠTVENI DOM ŽIBRINOVEC;ŽIBRINOVEC;95;45;45;45;0;0;0;2;0;3;7;1;20;12
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;grad;KRIŽEVCI;051;LEMEŠ;VATROGASNI DOM LEMEŠ;LEMEŠ;84;33;33;33;0;0;1;1;0;0;6;1;18;6
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;DRNJE;001;DRNJE;DRUŠTVENI DOM U DRNJU;TRG KRALJA TOMISLAVA 30;746;366;366;348;18;12;42;46;17;20;52;86;3;70
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;DRNJE;002;DRNJE;PROSTORIJE OPÆINE DRNJE;TRG KRALJA TOMISLAVA 29;217;109;109;102;7;6;12;12;1;7;7;24;1;32
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;DRNJE;003;TORÈEC;DRUŠTVENI DOM U TORÈECU;PODRAVSKA 30 A;439;233;233;221;12;10;30;23;5;23;34;65;2;29
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;ÐELEKOVEC;001;ÐELEKOVEC;"DOM KULTURE ""PAJO KANIŽAJ""";ULICA MIHOVILA PAVLEKA MIŠKINE 3;422;221;221;208;13;10;34;18;6;36;25;59;1;19
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;ÐELEKOVEC;002;ÐELEKOVEC;"DOM KULTURE ""PAJO KANIŽAJ""";ULICA MIHOVILA PAVLEKA MIŠKINE 3;532;305;305;290;15;24;56;34;1;34;24;66;4;47
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;ÐELEKOVEC;003;IMBRIOVEC;DRUŠTVENI DOM;IMBRIOVEC BB;266;77;77;73;4;6;14;4;0;15;16;2;1;15
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;FERDINANDOVAC;001;BRODIÆ;VATROGASNI DOM BRODIÆ;ULICA BRODIÆ 24;61;22;22;21;1;2;1;0;1;0;2;11;1;3
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;FERDINANDOVAC;002;FERDINANDOVAC;OSNOVNA ŠKOLA FERDINANDOVAC;DRAVSKA ULICA 66;254;141;141;140;1;3;37;3;0;2;44;49;0;2
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;FERDINANDOVAC;003;PAVLJANCI;DRUŠTVENI DOM PAVLJANCI;ULICA PAVLJANCI 54;134;94;94;93;1;1;19;2;1;0;31;32;0;7
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;FERDINANDOVAC;004;FERDINANDOVAC;DRUŠTVENI DOM FERDINANDOVAC;TRG SLOBODE 29;263;165;165;160;5;2;36;2;0;0;45;56;0;19
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;FERDINANDOVAC;005;FERDINANDOVAC;VATROGASNA VIJEÆNICA FERDINANDOVAC;TRG SLOBODE 28/A;399;244;244;235;9;3;57;2;0;3;60;81;0;29
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;FERDINANDOVAC;006;FERDINANDOVAC;OSNOVNA ŠKOLA FERDINANDOVAC;DRAVSKA ULICA 66;198;120;120;118;2;6;32;1;0;0;30;39;0;10
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;GOLA;001;GOLA;OSNOVNA ŠKOLA GOLA;TRG KARDINALA ALOJZIJA STEPINCA 4A;652;390;390;376;14;25;123;36;8;34;59;60;6;25
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;GOLA;002;GOTALOVO;PODRUÈNA ŠKOLA GOTALOVO;ULICA STJEPANA RADIÆA 53;241;124;124;119;5;14;38;11;3;3;12;20;0;18
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;GOLA;003;NOVAÈKA;PODRUÈNA ŠKOLA NOVAÈKA;NOVAÈKA 97/A;280;140;140;137;3;7;48;10;5;4;10;37;1;15
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;GOLA;004;OTOÈKA;PODRUÈNA ŠKOLA OTOÈKA;OTOÈKA 59/A;173;87;87;82;5;1;27;10;5;6;10;15;1;7
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;GOLA;005;ŽDALA;PODRUÈNA ŠKOLA ŽDALA;ULICA BRAÆE RADIÆ 1;449;168;167;164;3;6;66;3;10;2;11;52;1;13
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;GORNJA RIJEKA;001;DROPKOVEC;PROSTORIJE VATROGASNOG DOMA U DROPKOVCU;DROPKOVEC 10;156;118;118;117;1;1;20;4;1;0;57;0;3;31
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;GORNJA RIJEKA;002;DONJA RIJEKA;PROSTORIJE LOVAÈKOG DOMA KOŠUTA PRIGORJE;FAJEROVEC BB;246;144;144;139;5;1;25;6;1;0;43;4;3;56
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;GORNJA RIJEKA;003;GORNJA RIJEKA;PROSTORIJE OSNOVNE ŠKOLE SIDONIJE RUBIDO ERDÖDY;ULICA JABLANOVA 1;408;267;267;260;7;13;62;6;4;3;33;8;2;129
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;GORNJA RIJEKA;004;KOLAREC;PROSTORIJE VATROGASNOG DOMA U KOLARCU;KOLAREC 36;219;125;125;124;1;2;17;3;5;0;55;1;6;35
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;GORNJA RIJEKA;005;KOSTANJEVEC RIJEÈKI;PROSTORIJE VATROGASNOG DOMA U KOSTANJEVCU RIJEÈKOM;KOSTANJEVEC RIJEÈKI 29;192;118;118;115;3;4;18;3;1;0;25;1;7;56
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;GORNJA RIJEKA;006;POFUKI;PROSTORIJE DRUŠTVENOG DOMA U POFUKIMA;POFUKI BB;151;102;102;99;3;0;23;14;6;1;21;5;2;27
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;HLEBINE;001;HLEBINE;PODRUÈNA ŠKOLA HLEBINE;TRG IVANA GENERALIÆA 6;413;255;255;243;12;12;80;10;4;10;39;43;1;44
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;HLEBINE;002;HLEBINE;PODRUÈNA ŠKOLA HLEBINE;TRG IVANA GENERALIÆA 6;457;273;273;260;13;17;74;18;7;8;37;39;1;59
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;HLEBINE;003;GABAJEVA GREDA;DRUŠTVENI DOM GABAJEVA GREDA;GABAJEVA GREDA 21 A;114;70;70;57;13;4;18;2;5;1;11;5;0;11
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KALINOVAC;001;KALINOVAC;OSNOVNA ŠKOLA IVAN LACKOVIÆ CROATA KALINOVAC;DRAVSKA ULICA 6;576;383;383;375;8;4;179;0;0;10;20;136;4;22
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KALINOVAC;002;KALINOVAC;OSNOVNA ŠKOLA IVAN LACKOVIÆ CROATA KALINOVAC;DRAVSKA ULICA 6;538;329;329;322;7;8;175;2;0;5;12;90;1;29
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KALINOVAC;003;BATINSKE;DRUŠTVENI DOM BATINSKE;KANALSKA ULICA 11;96;53;53;51;2;1;30;1;0;1;0;10;0;8
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KALNIK;001;KALNIK;DOM  HRVATSKIH BRANITELJA;TRG STJEPANA RADIÆA 5;274;182;182;171;11;7;15;3;0;2;28;7;19;90
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KALNIK;002;KAMEŠNICA;PROSTORIJE DVD-A KAMEŠNICA;ÐURCI 2;128;96;96;90;6;1;10;2;0;1;22;5;4;45
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KALNIK;003;POTOK KALNIÈKI;PROSTORIJE DRUŠTVENOG DOMA POTOK KALNIÈKI;POTOK KALNIÈKI 38;134;95;95;91;4;1;18;3;0;0;10;2;7;50
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KALNIK;004;BORJE;PROSTORIJE DRUŠTVENOG DOMA DONJE BORJE;DONJE BORJE 19;146;106;106;103;3;4;24;0;0;2;22;7;7;37
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KALNIK;005;ŠOPRON;PROSTORIJE DRUŠTVENOG DOMA ŠOPRON;ŠOPRON 57;146;100;100;97;3;3;8;7;3;2;14;4;15;41
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KALNIK;006;POPOVEC KALNIÈKI;PROSTORIJE DRUŠTVENOG DOMA POPOVEC KALNIÈKI;POPOVEC KALNIÈKI 5;136;94;94;91;3;3;34;4;0;0;16;2;12;20
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KALNIK;007;VOJNOVEC KALNIÈKI;PROSTORIJE (NOVOG) DRUŠTVENOG DOMA VOJNOVEC KALNIÈKI;VOJNOVEC KALNIÈKI 70;95;65;65;60;5;0;12;1;1;0;7;0;3;36
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KLOŠTAR PODRAVSKI;001;KLOŠTAR PODRAVSKI;ZGRADA DRUŠTVENOG DOMA KLOŠTAR PODRAVSKI;TRG SVETE OBITELJI 2;892;540;540;504;36;22;215;24;8;17;41;140;0;37
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KLOŠTAR PODRAVSKI;002;ODERJAN;ZGRADA DRUŠTVENOG DOMA ODERJAN;KLOŠTAR PODRAVSKI, ODERJAN 40;243;155;155;147;8;17;36;8;6;5;10;53;1;11
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KLOŠTAR PODRAVSKI;003;BUDANÈEVICA;ZGRADA DRUŠTVENOG DOMA BUDANÈEVICA;STJEPANA RADIÆA 3;370;237;237;230;7;12;100;13;3;11;17;56;0;18
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KLOŠTAR PODRAVSKI;004;PRUGOVAC;ZGRADA DRUŠTVENOG DOMA PRUGOVAC;VINOGRADSKA BB;542;284;284;279;5;9;112;18;7;7;26;90;0;10
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KLOŠTAR PODRAVSKI;005;KOZAREVAC;ZGRADA DRUŠTVENOG DOMA KOZAREVAC;KOZAREVAC, PETRA PRERADOVIÆA 3;407;267;267;255;12;5;158;8;4;6;9;56;0;9
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KOPRIVNIÈKI BREGI;001;KOPRIVNIÈKI BREGI;ZGRADA OPÆINE KOPRIVNIÈKI BREGI;KOPRIVNIÈKI BREGI;519;275;275;252;23;21;39;28;7;25;42;44;3;43
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KOPRIVNIÈKI BREGI;002;KOPRIVNIÈKI BREGI;ZGRADA OPÆINE KOPRIVNIÈKI BREGI;KOPRIVNIÈKI BREGI;567;328;328;308;20;11;36;83;8;21;54;41;2;52
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KOPRIVNIÈKI BREGI;003;GLOGOVAC;PODRUÈNA ŠKOLA GLOGOVAC;GLOGOVAC;664;324;324;309;15;10;59;33;3;20;39;40;2;103
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KOPRIVNIÈKI BREGI;004;JEDUŠEVAC;DRUŠTVENI DOM JEDUŠEVAC;JEDUŠEVAC;77;50;50;48;2;2;10;6;0;1;12;10;0;7
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KOPRIVNIÈKI IVANEC;001;KOPRIVNIÈKI IVANEC;OSNOVNA ŠKOLA;KOPRIVNIÈKA ULICA 27;469;279;279;268;11;22;33;58;8;30;35;27;2;53
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KOPRIVNIÈKI IVANEC;002;KOPRIVNIÈKI IVANEC;DRUŠTVENI DOM;MATIJE GUPCA 14;501;298;298;284;14;11;42;69;4;35;51;17;3;52
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KOPRIVNIÈKI IVANEC;003;KUNOVEC;OSNOVNA ŠKOLA;ULICA SELJAÈKE BUNE 10;400;175;175;167;8;19;35;30;5;9;45;6;0;18
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KOPRIVNIÈKI IVANEC;004;BOTINOVEC;DRUŠTVENI DOM;BOTINOVEC 1;130;98;98;92;6;4;11;12;4;5;34;12;0;10
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KOPRIVNIÈKI IVANEC;005;GORIÈKO;DRUŠTVENI DOM;GORIÈKO 8 A;113;71;71;70;1;2;14;11;3;10;9;6;1;14
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;KOPRIVNIÈKI IVANEC;006;PUSTAKOVEC;DRUŠTVENI DOM;PUSTAKOVEC 64;98;55;55;54;1;4;9;13;3;6;7;5;1;6
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;LEGRAD;001;LEGRAD;DRUŠTVENI DOM LEGRAD;TRG SVETOG TROJSTVA 52 A;857;441;441;417;24;21;62;20;3;25;59;37;4;186
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;LEGRAD;002;MALI OTOK;VATROGASNI DOM;MALI OTOK 68 A;109;64;64;62;2;3;19;6;2;9;10;3;0;10
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;LEGRAD;003;VELIKI OTOK;VATROGASNI DOM;VELIKI OTOK 29;214;123;123;122;1;10;32;12;5;12;10;10;0;31
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;LEGRAD;004;SELNICA PODRAVSKA;VATROGASNI DOM;SELNICA PODRAVSKA 119;227;113;113;109;4;4;16;7;2;26;7;12;1;34
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;LEGRAD;005;KUTNJAK;VATROGASNI DOM;KUTNJAK 113;262;127;127;123;4;1;16;3;1;71;9;3;2;17
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;LEGRAD;006;ZABLATJE;VATROGASNI DOM;ZABLATJE 7;152;56;56;56;0;2;13;9;5;7;8;7;0;5
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;MOLVE;001;MOLVE;OSNOVNA ŠKOLA MOLVE;TRG KRALJA TOMISLAVA 10;474;294;294;276;18;3;55;39;18;6;17;106;0;32
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;MOLVE;002;MOLVE;KINO-SALA MOLVE;TRG KRALJA TOMISLAVA 4;520;343;343;328;15;12;60;53;24;4;25;131;1;18
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;MOLVE;003;MOLVE;VATROGASNI DOM GORNJA ŠUMA;GORNJA ŠUMA BB;119;88;88;86;2;3;5;20;5;0;7;34;2;10
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;MOLVE;004;MOLVE GREDE;VATROGASNI DOM MOLVE GREDE;MOLVE GREDE 20;174;123;123;119;4;2;18;14;5;0;7;71;1;1
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;MOLVE;005;REPAŠ;PODRUÈNA ŠKOLA REPAŠ (NOVA ZGRADA);REPAŠ 66;315;205;205;197;8;8;42;39;18;3;6;77;0;4
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;NOVIGRAD PODRAVSKI;001;NOVIGRAD PODRAVSKI;"""DOM KULTURE""";VIROVSKA ULICA 2;605;328;328;309;19;16;56;11;9;11;38;86;1;81
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;NOVIGRAD PODRAVSKI;002;NOVIGRAD PODRAVSKI;"""VATROGASNI DOM""";TRG DR. FRANJE TUÐMANA 3;673;308;308;292;16;12;40;15;2;10;32;111;0;70
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;NOVIGRAD PODRAVSKI;003;NOVIGRAD PODRAVSKI;"OSNOVNA ŠKOLA ""PROF. BLAŽ MAÐER""";GAJEVA ULICA 17A;328;169;169;160;9;6;43;11;5;7;21;33;1;33
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;NOVIGRAD PODRAVSKI;004;DELOVI;"""PODRUÈNA ŠKOLA DELOVI""";DELOVI 59;177;79;79;79;0;2;16;11;3;7;17;12;0;11
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;NOVIGRAD PODRAVSKI;005;BOROVLJANI;"""DRUŠTVENI DOM BOROVLJANI""";BOROVLJANI 77;183;93;93;91;2;10;14;10;3;1;11;19;2;21
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;NOVIGRAD PODRAVSKI;006;VLAISLAV;"""DRUŠTVENI DOM VLAISLAV""";VLAISLAV 30B;182;97;97;92;5;4;19;5;2;1;10;28;1;22
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;NOVIGRAD PODRAVSKI;007;PLAVŠINAC;"""PODRUÈNA ŠKOLA PLAVŠINAC""";PLAVŠINAC 9;120;48;48;43;5;1;5;4;3;1;4;14;2;9
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;NOVO VIRJE;001;CRNEC;VATROGASNI DOM CRNEC;TRG MLADOSTI 1, NOVO VIRJE;284;163;163;156;7;1;21;12;7;1;14;74;0;26
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;NOVO VIRJE;002;DRENOVICA;DRUŠTVENI DOM DRENOVICA;TRG VLADIMIRA JAGARINCA 2, NOVO VIRJE;360;222;222;219;3;7;29;20;10;1;12;116;0;24
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;NOVO VIRJE;003;MEDVEDIÈKA;VATROGASNI DOM MEDVEDIÈKA;MEDVEDIÈKA 63, NOVO VIRJE;268;134;134;131;3;3;14;3;3;1;9;97;0;1
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;PETERANEC;001;PETERANEC;PODRUÈNA ŠKOLA FRAN GALOVIÆ;ULICA MATIJE GUPCA 15;1092;706;704;669;35;29;174;53;8;62;101;80;5;157
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;PETERANEC;002;SIGETEC;PODRUÈNA ŠKOLA SIGETEC;ULICA BRAÆE RADIÆ 23;885;417;417;401;16;30;111;39;11;27;56;83;4;40
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;PETERANEC;003;KOMATNICA;DRUŠTVENI DOM U KOMATNICI;KOMATNICA BB;40;17;17;15;2;0;9;2;1;0;2;1;0;0
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;PODRAVSKE SESVETE;001;PODRAVSKE SESVETE;MALA VIJEÆNICA;IVANA MAŽURANIÆA 1;583;363;363;333;30;10;111;5;2;8;19;151;1;26
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;PODRAVSKE SESVETE;002;PODRAVSKE SESVETE;ZDRAVSTVENA AMBULANTA;IVANA MAŽURANIÆA 1;539;353;353;324;29;15;123;7;7;10;14;119;1;28
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;PODRAVSKE SESVETE;003;MEKIŠ;DRUŠTVENI DOM MEKIŠ;DRAVSKA  59;102;70;70;68;2;7;25;2;1;0;3;28;0;2
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;PODRAVSKE SESVETE;004;DRAGANCI;DRUŠTVENI DOM DRAGANCI;DRAGANCI 38 A;84;52;52;51;1;2;27;1;1;0;1;15;1;3
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;RASINJA;001;RASINJA;DRUŠTVENI DOM;TRG SV. FLORIJANA 16;744;451;451;442;9;19;55;35;9;20;90;9;0;205
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;RASINJA;002;SUBOTICA PODRAVSKA;DRUŠTVENI DOM;TRG MLADOSTI 22;442;220;220;214;6;20;30;13;1;24;57;7;0;62
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;RASINJA;003;CVETKOVEC;DRUŠTVENI DOM;TRG SVETOG TROJSTVA 14;171;75;75;69;6;2;18;13;2;5;12;4;1;12
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;RASINJA;004;GORICA;VATROGASNI DOM;GORICA 11;112;53;53;50;3;3;12;1;0;2;14;3;0;15
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;RASINJA;005;KUZMINEC;VATROGASNI DOM;KUZMINEC 105;226;106;106;104;2;9;13;2;1;8;25;15;1;30
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;RASINJA;006;KOLEDINEC;DRUŠTVENI DOM;KOLEDINEC 63B;126;77;77;73;4;4;11;2;2;10;6;12;0;26
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;RASINJA;007;BELANOVO SELO;DRUŠTVENI DOM;BELANOVO SELO 24;28;17;17;17;0;0;5;0;0;0;4;0;0;8
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;RASINJA;008;IVANÈEC;DRUŠTVENI DOM;IVANÈEC 30A;40;9;9;9;0;0;0;0;0;0;4;0;0;5
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;RASINJA;009;DUGA RIJEKA;BIVŠA ŠKOLA;DUGA RIJEKA 26;168;75;75;74;1;1;5;2;2;2;37;0;3;22
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;RASINJA;010;RIBNJAK;DRUŠTVENI DOM;RIBNJAK 12;38;24;24;23;1;4;0;2;0;2;6;0;2;7
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;RASINJA;011;RADELJEVO SELO;DRUŠTVENI DOM;RADELJEVO SELO 31;84;27;27;27;0;3;4;0;0;0;3;0;0;17
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;RASINJA;012;PRKOS;BIVŠA ŠKOLA;PRKOS 28;107;36;36;34;2;3;3;3;1;0;5;2;0;17
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;RASINJA;013;VELIKI POGANAC;DRUŠTVENI DOM;VELIKI POGANAC 38;169;66;66;64;2;4;5;7;3;2;12;6;1;24
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;RASINJA;014;LUDBREŠKI IVANAC;DRUŠTVENI DOM;LUDBREŠKI IVANAC 34;44;24;24;24;0;1;3;1;0;0;1;0;0;18
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SOKOLOVAC;001;SOKOLOVAC;DRUŠTVENI DOM;SOKOLOVAC;482;161;161;156;5;13;33;0;1;4;15;3;22;65
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SOKOLOVAC;002;LEPAVINA;PROSTORIJE RJ MEHANIZACIJA I PRIJEVOZ;LEPAVINA 20;303;75;75;73;2;9;27;4;3;3;3;3;9;12
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SOKOLOVAC;003;DONJA VELIKA;VATROGASNI DOM;DONJA VELIKA;132;71;71;70;1;2;48;8;0;0;6;1;3;2
