Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;ĐANI BUNJA;NENAD KLARIĆ;BOŽIDAR LONGIN;ZLATKO MARASOVIĆ;ANTONIO VUČETIĆ;IVICA ŽUVELA
13;ZADARSKA ŽUPANIJA;općina;GRAČAC;005;BRUVNO;OBITELJSKA KUĆA VL.DARKO KRIVOŠIJA;BRUVNO 10;158;72;72;50;22;3;2;11;27;6;1
13;ZADARSKA ŽUPANIJA;općina;GRAČAC;006;ZRMANJA;OBITELJSKA KUĆA VL. NIKOLA DRONJAK;ZRMANJA 4;114;53;53;42;11;3;3;5;27;2;2
13;ZADARSKA ŽUPANIJA;općina;JASENICE;001;JASENICE;OSNOVNA ŠKOLA PETRA ZORANIĆA;MASLENICA, PETRA ZORANIĆA 2;974;681;681;639;42;77;52;316;78;22;94
13;ZADARSKA ŽUPANIJA;općina;JASENICE;002;ROVANJSKA;PODRUČNA ŠKOLA ROVANJSKA;ROVANJSKA, SV. JURJA 18;346;257;257;250;7;16;18;136;48;6;26
13;ZADARSKA ŽUPANIJA;općina;JASENICE;003;ZATON OBROVAČKI;PRIVATNE PROSTORIJE U ZATONU OBROVAČKOM;DONJI MARIČIĆI 8, ZATON OBROVAČKI;173;78;78;73;5;6;3;45;10;2;7
13;ZADARSKA ŽUPANIJA;općina;KALI;001;KALI;OPĆINSKI DOM KALI, PRIZEMLJE (KINO SALA);TRG MARNJIVE 23, KALI;1714;922;919;884;35;42;26;438;220;50;108
13;ZADARSKA ŽUPANIJA;općina;KOLAN;001;KOLAN;OSNOVNA ŠKOLA A.G.MATOŠ NOVALJA, PODRUČČNI RAZREDNI ODJEL KOLAN;FIGURICA 5;789;621;621;589;32;80;54;289;98;12;56
13;ZADARSKA ŽUPANIJA;općina;KUKLJICA;001;KUKLJICA;"OŠ ""VALENTIN KLARIN"" PREKO, PODRUČNA ŠKOLA KUKLJICA";KUKLJICA;895;466;466;443;23;42;20;151;119;28;83
13;ZADARSKA ŽUPANIJA;općina;LIŠANE OSTROVIČKE;001;LIŠANE OSTROVIČKE;ZGRADA OPĆINE LIŠANE OSTROVIČKE;BRAŠTINA BB;493;381;381;366;15;25;26;224;16;4;71
13;ZADARSKA ŽUPANIJA;općina;LIŠANE OSTROVIČKE;002;OSTROVICA;OBITELJSKA KUĆA MILORADA MIJALJEVIĆA POK. FRANE ROĐ. 1956. GODINE;OSTROVICA KBR. 27;121;42;42;34;8;6;8;6;6;4;4
13;ZADARSKA ŽUPANIJA;općina;LIŠANE OSTROVIČKE;003;DOBROPOLJCI;KUĆA IVANA IVKOVIĆA POK. TOME ROĐ. 1951. GODINE;DOBROPOLJCI KBR. 66;146;22;22;22;0;6;2;8;5;0;1
13;ZADARSKA ŽUPANIJA;općina;NOVIGRAD;001;NOVIGRAD;OSNOVNA ŠKOLA NOVIGRAD;BUTKA KURJAKOVIĆA 7, NOVIGRAD;501;207;207;188;19;15;7;94;35;9;28
13;ZADARSKA ŽUPANIJA;općina;NOVIGRAD;002;PRIDRAGA;OSNOVNA ŠKOLA BRAĆE RADIĆ PRIDRAGA;TRG STJEPANA RADIĆA 8, PRIDRAGA;1341;554;554;533;21;21;20;362;17;39;74
13;ZADARSKA ŽUPANIJA;općina;NOVIGRAD;003;PALJUV;PODRUČNA ŠKOLA PALJUV;VILE VELEBITA 1, PALJUV;325;189;188;166;22;16;17;68;9;6;50
13;ZADARSKA ŽUPANIJA;općina;PAKOŠTANE;001;PAKOŠTANE;MALA VIJEĆNICA (ZAPADNO KRILO) ZGRADE OPĆINE PAKOŠTANE;KRALJICE JELENE 78, PAKOŠTANE;1131;551;550;505;45;99;20;258;36;39;53
13;ZADARSKA ŽUPANIJA;općina;PAKOŠTANE;002;PAKOŠTANE;VELIKA VIJEĆNICA (ISTOČNO KRILO) ZGRADE OPĆINE PAKOŠTANE;KRALJICE JELENE 78, PAKOŠTANE;963;462;462;423;39;89;18;189;62;29;36
13;ZADARSKA ŽUPANIJA;općina;PAKOŠTANE;003;VRANA;OSNOVNA ŠKOLA U VRANI;VRANA;683;267;267;251;16;38;12;173;5;2;21
13;ZADARSKA ŽUPANIJA;općina;PAKOŠTANE;004;DRAGE;OSNOVNA ŠKOLA U DRAGAMA;DRAGE;923;482;482;453;29;134;25;199;19;48;28
13;ZADARSKA ŽUPANIJA;općina;PAKOŠTANE;005;VRGADA;OSNOVNA ŠKOLA U VRGADI;VRGADA;238;117;117;109;8;20;4;45;29;7;4
13;ZADARSKA ŽUPANIJA;općina;PAŠMAN;001;KRAJ;OSNOVNA ŠKOLA KRAJ;KRAJ, SVETOG DUJE 3;277;149;149;143;6;8;12;90;15;7;11
13;ZADARSKA ŽUPANIJA;općina;PAŠMAN;002;PAŠMAN;PROSTORIJA OPĆINE PAŠMAN;PAŠMAN, OBALA TAMARISA 6;351;199;199;187;12;11;10;102;31;9;24
13;ZADARSKA ŽUPANIJA;općina;PAŠMAN;003;BAROTUL;PROSTORIJA MJESNOG ODBORA BAROTUL;BAROTUL, PUT BRAKA 1;89;35;35;34;1;0;4;21;6;1;2
13;ZADARSKA ŽUPANIJA;općina;PAŠMAN;004;MRLJANE;KUĆA ŽIVKA RALIĆA;MRLJANE, MRLJANE 60;276;151;151;138;13;13;8;80;15;7;15
13;ZADARSKA ŽUPANIJA;općina;PAŠMAN;005;NEVIĐANE;MLIN NEVIĐANE;NEVIĐANE, KLANAC B.B.;409;195;195;188;7;19;9;84;40;11;25
13;ZADARSKA ŽUPANIJA;općina;PAŠMAN;006;DOBROPOLJANA;"PROSTORIJA ""DJEČJEG VRTIĆA DOBROPOLJANA""";DOBROPOLJANA, ULICA KREŠIMIRA ĆOSIĆA 4;260;185;185;176;9;15;12;95;19;7;28
13;ZADARSKA ŽUPANIJA;općina;PAŠMAN;007;BANJ;PROSTORIJA MJESNOG ODBORA BANJ;BANJ, TRG SV. KUZME I DAMJANA 3;217;103;103;94;9;6;7;35;31;4;11
13;ZADARSKA ŽUPANIJA;općina;PAŠMAN;008;ŽDRELAC;PROSTORIJA MJESNOG ODBORA ŽDRELAC;ŽDRELAC, TRG 5;498;230;230;224;6;11;23;105;42;17;26
13;ZADARSKA ŽUPANIJA;općina;POLAČA;001;POLAČA;ZGRADA OPĆINE  POLAČA;POLAČA;1154;770;770;737;33;57;39;355;32;29;225
13;ZADARSKA ŽUPANIJA;općina;POLAČA;002;KAKMA;OSNOVNA ŠKOLA;KAKMA;300;106;106;99;7;9;7;50;8;4;21
13;ZADARSKA ŽUPANIJA;općina;POLAČA;003;GORNJA JAGODNJA;BIVŠA TRGOVINA PIJOR;GORNJA JAGODNJA;171;56;56;52;4;10;4;13;18;1;6
13;ZADARSKA ŽUPANIJA;općina;POLIČNIK;001;BRIŠEVO;DRUŠTVENI DOM U BRIŠEVU;BRIŠEVO;637;262;262;252;10;14;18;145;18;14;43
13;ZADARSKA ŽUPANIJA;općina;POLIČNIK;002;DRAČEVAC NINSKI;OSNOVNA ŠKOLA 'BARTOL KAŠIĆ' , PODRUČNA ŠKOLA U DRAČEVCU NINSKOM;DRAČEVAC NINSKI;273;116;116;113;3;4;3;83;6;6;11
13;ZADARSKA ŽUPANIJA;općina;POLIČNIK;003;GORNJI POLIČNIK;DRUŠTVENI DOM U GORNJEM POLIČNIKU;GORNJI POLIČNIK;128;70;70;65;5;3;4;44;0;3;11
13;ZADARSKA ŽUPANIJA;općina;POLIČNIK;004;LOVINAC;OSNOVNA ŠKOLA POLIČNIK, PODRUČNA ŠKOLA LOVINAC;LOVINAC;268;125;125;115;10;9;9;84;2;2;9
13;ZADARSKA ŽUPANIJA;općina;POLIČNIK;005;MURVICA;DRUŠTVENI DOM U MURVICI;MURVICA;763;316;316;307;9;28;20;186;19;15;39
13;ZADARSKA ŽUPANIJA;općina;POLIČNIK;006;MURVICA GORNJA;DRUŠTVENI DOM U MURVICI GORNJOJ;MURVICA GORNJA;225;100;100;97;3;9;7;73;2;2;4
13;ZADARSKA ŽUPANIJA;općina;POLIČNIK;007;POLIČNIK;OSNOVNA ŠKOLA POLIČNIK;POLIČNIK;974;426;426;397;29;26;21;273;24;18;35
13;ZADARSKA ŽUPANIJA;općina;POLIČNIK;008;RUPALJ;OSNOVNA ŠKOLA POLIČNIK, PODRUČNA ŠKOLA RUPALJ;RUPALJ;230;131;131;122;9;3;5;98;5;1;10
13;ZADARSKA ŽUPANIJA;općina;POLIČNIK;009;SUHOVARE;DRUŠTVENI DOM U SUHOVARAMA;SUHOVARE;525;226;226;206;20;15;17;130;15;13;16
13;ZADARSKA ŽUPANIJA;općina;POLIČNIK;010;VISOČANE;OSNOVNA ŠKOLA POLIČNIK, PODRUČNA ŠKOLA VISOČANE;VISOČANE;330;107;107;97;10;9;9;63;4;2;10
13;ZADARSKA ŽUPANIJA;općina;POSEDARJE;001;POSEDARJE;"OSNOVNA ŠKOLA ""BRAĆE RIBAR"" U POSEDARJU";POSEDARJE, ŠPORTSKA 3;1273;671;671;640;31;43;28;307;70;29;163
13;ZADARSKA ŽUPANIJA;općina;POSEDARJE;002;PODGRADINA;"PODRUČNA ŠKOLA ""BRAĆE RIBAR"" U PODGRADINI";PODGRADINA, ŽUŽE 63;571;265;265;253;12;21;17;134;13;15;53
13;ZADARSKA ŽUPANIJA;općina;POSEDARJE;003;ISLAM LATINSKI;"PODRUČNA ŠKOLA ""BRAĆE RIBAR"" U ISLAMU LATINSKOM";ISLAM LATINSKI;273;159;159;151;8;12;14;90;6;5;24
13;ZADARSKA ŽUPANIJA;općina;POSEDARJE;004;GRGURICE;MJESNI ODBOR GRGURICE;GRGURICE;135;95;95;93;2;4;2;71;9;2;5
13;ZADARSKA ŽUPANIJA;općina;POSEDARJE;005;SLIVNICA DONJA;"PODRUČNA ŠKOLA ""BRAĆE RIBAR"" U SLIVNICI DONJOJ";SLIVNICA DONJA;368;210;210;200;10;11;15;132;13;10;19
13;ZADARSKA ŽUPANIJA;općina;POSEDARJE;006;SLIVNICA GORNJA;"PODRUČNA ŠKOLA ""BRAĆE RIBAR"" U SLIVNICI GORNJOJ";SLIVNICA GORNJA;358;190;190;174;16;7;13;102;11;4;37
13;ZADARSKA ŽUPANIJA;općina;POSEDARJE;007;VINJERAC;MJESNI ODBOR (NA RIVI) U VINJERCU;VINJERAC;182;78;78;74;4;4;3;38;7;6;16
13;ZADARSKA ŽUPANIJA;općina;POSEDARJE;008;ŽDRILO;"PODRUČNA ŠKOLA ""BRAĆE RIBAR"" U ŽDRILU";ŽDRILO;93;73;73;66;7;4;6;43;2;6;5
13;ZADARSKA ŽUPANIJA;općina;POVLJANA;001;POVLJANA;DOM KULTURE POVLJANA;TRG BANA JOSIPA JELAČIĆA 1;688;521;521;492;29;38;32;256;64;56;46
13;ZADARSKA ŽUPANIJA;općina;PREKO;001;LUKORAN;"PODRUČNA ŠKOLA ""VALENTIN KLARIN""";LUKORAN, LUKORANSKA CESTA 7;550;215;215;207;8;10;8;103;49;14;23
13;ZADARSKA ŽUPANIJA;općina;PREKO;002;OŠLJAK;STARA ZGRADA OSNOVNE ŠKOLE NA OŠLJAKU;OŠLJAK;67;25;25;25;0;0;1;12;11;0;1
13;ZADARSKA ŽUPANIJA;općina;PREKO;003;POLJANA;"PODRUČNA ŠKOLA ""VALENTIN KLARIN""";POLJANA;371;170;170;160;10;13;7;86;30;4;20
13;ZADARSKA ŽUPANIJA;općina;PREKO;004;PREKO;"DJEČJI VRTIĆ ""LASTAVICA""";PRIJEŠKIH MUČENIKA 1, PREKO;1376;622;622;600;22;50;38;312;112;31;57
13;ZADARSKA ŽUPANIJA;općina;PREKO;005;RIVANJ;MJESNI ODBOR RIVANJ;RIVANJ;53;27;27;21;6;0;0;9;6;4;2
13;ZADARSKA ŽUPANIJA;općina;PREKO;006;SESTRUNJ;MJESNI ODBOR SESTRUNJ;SESTRUNJ;105;40;40;37;3;1;5;13;12;4;2
13;ZADARSKA ŽUPANIJA;općina;PREKO;007;SUTOMIŠĆICA;"PODRUČNA ŠKOLA ""VALENTIN KLARIN"" U SUTOMIŠĆICI";SUTOMIŠĆICA;393;184;184;176;8;18;8;73;44;10;23
13;ZADARSKA ŽUPANIJA;općina;PREKO;008;UGLJAN;"PODRUČNA ŠKOLA ""VALENTIN KLARIN"" U MJESTU UGLJAN";UGLJAN;1102;438;438;414;24;19;14;172;122;36;51
13;ZADARSKA ŽUPANIJA;općina;PRIVLAKA;001;PRIVLAKA 1;OSNOVNA ŠKOLA PRIVLAKA;PRIVLAKA;1362;654;653;616;37;57;22;353;32;102;50
13;ZADARSKA ŽUPANIJA;općina;PRIVLAKA;002;PRIVLAKA 2;OSNOVNA ŠKOLA  PRIVLAKA;PRIVLAKA;914;439;439;423;16;38;14;234;36;69;32
13;ZADARSKA ŽUPANIJA;općina;RAŽANAC;001;RAŽANAC;"OŠ ""JURAJ BARAKOVIĆ""";RAŽANAC;789;506;506;456;50;40;23;209;73;30;81
13;ZADARSKA ŽUPANIJA;općina;RAŽANAC;002;RTINA;"OŠ ""JURAJ BARAKOVIĆ""";RTINA;479;314;314;286;28;27;22;168;37;8;24
13;ZADARSKA ŽUPANIJA;općina;RAŽANAC;003;JOVIĆI;"OŠ ""JURAJ BARAKOVIĆ""";JOVIĆI;342;231;231;224;7;16;13;147;14;4;30
13;ZADARSKA ŽUPANIJA;općina;RAŽANAC;004;LJUBAČ;"OŠ ""JURAJ BARAKOVIĆ""";LJUBAČ;316;183;183;178;5;10;4;109;23;9;23
13;ZADARSKA ŽUPANIJA;općina;RAŽANAC;005;KRNEZA;"OŠ ""JURAJ BARAKOVIĆ""";KRNEZA;156;94;94;90;4;7;2;32;6;7;36
13;ZADARSKA ŽUPANIJA;općina;RAŽANAC;006;RADOVIN;"OŠ ""JURAJ BARAKOVIĆ""";RADOVIN;504;381;381;358;23;31;10;234;28;15;40
13;ZADARSKA ŽUPANIJA;općina;RAŽANAC;007;PODVRŠJE;DOM  MJESNOG ODBORA;PODVRŠJE;98;59;59;58;1;5;3;29;10;2;9
13;ZADARSKA ŽUPANIJA;općina;RAŽANAC;008;LJUBAČKI STANOVI;DOM MJESNOG ODBORA;LJUBAČKI STANOVI;129;96;96;90;6;3;4;65;3;7;8
13;ZADARSKA ŽUPANIJA;općina;SALI;001;SALI;"OSNOVNA ŠKOLA ""PETAR LORINI""";SALI;776;456;456;429;27;35;22;199;82;23;68
13;ZADARSKA ŽUPANIJA;općina;SALI;002;ZAGLAV;OSNOVNA ŠKOLA ZAGLAV;ZAGLAV;219;132;132;124;8;16;8;42;37;12;9
13;ZADARSKA ŽUPANIJA;općina;SALI;003;ŽMAN;OSNOVNA ŠKOLA ŽMAN;ŽMAN;258;133;133;122;11;12;11;38;42;10;9
13;ZADARSKA ŽUPANIJA;općina;SALI;004;LUKA;TURISTIČKO DRUŠTVO LUKA;LUKA;150;69;69;64;5;6;1;24;24;2;7
13;ZADARSKA ŽUPANIJA;općina;SALI;005;SAVAR;MJESNI ODBOR SAVAR;SAVAR;83;30;30;30;0;2;6;11;5;6;0
13;ZADARSKA ŽUPANIJA;općina;SALI;006;BRBINJ;DRUŠTVENI DOM BRBINJ;BRBINJ;140;42;42;42;0;6;5;16;8;4;3
13;ZADARSKA ŽUPANIJA;općina;SALI;007;DRAGOVE;OSNOVNA ŠKOLA DRAGOVE;DRAGOVE;73;26;26;24;2;6;0;10;5;1;2
13;ZADARSKA ŽUPANIJA;općina;SALI;008;BOŽAVA;OSNOVNA ŠKOLA BOŽAVA;BOŽAVA;177;95;95;92;3;9;4;31;21;8;19
13;ZADARSKA ŽUPANIJA;općina;SALI;009;SOLINE;OSNOVNA ŠKOLA SOLINE;SOLINE;103;39;39;36;3;5;1;4;15;6;5
13;ZADARSKA ŽUPANIJA;općina;SALI;010;VELI RAT;DRUŠTVENI DOM VELI RAT;VELI RAT;122;48;48;47;1;0;3;22;14;3;5
13;ZADARSKA ŽUPANIJA;općina;SALI;011;VERUNIĆ;MJESNI ODBOR VERUNIĆ;VERUNIĆ;72;41;41;39;2;0;4;18;12;5;0
13;ZADARSKA ŽUPANIJA;općina;SALI;012;ZVERINAC;MJESNI ODBOR ZVERINAC;ZVERINAC;78;44;44;44;0;3;5;25;8;1;2
13;ZADARSKA ŽUPANIJA;općina;STANKOVCI;001;STANKOVCI;DOM KULTURE U STANKOVCIMA;STANKOVCI;576;369;369;348;21;26;22;137;25;29;109
13;ZADARSKA ŽUPANIJA;općina;STANKOVCI;002;BANJEVCI;PODRUČNA ŠKOLA BANJEVCI;BANJEVCI;366;235;235;219;16;11;24;92;17;14;61
13;ZADARSKA ŽUPANIJA;općina;STANKOVCI;003;BUDAK;VATROGASNI DOM STANKOVCI;BUDAK;343;210;210;196;14;11;12;100;8;20;45
13;ZADARSKA ŽUPANIJA;općina;STANKOVCI;004;CRLJENIK;PODRUČNA ŠKOLA CRLJENIK;CRLJENIK;123;67;67;66;1;3;9;26;6;2;20
13;ZADARSKA ŽUPANIJA;općina;STANKOVCI;005;VELIM;MJESNI ODBOR VELIM;VELIM;101;80;80;75;5;6;10;32;8;2;17
13;ZADARSKA ŽUPANIJA;općina;STANKOVCI;006;BILA VLAKA;MJESNI DOM BILA VLAKA;BILA VLAKA;285;149;149;142;7;11;16;44;5;34;32
13;ZADARSKA ŽUPANIJA;općina;STARIGRAD;001;STARIGRAD;OSNOVNA ŠKOLA STARIGRAD;STARIGRAD;1163;572;571;551;20;16;20;268;226;6;15
13;ZADARSKA ŽUPANIJA;općina;STARIGRAD;002;SELINE;TURISTIČKI URED SELINE;SELINE;500;232;232;225;7;8;13;104;94;3;3
13;ZADARSKA ŽUPANIJA;općina;STARIGRAD;003;TRIBANJ;PROSTORIJE MJESNOG ODBORA (STARA ŽUPNA KUĆA);TRIBANJ-KRUŠČICA;259;125;125;121;4;0;4;74;31;3;9
13;ZADARSKA ŽUPANIJA;općina;SUKOŠAN;001;SUKOŠAN;OSNOVNA ŠKOLA SUKOŠAN;SUKOŠAN;1346;615;614;593;21;56;50;278;95;23;91
13;ZADARSKA ŽUPANIJA;općina;SUKOŠAN;002;SUKOŠAN;OSNOVNA ŠKOLA SUKOŠAN;SUKOŠAN;1383;649;647;612;35;47;38;279;98;41;109
13;ZADARSKA ŽUPANIJA;općina;SUKOŠAN;003;DEBELJAK;OSNOVNA ŠKOLA DEBELJAK;DEBELJAK;817;442;442;404;38;25;25;211;33;29;81
13;ZADARSKA ŽUPANIJA;općina;SUKOŠAN;004;GORICA;OSNOVNA ŠKOLA GORICA;GORICA;558;298;298;291;7;19;19;207;16;7;23
13;ZADARSKA ŽUPANIJA;općina;SUKOŠAN;005;GLAVICA;MJESNI ODBOR GLAVICA;GLAVICA;148;86;86;77;9;1;2;66;3;1;4
13;ZADARSKA ŽUPANIJA;općina;SVETI FILIP I JAKOV;001;SV. FILIP I JAKOV;KINO DVORANA;IVANA DANILA, SV.FILIP I JAKOV;1435;669;669;639;30;62;28;391;59;15;84
13;ZADARSKA ŽUPANIJA;općina;SVETI FILIP I JAKOV;002;TURANJ;PODRUČNA ŠKOLA TURANJ;TURANJ;1075;405;405;383;22;29;13;259;24;9;49
13;ZADARSKA ŽUPANIJA;općina;SVETI FILIP I JAKOV;003;SV. PETAR NA MORU;PODRUČNA ŠKOLA SV. PETAR NA MORU;SV. PETAR NA MORU;458;179;179;171;8;13;12;111;13;7;15
13;ZADARSKA ŽUPANIJA;općina;SVETI FILIP I JAKOV;004;GORNJE RAŠTANE;PODRUČNA ŠKOLA GORNJE RAŠTANE;GORNJE RAŠTANE;254;116;116;112;4;20;4;76;4;3;5
13;ZADARSKA ŽUPANIJA;općina;SVETI FILIP I JAKOV;005;DONJE RAŠTANE;PODRUČNA ŠKOLA DONJE RAŠTANE;DONJE RAŠTANE;421;244;244;218;26;33;8;131;9;14;23
13;ZADARSKA ŽUPANIJA;općina;SVETI FILIP I JAKOV;006;SIKOVO;PODRUČNA ŠKOLA SIKOVO;SIKOVO;329;169;169;157;12;11;7;115;3;7;14
13;ZADARSKA ŽUPANIJA;općina;SVETI FILIP I JAKOV;007;TIČEVO VITERINCI;MJESNI ODBOR TIČEVO VITERINCI;TIČEVO VITERINCI;146;74;74;66;8;4;9;43;5;1;4
13;ZADARSKA ŽUPANIJA;općina;ŠKABRNJA;001;ŠKABRNJA;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";ŠKABRNJA, PUT MARINOVACA 9;1215;807;807;774;33;34;119;451;30;26;114
13;ZADARSKA ŽUPANIJA;općina;ŠKABRNJA;002;PRKOS;OSNOVNA ŠKOLA PRKOS;PRKOS, DR. FRANJE TUĐMANA 18;310;215;214;207;7;11;14;135;20;1;26
13;ZADARSKA ŽUPANIJA;općina;TKON;001;TKON;ZGRADA OPĆINE TKON (NA RIVI);MULINA 7, TKON;624;460;460;408;52;56;15;158;87;13;79
13;ZADARSKA ŽUPANIJA;općina;TKON;002;UGRINIĆ;ZGRADA STARE OSNOVNE ŠKOLE;KAŠEVICA 11, UGRINIĆ;76;64;64;59;5;4;3;13;16;3;20
13;ZADARSKA ŽUPANIJA;općina;VIR;001;VIR;PROSTORIJE OPĆINE VIR;TRG SVETOG JURJA 1, VIR;1321;720;720;683;37;33;34;135;56;390;35
13;ZADARSKA ŽUPANIJA;općina;VIR;002;VIR;OSNOVNA ŠKOLA PRIVLAKA, PODRUČNA ŠKOLA VIR;PUT MULA 16, VIR;1014;557;557;517;40;44;31;95;54;276;17
13;ZADARSKA ŽUPANIJA;općina;VIR;003;VIR;OSNOVNA ŠKOLA PRIVLAKA, PODRUČNA ŠKOLA VIR;PUT MULA 16, VIR;960;515;515;472;43;46;19;88;38;255;26
13;ZADARSKA ŽUPANIJA;općina;VIR;004;VIR;OSNOVNA ŠKOLA PRIVLAKA, PODRUČNA ŠKOLA VIR;PUT MULA 16, VIR;889;489;489;466;23;25;27;93;55;241;25
13;ZADARSKA ŽUPANIJA;općina;VRSI;001;VRSI;"OSNOVNA ŠKOLA ""PETAR ZORANIĆ"", PODRUČNA ŠKOLA VRSI";ULICA DR. FRANJE TUĐMANA 33, VRSI;1536;1026;1026;972;54;100;50;358;97;94;273
13;ZADARSKA ŽUPANIJA;općina;VRSI;002;POLJICA;MJESNI ODBOR POLJICA;POLJICA;410;215;215;203;12;19;11;73;37;16;47
13;ZADARSKA ŽUPANIJA;općina;ZEMUNIK DONJI;001;ZEMUNIK DONJI;U PROSTORIJAMA OPĆINE ZEMUNIK DONJI;ZEMUNIK DONJI;1305;668;668;638;30;41;23;433;52;24;65
13;ZADARSKA ŽUPANIJA;općina;ZEMUNIK DONJI;002;ZEMUNIK GORNJI;ŠPORTSKO-REKREACIONI CENTAR ZEMUNIK GORNJI;ZEMUNIK GORNJI;456;224;224;211;13;4;6;175;9;4;13
13;ZADARSKA ŽUPANIJA;općina;ZEMUNIK DONJI;003;SMOKOVIĆ;BIVŠI DOM KULTURE;SMOKOVIĆ;255;67;67;61;6;2;5;30;18;2;4
