Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;DEMOKRATSKA STRANKA UMIROVLJENIKA - DSU, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;DOMOVINSKI POKRET - DP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA STRANKA PRAVA - HSP, STRANKA UMIROVLJENIKA - SU, NARODNA STRANKA - REFORMISTI - REFORMISTI;HRVATSKA STRANKA PRAVA DR. ANTE STARÈEVIÆ U STEÈAJU - HSP AS;MOST;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, AKCIJA MLADIH - AM, HRVATSKA SELJAÈKA STRANKA - HSS, CENTAR, GRAÐANSKO-LIBERALNI SAVEZ - GLAS;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ;KANDIDACIJSKA LISTA GRUPE BIRAÈA -  IVICA ŽUVELA
13;ZADARSKA ŽUPANIJA;grad;ZADAR;067;VOŠTARNICA;MJESNI ODBOR VOŠTARNICA (I KAT);VESLAÈKA 12;859;334;334;322;12;15;16;133;4;12;78;0;64
13;ZADARSKA ŽUPANIJA;grad;ZADAR;068;VOŠTARNICA;MJESNI ODBOR VOŠTARNICA (I KAT);VESLAÈKA 12;669;226;226;222;4;13;13;57;1;14;75;0;49
13;ZADARSKA ŽUPANIJA;grad;ZADAR;069;VOŠTARNICA;MJESNI ODBOR VOŠTARNICA (PRIZEMLJE);VESLAÈKA 12;669;226;226;222;4;13;12;66;2;8;81;1;39
13;ZADARSKA ŽUPANIJA;grad;ZADAR;070;VOŠTARNICA;MJESNI ODBOR VOŠTARNICA (PRIZEMLJE);VESLAÈKA 12;567;209;209;201;8;10;21;52;1;11;60;0;46
13;ZADARSKA ŽUPANIJA;grad;ZADAR;071;ZAPUNTEL;DOM MLADEŽI ZAPUNTEL;ZAPUNTEL;65;30;30;29;1;3;1;8;1;1;10;0;5
13;ZADARSKA ŽUPANIJA;opæina;BIBINJE;001;BIBINJE;"OSNOVNA ŠKOLA ""STJEPAN RADIÆ""";BIBINJE;971;494;494;462;32;20;36;256;15;66;22;1;46
13;ZADARSKA ŽUPANIJA;opæina;BIBINJE;002;BIBINJE;"OSNOVNA ŠKOLA ""STJEPAN RADIÆ""";BIBINJE;1174;654;653;619;34;22;35;341;13;99;38;1;70
13;ZADARSKA ŽUPANIJA;opæina;BIBINJE;003;BIBINJE;"OSNOVNA ŠKOLA ""STJEPAN RADIÆ""";BIBINJE;1325;712;712;675;37;30;40;369;18;94;32;5;87
13;ZADARSKA ŽUPANIJA;opæina;GALOVAC;001;GALOVAC;OSNOVNA ŠKOLA GALOVAC;GALOVAC, ULICA I  175;1103;776;776;711;65;51;50;390;25;37;54;5;99
13;ZADARSKA ŽUPANIJA;opæina;GRAÈAC;001;GRAÈAC;"OSNOVNA ŠKOLA ""NIKOLE TESLE"" PRIZEMLJE SOBA BR.1";ŠKOLSKA 12;950;415;415;362;53;12;36;203;19;35;48;2;7
13;ZADARSKA ŽUPANIJA;opæina;GRAÈAC;002;GRAÈAC;"OSNOVNA ŠKOLA ""NIKOLE TESLE"" PRIZEMLJE SOBA BR.2";ŠKOLSKA 12;1019;429;429;359;70;17;36;182;25;25;58;6;10
13;ZADARSKA ŽUPANIJA;opæina;GRAÈAC;003;GRAÈAC;"OSNOVNA ŠKOLA ""NIKOLE TESLE"" PRIZEMLJE SOBA BR.3";ŠKOLSKA 12;870;410;410;366;44;10;38;240;12;23;36;1;6
13;ZADARSKA ŽUPANIJA;opæina;GRAÈAC;004;SRB;"OSNOVNA ŠKOLA ""NIKOLE TESLE"" SOBA BR.1";ŠKOLSKA BB;795;339;339;226;113;30;26;28;31;22;75;3;11
13;ZADARSKA ŽUPANIJA;opæina;GRAÈAC;005;BRUVNO;OBITELJSKA KUÆA VL.DARKO KRIVOŠIJA;BRUVNO 10;158;71;71;47;24;4;3;11;5;5;17;0;2
13;ZADARSKA ŽUPANIJA;opæina;GRAÈAC;006;ZRMANJA;OBITELJSKA KUÆA VL. NIKOLA DRONJAK;ZRMANJA 4;114;53;53;42;11;2;2;1;11;4;21;0;1
13;ZADARSKA ŽUPANIJA;opæina;JASENICE;001;JASENICE;OSNOVNA ŠKOLA PETRA ZORANIÆA;MASLENICA, PETRA ZORANIÆA 2;974;681;681;646;35;29;46;320;8;103;48;6;86
13;ZADARSKA ŽUPANIJA;opæina;JASENICE;002;ROVANJSKA;PODRUÈNA ŠKOLA ROVANJSKA;ROVANJSKA, SV. JURJA 18;346;257;257;248;9;11;21;131;5;20;32;1;27
13;ZADARSKA ŽUPANIJA;opæina;JASENICE;003;ZATON OBROVAÈKI;PRIVATNE PROSTORIJE U ZATONU OBROVAÈKOM;DONJI MARIÈIÆI 8, ZATON OBROVAÈKI;173;78;78;73;5;9;3;45;1;5;5;0;5
13;ZADARSKA ŽUPANIJA;opæina;KALI;001;KALI;OPÆINSKI DOM KALI, PRIZEMLJE (KINO SALA);TRG MARNJIVE 23, KALI;1714;922;922;884;38;63;39;351;12;88;234;3;94
13;ZADARSKA ŽUPANIJA;opæina;KOLAN;001;KOLAN;OSNOVNA ŠKOLA A.G.MATOŠ NOVALJA, PODRUÈÈNI RAZREDNI ODJEL KOLAN;FIGURICA 5;798;626;626;598;28;34;49;270;26;78;92;0;49
13;ZADARSKA ŽUPANIJA;opæina;KUKLJICA;001;KUKLJICA;"OŠ ""VALENTIN KLARIN"" PREKO, PODRUÈNA ŠKOLA KUKLJICA";KUKLJICA;895;466;466;443;23;41;24;135;5;38;114;4;82
13;ZADARSKA ŽUPANIJA;opæina;LIŠANE OSTROVIÈKE;001;LIŠANE OSTROVIÈKE;ZGRADA OPÆINE LIŠANE OSTROVIÈKE;BRAŠTINA BB;493;381;381;364;17;8;26;233;4;26;11;0;56
13;ZADARSKA ŽUPANIJA;opæina;LIŠANE OSTROVIÈKE;002;OSTROVICA;OBITELJSKA KUÆA MILORADA MIJALJEVIÆA POK. FRANE ROÐ. 1956. GODINE;OSTROVICA KBR. 27;121;42;42;34;8;8;3;6;3;5;8;0;1
13;ZADARSKA ŽUPANIJA;opæina;LIŠANE OSTROVIÈKE;003;DOBROPOLJCI;KUÆA IVANA IVKOVIÆA POK. TOME ROÐ. 1951. GODINE;DOBROPOLJCI KBR. 66;146;22;22;20;2;2;0;4;2;6;5;0;1
13;ZADARSKA ŽUPANIJA;opæina;NOVIGRAD;001;NOVIGRAD;OSNOVNA ŠKOLA NOVIGRAD;BUTKA KURJAKOVIÆA 7, NOVIGRAD;501;207;207;196;11;12;10;95;5;17;29;2;26
13;ZADARSKA ŽUPANIJA;opæina;NOVIGRAD;002;PRIDRAGA;OSNOVNA ŠKOLA BRAÆE RADIÆ PRIDRAGA;TRG STJEPANA RADIÆA 8, PRIDRAGA;1341;554;554;534;20;43;17;367;7;27;17;1;55
13;ZADARSKA ŽUPANIJA;opæina;NOVIGRAD;003;PALJUV;PODRUÈNA ŠKOLA PALJUV;VILE VELEBITA 1, PALJUV;325;188;187;169;18;14;21;67;6;13;7;3;38
13;ZADARSKA ŽUPANIJA;opæina;PAKOŠTANE;001;PAKOŠTANE;MALA VIJEÆNICA (ZAPADNO KRILO) ZGRADE OPÆINE PAKOŠTANE;KRALJICE JELENE 78, PAKOŠTANE;1131;551;550;508;42;37;23;256;23;70;40;1;58
13;ZADARSKA ŽUPANIJA;opæina;PAKOŠTANE;002;PAKOŠTANE;VELIKA VIJEÆNICA (ISTOÈNO KRILO) ZGRADE OPÆINE PAKOŠTANE;KRALJICE JELENE 78, PAKOŠTANE;963;462;462;426;36;35;17;187;13;71;61;1;41
13;ZADARSKA ŽUPANIJA;opæina;PAKOŠTANE;003;VRANA;OSNOVNA ŠKOLA U VRANI;VRANA;683;267;267;251;16;9;16;181;7;21;1;1;15
13;ZADARSKA ŽUPANIJA;opæina;PAKOŠTANE;004;DRAGE;OSNOVNA ŠKOLA U DRAGAMA;DRAGE;923;482;482;444;38;60;36;223;3;65;25;2;30
13;ZADARSKA ŽUPANIJA;opæina;PAKOŠTANE;005;VRGADA;OSNOVNA ŠKOLA U VRGADI;VRGADA;238;117;117;108;9;15;3;43;4;14;28;0;1
13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;001;KRAJ;OSNOVNA ŠKOLA KRAJ;KRAJ, SVETOG DUJE 3;277;149;149;144;5;9;9;97;1;1;14;2;11
13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;002;PAŠMAN;PROSTORIJA OPÆINE PAŠMAN;PAŠMAN, OBALA TAMARISA 6;351;199;199;187;12;10;22;87;5;7;37;1;18
13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;003;BAROTUL;PROSTORIJA MJESNOG ODBORA BAROTUL;BAROTUL, PUT BRAKA 1;89;35;35;31;4;3;4;13;0;2;6;0;3
13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;004;MRLJANE;KUÆA ŽIVKA RALIÆA;MRLJANE, MRLJANE 60;276;151;151;140;11;9;7;74;10;7;16;1;16
13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;005;NEVIÐANE;MLIN NEVIÐANE;NEVIÐANE, KLANAC B.B.;409;195;195;187;8;12;16;84;0;15;43;1;16
13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;006;DOBROPOLJANA;"PROSTORIJA ""DJEÈJEG VRTIÆA DOBROPOLJANA""";DOBROPOLJANA, ULICA KREŠIMIRA ÆOSIÆA 4;260;185;185;173;12;7;10;101;0;17;15;0;23
13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;007;BANJ;PROSTORIJA MJESNOG ODBORA BANJ;BANJ, TRG SV. KUZME I DAMJANA 3;217;103;103;94;9;12;9;32;0;7;22;0;12
13;ZADARSKA ŽUPANIJA;opæina;PAŠMAN;008;ŽDRELAC;PROSTORIJA MJESNOG ODBORA ŽDRELAC;ŽDRELAC, TRG 5;498;230;230;220;10;16;29;98;1;10;43;1;22
13;ZADARSKA ŽUPANIJA;opæina;POLAÈA;001;POLAÈA;ZGRADA OPÆINE  POLAÈA;POLAÈA;1154;770;770;736;34;36;47;354;27;42;38;4;188
13;ZADARSKA ŽUPANIJA;opæina;POLAÈA;002;KAKMA;OSNOVNA ŠKOLA;KAKMA;300;106;106;100;6;6;6;48;1;11;9;0;19
13;ZADARSKA ŽUPANIJA;opæina;POLAÈA;003;GORNJA JAGODNJA;BIVŠA TRGOVINA PIJOR;GORNJA JAGODNJA;171;56;56;50;6;12;3;7;0;5;16;0;7
13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;001;BRIŠEVO;DRUŠTVENI DOM U BRIŠEVU;BRIŠEVO;637;261;261;250;11;11;18;145;2;23;17;3;31
13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;002;DRAÈEVAC NINSKI;OSNOVNA ŠKOLA 'BARTOL KAŠIÆ' , PODRUÈNA ŠKOLA U DRAÈEVCU NINSKOM;DRAÈEVAC NINSKI;273;116;116;114;2;8;4;84;1;6;5;0;6
13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;003;GORNJI POLIÈNIK;DRUŠTVENI DOM U GORNJEM POLIÈNIKU;GORNJI POLIÈNIK;128;70;70;67;3;2;4;43;0;3;2;2;11
13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;004;LOVINAC;OSNOVNA ŠKOLA POLIÈNIK, PODRUÈNA ŠKOLA LOVINAC;LOVINAC;268;125;125;113;12;3;10;83;0;10;1;0;6
13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;005;MURVICA;DRUŠTVENI DOM U MURVICI;MURVICA;763;316;316;307;9;19;20;182;5;25;21;0;35
13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;006;MURVICA GORNJA;DRUŠTVENI DOM U MURVICI GORNJOJ;MURVICA GORNJA;225;100;100;97;3;1;8;71;1;12;0;0;4
13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;007;POLIÈNIK;OSNOVNA ŠKOLA POLIÈNIK;POLIÈNIK;974;427;427;395;32;21;21;277;2;25;21;1;27
13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;008;RUPALJ;OSNOVNA ŠKOLA POLIÈNIK, PODRUÈNA ŠKOLA RUPALJ;RUPALJ;230;131;131;122;9;5;6;95;1;1;5;0;9
13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;009;SUHOVARE;DRUŠTVENI DOM U SUHOVARAMA;SUHOVARE;525;228;228;211;17;9;21;132;3;15;13;1;17
13;ZADARSKA ŽUPANIJA;opæina;POLIÈNIK;010;VISOÈANE;OSNOVNA ŠKOLA POLIÈNIK, PODRUÈNA ŠKOLA VISOÈANE;VISOÈANE;330;107;107;99;8;3;11;62;10;2;1;2;8
13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;001;POSEDARJE;"OSNOVNA ŠKOLA ""BRAÆE RIBAR"" U POSEDARJU";POSEDARJE, ŠPORTSKA 3;1273;671;671;640;31;45;41;273;10;49;64;2;156
13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;002;PODGRADINA;"PODRUÈNA ŠKOLA ""BRAÆE RIBAR"" U PODGRADINI";PODGRADINA, ŽUŽE 63;571;265;265;250;15;14;17;127;5;22;17;1;47
13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;003;ISLAM LATINSKI;"PODRUÈNA ŠKOLA ""BRAÆE RIBAR"" U ISLAMU LATINSKOM";ISLAM LATINSKI;273;159;159;153;6;4;13;90;5;15;7;0;19
13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;004;GRGURICE;MJESNI ODBOR GRGURICE;GRGURICE;135;95;95;92;3;3;2;72;0;5;5;1;4
13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;005;SLIVNICA DONJA;"PODRUÈNA ŠKOLA ""BRAÆE RIBAR"" U SLIVNICI DONJOJ";SLIVNICA DONJA;368;211;211;202;9;20;15;130;2;10;12;2;11
13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;006;SLIVNICA GORNJA;"PODRUÈNA ŠKOLA ""BRAÆE RIBAR"" U SLIVNICI GORNJOJ";SLIVNICA GORNJA;358;190;190;172;18;4;16;102;5;8;7;1;29
13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;007;VINJERAC;MJESNI ODBOR (NA RIVI) U VINJERCU;VINJERAC;182;79;79;74;5;7;4;36;1;2;10;0;14
13;ZADARSKA ŽUPANIJA;opæina;POSEDARJE;008;ŽDRILO;"PODRUÈNA ŠKOLA ""BRAÆE RIBAR"" U ŽDRILU";ŽDRILO;93;73;73;67;6;9;6;43;1;2;1;1;4
13;ZADARSKA ŽUPANIJA;opæina;POVLJANA;001;POVLJANA;DOM KULTURE POVLJANA;TRG BANA JOSIPA JELAÈIÆA 1;688;521;521;494;27;59;34;242;14;35;65;6;39
13;ZADARSKA ŽUPANIJA;opæina;PREKO;001;LUKORAN;"PODRUÈNA ŠKOLA ""VALENTIN KLARIN""";LUKORAN, LUKORANSKA CESTA 7;550;215;215;207;8;18;11;89;5;10;57;2;15
13;ZADARSKA ŽUPANIJA;opæina;PREKO;002;OŠLJAK;STARA ZGRADA OSNOVNE ŠKOLE NA OŠLJAKU;OŠLJAK;67;25;25;24;1;2;0;10;0;1;10;0;1
13;ZADARSKA ŽUPANIJA;opæina;PREKO;003;POLJANA;"PODRUÈNA ŠKOLA ""VALENTIN KLARIN""";POLJANA;371;170;170;160;10;11;8;79;0;14;34;0;14
13;ZADARSKA ŽUPANIJA;opæina;PREKO;004;PREKO;"DJEÈJI VRTIÆ ""LASTAVICA""";PRIJEŠKIH MUÈENIKA 1, PREKO;1376;622;622;598;24;50;34;286;7;48;119;1;53
13;ZADARSKA ŽUPANIJA;opæina;PREKO;005;RIVANJ;MJESNI ODBOR RIVANJ;RIVANJ;53;27;27;22;5;2;1;9;0;1;7;0;2
13;ZADARSKA ŽUPANIJA;opæina;PREKO;006;SESTRUNJ;MJESNI ODBOR SESTRUNJ;SESTRUNJ;105;40;40;38;2;0;4;15;0;1;16;0;2
13;ZADARSKA ŽUPANIJA;opæina;PREKO;007;SUTOMIŠÆICA;"PODRUÈNA ŠKOLA ""VALENTIN KLARIN"" U SUTOMIŠÆICI";SUTOMIŠÆICA;393;184;184;176;8;15;5;66;5;24;38;2;21
13;ZADARSKA ŽUPANIJA;opæina;PREKO;008;UGLJAN;"PODRUÈNA ŠKOLA ""VALENTIN KLARIN"" U MJESTU UGLJAN";UGLJAN;1102;438;438;420;18;49;14;160;5;22;129;0;41
13;ZADARSKA ŽUPANIJA;opæina;PRIVLAKA;001;PRIVLAKA 1;OSNOVNA ŠKOLA PRIVLAKA;PRIVLAKA;1362;654;653;615;38;70;19;363;11;55;42;4;51
13;ZADARSKA ŽUPANIJA;opæina;PRIVLAKA;002;PRIVLAKA 2;OSNOVNA ŠKOLA  PRIVLAKA;PRIVLAKA;914;439;439;418;21;55;14;240;9;35;36;2;27
13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;001;RAŽANAC;"OŠ ""JURAJ BARAKOVIÆ""";RAŽANAC;789;506;506;465;41;44;24;201;9;40;77;2;68
13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;002;RTINA;"OŠ ""JURAJ BARAKOVIÆ""";RTINA;479;314;314;292;22;33;22;166;13;11;23;1;23
13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;003;JOVIÆI;"OŠ ""JURAJ BARAKOVIÆ""";JOVIÆI;342;231;231;225;6;12;17;137;4;12;13;1;29
13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;004;LJUBAÈ;"OŠ ""JURAJ BARAKOVIÆ""";LJUBAÈ;316;180;180;175;5;11;4;107;5;3;24;1;20
13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;005;KRNEZA;"OŠ ""JURAJ BARAKOVIÆ""";KRNEZA;156;94;94;86;8;6;3;32;5;2;5;0;33
13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;006;RADOVIN;"OŠ ""JURAJ BARAKOVIÆ""";RADOVIN;504;381;381;354;27;23;17;213;23;22;16;1;39
13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;007;PODVRŠJE;DOM  MJESNOG ODBORA;PODVRŠJE;98;59;59;55;4;5;1;22;10;3;6;1;7
13;ZADARSKA ŽUPANIJA;opæina;RAŽANAC;008;LJUBAÈKI STANOVI;DOM MJESNOG ODBORA;LJUBAÈKI STANOVI;129;96;96;90;6;3;4;67;4;1;1;2;8
13;ZADARSKA ŽUPANIJA;opæina;SALI;001;SALI;"OSNOVNA ŠKOLA ""PETAR LORINI""";SALI;776;456;456;431;25;40;25;187;6;26;78;2;67
13;ZADARSKA ŽUPANIJA;opæina;SALI;002;ZAGLAV;OSNOVNA ŠKOLA ZAGLAV;ZAGLAV;219;132;132;125;7;17;6;36;7;7;43;1;8
13;ZADARSKA ŽUPANIJA;opæina;SALI;003;ŽMAN;OSNOVNA ŠKOLA ŽMAN;ŽMAN;258;133;133;121;12;16;11;25;1;9;43;1;15
13;ZADARSKA ŽUPANIJA;opæina;SALI;004;LUKA;TURISTIÈKO DRUŠTVO LUKA;LUKA;150;69;69;65;4;7;1;21;0;4;24;2;6
13;ZADARSKA ŽUPANIJA;opæina;SALI;005;SAVAR;MJESNI ODBOR SAVAR;SAVAR;83;30;30;30;0;2;6;11;0;3;7;0;1
13;ZADARSKA ŽUPANIJA;opæina;SALI;006;BRBINJ;DRUŠTVENI DOM BRBINJ;BRBINJ;140;42;42;42;0;7;4;15;0;5;9;0;2
13;ZADARSKA ŽUPANIJA;opæina;SALI;007;DRAGOVE;OSNOVNA ŠKOLA DRAGOVE;DRAGOVE;73;26;26;25;1;4;0;8;0;3;7;0;3
13;ZADARSKA ŽUPANIJA;opæina;SALI;008;BOŽAVA;OSNOVNA ŠKOLA BOŽAVA;BOŽAVA;177;95;95;92;3;12;3;31;0;7;18;0;21
13;ZADARSKA ŽUPANIJA;opæina;SALI;009;SOLINE;OSNOVNA ŠKOLA SOLINE;SOLINE;103;39;39;36;3;5;2;3;0;7;14;0;5
13;ZADARSKA ŽUPANIJA;opæina;SALI;010;VELI RAT;DRUŠTVENI DOM VELI RAT;VELI RAT;122;48;48;44;4;4;3;18;0;2;12;0;5
13;ZADARSKA ŽUPANIJA;opæina;SALI;011;VERUNIÆ;MJESNI ODBOR VERUNIÆ;VERUNIÆ;72;41;41;39;2;11;2;15;0;0;11;0;0
13;ZADARSKA ŽUPANIJA;opæina;SALI;012;ZVERINAC;MJESNI ODBOR ZVERINAC;ZVERINAC;78;44;44;44;0;1;4;24;0;6;6;0;3
13;ZADARSKA ŽUPANIJA;opæina;STANKOVCI;001;STANKOVCI;DOM KULTURE U STANKOVCIMA;STANKOVCI;576;369;369;346;23;33;24;128;6;24;26;5;100
13;ZADARSKA ŽUPANIJA;opæina;STANKOVCI;002;BANJEVCI;PODRUÈNA ŠKOLA BANJEVCI;BANJEVCI;366;235;235;218;17;17;14;91;6;13;17;1;59
13;ZADARSKA ŽUPANIJA;opæina;STANKOVCI;003;BUDAK;VATROGASNI DOM STANKOVCI;BUDAK;343;208;208;194;14;27;22;86;1;9;5;2;42
13;ZADARSKA ŽUPANIJA;opæina;STANKOVCI;004;CRLJENIK;PODRUÈNA ŠKOLA CRLJENIK;CRLJENIK;123;67;67;65;2;6;9;22;0;2;5;1;20
13;ZADARSKA ŽUPANIJA;opæina;STANKOVCI;005;VELIM;MJESNI ODBOR VELIM;VELIM;101;80;80;74;6;3;10;31;0;7;8;0;15
13;ZADARSKA ŽUPANIJA;opæina;STANKOVCI;006;BILA VLAKA;MJESNI DOM BILA VLAKA;BILA VLAKA;285;149;149;142;7;35;16;44;3;5;7;1;31
13;ZADARSKA ŽUPANIJA;opæina;STARIGRAD;001;STARIGRAD;OSNOVNA ŠKOLA STARIGRAD;STARIGRAD;1163;572;571;543;28;14;23;280;2;28;180;1;15
13;ZADARSKA ŽUPANIJA;opæina;STARIGRAD;002;SELINE;TURISTIÈKI URED SELINE;SELINE;500;232;232;223;9;7;19;108;1;9;74;0;5
13;ZADARSKA ŽUPANIJA;opæina;STARIGRAD;003;TRIBANJ;PROSTORIJE MJESNOG ODBORA (STARA ŽUPNA KUÆA);TRIBANJ-KRUŠÈICA;259;125;125;121;4;3;4;79;1;3;22;1;8
13;ZADARSKA ŽUPANIJA;opæina;SUKOŠAN;001;SUKOŠAN;OSNOVNA ŠKOLA SUKOŠAN;SUKOŠAN;1346;607;604;587;17;22;41;285;8;61;83;1;86
13;ZADARSKA ŽUPANIJA;opæina;SUKOŠAN;002;SUKOŠAN;OSNOVNA ŠKOLA SUKOŠAN;SUKOŠAN;1383;649;645;607;38;39;43;269;14;52;94;3;93
13;ZADARSKA ŽUPANIJA;opæina;SUKOŠAN;003;DEBELJAK;OSNOVNA ŠKOLA DEBELJAK;DEBELJAK;817;442;442;399;43;25;34;211;10;18;30;5;66
13;ZADARSKA ŽUPANIJA;opæina;SUKOŠAN;004;GORICA;OSNOVNA ŠKOLA GORICA;GORICA;558;298;298;292;6;11;21;206;4;15;16;0;19
13;ZADARSKA ŽUPANIJA;opæina;SUKOŠAN;005;GLAVICA;MJESNI ODBOR GLAVICA;GLAVICA;148;86;86;77;9;0;1;70;2;0;0;0;4
13;ZADARSKA ŽUPANIJA;opæina;SVETI FILIP I JAKOV;001;SV. FILIP I JAKOV;KINO DVORANA;IVANA DANILA, SV.FILIP I JAKOV;1435;669;669;639;30;32;21;396;19;50;51;3;67
13;ZADARSKA ŽUPANIJA;opæina;SVETI FILIP I JAKOV;002;TURANJ;PODRUÈNA ŠKOLA TURANJ;TURANJ;1075;405;405;384;21;14;10;253;8;24;31;2;42
13;ZADARSKA ŽUPANIJA;opæina;SVETI FILIP I JAKOV;003;SV. PETAR NA MORU;PODRUÈNA ŠKOLA SV. PETAR NA MORU;SV. PETAR NA MORU;458;179;179;171;8;11;15;110;2;6;13;1;13
13;ZADARSKA ŽUPANIJA;opæina;SVETI FILIP I JAKOV;004;GORNJE RAŠTANE;PODRUÈNA ŠKOLA GORNJE RAŠTANE;GORNJE RAŠTANE;254;116;116;112;4;7;4;71;3;14;7;0;6
13;ZADARSKA ŽUPANIJA;opæina;SVETI FILIP I JAKOV;005;DONJE RAŠTANE;PODRUÈNA ŠKOLA DONJE RAŠTANE;DONJE RAŠTANE;421;244;244;216;28;9;10;140;17;23;5;1;11
13;ZADARSKA ŽUPANIJA;opæina;SVETI FILIP I JAKOV;006;SIKOVO;PODRUÈNA ŠKOLA SIKOVO;SIKOVO;329;169;169;158;11;5;7;123;4;3;5;1;10
13;ZADARSKA ŽUPANIJA;opæina;SVETI FILIP I JAKOV;007;TIÈEVO VITERINCI;MJESNI ODBOR TIÈEVO VITERINCI;TIÈEVO VITERINCI;146;74;74;70;4;4;8;42;9;2;3;0;2
13;ZADARSKA ŽUPANIJA;opæina;ŠKABRNJA;001;ŠKABRNJA;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";ŠKABRNJA, PUT MARINOVACA 9;1215;807;807;770;37;35;115;442;23;39;18;4;94
13;ZADARSKA ŽUPANIJA;opæina;ŠKABRNJA;002;PRKOS;OSNOVNA ŠKOLA PRKOS;PRKOS, DR. FRANJE TUÐMANA 18;310;213;212;200;12;8;14;129;2;10;13;0;24
13;ZADARSKA ŽUPANIJA;opæina;TKON;001;TKON;ZGRADA OPÆINE TKON (NA RIVI);MULINA 7, TKON;624;460;460;411;49;39;17;125;10;41;100;2;77
13;ZADARSKA ŽUPANIJA;opæina;TKON;002;UGRINIÆ;ZGRADA STARE OSNOVNE ŠKOLE;KAŠEVICA 11, UGRINIÆ;76;64;64;57;7;4;2;14;2;6;13;0;16
13;ZADARSKA ŽUPANIJA;opæina;VIR;001;VIR;PROSTORIJE OPÆINE VIR;TRG SVETOG JURJA 1, VIR;1326;726;724;665;59;336;40;137;11;37;74;1;29
13;ZADARSKA ŽUPANIJA;opæina;VIR;002;VIR;OSNOVNA ŠKOLA PRIVLAKA, PODRUÈNA ŠKOLA VIR;PUT MULA 16, VIR;1023;566;566;514;52;243;47;91;5;41;63;1;23
13;ZADARSKA ŽUPANIJA;opæina;VIR;003;VIR;OSNOVNA ŠKOLA PRIVLAKA, PODRUÈNA ŠKOLA VIR;PUT MULA 16, VIR;962;517;517;474;43;214;26;99;8;45;49;0;33
13;ZADARSKA ŽUPANIJA;opæina;VIR;004;VIR;OSNOVNA ŠKOLA PRIVLAKA, PODRUÈNA ŠKOLA VIR;PUT MULA 16, VIR;896;497;497;465;32;208;29;106;11;32;52;2;25
13;ZADARSKA ŽUPANIJA;opæina;VRSI;001;VRSI;"OSNOVNA ŠKOLA ""PETAR ZORANIÆ"", PODRUÈNA ŠKOLA VRSI";ULICA DR. FRANJE TUÐMANA 33, VRSI;1536;1026;1026;977;49;92;51;347;19;88;105;2;273
13;ZADARSKA ŽUPANIJA;opæina;VRSI;002;POLJICA;MJESNI ODBOR POLJICA;POLJICA;410;215;215;204;11;21;15;57;2;16;46;0;47
13;ZADARSKA ŽUPANIJA;opæina;ZEMUNIK DONJI;001;ZEMUNIK DONJI;U PROSTORIJAMA OPÆINE ZEMUNIK DONJI;ZEMUNIK DONJI;1305;668;668;643;25;26;22;427;12;46;48;3;59
