Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;JESSICA ACQUAVITA;VALMER CUSMA
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;008;ROVINJ;DJEÈJI VRTIÆ NEVEN, PODRUÈNO ODJELJENJE VALBRUNA;G.PRIVILEGGIO-PASCIA 2;137;45;45;45;0;16;29
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;009;ROVINJ;"TOŠ ""BERNARDO BENUSSI""";OMLADINSKA 20;182;39;39;37;2;21;16
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;010;ROVINJ;PJ ELEKTRA;VIJENAC B.LORENZETTO BB;155;50;50;50;0;36;14
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;011;ROVINJ;DJEÈJI VRTIÆ NEVEN, PODRUÈNO ODJELJENJE MONDELACO;ROIA 1;87;32;32;32;0;20;12
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;012;ROVINJSKO SELO;DOM KULTURE;TRG MATKA LAGINJE 2;44;7;7;7;0;2;5
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;001;BABIÆI-BABICI;DRUŠTVENI DOM BABIÆI;BABIÆI BB;265;43;43;43;0;32;11
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;002;JURICANI-GIURIZZANI;PODRUÈNA ŠKOLA JURICANI;JURICANI 2;175;30;30;30;0;15;15
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;003;PETROVIJA-PETROVIA;PODRUÈNA ŠKOLA PETROVIJA;UMAŠKA ULICA 14;146;38;38;37;1;26;11
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;004;SEGET-SEGHETTO;"""DVORAC"" SEGET";SEGET 12;86;20;20;19;1;18;1
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;005;BAŠANIJA-BASSANIA;DRUŠTVENI DOM BAŠANIJA;BAŠANIJA BB;303;51;51;50;1;37;13
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;006;MURINE-MORNO;PODRUÈNA ŠKOLA MURINE;PRVA ULICA 3;112;15;15;15;0;14;1
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;007;SVETA MARIJA NA KRASU-MADONNA DEL CARSO;DRUŠTVENI DOM SV.MARIJA NA KRASU;SVETA MARIJA NA KRASU BB;176;64;64;61;3;41;20
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;008;UMAG-UMAGO;"OSNOVNA ŠKOLA ""MARIJA I LINA""";ŠKOLSKA 14;132;16;16;15;1;10;5
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;009;UMAG-UMAGO;"OSNOVNA ŠKOLA ""MARIJA I LINA""";ŠKOLSKA 14;96;10;10;9;1;7;2
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;010;UMAG-UMAGO;"OSNOVNA ŠKOLA ""MARIJA I LINA""";ŠKOLSKA 14;114;13;13;13;0;7;6
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;011;UMAG-UMAGO;"OSNOVNA ŠKOLA ""MARIJA I LINA""";ŠKOLSKA 14;188;28;28;28;0;15;13
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;012;UMAG-UMAGO;"OSNOVNA ŠKOLA ""MARIJA I LINA""";ŠKOLSKA 14;114;13;13;13;0;9;4
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;013;UMAG-UMAGO;"OSNOVNA ŠKOLA ""MARIJA I LINA""";ŠKOLSKA 14;75;8;8;8;0;4;4
18;ISTARSKA ŽUPANIJA;grad;VODNJAN - DIGNANO;001;PEROJ - BIRAÈKO MJESTO BR. 1;BIVŠA MJESNA ZAJEDNICA;PEROJ 44;18;3;3;3;0;0;3
18;ISTARSKA ŽUPANIJA;grad;VODNJAN - DIGNANO;002;VODNJAN - BIRAÈKO MJESTO BR. 2;DOM MLADIH;ISTARSKA 1, VODNJAN;88;44;44;44;0;17;27
18;ISTARSKA ŽUPANIJA;grad;VODNJAN - DIGNANO;003;VODNJAN - BIRAÈKO MJESTO BR. 3;DOM MLADIH;ISTARSKA 1, VODNJAN;133;60;60;60;0;26;34
18;ISTARSKA ŽUPANIJA;grad;VODNJAN - DIGNANO;004;VODNJAN - BIRAÈKO MJESTO BR. 4;ZGRADA GRADA VODNJANA - SALA ZA VJENÈANJA;TRGOVAÈKA BB, VODNJAN;98;49;49;49;0;26;23
18;ISTARSKA ŽUPANIJA;grad;VODNJAN - DIGNANO;005;VODNJAN - BIRAÈKO MJESTO BR. 5;ZGRADA GRADA VODNJANA - SALA ZA VJENÈANJA;TRGOVAÈKA BB, VODNJAN;120;47;47;44;3;17;27
18;ISTARSKA ŽUPANIJA;grad;VODNJAN - DIGNANO;006;GALIŽANA - BIRAÈKO MJESTO BR. 6;ZGRADA MJESNE ZAJEDNICE GALIŽANA;MICHELE DELLA VEDOVA BR. 67, GALIŽANA;380;248;248;240;8;42;198
18;ISTARSKA ŽUPANIJA;opæina;BALE - VALLE;001;BALE;PODRUÈNA ŠKOLA JURJA DOBRILE;DOMENICO CERNECCA 3;270;143;143;135;8;33;102
18;ISTARSKA ŽUPANIJA;opæina;BALE - VALLE;002;GOLAŠ;DRUŠTVENI DOM U GOLAŠU;GOLAŠ BR.16;1;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;BALE - VALLE;003;KRMED;DRUŠTVENI DOM U KRMEDU;KRMED BR.1;1;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;BARBAN;001;BARBAN;DOLNJA ŠKOLA;BARBAN;12;1;1;1;0;1;0
18;ISTARSKA ŽUPANIJA;opæina;BARBAN;002;HRBOKI;DRUŠTVENI DOM HRBOKI;HRBOKI;3;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;BARBAN;003;MANJADVORCI;DRUŠTVENI DOM MANJADVORCI;MANJADVORCI;1;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;BARBAN;004;ŠAJINI;DRUŠTVENI DOM ŠAJINI;ŠAJINI;2;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;BARBAN;005;PETEHI;DRUŠTVENI DOM;PETEHI;1;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;BARBAN;006;PRNJANI;DRUŠTVENI DOM PRNJANI;PRNJANI;2;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;BARBAN;007;SUTIVANAC;DRUŠTVENI DOM SUTIVANAC;SUTIVANAC;2;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;BRTONIGLA - VERTENEGLIO;001;BRTONIGLA-VERTENEGLIO;SJEDIŠTE PODRUÈNE ŠKOLE U BRTONIGLI;DUDOVA 24, BRTONIGLA;300;198;198;188;10;113;75
18;ISTARSKA ŽUPANIJA;opæina;BRTONIGLA - VERTENEGLIO;002;NOVA VAS-VILLANOVA;ZGRADA ZAJEDNICE TALIJANA;NOVA VAS 4;101;62;62;60;2;43;17
18;ISTARSKA ŽUPANIJA;opæina;BRTONIGLA - VERTENEGLIO;003;FIORINI-FIORINI;DRUŠTVENI DOM FIORINI;FIORINI BB;76;25;25;24;1;7;17
18;ISTARSKA ŽUPANIJA;opæina;CEROVLJE;001;CEROVLJE;"DOM ""JOSIP DAUS""";CEROVLJE;4;2;2;2;0;2;0
18;ISTARSKA ŽUPANIJA;opæina;CEROVLJE;002;BORUT;BIVŠA ŠKOLA BORUT;BORUT;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;CEROVLJE;003;DRAGUÆ;KUÆA FRESAKA (BIVŠA ŠKOLA DRAGUÆ);DRAGUÆ;6;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;CEROVLJE;004;GRIMALDA;ZGRADA FAROŽA;GRIMALDA;5;2;2;2;0;0;2
18;ISTARSKA ŽUPANIJA;opæina;CEROVLJE;005;PAZINSKI NOVAKI;BIVŠA ŠKOLA PAZINSKI NOVAKI;PAZINSKI NOVAKI;1;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;CEROVLJE;006;GOLOGORICA;DOM GOLOGORICA;GOLOGORICA;3;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;CEROVLJE;007;PAZ;BIVŠA ŠKOLA PAZ;PAZ;2;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;FAŽANA - FASANA;001;FAŽANA, BIRAÈKO MJESTO BR. 1.;SPORTSKA DVORANA OSNOVNE ŠKOLE FAŽANA;FAŽANA, PULJSKA CESTA 9;54;10;10;10;0;2;8
18;ISTARSKA ŽUPANIJA;opæina;FAŽANA - FASANA;002;FAŽANA, BIRAÈKO MJESTO BR. 2.;MULTIMEDIJALNI CENTAR OPÆINE FAŽANA;FAŽANA, 43.ISTARSKE DIVIZIJE 8;56;9;9;9;0;4;5
18;ISTARSKA ŽUPANIJA;opæina;FAŽANA - FASANA;003;FAŽANA, BIRAÈKO MJESTO BR. 3.;ZGRADA ŠKOLE MUP-A RH;VALBANDON, PRILAZ MARINI 2;20;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;FAŽANA - FASANA;004;FAŽANA, BIRAÈKO MJESTO BR. 4.;ZGRADA ŠKOLE MUP-A RH;VALBANDON, PRILAZ MARINI 2;44;3;3;3;0;1;2
18;ISTARSKA ŽUPANIJA;opæina;FUNTANA - FONTANE;001;FUNTANA;ZGRADA  STARE ŠKOLE;ISTARSKA 17, FUNTANA;33;1;1;1;0;0;1
18;ISTARSKA ŽUPANIJA;opæina;GRAÈIŠÆE;001;GRAÈIŠÆE;PROSTORIJE OPÆINSKE VIJEÆNICE-ŠPITAL;GRAÈIŠÆE;1;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;GRAÈIŠÆE;002;BRLJAFI;PROSTORIJE LOVAÈKOG DOMA;BRLJAFI 67 B;4;1;1;1;0;0;1
18;ISTARSKA ŽUPANIJA;opæina;GRAÈIŠÆE;003;BATLUG;PROSTORIJE DRUŠTVENOG DOMA;BATLUG;3;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;GRAÈIŠÆE;004;BAZGALJI;PROSTORIJE BIVŠE ŠKOLE;BAZGALJI;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;GROŽNJAN - GRISIGNANA;001;GROŽNJAN-GRISIGNANA;SJEDIŠTE OPÆINE GROŽNJAN;UMBERTA GORJANA 3, GROŽNJAN;167;21;21;21;0;20;1
18;ISTARSKA ŽUPANIJA;opæina;GROŽNJAN - GRISIGNANA;002;ŠTERNA-STERNA;ZGRADA ZAJEDNICE TALIJANA;ŠTERNA 25/A;141;28;28;28;0;17;11
18;ISTARSKA ŽUPANIJA;opæina;KANFANAR;001;KANFANAR;"OŠ ""PETRA STUDENCA""";DVIGRADSKA 3, KANFANAR;18;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;KANFANAR;002;SOŠIÆI;PODRUÈNA OSNOVNA ŠKOLA U SOŠIÆIMA;SOŠIÆI;12;1;1;1;0;1;0
18;ISTARSKA ŽUPANIJA;opæina;KANFANAR;003;BARAT;OSNOVNA ŠKOLA U BARATU;BARAT;1;1;1;1;0;1;0
18;ISTARSKA ŽUPANIJA;opæina;KANFANAR;004;MRGANI;KUÆNI BR. 45;MRGANI;2;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;KANFANAR;005;MARIÆI;DRUŠTVENI DOM U MARIÆIMA;MARIÆI;3;2;2;2;0;1;1
18;ISTARSKA ŽUPANIJA;opæina;KAROJBA;001;KAROJBA;ZGRADA SJEDIŠTA OPÆINE U KAROJBI;KAROJBA;17;1;1;1;0;0;1
18;ISTARSKA ŽUPANIJA;opæina;KAROJBA;002;MOTOVUNSKI NOVAKI;"PROSTORIJE ""LOŽE"" U MOT. NOVAKIMA";MOTOVUNSKI NOVAKI;1;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;KAROJBA;003;ŠKROPETI;PROSTORIJE VIŠENAMJENSKOG DRUŠTVENOG OBJEKTA U ŠKROPETIMA;ŠKROPETI;2;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;KAROJBA;004;RAKOTULE;PROSTORIJA ŽUPNOG STANA;RAKOTULE, RAKOTULE 1;2;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;KAŠTELIR-LABINCI - CASTELLIERE-S. DOMENICA;001;KAŠTELIR;SALA U DRUŠTVENOM DOMU KAŠTELIR;KAŠTELIR 113;41;4;4;4;0;1;3
18;ISTARSKA ŽUPANIJA;opæina;KAŠTELIR-LABINCI - CASTELLIERE-S. DOMENICA;002;LABINCI;POSLOVNA ZGRADA NA ADRESI LABINCI;LABINCI 8;35;6;6;6;0;4;2
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;001;POTPIÆAN;PROSTORIJE MJESNOG ODBORA;ISTARSKA 5, POTPIÆAN;3;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;002;LAZARIÆI;PROSTORIJE BIVŠE OSNOVNE ŠKOLE;LAZARIÆI;2;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;003;KRŠAN;PROSTORIJE OSNOVNE ŠKOLE;PRISTAV, KRŠAN;2;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;004;VOZILIÆI;OSNOVNA ŠKOLA U VOZILIÆIMA;VOZILIÆI;2;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;005;PLOMIN;BIVŠA OPÆINSKA ZGRADA;PLOMIN;5;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;006;KOŽLJAK;PROSTORIJE BIVŠE ŠKOLE U KOŽLJAKU;KOŽLJAK;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;007;ŠUŠNJEVICA;U PROSTORIJAMA ZGRADE MO ŠUŠNJEVICA;ŠUŠNJEVICA;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;008;ÈEPIÆ;PROSTORIJE UDRUGE MLADIH ÈEPIÆ;ÈEPIÆ;4;1;1;1;0;1;0
18;ISTARSKA ŽUPANIJA;opæina;LANIŠÆE;001;LANIŠÆE;ZGRADA OPÆINE LANIŠÆE;LANIŠÆE 2;3;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;LANIŠÆE;002;BREST;ZGRADA BIVŠE ŠKOLE;BREST;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;LANIŠÆE;003;VODICE;ZGRADA BIVŠE ŠKOLE U VODICAMA;VODICE;1;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;001;LIŽNJAN - BIRAÈKO MJESTO BR. 1;OPÆINSKA SALA (VIJEÆNICA);LIŽNJAN, KRASA 7;10;2;2;2;0;0;2
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;002;LIŽNJAN - BIRAÈKO MJESTO BR. 2;OŠ LIŽNJAN;LIŽNJAN, KRASA 27;19;1;1;1;0;0;1
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;003;ŠIŠAN - BIRAÈKO MJESTO BR. 3;ZGRADA ZAJEDNICE TALIJANA;G. DOBRAN 20, ŠIŠAN;112;54;54;52;2;10;42
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;004;VALTURA - BIRAÈKO MJESTO BR. 4;ZGRADA OŠ VALTURA;VALTURA 71 A;14;2;2;2;0;1;1
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;005;MUNTIÆ - BIRAÈKO MJESTO BR. 5;ZGRADA OŠ MUNTIÆ;MUNTIÆ  80;8;2;2;2;0;0;2
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;006;JADREŠKI - BIRAÈKO MJESTO BR. 6;MONTAŽNI URED KRAJ SPORTSKOG IGRALIŠTA;JADREŠKI 91 C;14;5;5;4;1;2;2
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;001;LUPOGLAV;VIJEÆNICA,  ZGRADA SJEDIŠTA OPÆINE;LUPOGLAV 17;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;002;SEMIÆ;ZGRADA STARE ŠKOLE;SEMIÆ;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;003;BREST POD UÈKOM;ZGRADA STARE ŠKOLE;BREST POD UÈKOM;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;004;VRANJA;ZGRADA STARE ŠKOLE;VRANJA;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;005;LESIŠÆINA;PRIVATNA KUÆA VL. JOSIP RAVNIÆ;LESIŠÆINA 10;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;006;BOLJUN;BOLJUN 11;BOLJUN 11;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;007;BOLJUNSKO POLJE;ZGRADA STARE ŠKOLE;BOLJUNSKO POLJE;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;001;DIVŠIÆI;DRUŠTVENI DOM;DIVŠIÆI;13;4;4;4;0;2;2
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;002;RAKALJ;DRUŠTVENI DOM;RAKALJ;8;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;003;KRNICA;DRUŠTVENI DOM;KRNICA;11;3;3;3;0;3;0
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;004;PERUŠKI;DRUŠTVENI DOM;PERUŠKI;3;2;2;2;0;1;1
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;005;MALI VAREŠKI;ZGRADA BIVŠE OŠ MALI VAREŠKI;MALI VAREŠKI;4;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;006;MARÈANA;DRUŠTVENI DOM;MARÈANA;20;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;007;KUJIÆI;"ZGRADA NK ""MANJADVORCI""";KUJIÆI;4;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;008;LOBORIKA;ŽUPNA KUÆA;LOBORIKA;10;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;001;MEDULIN - BIRAÈKO MJESTO BR. 1;DRUŠTVENI DOM,  PROSTORIJA BR.1;CENTAR 58, MEDULIN;35;4;4;4;0;3;1
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;002;MEDULIN - BIRAÈKO MJESTO BR. 2;DRUŠTVENI DOM,  PROSTORIJA BR.2;CENTAR 58, MEDULIN;39;5;5;5;0;2;3
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;003;BANJOLE - BIRAÈKO MJESTO BR. 3;DRUŠTVENI DOM;ÈIMULJE 24;46;6;6;6;0;2;4
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;004;VINKURAN - BIRAÈKO MJESTO BR. 4;ŠKOLA U VINKURANU;CENTAR 5, VINKURAN;46;14;14;14;0;12;2
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;005;POMER - BIRAÈKO MJESTO BR. 5;"ZGRADA ""ALBANEŽ D.O.O.""";POMER 1;20;1;1;1;0;1;0
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;006;PJEŠÈANA UVALA - BIRAÈKO MJESTO BR. 6;DRUŠTVENI DOM PJEŠÈANA UVALA;PJEŠÈANA UVALA, II OGRANAK BB;34;8;8;8;0;2;6
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;007;PREMANTURA - BIRAÈKO MJESTO BR. 7;DRUŠTVENI DOM;SELO 120, PREMANTURA;23;9;9;9;0;3;6
18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;001;MOTOVUN;U SJEDIŠTU OPÆINE  MOTOVUN;TRG ANDREA ANTICO 1;37;8;8;8;0;5;3
18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;002;KALDIR;ZGRADA STARE ŠKOLE;KALDIR BB;9;6;6;6;0;4;2
18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;003;BRKAÈ;"U ZGRADI ""MENZA""  BRKAÈ";BRKAÈ 26D;11;3;3;3;0;0;3
18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;004;SVETI BARTOL;ZGRADA STARE ŠKOLE U SVETOM BARTOLU;SVETI BARTOL BB;8;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;OPRTALJ - PORTOLE;001;OPRTALJ-POTROLE;ZGRADA OPÆINE OPRTALJ;MATKA LAGINJE 21, OPRTALJ;105;13;13;12;1;12;0
18;ISTARSKA ŽUPANIJA;opæina;OPRTALJ - PORTOLE;002;LIVADE-LEVADE;MJESNA DVORANA LIVADE;LIVADE 4A;37;15;15;15;0;9;6
18;ISTARSKA ŽUPANIJA;opæina;PIÆAN;001;PIÆAN;ZGRADA OPÆINE PIÆAN;PIÆAN  40;1;1;1;1;0;0;1
18;ISTARSKA ŽUPANIJA;opæina;PIÆAN;002;KUKURINI;"ZGRADA LOVAÈKOG DOMA  LD ""KAMENJARKA""";ÈEHI 2 D;2;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;PIÆAN;003;ŠVIÆI;ZGRADA NA NOGOMETNOM IGRALIŠTU;ŠVIÆI 30E;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;PIÆAN;004;SVETA KATARINA;"ZGRADA PODRUÈNE ŠKOLE O.Š.""V.NAZORA"" POTPIÆAN";SVETA KATARINA 111;1;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;PIÆAN;005;TUPLJAK;ZGRADA SPORTSKOG KOMPLEKSA TUPLJAK, TUPLJAK BB;TUPLJAK BB;3;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;001;DRENJE;PROSTORIJE BIVŠE OSNOVNE ŠKOLE;DRENJE;7;2;2;1;1;1;0
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;002;KOROMAÈNO;PROSTORIJE UMIROVLJENIKA U DOMU KULTURE;KOROMAÈNO;7;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;003;SVETI LOVREÈ LABINSKI;PROSTORIJE BIVŠE TRGOVINE;SVETI LOVREÈ LABINSKI;4;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;004;TRGET;PROSTORIJE MJESNOG ODBORA;TRGET;5;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;005;RAŠA;"PROSTORIJE OŠ""I.BATELIÆ"" RAŠA";RAŠA;17;2;2;2;0;0;2
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;006;RAŠA;"PROSTORIJE OSNOVNE ŠKOLE""I.BATELIÆ"" RAŠA";RAŠA;5;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;007;KUNJ;MONTAŽNI OBJEKT KUNJ;KUNJ;1;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;008;SVETI BARTUL;DRUŠTVENI DOM SV.BARTUL, SVETI BARTUL;SVETI BARTUL;17;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;001;NEDEŠÆINA;"PROSTORIJE OŠ ""V.ŠIROLA PAJO"" NEDEŠÆINA";NEDEŠÆINA;7;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;002;NEDEŠÆINA;"PROSTORIJE OŠ ""VITOMIR ŠIROLA PAJO"" NEDEŠÆINA";NEDEŠÆINA;5;2;2;2;0;0;2
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;003;SVETI MARTIN;"PROSTORIJE OŠ ""V.ŠIROLA PAJO"" NEDEŠÆINA, PODRUÈNA ŠKOLA SV. MARTIN";SVETI MARTIN;11;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;004;SNAŠIÆI;DOM KULTURE SNAŠIÆI - BOÆARSKI KLUB;SNAŠIÆI;6;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;005;ŠTRMAC;PROSTORIJE OBJEKTA NA ŠTRMCU,ŠTRMAC,ŠTRMAC 5 (PROSTORIJE NEKADAŠNJE GOSTIONICE);ŠTRMAC , ŠTRMAC 5;9;1;1;1;0;0;1
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;006;ŠUMBER;DOM KULTURE;BALARINI , ŠUMBER;4;1;1;1;0;0;1
18;ISTARSKA ŽUPANIJA;opæina;SVETI LOVREÈ;001;SVETI LOVREÈ;ZGRADA PLESNE SALE;ISTARSKA 5, SV. LOVREÈ;11;1;1;1;0;1;0
18;ISTARSKA ŽUPANIJA;opæina;SVETI LOVREÈ;002;SELINA;"BOÆARSKI KLUB ""SELINA""";SELINA;1;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;SVETI PETAR U ŠUMI;001;SVETI PETAR U ŠUMI;ZGRADA ÈITAONICE;SVETI PETAR U ŠUMI 06;2;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;001;SVETVINÈENAT;DRUŠTVENI DOM SVETVINÈENAT;SVETVINÈENAT;23;2;2;2;0;1;1
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;002;BOKORDIÆI;ZGRADA STARE ŠKOLE;BOKORDIÆI;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;003;REŽANCI;ZGRADA STARE ŠKOLE;REŽANCI;2;1;1;1;0;0;1
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;004;ŠTOKOVCI;ZGRADA STARE ŠKOLE;ŠTOKOVCI;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;005;BIBIÆI;ZGRADA DRUŠTVENOG DOMA;BIBIÆI;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;006;SMOLJANCI;ZGRADA STARE ŠKOLE;SMOLJANCI;2;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;007;ÈABRUNIÆI;DRUŠTVENA PROSTORIJA;ÈABRUNIÆI;0;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;008;JURŠIÆI;DRUŠTVENI DOM;JURŠIÆI 1;5;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;TAR-VABRIGA - TORRE-ABREGA;001;TAR;OPÆINSKA VIJEÆNICA;ISTARSKA 8, TAR;132;48;48;47;1;33;14
18;ISTARSKA ŽUPANIJA;opæina;TAR-VABRIGA - TORRE-ABREGA;002;VABRIGA;ZGRADA DOPOLAVORO;SV. ANTONA 5, VABRIGA;37;17;17;17;0;10;7
