Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;DANIJEL FERIÆ;IRENA HRSTIÆ;BORIS MILETIÆ;DIVNA RADOLOVIÆ ROSANDA
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;002;ROVINJ;"OŠ ""VLADMIR NAZOR""";E.DE AMICIS 31;815;243;243;235;8;39;35;150;11
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;003;ROVINJ;"OŠ ""VLADIMIR NAZOR""";E.DE AMICIS 31;921;295;295;283;12;63;41;160;19
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;004;ROVINJ;"STRUKOVNA ŠKOLA ""E.KUMIÈIÆA""";CARDUCCI 13;794;284;284;270;14;48;37;169;16
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;005;ROVINJ;"OŠ ""J:DOBRILE""";S.PAULETIÆA 8;977;390;390;369;21;102;66;182;19
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;006;ROVINJ;"OŠ ""J:DOBRILE""";S.PAULETIÆA 8;1061;399;399;385;14;92;50;220;23
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;007;ROVINJ;DJEÈJI VRTIÆ NEVEN, PODRUÈNO ODJELJENJE VALBRUNA;G.PRIVILEGGIO-PASCIA 2;1223;494;493;484;9;124;65;269;26
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;008;ROVINJ;DJEÈJI VRTIÆ NEVEN, PODRUÈNO ODJELJENJE VALBRUNA;G.PRIVILEGGIO-PASCIA 2;1364;404;402;388;14;95;61;214;18
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;009;ROVINJ;"TOŠ ""BERNARDO BENUSSI""";OMLADINSKA 20;1689;571;571;549;22;108;79;324;38
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;010;ROVINJ;PJ ELEKTRA;VIJENAC B.LORENZETTO BB;1334;481;481;456;25;87;83;266;20
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;011;ROVINJ;DJEÈJI VRTIÆ NEVEN, PODRUÈNO ODJELJENJE MONDELACO;ROIA 1;1121;418;418;404;14;105;76;199;24
18;ISTARSKA ŽUPANIJA;grad;ROVINJ - ROVIGNO;012;ROVINJSKO SELO;DOM KULTURE;TRG MATKA LAGINJE 2;1227;420;420;398;22;83;81;213;21
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;001;BABIÆI-BABICI;DRUŠTVENI DOM BABIÆI;BABIÆI BB;840;300;300;293;7;92;28;156;17
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;002;JURICANI-GIURIZZANI;PODRUÈNA ŠKOLA JURICANI;JURICANI 2;803;284;284;276;8;88;23;148;17
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;003;PETROVIJA-PETROVIA;PODRUÈNA ŠKOLA PETROVIJA;UMAŠKA ULICA 14;696;279;279;270;9;74;42;143;11
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;004;SEGET-SEGHETTO;"""DVORAC"" SEGET";SEGET 12;703;247;247;234;13;76;43;105;10
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;005;BAŠANIJA-BASSANIA;DRUŠTVENI DOM BAŠANIJA;BAŠANIJA BB;1099;354;354;334;20;107;41;169;17
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;006;MURINE-MORNO;PODRUÈNA ŠKOLA MURINE;PRVA ULICA 3;925;317;317;300;17;89;64;131;16
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;007;SVETA MARIJA NA KRASU-MADONNA DEL CARSO;DRUŠTVENI DOM SV.MARIJA NA KRASU;SVETA MARIJA NA KRASU BB;867;279;279;269;10;63;38;155;13
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;008;UMAG-UMAGO;"OSNOVNA ŠKOLA ""MARIJA I LINA""";ŠKOLSKA 14;1242;455;455;418;37;167;65;156;30
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;009;UMAG-UMAGO;"OSNOVNA ŠKOLA ""MARIJA I LINA""";ŠKOLSKA 14;1012;323;323;304;19;113;43;131;17
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;010;UMAG-UMAGO;"OSNOVNA ŠKOLA ""MARIJA I LINA""";ŠKOLSKA 14;1066;387;387;368;19;141;67;146;14
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;011;UMAG-UMAGO;"OSNOVNA ŠKOLA ""MARIJA I LINA""";ŠKOLSKA 14;1256;428;428;409;19;153;42;196;18
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;012;UMAG-UMAGO;"OSNOVNA ŠKOLA ""MARIJA I LINA""";ŠKOLSKA 14;1267;410;410;383;27;167;61;139;16
18;ISTARSKA ŽUPANIJA;grad;UMAG - UMAGO;013;UMAG-UMAGO;"OSNOVNA ŠKOLA ""MARIJA I LINA""";ŠKOLSKA 14;1021;352;352;333;19;146;52;111;24
18;ISTARSKA ŽUPANIJA;grad;VODNJAN - DIGNANO;001;PEROJ - BIRAÈKO MJESTO BR. 1;BIVŠA MJESNA ZAJEDNICA;PEROJ 44;958;482;482;462;20;111;95;207;49
18;ISTARSKA ŽUPANIJA;grad;VODNJAN - DIGNANO;002;VODNJAN - BIRAÈKO MJESTO BR. 2;DOM MLADIH;ISTARSKA 1, VODNJAN;773;469;469;446;23;119;85;190;52
18;ISTARSKA ŽUPANIJA;grad;VODNJAN - DIGNANO;003;VODNJAN - BIRAÈKO MJESTO BR. 3;DOM MLADIH;ISTARSKA 1, VODNJAN;770;455;455;437;18;124;85;190;38
18;ISTARSKA ŽUPANIJA;grad;VODNJAN - DIGNANO;004;VODNJAN - BIRAÈKO MJESTO BR. 4;ZGRADA GRADA VODNJANA - SALA ZA VJENÈANJA;TRGOVAÈKA BB, VODNJAN;766;402;402;384;18;61;96;190;37
18;ISTARSKA ŽUPANIJA;grad;VODNJAN - DIGNANO;005;VODNJAN - BIRAÈKO MJESTO BR. 5;ZGRADA GRADA VODNJANA - SALA ZA VJENÈANJA;TRGOVAÈKA BB, VODNJAN;763;433;433;411;22;95;108;175;33
18;ISTARSKA ŽUPANIJA;grad;VODNJAN - DIGNANO;006;GALIŽANA - BIRAÈKO MJESTO BR. 6;ZGRADA MJESNE ZAJEDNICE GALIŽANA;MICHELE DELLA VEDOVA BR. 67, GALIŽANA;1362;742;741;699;42;148;134;328;89
18;ISTARSKA ŽUPANIJA;opæina;BALE - VALLE;001;BALE;PODRUÈNA ŠKOLA JURJA DOBRILE;DOMENICO CERNECCA 3;933;482;482;447;35;88;123;198;38
18;ISTARSKA ŽUPANIJA;opæina;BALE - VALLE;002;GOLAŠ;DRUŠTVENI DOM U GOLAŠU;GOLAŠ BR.16;97;59;59;57;2;9;14;26;8
18;ISTARSKA ŽUPANIJA;opæina;BALE - VALLE;003;KRMED;DRUŠTVENI DOM U KRMEDU;KRMED BR.1;64;36;36;36;0;5;12;19;0
18;ISTARSKA ŽUPANIJA;opæina;BARBAN;001;BARBAN;DOLNJA ŠKOLA;BARBAN;534;316;316;313;3;76;63;154;20
18;ISTARSKA ŽUPANIJA;opæina;BARBAN;002;HRBOKI;DRUŠTVENI DOM HRBOKI;HRBOKI;255;147;147;144;3;27;25;80;12
18;ISTARSKA ŽUPANIJA;opæina;BARBAN;003;MANJADVORCI;DRUŠTVENI DOM MANJADVORCI;MANJADVORCI;161;101;101;94;7;28;11;52;3
18;ISTARSKA ŽUPANIJA;opæina;BARBAN;004;ŠAJINI;DRUŠTVENI DOM ŠAJINI;ŠAJINI;275;158;158;144;14;42;38;54;10
18;ISTARSKA ŽUPANIJA;opæina;BARBAN;005;PETEHI;DRUŠTVENI DOM;PETEHI;403;222;222;217;5;45;57;107;8
18;ISTARSKA ŽUPANIJA;opæina;BARBAN;006;PRNJANI;DRUŠTVENI DOM PRNJANI;PRNJANI;259;157;157;153;4;46;22;80;5
18;ISTARSKA ŽUPANIJA;opæina;BARBAN;007;SUTIVANAC;DRUŠTVENI DOM SUTIVANAC;SUTIVANAC;269;159;159;147;12;38;17;79;13
18;ISTARSKA ŽUPANIJA;opæina;BRTONIGLA - VERTENEGLIO;001;BRTONIGLA-VERTENEGLIO;SJEDIŠTE PODRUÈNE ŠKOLE U BRTONIGLI;DUDOVA 24, BRTONIGLA;812;486;486;458;28;90;85;249;34
18;ISTARSKA ŽUPANIJA;opæina;BRTONIGLA - VERTENEGLIO;002;NOVA VAS-VILLANOVA;ZGRADA ZAJEDNICE TALIJANA;NOVA VAS 4;333;178;178;167;11;32;20;107;8
18;ISTARSKA ŽUPANIJA;opæina;BRTONIGLA - VERTENEGLIO;003;FIORINI-FIORINI;DRUŠTVENI DOM FIORINI;FIORINI BB;375;179;179;166;13;41;18;95;12
18;ISTARSKA ŽUPANIJA;opæina;CEROVLJE;001;CEROVLJE;"DOM ""JOSIP DAUS""";CEROVLJE;252;140;140;134;6;18;22;74;20
18;ISTARSKA ŽUPANIJA;opæina;CEROVLJE;002;BORUT;BIVŠA ŠKOLA BORUT;BORUT;161;88;88;78;10;6;11;57;4
18;ISTARSKA ŽUPANIJA;opæina;CEROVLJE;003;DRAGUÆ;KUÆA FRESAKA (BIVŠA ŠKOLA DRAGUÆ);DRAGUÆ;156;89;89;83;6;12;5;60;6
18;ISTARSKA ŽUPANIJA;opæina;CEROVLJE;004;GRIMALDA;ZGRADA FAROŽA;GRIMALDA;169;97;97;91;6;9;17;53;12
18;ISTARSKA ŽUPANIJA;opæina;CEROVLJE;005;PAZINSKI NOVAKI;BIVŠA ŠKOLA PAZINSKI NOVAKI;PAZINSKI NOVAKI;220;97;97;91;6;13;17;53;8
18;ISTARSKA ŽUPANIJA;opæina;CEROVLJE;006;GOLOGORICA;DOM GOLOGORICA;GOLOGORICA;275;145;145;136;9;14;66;46;10
18;ISTARSKA ŽUPANIJA;opæina;CEROVLJE;007;PAZ;BIVŠA ŠKOLA PAZ;PAZ;95;46;46;42;4;6;1;28;7
18;ISTARSKA ŽUPANIJA;opæina;FAŽANA - FASANA;001;FAŽANA, BIRAÈKO MJESTO BR. 1.;SPORTSKA DVORANA OSNOVNE ŠKOLE FAŽANA;FAŽANA, PULJSKA CESTA 9;902;562;562;525;37;228;119;142;36
18;ISTARSKA ŽUPANIJA;opæina;FAŽANA - FASANA;002;FAŽANA, BIRAÈKO MJESTO BR. 2.;MULTIMEDIJALNI CENTAR OPÆINE FAŽANA;FAŽANA, 43.ISTARSKE DIVIZIJE 8;922;607;606;583;23;276;115;156;36
18;ISTARSKA ŽUPANIJA;opæina;FAŽANA - FASANA;003;FAŽANA, BIRAÈKO MJESTO BR. 3.;ZGRADA ŠKOLE MUP-A RH;VALBANDON, PRILAZ MARINI 2;838;431;431;417;14;179;85;122;31
18;ISTARSKA ŽUPANIJA;opæina;FAŽANA - FASANA;004;FAŽANA, BIRAÈKO MJESTO BR. 4.;ZGRADA ŠKOLE MUP-A RH;VALBANDON, PRILAZ MARINI 2;820;451;451;429;22;202;70;132;25
18;ISTARSKA ŽUPANIJA;opæina;FUNTANA - FONTANE;001;FUNTANA;ZGRADA  STARE ŠKOLE;ISTARSKA 17, FUNTANA;868;552;552;526;26;69;179;229;49
18;ISTARSKA ŽUPANIJA;opæina;GRAÈIŠÆE;001;GRAÈIŠÆE;PROSTORIJE OPÆINSKE VIJEÆNICE-ŠPITAL;GRAÈIŠÆE;443;319;319;303;16;73;53;144;33
18;ISTARSKA ŽUPANIJA;opæina;GRAÈIŠÆE;002;BRLJAFI;PROSTORIJE LOVAÈKOG DOMA;BRLJAFI 67 B;351;244;244;225;19;46;56;103;20
18;ISTARSKA ŽUPANIJA;opæina;GRAÈIŠÆE;003;BATLUG;PROSTORIJE DRUŠTVENOG DOMA;BATLUG;187;114;114;109;5;34;18;46;11
18;ISTARSKA ŽUPANIJA;opæina;GRAÈIŠÆE;004;BAZGALJI;PROSTORIJE BIVŠE ŠKOLE;BAZGALJI;202;133;133;124;9;32;28;57;7
18;ISTARSKA ŽUPANIJA;opæina;GROŽNJAN - GRISIGNANA;001;GROŽNJAN-GRISIGNANA;SJEDIŠTE OPÆINE GROŽNJAN;UMBERTA GORJANA 3, GROŽNJAN;370;159;159;148;11;38;12;90;8
18;ISTARSKA ŽUPANIJA;opæina;GROŽNJAN - GRISIGNANA;002;ŠTERNA-STERNA;ZGRADA ZAJEDNICE TALIJANA;ŠTERNA 25/A;280;124;124;117;7;17;6;85;9
18;ISTARSKA ŽUPANIJA;opæina;KANFANAR;001;KANFANAR;"OŠ ""PETRA STUDENCA""";DVIGRADSKA 3, KANFANAR;481;325;325;315;10;32;133;134;16
18;ISTARSKA ŽUPANIJA;opæina;KANFANAR;002;SOŠIÆI;PODRUÈNA OSNOVNA ŠKOLA U SOŠIÆIMA;SOŠIÆI;493;275;275;254;21;31;77;115;31
18;ISTARSKA ŽUPANIJA;opæina;KANFANAR;003;BARAT;OSNOVNA ŠKOLA U BARATU;BARAT;108;66;66;61;5;6;14;35;6
18;ISTARSKA ŽUPANIJA;opæina;KANFANAR;004;MRGANI;KUÆNI BR. 45;MRGANI;68;30;30;29;1;3;9;14;3
18;ISTARSKA ŽUPANIJA;opæina;KANFANAR;005;MARIÆI;DRUŠTVENI DOM U MARIÆIMA;MARIÆI;220;152;152;148;4;15;69;54;10
18;ISTARSKA ŽUPANIJA;opæina;KAROJBA;001;KAROJBA;ZGRADA SJEDIŠTA OPÆINE U KAROJBI;KAROJBA;358;205;205;196;9;26;74;81;15
18;ISTARSKA ŽUPANIJA;opæina;KAROJBA;002;MOTOVUNSKI NOVAKI;"PROSTORIJE ""LOŽE"" U MOT. NOVAKIMA";MOTOVUNSKI NOVAKI;330;252;252;242;10;22;73;134;13
18;ISTARSKA ŽUPANIJA;opæina;KAROJBA;003;ŠKROPETI;PROSTORIJE VIŠENAMJENSKOG DRUŠTVENOG OBJEKTA U ŠKROPETIMA;ŠKROPETI;360;224;224;214;10;23;100;81;10
18;ISTARSKA ŽUPANIJA;opæina;KAROJBA;004;RAKOTULE;PROSTORIJA ŽUPNOG STANA;RAKOTULE, RAKOTULE 1;165;84;84;80;4;5;20;50;5
18;ISTARSKA ŽUPANIJA;opæina;KAŠTELIR-LABINCI - CASTELLIERE-S. DOMENICA;001;KAŠTELIR;SALA U DRUŠTVENOM DOMU KAŠTELIR;KAŠTELIR 113;1007;552;552;526;26;67;95;325;39
18;ISTARSKA ŽUPANIJA;opæina;KAŠTELIR-LABINCI - CASTELLIERE-S. DOMENICA;002;LABINCI;POSLOVNA ZGRADA NA ADRESI LABINCI;LABINCI 8;322;170;170;164;6;14;35;96;19
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;001;POTPIÆAN;PROSTORIJE MJESNOG ODBORA;ISTARSKA 5, POTPIÆAN;410;211;211;201;10;35;36;113;17
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;002;LAZARIÆI;PROSTORIJE BIVŠE OSNOVNE ŠKOLE;LAZARIÆI;327;203;203;196;7;35;23;116;22
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;003;KRŠAN;PROSTORIJE OSNOVNE ŠKOLE;PRISTAV, KRŠAN;501;326;326;305;21;49;57;172;27
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;004;VOZILIÆI;OSNOVNA ŠKOLA U VOZILIÆIMA;VOZILIÆI;245;153;153;147;6;31;34;71;11
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;005;PLOMIN;BIVŠA OPÆINSKA ZGRADA;PLOMIN;364;190;190;181;9;26;33;110;12
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;006;KOŽLJAK;PROSTORIJE BIVŠE ŠKOLE U KOŽLJAKU;KOŽLJAK;144;87;87;78;9;12;18;43;5
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;007;ŠUŠNJEVICA;U PROSTORIJAMA ZGRADE MO ŠUŠNJEVICA;ŠUŠNJEVICA;243;125;125;119;6;14;21;77;7
18;ISTARSKA ŽUPANIJA;opæina;KRŠAN;008;ÈEPIÆ;PROSTORIJE UDRUGE MLADIH ÈEPIÆ;ÈEPIÆ;405;258;258;245;13;36;39;147;23
18;ISTARSKA ŽUPANIJA;opæina;LANIŠÆE;001;LANIŠÆE;ZGRADA OPÆINE LANIŠÆE;LANIŠÆE 2;170;105;105;98;7;8;41;45;4
18;ISTARSKA ŽUPANIJA;opæina;LANIŠÆE;002;BREST;ZGRADA BIVŠE ŠKOLE;BREST;65;43;43;42;1;7;9;23;3
18;ISTARSKA ŽUPANIJA;opæina;LANIŠÆE;003;VODICE;ZGRADA BIVŠE ŠKOLE U VODICAMA;VODICE;33;25;25;23;2;5;3;12;3
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;001;LIŽNJAN - BIRAÈKO MJESTO BR. 1;OPÆINSKA SALA (VIJEÆNICA);LIŽNJAN, KRASA 7;649;255;255;245;10;50;63;119;13
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;002;LIŽNJAN - BIRAÈKO MJESTO BR. 2;OŠ LIŽNJAN;LIŽNJAN, KRASA 27;636;273;273;254;19;49;76;119;10
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;003;ŠIŠAN - BIRAÈKO MJESTO BR. 3;ZGRADA ZAJEDNICE TALIJANA;G. DOBRAN 20, ŠIŠAN;878;319;319;297;22;55;55;157;30
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;004;VALTURA - BIRAÈKO MJESTO BR. 4;ZGRADA OŠ VALTURA;VALTURA 71 A;717;218;218;207;11;29;58;105;15
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;005;MUNTIÆ - BIRAÈKO MJESTO BR. 5;ZGRADA OŠ MUNTIÆ;MUNTIÆ  80;325;109;109;103;6;23;22;45;13
18;ISTARSKA ŽUPANIJA;opæina;LIŽNJAN - LISIGNANO;006;JADREŠKI - BIRAÈKO MJESTO BR. 6;MONTAŽNI URED KRAJ SPORTSKOG IGRALIŠTA;JADREŠKI 91 C;520;198;198;193;5;31;42;108;12
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;001;LUPOGLAV;VIJEÆNICA,  ZGRADA SJEDIŠTA OPÆINE;LUPOGLAV 17;319;115;115;109;6;11;24;66;8
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;002;SEMIÆ;ZGRADA STARE ŠKOLE;SEMIÆ;68;26;26;25;1;3;5;15;2
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;003;BREST POD UÈKOM;ZGRADA STARE ŠKOLE;BREST POD UÈKOM;35;18;18;16;2;1;1;12;2
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;004;VRANJA;ZGRADA STARE ŠKOLE;VRANJA;85;27;27;26;1;3;3;19;1
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;005;LESIŠÆINA;PRIVATNA KUÆA VL. JOSIP RAVNIÆ;LESIŠÆINA 10;60;27;27;26;1;1;7;15;3
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;006;BOLJUN;BOLJUN 11;BOLJUN 11;55;21;21;21;0;0;6;14;1
18;ISTARSKA ŽUPANIJA;opæina;LUPOGLAV;007;BOLJUNSKO POLJE;ZGRADA STARE ŠKOLE;BOLJUNSKO POLJE;117;38;38;35;3;4;10;18;3
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;001;DIVŠIÆI;DRUŠTVENI DOM;DIVŠIÆI;453;209;209;204;5;36;45;104;19
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;002;RAKALJ;DRUŠTVENI DOM;RAKALJ;414;229;229;223;6;50;32;108;33
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;003;KRNICA;DRUŠTVENI DOM;KRNICA;340;157;157;151;6;31;16;94;10
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;004;PERUŠKI;DRUŠTVENI DOM;PERUŠKI;204;120;120;117;3;16;11;83;7
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;005;MALI VAREŠKI;ZGRADA BIVŠE OŠ MALI VAREŠKI;MALI VAREŠKI;462;208;208;202;6;36;41;98;27
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;006;MARÈANA;DRUŠTVENI DOM;MARÈANA;1005;529;529;513;16;118;127;198;70
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;007;KUJIÆI;"ZGRADA NK ""MANJADVORCI""";KUJIÆI;198;129;129;123;6;14;18;82;9
18;ISTARSKA ŽUPANIJA;opæina;MARÈANA;008;LOBORIKA;ŽUPNA KUÆA;LOBORIKA;847;287;286;275;11;67;52;135;21
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;001;MEDULIN - BIRAÈKO MJESTO BR. 1;DRUŠTVENI DOM,  PROSTORIJA BR.1;CENTAR 58, MEDULIN;1461;676;675;639;36;145;200;229;65
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;002;MEDULIN - BIRAÈKO MJESTO BR. 2;DRUŠTVENI DOM,  PROSTORIJA BR.2;CENTAR 58, MEDULIN;1583;721;721;680;41;154;200;267;59
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;003;BANJOLE - BIRAÈKO MJESTO BR. 3;DRUŠTVENI DOM;ÈIMULJE 24;970;557;557;529;28;128;121;199;81
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;004;VINKURAN - BIRAÈKO MJESTO BR. 4;ŠKOLA U VINKURANU;CENTAR 5, VINKURAN;821;451;450;431;19;91;90;130;120
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;005;POMER - BIRAÈKO MJESTO BR. 5;"ZGRADA ""ALBANEŽ D.O.O.""";POMER 1;415;227;227;222;5;61;39;78;44
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;006;PJEŠÈANA UVALA - BIRAÈKO MJESTO BR. 6;DRUŠTVENI DOM PJEŠÈANA UVALA;PJEŠÈANA UVALA, II OGRANAK BB;551;300;299;280;19;72;54;103;51
18;ISTARSKA ŽUPANIJA;opæina;MEDULIN;007;PREMANTURA - BIRAÈKO MJESTO BR. 7;DRUŠTVENI DOM;SELO 120, PREMANTURA;784;391;391;375;16;64;108;153;50
18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;001;MOTOVUN;U SJEDIŠTU OPÆINE  MOTOVUN;TRG ANDREA ANTICO 1;362;262;262;241;21;61;34;125;21
18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;002;KALDIR;ZGRADA STARE ŠKOLE;KALDIR BB;189;160;160;149;11;26;28;69;26
18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;003;BRKAÈ;"U ZGRADI ""MENZA""  BRKAÈ";BRKAÈ 26D;117;83;83;78;5;16;25;33;4
18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;004;SVETI BARTOL;ZGRADA STARE ŠKOLE U SVETOM BARTOLU;SVETI BARTOL BB;70;44;44;41;3;10;4;24;3
18;ISTARSKA ŽUPANIJA;opæina;OPRTALJ - PORTOLE;001;OPRTALJ-POTROLE;ZGRADA OPÆINE OPRTALJ;MATKA LAGINJE 21, OPRTALJ;382;233;233;215;18;50;23;133;9
18;ISTARSKA ŽUPANIJA;opæina;OPRTALJ - PORTOLE;002;LIVADE-LEVADE;MJESNA DVORANA LIVADE;LIVADE 4A;343;229;229;216;13;48;37;113;18
18;ISTARSKA ŽUPANIJA;opæina;PIÆAN;001;PIÆAN;ZGRADA OPÆINE PIÆAN;PIÆAN  40;273;171;171;162;9;35;28;83;16
18;ISTARSKA ŽUPANIJA;opæina;PIÆAN;002;KUKURINI;"ZGRADA LOVAÈKOG DOMA  LD ""KAMENJARKA""";ÈEHI 2 D;373;218;218;210;8;36;28;125;21
18;ISTARSKA ŽUPANIJA;opæina;PIÆAN;003;ŠVIÆI;ZGRADA NA NOGOMETNOM IGRALIŠTU;ŠVIÆI 30E;143;99;99;98;1;19;18;50;11
18;ISTARSKA ŽUPANIJA;opæina;PIÆAN;004;SVETA KATARINA;"ZGRADA PODRUÈNE ŠKOLE O.Š.""V.NAZORA"" POTPIÆAN";SVETA KATARINA 111;460;285;285;276;9;35;45;173;23
18;ISTARSKA ŽUPANIJA;opæina;PIÆAN;005;TUPLJAK;ZGRADA SPORTSKOG KOMPLEKSA TUPLJAK, TUPLJAK BB;TUPLJAK BB;243;108;108;104;4;10;8;77;9
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;001;DRENJE;PROSTORIJE BIVŠE OSNOVNE ŠKOLE;DRENJE;225;71;71;69;2;14;9;38;8
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;002;KOROMAÈNO;PROSTORIJE UMIROVLJENIKA U DOMU KULTURE;KOROMAÈNO;362;130;130;117;13;21;16;73;7
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;003;SVETI LOVREÈ LABINSKI;PROSTORIJE BIVŠE TRGOVINE;SVETI LOVREÈ LABINSKI;101;26;26;26;0;6;7;8;5
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;004;TRGET;PROSTORIJE MJESNOG ODBORA;TRGET;291;135;135;131;4;30;8;84;9
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;005;RAŠA;"PROSTORIJE OŠ""I.BATELIÆ"" RAŠA";RAŠA;791;325;325;304;21;63;40;181;20
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;006;RAŠA;"PROSTORIJE OSNOVNE ŠKOLE""I.BATELIÆ"" RAŠA";RAŠA;495;230;230;219;11;34;44;127;14
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;007;KUNJ;MONTAŽNI OBJEKT KUNJ;KUNJ;71;39;39;39;0;5;1;33;0
18;ISTARSKA ŽUPANIJA;opæina;RAŠA;008;SVETI BARTUL;DRUŠTVENI DOM SV.BARTUL, SVETI BARTUL;SVETI BARTUL;430;183;183;177;6;31;18;121;7
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;001;NEDEŠÆINA;"PROSTORIJE OŠ ""V.ŠIROLA PAJO"" NEDEŠÆINA";NEDEŠÆINA;559;282;282;267;15;38;29;177;23
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;002;NEDEŠÆINA;"PROSTORIJE OŠ ""VITOMIR ŠIROLA PAJO"" NEDEŠÆINA";NEDEŠÆINA;436;148;148;139;9;20;17;91;11
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;003;SVETI MARTIN;"PROSTORIJE OŠ ""V.ŠIROLA PAJO"" NEDEŠÆINA, PODRUÈNA ŠKOLA SV. MARTIN";SVETI MARTIN;485;201;201;195;6;24;16;143;12
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;004;SNAŠIÆI;DOM KULTURE SNAŠIÆI - BOÆARSKI KLUB;SNAŠIÆI;409;188;188;185;3;16;16;143;10
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;005;ŠTRMAC;PROSTORIJE OBJEKTA NA ŠTRMCU,ŠTRMAC,ŠTRMAC 5 (PROSTORIJE NEKADAŠNJE GOSTIONICE);ŠTRMAC , ŠTRMAC 5;369;189;189;183;6;24;27;125;7
18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;006;ŠUMBER;DOM KULTURE;BALARINI , ŠUMBER;357;192;192;183;9;27;24;113;19
