Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;VOJISLAV BOJANIĆ;RADOMIR ČVARKOVIĆ;BOŠKO GVERO
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;027;OSIJEK;GRADSKA ČETVRT GORNJI GRAD;TRG LAVA MIRSKOG 1;51;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;028;OSIJEK;OSNOVNA ŠKOLA FRANJE KREŽME;ŠKOLSKA 3;21;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;029;OSIJEK;OSNOVNA ŠKOLA ANTUNA MIHANOVIĆA;IVANA GUNDULIĆA 5;35;1;1;1;0;1;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;030;OSIJEK;SPORTSKA DVORANA ZRINJEVAC;SJEVERNA STRANA;41;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;031;OSIJEK;SPORTSKA DVORANA ZRINJEVAC;SJEVERNA STRANA;21;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;032;OSIJEK;"OSNOVNA ŠKOLA ""DOBRIŠA CESARIĆ""";NERETVANSKA 10;28;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;033;OSIJEK;"OSNOVNA ŠKOLA ""DOBRIŠA CESARIĆ""";NERETVANSKA 10;23;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;034;OSIJEK;GRADSKA ČETVRT INDUSTRIJSKA ČETVRT;VIJENAC KRALJEVE SUTJESKE 2;34;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;035;OSIJEK;"OSNOVNA ŠKOLA ""AUGUST ŠENOA""";DRINSKA 14;35;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;036;OSIJEK;"DJEČJI VRTIĆ ""PČELICA""";GACKA 1A;39;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;037;OSIJEK;GRADSKA ČETVRT INDUSTRIJSKA ČETVRT, DVORAC MAČKAMAMA;DRINSKA 2;13;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;038;OSIJEK;"PROSTORIJA UHDDR, TEMELJNI OGRANAK ""FILIPOVICA""";BEDNJANSKA ULICA BB;38;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;039;OSIJEK;"DJEČJI VRTIĆ ""PČELICA""";GACKA 1A;30;1;1;1;0;0;0;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;040;OSIJEK;"OSNOVNA ŠKOLA ""AUGUST ŠENOA""";DRINSKA 14;41;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;041;OSIJEK;GRADSKA ČETVRT TVRĐA;TRG FRANJE BARUNA TRENKA 3;33;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;042;OSIJEK;GRADSKA ČETVRT TVRĐA;TRG FRANJE BARUNA TRENKA 3;31;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;043;OSIJEK;ELEKTROTEHNIČKA I PROMETNA ŠKOLA OSIJEK;ISTARSKA 3;37;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;044;OSIJEK;II.GIMNAZIJA OSIJEK;ULICA KAMILA FIRINGERA 5;11;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;045;OSIJEK;GRADSKA ČETVRT TVRĐA;VIJENAC IVANA MEŠTROVIĆA 26F;73;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;046;OSIJEK;GRADSKA ČETVRT TVRĐA;VIJENAC IVANA MEŠTROVIĆA 26F;54;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;047;OSIJEK;OSNOVNA ŠKOLA VIJENAC;VIJENAC IVANA MEŠTROVIĆA 36;29;1;1;0;1;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;048;OSIJEK;OSNOVNA ŠKOLA VIJENAC;VIJENAC IVANA MEŠTROVIĆA 36;40;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;049;OSIJEK;"DJEČJI VRTIĆ ""STRIBOR""";VIJENAC IVANA MEŠTROVIĆA 7A;48;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;050;OSIJEK;VATROGASNI CENTAR OSIJEK;ULICA IVANA GORANA KOVAČIĆA 2;37;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;051;OSIJEK;OSNOVNA ŠKOLA FRANA KRSTE FRANKOPANA;FRANKOPANSKA 64;17;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;052;OSIJEK;OSNOVNA ŠKOLA FRANA KRSTE FRANKOPANA;MARTINA DIVALTA 53;65;3;3;3;0;1;0;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;053;OSIJEK;"DJEČJI VRTIĆ ""JABUKA""";VIJENAC IVANA ČESMIČKOG 7A;30;5;5;4;1;2;1;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;054;OSIJEK;"OSNOVNA ŠKOLA ""MLADOST""";SJENJAK 7;52;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;055;OSIJEK;"OSNOVNA ŠKOLA ""MLADOST""";SJENJAK 7;54;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;056;OSIJEK;GRADSKA ČETVRT NOVI GRAD;SJENJAK 133;27;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;057;OSIJEK;GRADSKA ČETVRT NOVI GRAD;SJENJAK 133;39;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;058;OSIJEK;GRADSKA ČETVRT NOVI GRAD;SJENJAK 133;41;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;059;OSIJEK;GRADSKA ČETVRT NOVI GRAD;UICA KRALJA PETRA SVAČIĆA 36;20;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;060;OSIJEK;GRADSKA ČETVRT NOVI GRAD;ULICA KRALJA PETRA SVAČIĆA 36;35;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;061;OSIJEK;GRADSKA ČETVRT NOVI GRAD;ULICA KRALJA PETRA SVAČIĆA 36;43;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;062;OSIJEK;GRADSKA ČETVRT NOVI GRAD;ULICA KRALJA PETRA SVAČIĆA 36;25;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;063;OSIJEK;GRADSKA ČETVRT NOVI GRAD;ULICA KRALJA PETRA SVAČIĆA 36;16;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;064;OSIJEK;GRADSKA ČETVRT NOVI GRAD;ULICA KRALJA PETRA SVAČIĆA 36;62;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;065;OSIJEK;"OSNOVNA ŠKOLA ""GRIGOR VITEZ""";KORČULANSKA 1;43;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;066;OSIJEK;"OSNOVNA ŠKOLA ""GRIGOR VITEZ""";KORČULANSKA 1;32;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;067;OSIJEK;GRADSKA ČETVRT JUG II;SRIJEMSKA ULICA 124B;16;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;068;OSIJEK;GRADSKA ČETVRT JUG II;SRIJEMSKA ULICA 124B;39;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;069;OSIJEK;GRADSKA ČETVRT JUG II;SRIJEMSKA ULICA 124B;38;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;070;OSIJEK;"DJEČJI VRTIĆ ""MASLAČAK""";VELALUŠKA BB;52;4;4;4;0;0;4;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;071;OSIJEK;"DJEČJI VRTIĆ ""NEVIČICA""";OPATIJSKA BB;46;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;072;OSIJEK;DOM SINDIKATA TVORNICE ŠEĆERA;FRANKOPANSKA 99;41;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;073;OSIJEK;DOM SINDIKATA TVORNICE ŠEĆERA;FRANKOPANSKA 99;31;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;074;OSIJEK;DOM SINDIKATA TVORNICE ŠEĆERA;FRANKOPANSKA 99;27;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;075;OSIJEK;GRADSKA ČETVRT JUG II;KAŠTELANSKA 42B;37;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;076;OSIJEK;"OSNOVNA ŠKOLA ""TIN UJEVIĆ""";OPATIJSKA 46;39;1;1;1;0;0;0;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;077;OSIJEK;"OSNOVNA ŠKOLA ""TIN UJEVIĆ""";OPATIJSKA 46;30;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;078;OSIJEK;"OSNOVNA ŠKOLA ""TIN UJEVIĆ""";OPATIJSKA 46;38;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;079;OSIJEK;OBRTNIČKA ŠKOLA OSIJEK;TRG BANA JOSIPA JELAČIĆA 24;49;2;2;2;0;0;1;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;080;OSIJEK;GRADSKA ČETVRT DONJI GRAD;TRG BANA JOSIPA JELAČIĆA 25;57;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;081;OSIJEK;OSNOVNA ŠKOLA JAGODE TRUHELKE;CRKVENA ULICA 23;36;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;082;OSIJEK;OSNOVNA ŠKOLA JAGODE TRUHELKE;CRKVENA ULICA 23;42;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;083;OSIJEK;OSNOVNA ŠKOLA JAGODE TRUHELKE;CRKVENA ULICA 23;49;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;084;OSIJEK;GRADSKA ČETVRT DONJI GRAD;KRSTOVA ULICA 97B;27;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;085;OSIJEK;GRADSKA ČETVRT DONJI GRAD;KRSTOVA ULICA 97B;24;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;086;OSIJEK;OSNOVNA ŠKOLA LJUDEVITA GAJA;KRSTOVA ULICA 99;36;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;087;OSIJEK;OSNOVNA ŠKOLA LJUDEVITA GAJA;KRSTOVA ULICA 99;22;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;088;OSIJEK;GRADSKA ČETVRT DONJI GRAD;ZELENO POLJE 5;36;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;089;OSIJEK;GRADSKA ČETVRT DONJI GRAD;ZELENO POLJE 5;81;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;090;JOSIPOVAC;OSNOVNA ŠKOLA JOSIPOVAC;OSJEČKA 77A;7;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;091;JOSIPOVAC;OSNOVNA ŠKOLA JOSIPOVAC;OSJEČKA 77A;17;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;092;JOSIPOVAC;HRVATSKI DOM JOSIPOVAC;OSJEČKA 66;12;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;093;JOSIPOVAC;HRVATSKI DOM JOSIPOVAC;OSJEČKA 66;10;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;094;VIŠNJEVAC;MJESNI ODBOR VIŠNJEVAC;ULICA J.J. STROSSMAYERA 2;22;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;095;VIŠNJEVAC;MJESNI ODBOR VIŠNJEVAC;ULICA J.J. STROSSMAYERA 2;18;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;096;VIŠNJEVAC;MJESNI ODBOR VIŠNJEVAC;ULICA J.J. STROSSMAYERA 2;19;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;097;VIŠNJEVAC;OSNOVNA ŠKOLA VIŠNJEVAC;CRNI PUT 41;19;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;098;VIŠNJEVAC;OSNOVNA ŠKOLA VIŠNJEVAC;CRNI PUT 41;17;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;099;VIŠNJEVAC;OSNOVNA ŠKOLA VIŠNJEVAC;CRNI PUT 41;19;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;100;VIŠNJEVAC;OSNOVNA ŠKOLA VIŠNJEVAC;CRNI PUT 41;14;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;101;BRIJEŠĆE;OSNOVNA ŠKOLA CVJETNO;ZELENA ULICA 1;35;1;1;1;0;0;1;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;102;BRIJEŠĆE;OSNOVNA ŠKOLA CVJETNO;ZELENA ULICA 1;33;1;1;1;0;0;1;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;103;OSIJEK;MJESNO ODBOR CVJETNO;VIJENAC LIPA 36;19;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;104;OSIJEK;MJESNO ODBOR CVJETNO;VIJENAC LIPA 36;24;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;105;BRIJEST;MJESNI ODBOR BRIJEST;JUŽNO PREDGRAĐE 54;34;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;106;PODRAVLJE;MJESNI ODBOR OSIJEK - LIJEVA OBALA;ULICA PRINCA EUGENA SAVOJSKOG 38;16;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;107;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;137;1;1;1;0;0;0;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;108;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;44;1;1;1;0;0;0;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;109;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;85;1;1;1;0;1;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;110;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;40;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;111;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;242;1;1;1;0;1;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;112;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;405;10;10;9;1;1;5;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;113;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;429;26;26;26;0;11;10;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;114;KLISA;MJESNI ODBOR KLISA;VUKOVARSKA ULICA 48;190;99;99;96;3;6;9;81
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;115;SARVAŠ;MJESNI ODBOR SARVAŠ;OSJEČKA ULICA 64;155;5;5;5;0;3;0;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;116;SARVAŠ;MJESNI ODBOR SARVAŠ;OSJEČKA ULICA 64;102;6;6;6;0;4;2;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;117;TVRĐAVICA;PROSTOR ŽELJKE BARIŠIĆ;TVRĐAVICA 84;22;1;1;1;0;1;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;001;VALPOVO;ŠUMARIJA VALPOVO;ULICA BANA JOSIPA JELAČIĆA 4;17;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;002;VALPOVO;DVORAC D.O.O. VALPOVO;MATIJE ANTUNA RELJKOVIĆA 16;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;003;VALPOVO;SREDNJA ŠKOLA VALPOVO;ULICA DR. FRANJE TUĐMANA 2;12;1;1;1;0;0;1;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;004;VALPOVO;DOM TEHNIKE VALPOVO, ULAZ 1;BRAĆE RADIĆA 34;6;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;005;VALPOVO;"OSNOVNA ŠKOLA ""MATIJE PETRA KATANČIĆA""";IVE LOLE RIBARA 3;16;2;2;2;0;0;0;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;006;VALPOVO;GRADSKA KNJIŽNICA I ČITAONICA;ULICA JOSIPA JURJA STROSSMAYERA 36;25;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;007;VALPOVO;DOM TEHNIKE VALPOVO, ULAZ 2;BRAĆE RADIĆA 34;4;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;008;VALPOVO;VATROGASNI DOM VALPOVO;MATIJE GUPCA 50;15;1;1;0;1;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;009;VALPOVO;HAK;MATIJE GUPCA 48;8;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;010;LADIMIREVCI;OSNOVNA ŠKOLA LADIMIREVCI;ĐUKE MARIČIĆA-MUNJE 21;1;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;011;LADIMIREVCI;SPORTSKA DVORANA OŠ LADIMIREVCI;ĐUKE MARIČIĆA - MUNJE 21;3;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;012;MARJANČACI;DRUŠTVENI DOM MARJANČACI;MATIJE GUPCA 18;0;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;013;IVANOVCI;DRUŠTVENI DOM IVANOVCI;PETRA PRERADOVIĆA 58;1;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;014;ZELČIN;DRUŠTVENI DOM ZELČIN;OSLOBOĐENJA 9;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;015;HARKANOVCI;OSNOVNA ŠKOLA HARKANOVCI;ŠKOLSKA 6;1;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;016;ŠAG;OSNOVNA ŠKOLA ŠAG;BRAĆE RADIĆA 67;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;017;NARD;OSNOVNA ŠKOLA;VALPOVAČKA 27;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ANTUNOVAC;001;ANTUNOVAC;HRVATSKI DOM;BRAĆE RADIĆA 4;47;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ANTUNOVAC;002;ANTUNOVAC;"OSNOVNA ŠKOLA ""ANTUNOVAC""";ŠKOLSKA ULICA 15;21;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ANTUNOVAC;003;IVANOVAC;HRVATSKI DOM;DUGA 35;6;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ANTUNOVAC;004;IVANOVAC;HRVATSKI DOM;DUGA 35;5;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;001;BILJE;DOM KULTURE;KRALJA ZVONIMIRA 2;24;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;002;BILJE;DOM KULTURE;KRALJA ZVONIMIRA 2;35;5;5;4;1;1;3;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;003;BILJE;OSNOVNA ŠKOLA BILJE;ŠKOLSKA ULICA 6;43;2;2;2;0;0;2;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;004;BILJE;OSNOVNA ŠKOLA BILJE;ŠKOLSKA ULICA 6;37;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;005;KOPAČEVO;DOM KULTURE;FERENCA KIŠA 2C;12;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;006;VARDARAC;DOM KULTURE;ŠANDORA PETEFIJA 114;10;1;1;1;0;0;0;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;007;LUG;OSNOVNA ŠKOLA LUG;ŠKOLSKA ULICA 6;21;6;6;3;3;0;3;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;008;KOZJAK;DRUŠTVENE PROSTORIJE;KOZJAK 16;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BIZOVAC;001;BROĐANCI;OSNOVNA ŠKOLA;ŠKOLSKA 1;6;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BIZOVAC;002;HABJANOVCI;OSNOVNA ŠKOLA;ŠKOLSKA 14;0;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BIZOVAC;003;NOVAKI BIZOVAČKI;DRUŠTVENI DOM;IMOTSKA 24;1;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BIZOVAC;004;SAMATOVCI;OSNOVNA ŠKOLA;PERE KOVAČEVIĆA 5;16;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BIZOVAC;005;CRET BIZOVAČKI;OSNOVNA ŠKOLA;MATIJE GUPCA 64;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BIZOVAC;006;BIZOVAC;KUD BIZOVAC;ULICA KRALJA TOMISLAVA 136;9;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BIZOVAC;007;BIZOVAC;OSNOVNA ŠKOLA;ULICA DR. FRANJE TUĐMANA 1;10;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEMINAC;001;ČEMINAC;"DRUŠTVENI CENTAR ""DR. FRANJO TUĐMAN""";ULICA HRVATSKIH BRANITELJA 4;37;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEMINAC;002;GRABOVAC;MJESNI ODBOR GRABOVAC;ULICA FRANJE POTURICA BB;31;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEMINAC;003;KOZARAC;"DOM KULTURE ""MEĐIMURSKI DOM""";BANA J. JELAČIĆA 1;15;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEMINAC;004;NOVI ČEMINAC;DOM KULTURE;ULICA KRALJA ZVONIMIRA 3A;73;17;17;17;0;4;11;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;001;ČOKADINCI;DRUŠTVENI DOM;OSJEČKA ULICA 76;31;3;3;3;0;1;1;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;002;ČEPINSKI MARTINCI;DRUŠTVENI DOM;STJEPANA RADIĆA BB;51;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;003;BEKETINCI;"OSNOVNA ŠKOLA ""MILKA CEPELIĆA""";ČEPINSKA 55;40;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;004;LIVANA;PROSTORIJE NK ''TOMISLAV'';CVJETNA BB;18;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;005;ČEPIN;LOVAČKI DOM;KRALJA ZVONIMIRA 214A;58;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;006;ČEPIN;"""UREDNOST"" D.O.O.";KRALJA ZVONIMIRA 176;30;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;007;ČEPIN;OPĆINA ČEPIN;KRALJA ZVONIMIRA 105;52;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;008;ČEPIN;STARA ZGRADA OPĆINE ČEPIN;KRALJA ZVONIMIRA 70;22;0;0;0;0;0;0;0
