Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AKCIJA UMIROVLJENICI ZAJEDNO - AUZ, HRVATSKA STRANKA UMIROVLJENIKA - HSU;DOMOVINSKI POKRET - DP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS;HRVATSKA STRANKA PRAVA - HSP;MOŽEMO! - POLITIÈKA PLATFORMA, NOVA LJEVICA - NL, ZELENA ALTERNATIVA - ODRŽIVI RAZVOJ HRVATSKE - Zelena alternativa - ORaH;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA SELJAÈKA STRANKA - HSS;ŽIVI ZID
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;083;BIRAÈKO MJESTO BR. 83;ŠERIF EXPORT-IMPORT D.O.O.;ZAGREBAÈKA 19;242;74;74;71;3;6;6;24;3;2;13;0;15;2
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;084;BIRAÈKO MJESTO BR.84;GRADSKA ÈETVRT DREŽNIK;DUBROVAÈKA 5 B;818;343;343;330;13;22;41;105;18;4;63;6;62;9
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;085;BIRAÈKO MJESTO BR.85;PROSTORIJE GÈ DREŽNIK;DUBROVAÈKA 5 B;328;128;128;126;2;21;20;37;6;2;18;0;16;6
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;086;BIRAÈKO MJESTO BR. 86;OSNOVNA ŠKOLA HRNETIÆ;HRNETIÆ 20;569;248;248;240;8;10;33;104;10;0;29;7;42;5
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;087;BIRAÈKO MJESTO BR.87;PROSTORIJE MO DONJE POKUPJE;DONJE POKUPJE 72;440;268;268;259;9;11;63;114;8;4;29;0;21;9
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;088;BIRAÈKO MJESTO BR 88;PROSTORIJE MO MAHIÈNO-TUŠKANI;MAHIÈNO 92;405;143;143;140;3;8;20;54;9;2;20;0;22;5
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;089;BIRAÈKO MJESTO BR 89;OSNOVNA ŠKOLA MAHIÈNO;MAHIÈNO 1 C;244;90;90;84;6;5;10;44;6;1;7;0;11;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;090;BIRAÈKO MJESTO 90;VATROGASNI DOM DVD PRISELCI;PRISELCI 43 A;86;39;39;39;0;3;1;25;3;0;0;1;6;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;091;BIRAÈKO MJESTO BR 91;OSNOVNA ŠKOLA GORŠÆAKI;GORŠÆAKI 10;210;89;89;85;4;1;20;44;3;3;2;1;9;2
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;092;BIRAÈKO MJESTO BR.92;VATROGASNI DOM DVD TUŠKANI;TUŠKANI 11;264;104;104;101;3;8;15;54;2;0;12;0;6;4
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;093;BIRAÈKO MJESTO BR 93;PROSTORIJE MO KNEZ GORICA;KNEZ GORICA 40 A;106;76;76;76;0;2;3;66;0;1;0;0;0;4
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;001;BIRAÈKO MJESTO BR. 1;DOM DONJE DUBRAVE;DONJE DUBRAVE BB;152;68;68;63;5;2;0;14;1;0;0;25;16;5
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;002;BIRAÈKO MJESTO BR. 2;PROSTORIJE MJESNOG ODBORA GORNJE DUBRAVE;GORNJE DUBRAVE BB;70;27;27;24;3;2;0;2;2;0;1;12;4;1
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;003;BIRAÈKO MJESTO BR. 3;PODRUÈNA ŠKOLA TROŠMARIJA;TROŠMARIJA 1;135;81;81;70;11;1;0;39;1;0;0;15;14;0
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;004;BIRAÈKO MJESTO BR. 4;DOM SV. ANTUN;ŽEGAR 1;973;601;601;583;18;20;51;234;3;6;26;5;226;12
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;005;BIRAÈKO MJESTO BR. 5;PODRUÈNA ŠKOLA PONIKVE;PONIKVE 21;59;35;35;32;3;1;1;2;1;0;1;19;4;3
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;006;BIRAÈKO MJESTO BR. 6;PODRUÈNA ŠKOLA HRELJIN OGULINSKI;HRELJIN OGULINSKI 3;395;200;200;188;12;8;6;83;0;1;5;41;40;4
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;007;BIRAÈKO MJESTO BR. 7;DOM SV. PETAR;SV. PETAR BB;888;545;545;513;32;12;56;219;3;7;23;3;179;11
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;008;BIRAÈKO MJESTO BR. 8;PODRUÈNA ŠKOLA TURKOVIÆI, TURKOVIÆI OGULINSKI;TURKOVIÆI 10;266;178;178;170;8;6;10;66;0;2;2;31;53;0
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;009;BIRAÈKO MJESTO BR. 9;PROSTORIJE MJESNOG ODBORA PRAPUÆE-ZAGRAD (BIVŠI ''METIS'');MALA CESTA 6;1421;853;850;829;21;31;71;293;6;10;29;15;369;5
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;010;BIRAÈKO MJESTO BR. 10;PODRUÈNA ŠKOLA DESMERICE;DESMERICE 54;204;137;137;125;12;5;6;70;1;1;2;0;40;0
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;011;BIRAÈKO MJESTO BR. 11;PODRUÈNA ŠKOLA ZAGORJE;GORNJE ZAGORJE BB;504;284;284;276;8;10;57;170;0;3;0;2;32;2
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;012;BIRAÈKO MJESTO BR. 12;PODRUÈNA ŠKOLA KUÈINIÆI;KUÈINIÆ SELO 26;1127;659;658;642;16;18;64;295;4;6;12;10;225;8
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;013;BIRAÈKO MJESTO BR. 13;DOM RIBARIÆI;RIBARIÆI BB;256;190;190;188;2;4;27;116;1;3;0;0;34;3
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;014;BIRAÈKO MJESTO BR. 14;PODRUÈNA ŠKOLA OTOK OŠTARIJSKI;OTOK OŠTARIJSKI 73;317;196;196;183;13;8;3;18;3;0;2;53;95;1
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;015;BIRAÈKO MJESTO BR. 15;PODRUÈNA ŠKOLA POTOK MUSULINSKI;POTOK MUSULINSKI BB;84;31;31;29;2;2;1;3;0;0;0;16;7;0
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;016;BIRAÈKO MJESTO BR. 16;PODRUÈNA ŠKOLA JASENAK;JASENAK 28;173;84;84;76;8;7;1;8;1;0;0;41;16;2
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;017;BIRAÈKO MJESTO BR. 17;PROSTORIJE MJESNOG ODBORA DREŽNICA (IZNAD POŠTE);DREŽNICA 8;354;174;174;163;11;12;3;17;2;2;4;77;44;2
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;018;BIRAÈKO MJESTO BR. 18;DOM SV. JAKOVA;SV. JAKOV BB;801;482;482;464;18;14;41;172;2;11;16;6;195;7
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;019;BIRAÈKO MJESTO BR. 19;"DOM DOBROTVORNOG PODUPIRAJUÆEG DRUŠTVA ""SV. ROK"" U LOMOSTU";LOMOŠÆANSKA CESTA 19;967;599;599;591;8;16;44;254;3;6;16;8;239;5
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;020;BIRAÈKO MJESTO BR. 20;DOM ŽELJEZNIÈARA;SABORÈANSKA 5;357;210;210;200;10;5;10;69;1;1;7;7;98;2
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;021;BIRAÈKO MJESTO BR. 21;"SPORTSKA DVORANA ""IVICA CINDRIÆ - PIVA""";J.B. JELAÈIÆA 1 A;625;384;384;363;21;11;22;109;0;3;15;17;181;5
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;022;BIRAÈKO MJESTO BR. 22;GIMNAZIJA I STRUKOVNA ŠKOLA BERNARDINA FRANKOPANA;STRUGA 3;764;457;457;440;17;13;21;137;2;4;13;25;223;2
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;001;BIRAÈKO MJESTO BR. 1 KURILOVAC;GRADSKA VIJEÆNICA;KURILOVAC 1;831;476;475;455;20;16;19;155;29;14;38;3;158;23
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;002;BIRAÈKO MJESTO BR. 2 ZAJAÈKO SELO;VATROGASNI DOM;ZAJAÈKO SELO;331;221;221;207;14;10;25;98;12;5;13;0;37;7
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;003;BIRAÈKO MJESTO BR. 3 OZALJ GRAD;OZALJ GRAD;ZRINSKIH I FRANKOPANA 15;264;149;149;143;6;8;5;43;6;8;7;0;56;10
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;004;BIRAÈKO MJESTO BR. 4 MALI ERJAVEC;MO MALI ERJAVEC;MALI ERJAVEC;394;178;178;169;9;13;23;48;11;2;10;2;49;11
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;005;BIRAÈKO MJESTO BR. 5 GRDUN;MO GRDUN;GRDUN;108;55;55;52;3;1;5;32;2;2;0;0;7;3
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;006;BIRAÈKO MJESTO BR. 6 TOMAŠNICA;KUÆA STJEPANA DUMEŠIÆA;TOMAŠNICA 19;119;62;62;62;0;1;0;19;7;1;3;0;29;2
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;007;BIRAÈKO MJESTO BR. 7 JAŠKOVO;MO JAŠKOVO;JAŠKOVO;374;166;166;161;5;10;8;64;14;9;8;0;39;9
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;008;BIRAÈKO MJESTO BR. 8 NOVAKI OZALJSKI;VATROGASNI DOM DVORIŠÆE;OZALJSKI NOVAKI;141;64;64;61;3;3;3;20;0;1;2;0;22;10
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;009;BIRAÈKO MJESTO BR. 9 FRATROVCI;KUÆA JOSIPA MRLJAKA;FRATROVCI  21;34;13;13;13;0;0;1;0;0;1;1;0;10;0
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;010;BIRAÈKO MJESTO BR. 10 SVETIÈKO HRAŠÆE;LOVAÈKI DOM;SVETIÈKO HRAŠÆE;121;63;63;61;2;2;1;26;0;1;6;1;22;2
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;011;BIRAÈKO MJESTO BR. 11 POLICE;ŠKOLA POLICE;POLICE;199;82;82;78;4;5;4;22;7;2;3;1;19;15
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;012;BIRAÈKO MJESTO BR. 12 VIVODINA;MO VIVODINA;VIVODINA;323;201;201;199;2;7;11;125;8;7;11;0;18;12
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;013;BIRAÈKO MJESTO BR. 13 OBREŽ VIVODINSKI;VATROGASNI DOM;OBREŽ VIVODINSKI;155;78;78;77;1;1;7;28;4;3;4;0;21;9
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;014;BIRAÈKO MJESTO BR. 14 DOJUTROVICA;VATROGASNI DOM;DOJUTROVICA;51;30;30;30;0;1;2;11;2;0;1;1;12;0
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;015;BIRAÈKO MJESTO BR. 15 STOJAVNICE;KUÆA JANKA KOSTELCA;SRŠIÆI 6;44;24;24;24;0;2;4;9;1;1;1;0;4;2
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;016;BIRAÈKO MJESTO BR. 16 PODBREŽJE;ŠKOLA PODBREŽJE;PODBREŽJE;252;125;125;118;7;4;7;41;6;0;8;1;43;8
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;017;BIRAÈKO MJESTO BR. 17 LOVIÆ PREKRIŠKI;VATROGASNI DOM;LOVIÆ PREKRIŠKI;58;32;32;31;1;2;4;16;2;2;0;0;1;4
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;018;BIRAÈKO MJESTO BR. 18 VRHOVAC;VATROGASNI DOM;VRHOVAC;429;211;211;197;14;11;12;71;9;8;8;0;63;15
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;019;BIRAÈKO MJESTO BR. 19 TRG;ŠKOLA TRG;TRG;176;80;80;77;3;7;4;34;4;3;3;0;15;7
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;020;BIRAÈKO MJESTO BR. 20 POLJE OZALJSKO;DOM ŠLJUNÈARA;POLJE OZALJSKO;242;110;110;105;5;5;9;62;7;0;5;0;14;3
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;021;BIRAÈKO MJESTO BR. 21 ZORKOVAC;ŠKOLA ZORKOVAC;ZORKOVAC;174;86;86;84;2;3;11;32;5;7;4;1;16;5
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;022;BIRAÈKO MJESTO BR. 22 ZORKOVAC NA KUPI;KUÆA BRANKA KOSMAÈA;ZORKOVAC NA KUPI 18;91;53;53;53;0;1;5;34;1;0;1;0;9;2
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;023;BIRAÈKO MJESTO BR. 23 LEVKUŠJE;VATROGASNI DOM;LEVKUŠJE;155;69;69;67;2;1;12;22;3;4;7;1;12;5
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;024;BIRAÈKO MJESTO BR. 24 GORNJE POKUPJE;KUÆA VESNE SEVERINSKI;GORNJE POKUPJE 30;139;62;62;59;3;2;7;21;2;3;8;1;14;1
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;025;BIRÈKO MJESTO BROJ 25 RADATOVIÆI;VATROGASNI DOM;RADATOVIÆI;159;48;48;48;0;3;0;1;1;0;2;2;35;4
04;KARLOVAÈKA ŽUPANIJA;grad;OZALJ;026;BIRAÈKO MJESTO BROJ 26 KAŠT;VATROGASNI DOM;KAŠT;98;45;45;45;0;3;0;11;0;0;4;1;25;1
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;001;BIRAÈKO MJESTO BR. 1;KNJIŽNICA I ÈITAONICA SLUNJ;TRG DR. FRANJE TUÐMANA 9, SLUNJ;622;275;275;252;23;9;26;138;7;2;25;5;28;12
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;002;BIRAÈKO MJESTO BR. 2;OSNOVNA ŠKOLA SLUNJ;SPORTSKA DVORANA, ULICA ŠKOLSKA 17;491;248;248;233;15;6;26;115;3;6;19;1;49;8
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;003;BIRAÈKO MJESTO BR. 3;VATROGASNI DOM SLUNJ;ULICA PLITVIÈKA 9, SLUNJ;572;263;263;250;13;9;21;151;2;15;8;0;40;4
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;004;BIRAÈKO MJESTO BR. 4;MJESNI DOM U TABORIŠTU;DONJE TABORIŠTE 149 A;445;224;224;216;8;11;17;112;9;9;9;0;43;6
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;005;BIRAÈKO MJESTO BR. 5;OSNOVNA ŠKOLA U NIKŠIÆU;DONJI NIKŠIÆ 1;339;172;172;167;5;2;9;131;6;2;7;0;7;3
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;006;BIRAÈKO MJESTO BR. 6;OSNOVNA ŠKOLA U BLAGAJU;BLAGAJ 14;61;32;32;32;0;1;4;21;0;0;3;0;2;1
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;007;BIRAÈKO MJESTO BR. 7;VATROGASNI DOM U CVITOVIÆU;CVITOVIÆ 100;356;152;152;143;9;10;8;100;3;1;6;0;11;4
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;008;BIRAÈKO MJESTO BR. 8;OSNOVNA ŠKOLA KREMEN;KREMEN BB;329;127;127;125;2;2;14;81;2;3;4;1;15;3
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;009;BIRAÈKO MJESTO BR. 9;MJESNI DOM U LUMBARDENIKU;LUMBARDENIK 76 C;247;102;102;101;1;3;11;68;0;2;3;0;11;3
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;010;BIRAÈKO MJESTO BR. 10;OSNOVNA ŠKOLA LAÐEVAC;DONJI LAÐEVAC  BB;287;96;96;92;4;4;19;62;2;1;1;0;3;0
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;011;BIRAÈKO MJESTO BR. 11;OSNOVNA ŠKOLA U FURJANU;DONJI FURJAN 41;159;61;61;58;3;0;5;46;0;0;0;0;3;4
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;012;BIRAÈKO MJESTO BR. 12;OSNOVNA ŠKOLA PRIMIŠLJE;MJESTO PRIMIŠLJE 31 A;154;32;32;31;1;0;2;5;1;0;0;14;9;0
04;KARLOVAÈKA ŽUPANIJA;grad;SLUNJ;013;BIRAÈKO MJESTO BR. 13;AMBULANTA VELJUN;VELJUN BB;280;102;102;98;4;3;6;18;19;3;1;38;10;0
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;001;BIRAÈKO MJESTO BR. 1;VATROGASNI DOM DVD BELAJSKE POLJICE;BELAJSKE POLJICE 101A;617;272;272;266;6;10;24;135;39;7;14;0;32;5
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;002;BIRAÈKO MJESTO BR. 2;PODRUÈNA ŠKOLA BELAJ;BELAJ 30;463;189;189;181;8;2;22;102;28;3;7;0;8;9
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;003;BIRAÈKO MJESTO BR. 3;VATROGASNI DOM BARILOVIÆ;BARILOVIÆ 90B;267;132;132;130;2;4;18;52;21;3;8;5;13;6
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;004;BIRAÈKO MJESTO BR. 4;ŠKOLA U DONJEM VELEMERIÆU;DONJI VELEMERIÆ 20;225;134;134;127;7;5;2;98;11;0;1;0;10;0
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;005;BIRAÈKO MJESTO BR. 5;KUÆA KARAMARKOVIÆ MILOVAN;KOSIJERSKO SELO 41;132;47;47;47;0;1;0;3;15;1;1;23;3;0
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;006;BIRAÈKO MJESTO BR. 6;KORANSKI BRIJEG - BIVŠA MLJEKARA;KORANSKI BRIJEG;92;43;43;42;1;1;1;14;7;1;4;8;5;1
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;007;BIRAÈKO MJESTO BR. 7;KUÆA PRIJATELJSTVA - BLIZU ŽUPNOG DVORA U BARILOVIÆKOM LESKOVCU;BARILOVIÆKI LESKOVAC;160;119;119;115;4;2;1;76;30;0;0;0;5;1
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;008;BIRAÈKO MJESTO BR. 8;PROSTORIJE MJESNOG ODBORA;ŠÆULAC BB;126;88;88;84;4;2;9;47;10;10;4;0;2;0
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;009;BIRAÈKO MJESTO BR. 9;OPÆINSKA ZGRADA;PERJASICA 1;203;32;32;30;2;0;4;3;4;0;0;16;3;0
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;010;BIRAÈKO MJESTO BR. 10;DVD SIÈA;SIÈA;145;109;109;107;2;1;6;64;6;21;1;4;2;2
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;011;BIRAÈKO MJESTO BR. 11;KUÆA GRGINÈIÆ JOSIPA;VIJENAC BARILOVIÆKI 2;45;27;27;27;0;0;3;22;0;2;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;BARILOVIÆ;012;BIRAÈKO MJESTO BR. 12;ŠKOLA U BARILOVIÆKOM CEROVCU;BARILOVIÆKI CEROVAC 17;128;64;64;59;5;3;3;36;10;0;2;0;5;0
04;KARLOVAÈKA ŽUPANIJA;opæina;BOSILJEVO;001;BIRAÈKO MJESTO BR. 1;BOSILJEVO - ZGRADA OPÆINE;ULICA ISELJENIKA BOSILJEVA 1;336;195;195;184;11;11;14;102;19;11;0;3;17;7
04;KARLOVAÈKA ŽUPANIJA;opæina;BOSILJEVO;002;BIRAÈKO MJESTO BR. 2;GRABRK - VATROGASNI DOM;GRABRK 1;282;202;202;192;10;9;8;129;7;3;0;2;25;9
04;KARLOVAÈKA ŽUPANIJA;opæina;BOSILJEVO;003;BIRAÈKO MJESTO BR. 3;PRIKUPLJE - VATROGASNI DOM;PRIBANJCI 50;390;244;244;224;20;16;10;98;20;6;8;0;60;6
04;KARLOVAÈKA ŽUPANIJA;opæina;BOSILJEVO;004;BIRAÈKO MJESTO BR. 4;VODENA DRAGA - STANICA ZA OTKUP MLIJEKA;VODENA DRAGA BB;34;23;23;23;0;0;0;14;3;0;0;0;5;1
04;KARLOVAÈKA ŽUPANIJA;opæina;CETINGRAD;001;BIRAÈKO MJESTO BR. 1;CETINGRAD - HRVATSKI DOM;TRG HRVATSKIH BRANITELJA 3, CETINGRAD;228;110;110;104;6;6;20;41;6;5;7;6;7;6
04;KARLOVAÈKA ŽUPANIJA;opæina;CETINGRAD;002;BIRAÈKO MJESTO BR. 2;CETINGRAD - HRVATSKI DOM;TRG HRVATSKIH BRANITELJA 3, CETINGRAD;630;364;364;344;20;16;29;242;5;20;8;3;12;9
04;KARLOVAÈKA ŽUPANIJA;opæina;CETINGRAD;003;BIRAÈKO MJESTO BR. 3;KUÆA IGORA VALENTIÆA;KRUŠKOVAÈA 46;409;152;152;131;21;5;7;57;20;5;3;0;29;5
04;KARLOVAÈKA ŽUPANIJA;opæina;CETINGRAD;004;BIRAÈKO MJESTO BR. 4;KUÆA IVANA RAKOCIJE;TATAR VAROŠ 118;203;114;114;112;2;4;13;84;2;5;1;0;3;0
04;KARLOVAÈKA ŽUPANIJA;opæina;CETINGRAD;005;BIRAÈKO MJESTO BR. 5;KUÆA MIRKA SAMARDŽIJE;PAŠIN POTOK 172;363;170;170;159;11;13;7;101;13;4;4;2;9;6
04;KARLOVAÈKA ŽUPANIJA;opæina;DRAGANIÆ;001;BIRAÈKO MJESTO BR. 1;UREDSKI KONTEJNER NA JAVNOJ POVRŠINI DOBRA;LAZINA BB;377;210;209;200;9;7;21;110;11;16;13;1;20;1
04;KARLOVAÈKA ŽUPANIJA;opæina;DRAGANIÆ;002;BIRAÈKO MJESTO BR. 2;VATROGASNI DOM DRAGANIÆI;DRAGANIÆI 35;551;238;235;225;10;15;29;90;24;13;15;1;27;11
04;KARLOVAÈKA ŽUPANIJA;opæina;DRAGANIÆ;003;BIRAÈKO MJESTO BR. 3;UREDSKI KONTEJNER NA JAVNOJ POVRŠINI SAP;BUDROVCI BB;616;259;259;246;13;12;30;110;13;18;16;0;36;11
04;KARLOVAÈKA ŽUPANIJA;opæina;DRAGANIÆ;004;BIRAÈKO MJESTO BR. 4;VATROGASNI DOM MRZLJAKI-GOLJAK;MRZLJAKI 3;802;386;386;371;15;22;53;144;16;54;16;1;43;22
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;001;BIRAÈKO MJESTO BR. 1;ŠKOLA BUKOVLJE;GORNJE BUKOVLJE 22;240;115;115;112;3;2;11;71;10;11;0;0;5;2
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;002;BIRAÈKO MJESTO BR. 2;KUÆA DRAGANA KASUNIÆA, DUGA GORA;DUGA GORA 7;67;24;24;24;0;3;0;16;1;1;0;0;3;0
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;003;BIRAÈKO MJESTO BR. 3;"TRGOVINA ""HALAR""";ERDELJ 64;296;141;141;136;5;3;28;81;3;1;3;0;17;0
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;004;BIRAÈKO MJESTO BR. 4;DOM GENERALSKI STOL;GENERALSKI STOL 32;732;313;312;302;10;12;45;137;8;31;15;0;40;14
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;005;BIRAÈKO MJESTO BR. 5;DOM GORNJI ZVEÈAJ;GORNJI ZVEÈAJ BB;170;85;85;83;2;5;25;26;5;3;7;0;12;0
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;006;BIRAÈKO MJESTO BR. 6;ŠKOLA GORINCI;GORINCI 6;243;106;106;102;4;2;13;55;10;5;3;0;11;3
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;007;BIRAÈKO MJESTO BR. 7;ŠKOLA BREST;MREŽNIÈKI BREST 23;163;44;44;42;2;0;5;23;1;4;3;0;4;2
04;KARLOVAÈKA ŽUPANIJA;opæina;GENERALSKI STOL;008;BIRAÈKO MJESTO BR. 8;ŠKOLA LIPOV PESAK;LIPOV PESAK 3;236;114;114;111;3;10;6;35;33;2;1;0;20;4
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;001;BIRAÈKO MJESTO BR. 1;ZGRADA OPÆINE, JOSIPDOL;OGULINSKA 12;996;603;603;571;32;27;54;282;15;6;12;20;143;12
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;002;BIRAÈKO MJESTO BR. 2;ZGRADA DOMA ''SV. ANTUN'' U CAREVOM POLJU;CAREVO POLJE 41;138;75;75;73;2;0;6;46;2;0;1;0;15;3
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;003;BIRAÈKO MJESTO BR. 3;KUÆA JOSIPA BOŽIÈEVIÆA, OŠTARIJE;ÈAKOVAC 408;160;84;84;82;2;3;14;36;3;0;2;3;19;2
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;004;BIRAÈKO MJESTO BR. 4;PROSTORIJE ŠKOLE;MODRUŠ 28;117;87;87;82;5;4;3;62;4;1;2;1;4;1
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;005;BIRAÈKO MJESTO BR. 5;ZGRADA ŠKOLE U CEROVNIKU;CEROVNIK 30;141;89;89;83;6;6;11;52;0;0;0;0;14;0
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;006;BIRAÈKO MJESTO BR. 6;ZGRADA ŠKOLE;MUNJAVA MODRUŠKA 11 A;53;40;40;33;7;2;4;19;1;0;1;0;5;1
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;007;BIRAÈKO MJESTO BR. 7;STARA ŠKOLSKA ZGRADA U MODRUŠKIM SABLJACIMA;MODRUŠKI SABLJACI 19;32;15;15;15;0;1;0;11;2;0;0;1;0;0
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;008;BIRAÈKO MJESTO BR. 8;DRUŠTVENI DOM U VOJNOVCU;VOJNOVAC 5 A;114;51;51;50;1;6;4;28;0;0;1;0;11;0
